method,n,energy_frac,rwdim,rrdim,nldim,nsr,time,error
clsQDEIM,1,0.99,9,11,11,71,,
clsSOPT,1,0.99,9,11,11,76,,
clsQDEIM,1,0.99,9,11,11,76,,
clsSOPT,1,0.99,9,11,11,81,,
clsQDEIM,1,0.99,9,11,11,81,,
clsSOPT,1,0.99,9,11,11,86,,
clsQDEIM,1,0.99,9,11,11,86,,
clsSOPT,1,0.99,9,11,11,91,,
clsQDEIM,1,0.99,9,11,11,91,,
clsSOPT,1,0.99,9,11,11,96,,
clsQDEIM,1,0.99,9,11,11,96,,
clsSOPT,1,0.99,9,11,11,101,,
clsQDEIM,1,0.99,9,11,11,101,,
clsSOPT,1,0.99,9,11,11,106,,
clsQDEIM,1,0.99,9,11,11,106,,
clsSOPT,1,0.99,9,11,11,111,,
clsQDEIM,1,0.99,9,11,11,111,,
clsSOPT,1,0.99,9,11,11,116,,
clsQDEIM,1,0.99,9,11,11,116,,
clsSOPT,1,0.99,9,11,11,121,,
clsQDEIM,1,0.99,9,11,11,121,,
clsSOPT,1,0.99,9,11,11,126,,
clsQDEIM,1,0.99,9,11,11,126,,
clsSOPT,1,0.99,9,11,11,131,,
clsQDEIM,1,0.99,9,11,11,131,,
clsSOPT,1,0.99,9,11,11,136,,
clsQDEIM,1,0.99,9,11,11,136,,
clsSOPT,1,0.99,9,11,11,141,,
clsQDEIM,1,0.99,9,11,11,141,,
clsSOPT,1,0.99,9,11,11,146,,
clsQDEIM,1,0.99,9,11,11,146,,
clsSOPT,1,0.99,9,11,11,151,,
clsQDEIM,1,0.99,9,11,11,151,,
clsSOPT,1,0.99,9,11,11,156,,
clsQDEIM,1,0.99,9,11,11,156,,
clsSOPT,1,0.99,9,11,11,161,,
clsQDEIM,1,0.99,9,11,11,161,,
clsSOPT,1,0.99,9,11,11,166,,
clsQDEIM,1,0.99,9,11,11,166,,
clsSOPT,1,0.99,9,11,11,171,,
clsQDEIM,1,0.99,9,11,11,171,,
clsSOPT,1,0.99,9,11,11,176,,
clsQDEIM,1,0.99,9,11,11,176,,
clsSOPT,1,0.99,9,11,11,181,,
clsQDEIM,1,0.99,9,11,11,181,,
clsSOPT,1,0.99,9,11,11,186,,
clsQDEIM,1,0.99,9,11,11,186,,
clsSOPT,1,0.99,9,11,11,191,,
clsQDEIM,1,0.99,9,11,11,191,,
clsSOPT,1,0.99,9,11,11,196,,
clsQDEIM,1,0.99,9,11,11,196,,
clsSOPT,1,0.99,9,11,11,201,,
clsQDEIM,1,0.99,9,11,11,201,,
clsSOPT,1,0.99,9,11,11,206,,
clsQDEIM,1,0.99,9,11,11,206,,
clsSOPT,1,0.99,9,11,11,211,,
clsQDEIM,1,0.99,9,11,11,211,,
clsSOPT,1,0.99,9,11,11,216,,
clsQDEIM,1,0.99,9,11,11,216,,
clsSOPT,1,0.99,9,11,11,221,,
clsQDEIM,1,0.99,9,11,11,221,,
clsSOPT,1,0.99,9,11,11,226,,
clsQDEIM,1,0.99,9,11,11,226,,
clsSOPT,1,0.99,9,11,11,231,,
clsQDEIM,1,0.99,9,11,11,231,,
clsSOPT,1,0.99,9,11,11,236,,
clsQDEIM,1,0.99,9,11,11,236,,
clsSOPT,1,0.99,9,11,11,241,,
clsQDEIM,1,0.99,9,11,11,241,,
clsSOPT,1,0.99,9,11,11,246,,
clsQDEIM,1,0.99,9,11,11,246,,
clsSOPT,1,0.99,9,11,11,251,,
clsQDEIM,1,0.99,9,11,11,251,,
clsSOPT,1,0.99,9,11,11,256,,
clsQDEIM,1,0.99,9,11,11,256,,
clsSOPT,1,0.99,9,11,11,261,,
clsQDEIM,1,0.99,9,11,11,261,,
clsSOPT,2,0.999,14,16,16,21,,
clsQDEIM,2,0.999,14,16,16,21,,
clsSOPT,2,0.999,14,16,16,26,,
clsQDEIM,2,0.999,14,16,16,26,,
clsSOPT,2,0.999,14,16,16,31,,
clsQDEIM,2,0.999,14,16,16,31,,
clsSOPT,2,0.999,14,16,16,36,,
clsQDEIM,2,0.999,14,16,16,36,,
clsSOPT,2,0.999,14,16,16,41,,
clsQDEIM,2,0.999,14,16,16,41,,
clsSOPT,2,0.999,14,16,16,46,,
clsQDEIM,2,0.999,14,16,16,46,,
clsSOPT,2,0.999,14,16,16,51,,
clsQDEIM,2,0.999,14,16,16,51,,
clsSOPT,2,0.999,14,16,16,56,,
clsQDEIM,2,0.999,14,16,16,56,,
clsSOPT,2,0.999,14,16,16,61,,
clsQDEIM,2,0.999,14,16,16,61,,
clsSOPT,2,0.999,14,16,16,66,,
clsQDEIM,2,0.999,14,16,16,66,,
clsSOPT,2,0.999,14,16,16,71,,
clsQDEIM,2,0.999,14,16,16,71,,
clsSOPT,2,0.999,14,16,16,76,,
clsQDEIM,2,0.999,14,16,16,76,,
clsSOPT,2,0.999,14,16,16,81,,
clsQDEIM,2,0.999,14,16,16,81,,
clsSOPT,2,0.999,14,16,16,86,,
clsQDEIM,2,0.999,14,16,16,86,,
clsSOPT,2,0.999,14,16,16,91,,
clsQDEIM,2,0.999,14,16,16,91,,
clsSOPT,2,0.999,14,16,16,96,,
clsQDEIM,2,0.999,14,16,16,96,,
clsSOPT,2,0.999,14,16,16,101,,
clsQDEIM,2,0.999,14,16,16,101,,
clsSOPT,2,0.999,14,16,16,106,,
clsQDEIM,2,0.999,14,16,16,106,,
clsSOPT,2,0.999,14,16,16,111,,
clsQDEIM,2,0.999,14,16,16,111,,
clsSOPT,2,0.999,14,16,16,116,,
clsQDEIM,2,0.999,14,16,16,116,,
clsSOPT,2,0.999,14,16,16,121,,
clsQDEIM,2,0.999,14,16,16,121,,
clsSOPT,2,0.999,14,16,16,126,,
clsQDEIM,2,0.999,14,16,16,126,,
clsSOPT,2,0.999,14,16,16,131,,
clsQDEIM,2,0.999,14,16,16,131,,
clsSOPT,2,0.999,14,16,16,136,,
clsQDEIM,2,0.999,14,16,16,136,,
clsSOPT,2,0.999,14,16,16,141,,
clsQDEIM,2,0.999,14,16,16,141,,
clsSOPT,2,0.999,14,16,16,146,,
clsQDEIM,2,0.999,14,16,16,146,,
clsSOPT,2,0.999,14,16,16,151,,
clsQDEIM,2,0.999,14,16,16,151,,
clsSOPT,2,0.999,14,16,16,156,,
clsQDEIM,2,0.999,14,16,16,156,,
clsSOPT,2,0.999,14,16,16,161,,
clsQDEIM,2,0.999,14,16,16,161,,
clsSOPT,2,0.999,14,16,16,166,,
clsQDEIM,2,0.999,14,16,16,166,,
clsSOPT,2,0.999,14,16,16,171,,
clsQDEIM,2,0.999,14,16,16,171,,
clsSOPT,2,0.999,14,16,16,176,,
clsQDEIM,2,0.999,14,16,16,176,,
clsSOPT,2,0.999,14,16,16,181,,
clsQDEIM,2,0.999,14,16,16,181,,
clsSOPT,2,0.999,14,16,16,186,,
clsQDEIM,2,0.999,14,16,16,186,,
clsSOPT,2,0.999,14,16,16,191,,
clsQDEIM,2,0.999,14,16,16,191,,
clsSOPT,2,0.999,14,16,16,196,,
clsQDEIM,2,0.999,14,16,16,196,,
clsSOPT,2,0.999,14,16,16,201,,
clsQDEIM,2,0.999,14,16,16,201,,
clsSOPT,2,0.999,14,16,16,206,,
clsQDEIM,2,0.999,14,16,16,206,,
clsSOPT,2,0.999,14,16,16,211,,
clsQDEIM,2,0.999,14,16,16,211,,
clsSOPT,2,0.999,14,16,16,216,,
clsQDEIM,2,0.999,14,16,16,216,,
clsSOPT,2,0.999,14,16,16,221,,
clsQDEIM,2,0.999,14,16,16,221,,
