sopt,0.1,3,4,14,25,10,19.709525,9.294698,4.23911,4.19069e-05,0.0233136,0.000527936
qdeim,0.1,3,4,14,25,10,24.829106,6.526982,3.54656,6.64031e-05,0.00981126,0.000191454
sopt,0.1,3,4,14,25,20,7.852498,4.264949,5.13716,6.47019e-05,0.017181,0.000615284
qdeim,0.1,3,4,14,25,20,17.767317,5.667100,4.43561,1.32214e-05,0.00263975,0.000118458
sopt,0.1,3,4,14,25,30,6.502532,3.109673,6.14052,4.23114e-05,0.00955896,0.000592298
qdeim,0.1,3,4,14,25,30,13.187519,4.660751,5.16233,1.31964e-05,0.00206176,4.87486e-05
sopt,0.1,3,4,14,25,40,6.773691,3.102543,6.98723,6.91255e-05,0.0196681,0.000890956
qdeim,0.1,3,4,14,25,40,8.536539,4.643232,5.68529,1.17529e-05,0.00443638,0.000173943
sopt,0.1,3,4,14,25,50,7.259626,3.287096,7.78778,3.44642e-05,0.0141095,0.000679793
qdeim,0.1,3,4,14,25,50,9.557376,5.638866,6.22597,8.23858e-06,0.00296482,0.0001448
sopt,0.1,3,4,14,25,60,5.249878,2.477492,8.61813,5.05823e-05,0.0159006,0.000785029
qdeim,0.1,3,4,14,25,60,8.557289,4.930254,6.76114,1.83821e-05,0.00797261,0.000277887
sopt,0.1,3,4,14,25,70,6.048275,3.318875,8.97565,2.73031e-05,0.0134628,0.000869008
qdeim,0.1,3,4,14,25,70,6.766209,8.491948,7.30446,2.35492e-05,0.00931565,0.000482631
sopt,0.1,3,4,14,25,80,4.978692,2.725264,9.55707,2.43686e-05,0.0123184,0.000735028
qdeim,0.1,3,4,14,25,80,7.444184,2.624227,8.23726,2.08742e-05,0.00635756,0.000208821
sopt,0.1,3,4,14,25,90,5.696965,2.415310,10.5605,2.51493e-05,0.0104153,0.000657344
qdeim,0.1,3,4,14,25,90,7.725306,2.429207,8.83796,3.53208e-05,0.0066556,0.000312625
sopt,0.1,3,4,14,25,100,6.903712,2.439927,10.6247,2.55018e-05,0.0109226,0.000648827
qdeim,0.1,3,4,14,25,100,7.792231,2.701754,9.21441,2.57202e-05,0.00877867,0.000392542
sopt,0.1,3,4,14,25,110,4.993999,2.929243,11.1116,2.722e-05,0.0109262,0.000692564
qdeim,0.1,3,4,14,25,110,6.725526,2.337253,9.55993,8.53408e-06,0.00142477,6.68821e-05
sopt,0.1,3,4,14,25,120,4.855782,2.379634,11.8581,2.76733e-05,0.01059,0.000647374
qdeim,0.1,3,4,14,25,120,5.634965,2.407278,10.0093,4.03642e-06,0.00101678,4.16561e-05
sopt,0.1,3,4,14,25,130,4.870564,2.417637,12.1638,2.78273e-05,0.00848544,0.000549365
qdeim,0.1,3,4,14,25,130,4.942041,1.938175,10.4935,5.87435e-06,0.00188522,6.49049e-05
sopt,0.1,3,4,14,25,140,5.754769,2.495323,12.8017,2.4685e-05,0.00707695,0.000423956
qdeim,0.1,3,4,14,25,140,5.308740,4.057387,10.4232,4.46455e-06,0.000873604,3.27692e-05
sopt,0.1,3,4,14,25,150,8.209746,2.146306,13.2951,2.79622e-05,0.007063,0.000432406
qdeim,0.1,3,4,14,25,150,7.581686,2.013156,11.1662,4.21623e-06,0.00110416,4.06185e-05
sopt,0.1,3,4,14,25,160,5.505628,2.194764,13.1137,2.28517e-05,0.00572403,0.000348014
qdeim,0.1,3,4,14,25,160,5.274298,1.781507,11.7292,4.70531e-06,0.00129257,4.81866e-05
sopt,0.1,3,4,14,25,170,4.921702,2.279626,13.6041,2.04713e-05,0.00556447,0.000288045
qdeim,0.1,3,4,14,25,170,6.272762,1.844122,11.9328,6.07585e-06,0.00152089,5.83995e-05
sopt,0.1,3,4,14,25,180,6.290433,2.042210,13.5926,2.05009e-05,0.00558118,0.000304859
qdeim,0.1,3,4,14,25,180,5.373619,1.929967,12.4691,8.8149e-06,0.00255765,8.68396e-05
sopt,0.1,3,4,14,25,190,6.186221,1.871390,14.7017,1.84885e-05,0.00469734,0.000246506
qdeim,0.1,3,4,14,25,190,5.233196,1.902041,12.645,1.05921e-05,0.00262018,9.78584e-05
sopt,0.1,3,4,14,25,200,6.995074,2.013872,14.056,1.64028e-05,0.00418253,0.000215717
qdeim,0.1,3,4,14,25,200,8.375818,1.776001,12.4264,1.11177e-05,0.00248684,8.46066e-05
sopt,0.1,4,4,21,32,10,14.432433,10.170411,4.66066,0.0021767,0.400585,0.0151145
qdeim,0.1,4,4,21,32,10,51.530814,7.555400,4.27462,0.000689439,0.178447,0.00531169
sopt,0.1,4,4,21,32,20,9.280038,5.522907,5.57657,8.23507e-05,0.0160554,0.000626819
qdeim,0.1,4,4,21,32,20,35.296779,4.683421,5.14963,0.000116304,0.0141664,0.000637655
sopt,0.1,4,4,21,32,30,9.729636,4.777075,6.96247,9.53947e-06,0.00445001,0.00018648
qdeim,0.1,4,4,21,32,30,21.512914,5.218029,5.72273,0.000246628,0.0473199,0.00219364
sopt,0.1,4,4,21,32,40,7.112284,4.418293,7.77135,1.93119e-05,0.00627984,0.000221868
qdeim,0.1,4,4,21,32,40,20.845797,5.096215,6.87807,3.97381e-05,0.00815704,0.000380052
sopt,0.1,4,4,21,32,50,6.672529,4.003458,8.31057,3.23623e-05,0.0102993,0.00036125
qdeim,0.1,4,4,21,32,50,17.942892,4.183996,7.04179,1.0124e-05,0.00345278,0.000177864
sopt,0.1,4,4,21,32,60,6.355674,3.721434,9.12074,1.75607e-05,0.00788133,0.000217205
qdeim,0.1,4,4,21,32,60,19.267371,5.087001,8.16304,0.000286587,0.117177,0.004964
sopt,0.1,4,4,21,32,70,6.909603,3.922863,9.54213,1.38467e-05,0.00596789,0.000175878
qdeim,0.1,4,4,21,32,70,17.333096,5.672178,8.86445,0.00012406,0.0795731,0.00333773
sopt,0.1,4,4,21,32,80,5.650887,3.513799,10.8904,1.35957e-05,0.00673717,0.000206966
qdeim,0.1,4,4,21,32,80,17.798985,3.577625,8.97088,0.000128661,0.0894105,0.00388567
sopt,0.1,4,4,21,32,90,6.155634,3.296994,10.9709,2.27197e-05,0.00917507,0.000287567
qdeim,0.1,4,4,21,32,90,15.309333,3.396128,9.58584,9.52781e-05,0.0577325,0.00231491
sopt,0.1,4,4,21,32,100,4.924835,3.130735,11.6168,1.98638e-05,0.00881044,0.000283749
qdeim,0.1,4,4,21,32,100,15.277844,3.795081,10.7823,0.000205262,0.109579,0.00482287
sopt,0.1,4,4,21,32,110,4.337491,3.104336,12.1035,3.46032e-05,0.00874915,0.000315802
qdeim,0.1,4,4,21,32,110,14.574953,3.367191,10.961,0.000184483,0.0994341,0.00455447
sopt,0.1,4,4,21,32,120,4.845776,3.235096,12.9374,2.92438e-05,0.00711183,0.000286304
qdeim,0.1,4,4,21,32,120,13.225476,3.877973,11.1715,5.21694e-05,0.0153525,0.000818399
sopt,0.1,4,4,21,32,130,4.586865,2.861679,13.1113,3.18481e-05,0.00796109,0.00031438
qdeim,0.1,4,4,21,32,130,12.106037,3.275356,12.1909,5.42825e-05,0.0130787,0.000648558
sopt,0.1,4,4,21,32,140,4.778381,3.379426,13.4784,2.57532e-05,0.00677609,0.000287479
