p,method,t,n,ef,rxdim,rvdim,nsr,time,errx,errv
1,SOPT,0.01,0,0.9,2,4,5,7,3.623736,0.0194918,0.00169887,0.267272
1,QDEIM,0.01,0,0.9,2,4,5,7,4.735337,0.0195509,0.00172145,0.271354
0.5,clsthSOPT,0.01,0,0.9,2,4,5,7,4.522470,0.0261884,0.00156424,0.253833
0.5,clsthQDEIM,0.01,0,0.9,2,4,5,7,8.928892,0.0259162,0.00161653,0.247251
0.5,thSOPT,0.01,0,0.9,2,4,5,7,10.292454,0.020047,0.00162911,0.260771
0.5,thQDEIM,0.01,0,0.9,2,4,5,7,9.740352,0.0151234,0.00164488,0.260802
0.4,clsthSOPT,0.01,0,0.9,2,4,5,7,14.982167,0.023588,0.00163478,0.259171
0.4,clsthQDEIM,0.01,0,0.9,2,4,5,7,6.706724,0.0212513,0.00169906,0.269224
0.4,thSOPT,0.01,0,0.9,2,4,5,7,61.942900,0.0195548,0.00168065,0.263751
0.4,thQDEIM,0.01,0,0.9,2,4,5,7,3.305989,0.017245,0.00172771,0.272099
0.3,clsthSOPT,0.01,0,0.9,2,4,5,7,4.353056,0.0238305,0.00174091,0.272339
0.3,clsthQDEIM,0.01,0,0.9,2,4,5,7,5.741992,0.0261256,0.00167573,0.264322
0.3,thSOPT,0.01,0,0.9,2,4,5,7,4.187876,0.0194997,0.0016989,0.267254
0.3,thQDEIM,0.01,0,0.9,2,4,5,7,6.222015,0.0172234,0.0017013,0.269695
0.25,clsthSOPT,0.01,0,0.9,2,4,5,7,4.353056,0.0238732,0.00174091,0.272339
0.25,clsthQDEIM,0.01,0,0.9,2,4,5,7,7.539384,0.0214107,0.00165523,0.259848
0.25,thSOPT,0.01,0,0.9,2,4,5,7,4.187876,0.0195418,0.0016989,0.267254
0.25,thQDEIM,0.01,0,0.9,2,4,5,7,9.146524,0.0198195,0.00169451,0.267304
0.2,clsthSOPT,0.01,0,0.9,2,4,5,7,8.016592,0.0243455,0.00169768,0.26708
0.2,clsthQDEIM,0.01,0,0.9,2,4,5,7,4.926828,0.0216654,0.00165594,0.261139
0.2,thSOPT,0.01,0,0.9,2,4,5,7,3.623736,0.0196077,0.00169887,0.267272
0.2,thQDEIM,0.01,0,0.9,2,4,5,7,5.649285,0.0195688,0.00172503,0.271797
0.1,clsthSOPT,0.01,0,0.9,2,4,5,7,9.108591,0.0285002,0.00167998,0.263842
0.1,clsthQDEIM,0.01,0,0.9,2,4,5,7,4.864922,0.0214403,0.0016872,0.266951
0.1,thSOPT,0.01,0,0.9,2,4,5,7,3.623736,0.0198997,0.00169887,0.267272
0.1,thQDEIM,0.01,0,0.9,2,4,5,7,4.735337,0.0197531,0.00172145,0.271354
0.05,clsthSOPT,0.01,0,0.9,2,4,5,7,13.487939,0.0473407,0.00159306,0.252138
0.05,clsthQDEIM,0.01,0,0.9,2,4,5,7,12.799451,0.0380508,0.001559,0.247198
0.05,thSOPT,0.01,0,0.9,2,4,5,7,3.623736,0.0195989,0.00169887,0.267272
0.05,thQDEIM,0.01,0,0.9,2,4,5,7,4.735337,0.0197966,0.00172145,0.271354
0.6,clsthSOPT,0.01,0,0.9,2,4,5,7,9.006140,0.0238607,0.00173861,0.260305
0.6,clsthQDEIM,0.01,0,0.9,2,4,5,7,6.082357,0.0306495,0.00162801,0.256812
0.6,thSOPT,0.01,0,0.9,2,4,5,7,10.292454,0.0196944,0.00162911,0.260771
0.6,thQDEIM,0.01,0,0.9,2,4,5,7,9.740352,0.0152471,0.00164488,0.260802
1,SOPT,0.01,0,0.9,2,4,5,9,6.098668,0.0271349,0.00158607,0.251738
1,QDEIM,0.01,0,0.9,2,4,5,9,3.123556,0.0222404,0.00171367,0.269962
0.5,clsthSOPT,0.01,0,0.9,2,4,5,9,3.559981,0.0315366,0.00151767,0.243185
0.5,clsthQDEIM,0.01,0,0.9,2,4,5,9,5.017721,0.0340424,0.00155549,0.242764
0.5,thSOPT,0.01,0,0.9,2,4,5,9,7.151587,0.02417,0.00159753,0.256277
0.5,thQDEIM,0.01,0,0.9,2,4,5,9,5.796632,0.0174297,0.0016162,0.258567
0.4,clsthSOPT,0.01,0,0.9,2,4,5,9,9.243166,0.0296066,0.00160411,0.257065
0.4,clsthQDEIM,0.01,0,0.9,2,4,5,9,3.052892,0.0271319,0.00169445,0.268551
0.4,thSOPT,0.01,0,0.9,2,4,5,9,6.028823,0.0221556,0.00168036,0.266023
0.4,thQDEIM,0.01,0,0.9,2,4,5,9,4.227739,0.0218958,0.00172446,0.271689
0.3,clsthSOPT,0.01,0,0.9,2,4,5,9,7.350615,0.0293542,0.00168461,0.265115
0.3,clsthQDEIM,0.01,0,0.9,2,4,5,9,3.705565,0.0296335,0.00163013,0.257832
0.3,thSOPT,0.01,0,0.9,2,4,5,9,5.572794,0.0240581,0.00163034,0.257595
0.3,thQDEIM,0.01,0,0.9,2,4,5,9,3.310715,0.0218917,0.00164305,0.262162
0.25,clsthSOPT,0.01,0,0.9,2,4,5,9,7.350615,0.0296487,0.00168461,0.265115
0.25,clsthQDEIM,0.01,0,0.9,2,4,5,9,2.709024,0.0270889,0.00163673,0.257526
0.25,thSOPT,0.01,0,0.9,2,4,5,9,5.572794,0.0243932,0.00163034,0.257595
0.25,thQDEIM,0.01,0,0.9,2,4,5,9,3.065831,0.0218183,0.00169409,0.267234
0.2,clsthSOPT,0.01,0,0.9,2,4,5,9,5.208859,0.029807,0.00169256,0.266344
0.2,clsthQDEIM,0.01,0,0.9,2,4,5,9,4.020172,0.0249921,0.00163262,0.257632
0.2,thSOPT,0.01,0,0.9,2,4,5,9,5.692264,0.026794,0.00160651,0.254269
0.2,thQDEIM,0.01,0,0.9,2,4,5,9,3.155799,0.0243346,0.00169002,0.266385
0.1,clsthSOPT,0.01,0,0.9,2,4,5,9,3.292573,0.0362601,0.00166192,0.26075
0.1,clsthQDEIM,0.01,0,0.9,2,4,5,9,4.145486,0.0272922,0.00164621,0.261938
0.1,thSOPT,0.01,0,0.9,2,4,5,9,6.098668,0.0264764,0.00158607,0.251738
0.1,thQDEIM,0.01,0,0.9,2,4,5,9,3.123556,0.0218983,0.00171367,0.269962
0.05,clsthSOPT,0.01,0,0.9,2,4,5,9,7.020065,0.0532951,0.00157037,0.249011
0.05,clsthQDEIM,0.01,0,0.9,2,4,5,9,12.487527,0.043866,0.00155722,0.24702
0.05,thSOPT,0.01,0,0.9,2,4,5,9,6.098668,0.0265557,0.00158607,0.251738
0.05,thQDEIM,0.01,0,0.9,2,4,5,9,3.123556,0.0217905,0.00171367,0.269962
0.6,clsthSOPT,0.01,0,0.9,2,4,5,9,3.825744,0.0297841,0.0017005,0.264699
0.6,clsthQDEIM,0.01,0,0.9,2,4,5,9,3.442196,0.0315818,0.001628,0.256917
0.6,thSOPT,0.01,0,0.9,2,4,5,9,8.147553,0.0267638,0.00162668,0.259187
0.6,thQDEIM,0.01,0,0.9,2,4,5,9,5.796632,0.0172303,0.0016162,0.258567
1,SOPT,0.01,0,0.9,2,4,5,11,2.985442,0.0360574,0.00147358,0.235507
1,QDEIM,0.01,0,0.9,2,4,5,11,2.727301,0.0291412,0.00170287,0.268345
0.5,clsthSOPT,0.01,0,0.9,2,4,5,11,3.891323,0.037535,0.00145463,0.234886
0.5,clsthQDEIM,0.01,0,0.9,2,4,5,11,3.671791,0.0374214,0.00153248,0.240011
0.5,thSOPT,0.01,0,0.9,2,4,5,11,4.148735,0.0315896,0.00156032,0.25091
0.5,thQDEIM,0.01,0,0.9,2,4,5,11,4.455225,0.0173729,0.0016162,0.258046
0.4,clsthSOPT,0.01,0,0.9,2,4,5,11,7.948608,0.0360186,0.00156182,0.251597
0.4,clsthQDEIM,0.01,0,0.9,2,4,5,11,3.099992,0.0331241,0.001689,0.267714
0.4,thSOPT,0.01,0,0.9,2,4,5,11,3.404601,0.0264762,0.00167287,0.263759
0.4,thQDEIM,0.01,0,0.9,2,4,5,11,2.680053,0.026574,0.0017164,0.270301
0.3,clsthSOPT,0.01,0,0.9,2,4,5,11,31.678333,0.0350972,0.00166505,0.261185
0.3,clsthQDEIM,0.01,0,0.9,2,4,5,11,3.685050,0.035603,0.00161701,0.256082
0.3,thSOPT,0.01,0,0.9,2,4,5,11,4.989159,0.0290906,0.00156104,0.247941
0.3,thQDEIM,0.01,0,0.9,2,4,5,11,5.250568,0.0241972,0.00161474,0.258529
0.25,clsthSOPT,0.01,0,0.9,2,4,5,11,31.678333,0.0352041,0.00166505,0.261185
0.25,clsthQDEIM,0.01,0,0.9,2,4,5,11,4.840926,0.0328248,0.0015617,0.247414
0.25,thSOPT,0.01,0,0.9,2,4,5,11,4.989159,0.0290057,0.00156104,0.247941
0.25,thQDEIM,0.01,0,0.9,2,4,5,11,3.115167,0.0265562,0.00167786,0.264798
0.2,clsthSOPT,0.01,0,0.9,2,4,5,11,3.154270,0.0381349,0.00168532,0.265157
0.2,clsthQDEIM,0.01,0,0.9,2,4,5,11,2.261337,0.033233,0.0016048,0.253804
0.2,thSOPT,0.01,0,0.9,2,4,5,11,5.562682,0.0337979,0.00150277,0.238963
0.2,thQDEIM,0.01,0,0.9,2,4,5,11,2.114296,0.0289874,0.00168564,0.265583
0.1,clsthSOPT,0.01,0,0.9,2,4,5,11,2.830178,0.0398118,0.00166146,0.260586
