method,rs,window,t,ws,w,q,TT3,TT4,ErrX,ErrV,ErrE
sopt,0.1,20,25,2,1.98568,5.56e+00,7.41063e-06,0.000693799,8.2967e-05
clssopt,0.1,20,25,2,2.16326,5.58e+00,7.27556e-06,0.001921,0.000148512
qdeim,0.1,20,25,2,2.2926,5.51e+00,1.66967e-05,0.00301448,0.000941783
clsqdeim,0.1,20,25,2,2.23377,5.71e+00,5.17575e-05,0.00223072,0.00100097
gnat,0.1,20,25,2,1.94818,5.47e+00,3.71074e-05,0.00308444,0.00110697
clsgnat,0.1,20,25,2,1.52186,5.69e+00,0.000565805,0.0218285,0.00773392
sopt,0.1,20,25,4,2.26356,5.57e+00,6.45503e-06,0.000970428,0.000461702
clssopt,0.1,20,25,4,2.22351,5.69e+00,5.87711e-06,0.000818842,0.000125992
qdeim,0.1,20,25,4,2.16473,5.72e+00,1.06248e-05,0.00108695,0.000771706
clsqdeim,0.1,20,25,4,2.13029,5.61e+00,1.09132e-05,0.00170729,0.000657018
gnat,0.1,20,25,4,2.23097,5.61e+00,3.67463e-05,0.00378752,0.00109475
clsgnat,0.1,20,25,4,1.44508,5.31e+00,0.000565805,0.0218285,0.00773392
sopt,0.1,20,25,6,2.22084,5.68e+00,9.72521e-06,0.00102651,0.000706152
clssopt,0.1,20,25,6,2.11844,5.57e+00,8.13808e-06,0.000655824,0.000140015
qdeim,0.1,20,25,6,2.18934,5.73e+00,1.00739e-05,0.00108313,0.000733174
clsqdeim,0.1,20,25,6,2.08744,5.42e+00,3.51876e-05,0.00334637,0.000678989
gnat,0.1,20,25,6,2.20808,5.71e+00,1.23321e-05,0.00192734,0.000946332
clsgnat,0.1,20,25,6,1.61471,5.65e+00,0.000565805,0.0218285,0.00773392
sopt,0.1,20,25,8,2.2989,5.77e+00,7.14513e-06,0.00197247,8.29115e-05
clssopt,0.1,20,25,8,2.14981,5.58e+00,7.09228e-06,0.00175795,0.000149664
qdeim,0.1,20,25,8,2.3452,5.36e+00,1.01661e-05,0.00199538,0.000739086
clsqdeim,0.1,20,25,8,2.22705,5.46e+00,1.0782e-05,0.000901428,0.000740221
gnat,0.1,20,25,8,2.23113,5.70e+00,3.68062e-05,0.00400127,0.00106948
clsgnat,0.1,20,25,8,2.60934,5.33e+00,0.000565805,0.0218285,0.00773392
sopt,0.1,20,25,10,2.28349,5.71e+00,7.07102e-06,0.000642437,7.93596e-05
clssopt,0.1,20,25,10,2.46281,5.49e+00,4.89296e-06,0.000798362,0.0001259
qdeim,0.1,20,25,10,2.16412,5.44e+00,1.18958e-05,0.00220579,0.000782648
clsqdeim,0.1,20,25,10,2.31121,5.63e+00,4.23702e-05,0.00233697,0.000867966
gnat,0.1,20,25,10,2.31736,5.63e+00,3.75121e-05,0.00315076,0.00117101
clsgnat,0.1,20,25,10,1.47229,5.31e+00,0.000565805,0.0218285,0.00773392
sopt,0.1,20,25,12,2.27284,5.74e+00,9.57231e-06,0.000867646,0.000685116
clssopt,0.1,20,25,12,2.35276,5.66e+00,5.51456e-06,0.000794313,0.000162346
qdeim,0.1,20,25,12,2.40299,5.69e+00,1.26521e-05,0.00102737,0.000990946
clsqdeim,0.1,20,25,12,2.47804,5.75e+00,1.14706e-05,0.00156508,0.000677232
gnat,0.1,20,25,12,2.2885,5.60e+00,3.79179e-05,0.00339698,0.000973347
clsgnat,0.1,20,25,12,1.59456,5.44e+00,0.000565805,0.0218285,0.00773392
sopt,0.1,20,25,14,2.15472,5.80e+00,7.6747e-06,0.00115584,0.00065337
clssopt,0.1,20,25,14,2.42096,5.57e+00,7.95563e-06,0.0012852,0.000217928
qdeim,0.1,20,25,14,2.28053,5.55e+00,8.75107e-06,0.00100306,0.000710699
clsqdeim,0.1,20,25,14,2.29852,5.64e+00,1.12969e-05,0.00108659,0.000666805
gnat,0.1,20,25,14,2.17109,5.74e+00,3.82276e-05,0.00277441,0.000987475
