method,t,n,,ef,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clssopt,0.1,0,0.99,17,11,4,5,3.734858,24.412376,1.69012,0.000293089,0.118908,0.00901072
sopt,0.1,0,0.99,17,11,4,5,1.674431,14.881235,1.75257,0.000866908,0.102445,0.0141855
clssopt,0.1,0,0.99,17,11,4,10,3.748961,19.715429,1.89763,0.000821187,0.145939,0.0125924
sopt,0.1,0,0.99,17,11,4,10,2.908726,14.622667,2.05019,0.0001985,0.0997645,0.0134196
clssopt,0.1,0,0.99,17,11,4,15,2.870179,13.317861,1.81988,0.0023207,0.180391,0.0278239
sopt,0.1,0,0.99,17,11,4,15,2.672693,17.429992,2.49269,0.000404992,0.0953486,0.01237
clssopt,0.1,0,0.99,17,11,4,20,2.559261,13.529445,2.12524,0.00243963,0.176223,0.0284103
sopt,0.1,0,0.99,17,11,4,20,3.758593,12.190377,2.54048,0.000463537,0.0925504,0.0122854
clssopt,0.1,0,0.99,17,11,4,25,2.260033,12.013447,2.41246,0.00247656,0.180341,0.0291041
sopt,0.1,0,0.99,17,11,4,25,3.440759,12.198082,2.68103,0.00036391,0.0939128,0.0123754
clssopt,0.1,0,0.99,17,11,4,30,3.360664,10.663777,2.31805,0.00253562,0.188568,0.0291255
sopt,0.1,0,0.99,17,11,4,30,3.401285,11.749264,2.86659,0.000345804,0.094079,0.0124466
clssopt,0.1,0,0.99,17,11,4,35,2.917687,11.520396,2.47575,0.0024571,0.176941,0.0284524
sopt,0.1,0,0.99,17,11,4,35,6.548703,13.739954,3.34611,0.000321714,0.0941547,0.0125359
clssopt,0.1,0,0.99,17,11,4,40,3.274686,12.820623,2.56267,0.00225441,0.164538,0.0257546
sopt,0.1,0,0.99,17,11,4,40,10.267954,13.495197,3.59358,0.000308267,0.0945881,0.0125965
clssopt,0.1,0,0.99,17,11,4,45,2.876353,11.458967,2.75478,0.00222032,0.159251,0.0249871
sopt,0.1,0,0.99,17,11,4,45,3.327765,13.522041,3.71865,0.00030038,0.094497,0.0127061
clssopt,0.1,0,0.99,17,11,4,50,2.855923,12.322863,3.28975,0.00221908,0.162998,0.0247951
sopt,0.1,0,0.99,17,11,4,50,2.990560,12.812882,4.44163,0.000299573,0.0945488,0.0127434
clssopt,0.1,0,0.99,17,11,4,55,2.755558,20.009359,3.49233,0.00217366,0.161068,0.0243496
sopt,0.1,0,0.99,17,11,4,55,4.237166,15.499061,5.76554,0.000294683,0.0944249,0.0127681
clssopt,0.1,0,0.99,17,11,4,60,2.770688,13.946322,3.56224,0.00199843,0.150031,0.021982
sopt,0.1,0,0.99,17,11,4,60,3.258287,13.668824,6.54494,0.000293965,0.0944248,0.0127661
clssopt,0.1,0,0.99,17,11,4,65,2.821140,14.867714,3.55197,0.00200974,0.154184,0.0219671
sopt,0.1,0,0.99,17,11,4,65,3.451001,13.861534,6.7354,0.000293201,0.0945014,0.0127641
clssopt,0.1,0,0.99,17,11,4,70,2.764735,13.242679,3.7234,0.00200492,0.154518,0.0213074
sopt,0.1,0,0.99,17,11,4,70,4.809796,19.502643,6.99967,0.000292542,0.094493,0.0127629
clssopt,0.1,0,0.99,17,11,4,75,2.986122,12.120739,3.66786,0.0020581,0.158152,0.0221547
sopt,0.1,0,0.99,17,11,4,75,6.492941,22.232981,17.2873,0.000292418,0.0944572,0.0127628
clssopt,0.1,0,0.99,17,11,4,80,3.338235,11.701345,4.18392,0.00204046,0.15779,0.0217963
sopt,0.1,0,0.99,17,11,4,80,11.066183,23.372896,7.96616,0.000291868,0.0944569,0.0127629
clssopt,0.1,0,0.99,17,11,4,85,2.664455,13.474806,4.50937,0.00199091,0.155463,0.0211035
sopt,0.1,0,0.99,17,11,4,85,15.684257,25.495278,9.32622,0.000292202,0.0944144,0.0127653
clssopt,0.1,0,0.99,17,11,4,90,3.277212,12.639052,4.79683,0.00199454,0.155708,0.0211567
sopt,0.1,0,0.99,17,11,4,90,15.640311,44.353836,9.79904,0.000316172,0.0935478,0.0127244
clssopt,0.1,0,0.99,17,11,4,95,2.851759,15.976901,5.05634,0.00199814,0.155889,0.0212321
sopt,0.1,0,0.99,17,11,4,95,51.056531,32.973668,10.4821,0.000327331,0.0931777,0.0127576
clssopt,0.1,0,0.99,17,11,4,100,3.474471,13.146999,4.89249,0.00201692,0.157258,0.021414
sopt,0.1,0,0.99,17,11,4,100,48.584058,40.212121,10.7232,0.000326961,0.0931102,0.0127679
clssopt,0.1,0,0.99,17,11,4,105,2.973550,14.841853,5.03457,0.00201603,0.157092,0.0214368
sopt,0.1,0,0.99,17,11,4,105,47.500648,45.963743,12.3315,0.000324773,0.0930688,0.0128452
clssopt,0.1,0,0.99,17,11,4,110,2.984058,17.254035,5.15685,0.002012,0.15672,0.021422
sopt,0.1,0,0.99,17,11,4,110,49.092931,65.133320,13.3469,0.000324235,0.0930756,0.0128449
clssopt,0.1,0,0.99,17,11,4,115,3.110223,21.080412,5.36449,0.00200822,0.156371,0.0214096
sopt,0.1,0,0.99,17,11,4,115,49.100571,33.367964,14.544,0.000323843,0.0930731,0.0128459
clssopt,0.1,0,0.99,17,11,4,120,3.245344,18.416846,5.36904,0.00200083,0.155767,0.0213607
sopt,0.1,0,0.99,17,11,4,120,49.114382,34.902404,15.4085,0.000323472,0.093072,0.0128462
clssopt,0.1,1,0.999,17,27,7,5,6.374582,65.698743,1.87427,0.000251595,0.021142,0.00449664
sopt,0.1,1,0.999,17,27,7,5,7.033623,77.397493,1.85794,0.000454116,0.0254402,0.0060066
clssopt,0.1,1,0.999,17,27,7,10,3.546252,49.191781,2.24995,0.000105714,0.0198989,0.00107821
sopt,0.1,1,0.999,17,27,7,10,5.119455,25.355195,1.98863,0.000507554,0.0269118,0.00732824
clssopt,0.1,1,0.999,17,27,7,15,2.615090,50.521522,2.26288,0.000137119,0.0178584,0.00211571
sopt,0.1,1,0.999,17,27,7,15,3.372283,23.756586,2.07052,0.000238902,0.0183186,0.00359128
clssopt,0.1,1,0.999,17,27,7,20,2.564495,31.919547,2.48158,0.000118227,0.01772,0.00246276
sopt,0.1,1,0.999,17,27,7,20,3.712259,22.221333,2.44995,0.000157738,0.018165,0.00230862
clssopt,0.1,1,0.999,17,27,7,25,2.911350,30.932140,2.61355,0.000105616,0.016199,0.00250043
sopt,0.1,1,0.999,17,27,7,25,3.784431,18.478980,2.3702,0.000162071,0.0164519,0.00231491
clssopt,0.1,1,0.999,17,27,7,30,2.184721,28.025236,2.64607,0.000102452,0.016065,0.0024717
sopt,0.1,1,0.999,17,27,7,30,2.380026,19.556670,2.85458,0.000149867,0.016701,0.00231041
clssopt,0.1,1,0.999,17,27,7,35,2.501161,27.480003,2.73822,0.000108276,0.0170319,0.0025394
sopt,0.1,1,0.999,17,27,7,35,3.162847,18.456051,2.84777,0.00015059,0.0165797,0.00227572
clssopt,0.1,1,0.999,17,27,7,40,2.351553,24.907268,2.74825,0.00010787,0.019421,0.00252707
sopt,0.1,1,0.999,17,27,7,40,2.430679,18.969799,2.83923,0.000145387,0.0161319,0.00221268
clssopt,0.1,1,0.999,17,27,7,45,2.149969,29.387435,2.87204,0.000122359,0.0186698,0.00280964
sopt,0.1,1,0.999,17,27,7,45,2.545439,18.002479,2.87487,0.000143993,0.0165939,0.00216119
clssopt,0.1,1,0.999,17,27,7,50,1.989145,22.816136,2.77073,0.000122887,0.0186819,0.00284779
sopt,0.1,1,0.999,17,27,7,50,2.625538,14.779543,2.90006,0.000133085,0.0169295,0.00200436
clssopt,0.1,1,0.999,17,27,7,55,1.989936,23.342361,2.94744,0.000154819,0.0203979,0.00345015
sopt,0.1,1,0.999,17,27,7,55,2.945817,17.494959,2.77596,0.000134896,0.016676,0.00199427
clssopt,0.1,1,0.999,17,27,7,60,2.459197,20.061125,3.12035,0.000161306,0.020675,0.00355759
sopt,0.1,1,0.999,17,27,7,60,2.981991,14.701223,3.0398,0.00013325,0.0170673,0.00185936
clssopt,0.1,1,0.999,17,27,7,65,2.626809,21.877788,3.05859,0.000163595,0.0204787,0.0036061
sopt,0.1,1,0.999,17,27,7,65,3.064647,16.508435,3.15836,0.00013061,0.0173201,0.0018969
clssopt,0.1,1,0.999,17,27,7,70,3.627332,28.628089,3.09703,0.000185595,0.0209075,0.00398434
sopt,0.1,1,0.999,17,27,7,70,4.634101,16.054777,3.24877,0.000129799,0.0181395,0.00189411
clssopt,0.1,1,0.999,17,27,7,75,3.335235,19.080515,3.3108,0.000187362,0.0207296,0.00399904
sopt,0.1,1,0.999,17,27,7,75,2.614740,15.212484,3.23953,0.000128997,0.0186616,0.00192295
clssopt,0.1,1,0.999,17,27,7,80,2.396054,18.819407,3.37982,0.000204367,0.0228477,0.00433234
sopt,0.1,1,0.999,17,27,7,80,3.334869,13.784815,3.1942,0.000125344,0.0188449,0.00179745
clssopt,0.1,1,0.999,17,27,7,85,2.920395,20.406580,3.42204,0.000202492,0.0233598,0.00429187
sopt,0.1,1,0.999,17,27,7,85,3.068455,16.909949,3.29103,0.000125455,0.0189235,0.00180659
clssopt,0.1,1,0.999,17,27,7,90,3.614600,18.518222,3.54586,0.000203345,0.0235449,0.00428789
sopt,0.1,1,0.999,17,27,7,90,4.227513,17.881586,3.44866,0.000124663,0.0192429,0.0017982
clssopt,0.1,1,0.999,17,27,7,95,3.491685,21.844822,3.7628,0.000185763,0.0237402,0.00405314
sopt,0.1,1,0.999,17,27,7,95,3.997190,15.768022,3.36686,0.000124705,0.019214,0.00180336
clssopt,0.1,1,0.999,17,27,7,100,3.592443,16.970752,3.71876,0.00018476,0.0237358,0.00403498
sopt,0.1,1,0.999,17,27,7,100,4.061204,17.245966,3.52732,0.000124664,0.0192158,0.00180117
clssopt,0.1,1,0.999,17,27,7,105,5.191693,17.257834,3.72081,0.000184726,0.0236404,0.00403741
sopt,0.1,1,0.999,17,27,7,105,4.588873,15.820543,3.50775,0.000124762,0.019354,0.0017999
clssopt,0.1,1,0.999,17,27,7,110,3.567052,16.607425,3.7853,0.000185488,0.0235947,0.00405375
sopt,0.1,1,0.999,17,27,7,110,4.080244,15.531483,3.69713,0.000125052,0.0194916,0.00180788
clssopt,0.1,1,0.999,17,27,7,115,3.445771,20.849383,4.17561,0.00018405,0.0240792,0.00402717
sopt,0.1,1,0.999,17,27,7,115,3.928138,17.185851,3.93733,0.000125058,0.0197279,0.00180675
clssopt,0.1,1,0.999,17,27,7,120,3.661346,17.092818,4.47672,0.000184132,0.0244701,0.00402628
sopt,0.1,1,0.999,17,27,7,120,3.938199,15.457271,4.00728,0.000124898,0.0197664,0.00180492
clssopt,0.1,2,0.9999,17,53,13,5,20.131402,204.303745,2.61621,0.000151422,0.00932703,0.00132051
sopt,0.1,2,0.9999,17,53,13,5,13.919401,70.484584,2.44263,3.94997e-05,0.00471241,0.000462902
clssopt,0.1,2,0.9999,17,53,13,10,10.922014,93.507205,2.67682,6.29108e-05,0.00601151,0.000665046
sopt,0.1,2,0.9999,17,53,13,10,6.804622,40.447698,2.55359,2.41014e-05,0.00400931,0.000355786
clssopt,0.1,2,0.9999,17,53,13,15,5.710346,79.277131,2.74301,5.34749e-05,0.00557111,0.000517871
sopt,0.1,2,0.9999,17,53,13,15,11.491321,31.658402,2.52572,2.70196e-05,0.003675,0.00031089
clssopt,0.1,2,0.9999,17,53,13,20,8.830968,49.659645,2.86003,3.92498e-05,0.00506842,0.000415773
sopt,0.1,2,0.9999,17,53,13,20,7.253341,32.808676,2.70791,3.00465e-05,0.00364173,0.000339087
clssopt,0.1,2,0.9999,17,53,13,25,7.602307,63.307223,2.90378,3.75469e-05,0.00513195,0.000370599
sopt,0.1,2,0.9999,17,53,13,25,7.244028,25.422884,2.93151,2.20093e-05,0.00361569,0.000297609
clssopt,0.1,2,0.9999,17,53,13,30,6.535160,43.326798,3.08045,2.85968e-05,0.00496456,0.000295305
sopt,0.1,2,0.9999,17,53,13,30,6.763977,18.214996,2.91544,2.33301e-05,0.00396194,0.000303644
clssopt,0.1,2,0.9999,17,53,13,35,5.323155,49.124850,3.20046,2.62301e-05,0.00467207,0.000295027
sopt,0.1,2,0.9999,17,53,13,35,5.877870,19.573760,2.92994,2.35136e-05,0.00373007,0.000342503
clssopt,0.1,2,0.9999,17,53,13,40,6.109362,37.664997,3.28775,2.4851e-05,0.0044828,0.000300731
sopt,0.1,2,0.9999,17,53,13,40,7.542360,19.717975,2.96686,2.35533e-05,0.0036288,0.000267265
clssopt,0.1,2,0.9999,17,53,13,45,5.583331,35.660995,3.55929,2.45599e-05,0.00439778,0.000300479
sopt,0.1,2,0.9999,17,53,13,45,5.996422,18.077609,3.16222,2.72219e-05,0.00382204,0.000311858
clssopt,0.1,2,0.9999,17,53,13,50,5.984048,36.913658,3.30539,2.3359e-05,0.00421514,0.00030407
sopt,0.1,2,0.9999,17,53,13,50,6.843293,15.692825,3.1944,2.79156e-05,0.00379807,0.000326488
clssopt,0.1,2,0.9999,17,53,13,55,5.332883,29.987041,3.4184,2.4439e-05,0.0041124,0.000320629
sopt,0.1,2,0.9999,17,53,13,55,6.262328,14.637972,5.17393,2.70636e-05,0.00367325,0.000301975
clssopt,0.1,2,0.9999,17,53,13,60,6.409194,31.471283,3.31461,2.49958e-05,0.00400592,0.000318842
sopt,0.1,2,0.9999,17,53,13,60,5.805836,13.576540,3.30356,2.54431e-05,0.00358281,0.000298971
clssopt,0.1,2,0.9999,17,53,13,65,8.619743,32.373281,3.54342,2.50284e-05,0.00398633,0.000317327
sopt,0.1,2,0.9999,17,53,13,65,7.110964,15.042630,3.35254,2.57291e-05,0.00309908,0.000331897
clssopt,0.1,2,0.9999,17,53,13,70,4.986368,35.835814,3.68592,2.38713e-05,0.00360639,0.000303198
sopt,0.1,2,0.9999,17,53,13,70,4.804451,16.315122,3.36598,2.47134e-05,0.00306651,0.000326481
clssopt,0.1,2,0.9999,17,53,13,75,5.120250,28.687428,3.68384,2.47623e-05,0.0037537,0.000311773
sopt,0.1,2,0.9999,17,53,13,75,4.846625,15.038569,3.39717,2.37854e-05,0.00305127,0.000363516
clssopt,0.1,2,0.9999,17,53,13,80,3.960313,34.906411,3.65494,2.34803e-05,0.00381273,0.000303609
sopt,0.1,2,0.9999,17,53,13,80,5.018469,16.504911,3.44586,2.3726e-05,0.00300633,0.000355209
clssopt,0.1,2,0.9999,17,53,13,85,3.981116,26.565671,3.80437,2.38203e-05,0.0038632,0.000305951
sopt,0.1,2,0.9999,17,53,13,85,4.886615,16.280710,3.52139,2.39342e-05,0.00302197,0.000360971
clssopt,0.1,2,0.9999,17,53,13,90,4.591223,24.192964,3.65314,2.48614e-05,0.00392551,0.000320062
sopt,0.1,2,0.9999,17,53,13,90,5.259551,14.116253,3.50754,2.41204e-05,0.00300481,0.000363344
clssopt,0.1,2,0.9999,17,53,13,95,4.346836,25.642470,3.73485,2.44205e-05,0.00394402,0.000314128
sopt,0.1,2,0.9999,17,53,13,95,5.304542,13.723948,3.60896,2.37943e-05,0.00306518,0.000366337
clssopt,0.1,2,0.9999,17,53,13,100,4.620328,26.353059,3.7267,2.31874e-05,0.00389144,0.000303561
sopt,0.1,2,0.9999,17,53,13,100,5.088851,13.154773,3.55836,2.35328e-05,0.00299153,0.000354714
clssopt,0.1,2,0.9999,17,53,13,105,4.514678,30.145701,3.73979,2.33638e-05,0.00384924,0.00030746
sopt,0.1,2,0.9999,17,53,13,105,4.738329,14.040188,3.67832,2.31824e-05,0.00304624,0.000367678
clssopt,0.1,2,0.9999,17,53,13,110,4.886440,25.145183,3.91759,2.3546e-05,0.00390998,0.000307433
sopt,0.1,2,0.9999,17,53,13,110,4.889674,16.270272,3.7,2.3233e-05,0.00304604,0.000367991
clssopt,0.1,2,0.9999,17,53,13,115,4.669127,24.882535,3.94111,2.32087e-05,0.00384224,0.000307261
sopt,0.1,2,0.9999,17,53,13,115,4.935336,13.319727,3.70553,2.30525e-05,0.00302573,0.000364896
clssopt,0.1,2,0.9999,17,53,13,120,4.551876,22.569818,3.76871,2.29637e-05,0.00390903,0.000304122
sopt,0.1,2,0.9999,17,53,13,120,4.835314,14.470560,3.7899,2.30284e-05,0.00309389,0.000369114
clssopt,0.1,3,0.99999,17,86,23,5,29.385138,141.151413,3.62771,3.23886e-05,0.00460406,0.000654394
sopt,0.1,3,0.99999,17,86,23,5,38.072595,125.113642,3.471,2.08302e-05,0.00241302,0.000748531
clssopt,0.1,3,0.99999,17,86,23,10,15.459678,125.631171,3.72196,3.19017e-05,0.00473076,0.000635037
sopt,0.1,3,0.99999,17,86,23,10,24.335560,57.742283,3.79368,3.38346e-05,0.00450039,0.000648627
