method,t,energy_frac,rxdim,rvdim,nldim,q,nqp,time,err_x,err_v
gappy-POD,1.0,0.9999999,21,30,32,60,288,0.0828827,0.00129601,0.357785
QDEIM,1.0,0.9999999,21,30,32,60,387,0.108885,0.00129601,0.357785
EQP,1.0,0.9999999,21,30,2048,80,80,0.0313945,0.000224886,0.283416
SOPT,1.0,0.9999999,21,30,32,80,405,0.113321,0.000971259,0.276122
gappy-POD,1.0,0.9999999,21,30,32,80,333,0.0938845,0.0012298,0.345815
QDEIM,1.0,0.9999999,21,30,32,80,405,0.112759,0.0012298,0.345815
EQP,1.0,0.9999999,21,30,2048,100,100,0.035646,0.000222173,0.277327
SOPT,1.0,0.9999999,21,30,32,100,495,0.13798,0.000705733,0.221957
gappy-POD,1.0,0.9999999,21,30,32,100,369,0.104296,0.00117154,0.314964
QDEIM,1.0,0.9999999,21,30,32,100,405,0.112559,0.00117154,0.314964
EQP,1.0,0.9999999,21,30,2048,120,120,0.0414489,0.000217672,0.356454
SOPT,1.0,0.9999999,21,30,32,120,558,0.155029,0.000632748,0.172264
gappy-POD,1.0,0.9999999,21,30,32,120,387,0.108192,0.001105,0.303397
QDEIM,1.0,0.9999999,21,30,32,120,423,0.117872,0.001105,0.303397
EQP,1.0,0.9999999,21,30,2048,140,140,0.0482355,0.000189861,0.336561
SOPT,1.0,0.9999999,21,30,32,140,603,0.165919,0.000547899,0.145926
gappy-POD,1.0,0.9999999,21,30,32,140,423,0.118263,0.00105761,0.287312
QDEIM,1.0,0.9999999,21,30,32,140,459,0.127913,0.00105761,0.287312
EQP,1.0,0.9999999,21,30,2048,160,160,0.0488083,0.000169111,0.40181
SOPT,1.0,0.9999999,21,30,32,160,657,0.180093,0.000482215,0.127474
gappy-POD,1.0,0.9999999,21,30,32,160,477,0.133406,0.000850496,0.259124
QDEIM,1.0,0.9999999,21,30,32,160,477,0.132903,0.000850496,0.259124
EQP,1.0,0.9999999,21,30,2048,180,180,0.0528079,0.000169775,0.396441
SOPT,1.0,0.9999999,21,30,32,180,729,0.199312,0.000420636,0.11511
gappy-POD,1.0,0.9999999,21,30,32,180,513,0.144436,0.000815641,0.253615
QDEIM,1.0,0.9999999,21,30,32,180,486,0.137128,0.000815641,0.253615
EQP,1.0,0.9999999,21,30,2048,200,200,0.0589661,0.000159041,0.287028
SOPT,1.0,0.9999999,21,30,32,200,765,0.209219,0.00039134,0.103282
gappy-POD,1.0,0.9999999,21,30,32,200,549,0.153346,0.000753987,0.253732
QDEIM,1.0,0.9999999,21,30,32,200,504,0.147262,0.000753987,0.253732
EQP,1.0,0.9999999,21,30,2048,220,220,0.0678295,0.000161769,0.237951
SOPT,1.0,0.9999999,21,30,32,220,801,0.21889,0.000335456,0.0958425
gappy-POD,1.0,0.9999999,21,30,32,220,549,0.152182,0.000779324,0.218887
QDEIM,1.0,0.9999999,21,30,32,220,585,0.162778,0.000779324,0.218887
EQP,1.0,0.9999999,21,30,2048,240,240,0.0650174,0.000166868,0.243682
SOPT,1.0,0.9999999,21,30,32,240,837,0.229305,0.000298174,0.0904292
gappy-POD,1.0,0.9999999,21,30,32,240,594,0.164932,0.000716145,0.229194
QDEIM,1.0,0.9999999,21,30,32,240,585,0.165592,0.000716145,0.229194
EQP,1.0,0.9999999,21,30,2048,260,260,0.0766597,0.000161702,0.218428
SOPT,1.0,0.9999999,21,30,32,260,909,0.249004,0.000238166,0.0685985
gappy-POD,1.0,0.9999999,21,30,32,260,657,0.181452,0.00060635,0.176963
QDEIM,1.0,0.9999999,21,30,32,260,621,0.171905,0.00060635,0.176963
EQP,1.0,0.9999999,21,30,2048,280,280,0.0736314,0.000161332,0.198236
SOPT,1.0,0.9999999,21,30,32,280,936,0.253375,0.000180104,0.0522178
gappy-POD,1.0,0.9999999,21,30,32,280,702,0.192785,0.000480204,0.134353
QDEIM,1.0,0.9999999,21,30,32,280,666,0.186436,0.000480204,0.134353
EQP,1.0,0.9999999,21,30,2048,300,300,0.084514,0.000157717,0.218447
SOPT,1.0,0.9999999,21,30,32,300,990,0.269779,0.000136197,0.0369865
gappy-POD,1.0,0.9999999,21,30,32,300,738,0.204062,0.000429029,0.130905
QDEIM,1.0,0.9999999,21,30,32,300,684,0.188913,0.000429029,0.130905
EQP,1.0,0.9999999,21,30,2048,320,320,0.0811763,0.000151509,0.197489
SOPT,1.0,0.9999999,21,30,32,320,1017,0.275542,9.74805e-05,0.0293931
gappy-POD,1.0,0.9999999,21,30,32,320,774,0.212579,0.000371249,0.122865
QDEIM,1.0,0.9999999,21,30,32,320,720,0.201723,0.000371249,0.122865
EQP,1.0,0.9999999,21,30,2048,340,340,0.0864079,0.000149955,0.194725
SOPT,1.0,0.9999999,21,30,32,340,1026,0.278512,9.07264e-05,0.0284649
gappy-POD,1.0,0.9999999,21,30,32,340,810,0.223421,0.000346948,0.133575
QDEIM,1.0,0.9999999,21,30,32,340,747,0.207541,0.000346948,0.133575
EQP,1.0,0.9999999,21,30,2048,360,360,0.101555,0.000151357,0.181743
SOPT,1.0,0.9999999,21,30,32,360,1071,0.291819,5.60259e-05,0.0183607
gappy-POD,1.0,0.9999999,21,30,32,360,846,0.231589,0.000298539,0.110714
QDEIM,1.0,0.9999999,21,30,32,360,792,0.219614,0.000298539,0.110714
EQP,1.0,0.9999999,21,30,2048,380,380,0.107631,0.000154016,0.179944
SOPT,1.0,0.9999999,21,30,32,380,1089,0.295374,5.2675e-05,0.017042
gappy-POD,1.0,0.9999999,21,30,32,380,900,0.247627,0.000239654,0.090091
QDEIM,1.0,0.9999999,21,30,32,380,846,0.232627,0.000239654,0.090091
EQP,1.0,0.9999999,21,30,2048,400,400,0.11103,0.000145679,0.162782
SOPT,1.0,0.9999999,21,30,32,400,1098,0.298733,4.16737e-05,0.0172041
gappy-POD,1.0,0.9999999,21,30,32,400,909,0.250389,0.000239072,0.0917167
QDEIM,1.0,0.9999999,21,30,32,400,891,0.243942,0.000239072,0.0917167
EQP,1.0,0.9999999,21,30,2048,420,420,0.102196,0.000143851,0.15536
SOPT,1.0,0.9999999,21,30,32,420,1116,0.301297,1.81249e-05,0.00756577
gappy-POD,1.0,0.9999999,21,30,32,420,936,0.255344,0.000216242,0.0834497
QDEIM,1.0,0.9999999,21,30,32,420,918,0.251054,0.000216242,0.0834497
EQP,1.0,0.9999999,21,30,2048,440,440,0.107414,0.000144443,0.137585
SOPT,1.0,0.9999999,21,30,32,440,1125,0.306472,1.33355e-05,0.00665064
gappy-POD,1.0,0.9999999,21,30,32,440,954,0.26236,0.000187243,0.0738747
QDEIM,1.0,0.9999999,21,30,32,440,936,0.259853,0.000187243,0.0738747
EQP,1.0,0.9999999,21,30,2048,460,460,0.125287,0.0001426,0.128904
SOPT,1.0,0.9999999,21,30,32,460,1143,0.309646,4.98133e-06,0.0028563
gappy-POD,1.0,0.9999999,21,30,32,460,990,0.270306,0.000150247,0.0605514
QDEIM,1.0,0.9999999,21,30,32,460,963,0.263952,0.000150247,0.0605514
EQP,1.0,0.9999999,21,30,2048,480,480,0.112816,9.1385e-05,0.380893
SOPT,1.0,0.9999999,21,30,32,480,1152,0.313257,6.43474e-11,1.84053e-06
gappy-POD,1.0,0.9999999,21,30,32,480,990,0.271132,0.000145765,0.0574949
QDEIM,1.0,0.9999999,21,30,32,480,972,0.266668,0.000145765,0.0574949
EQP,1.0,0.9999999,21,30,2048,500,500,0.118017,8.26443e-05,0.452415
SOPT,1.0,0.9999999,21,30,32,500,1152,0.31813,6.44525e-11,1.8404e-06
gappy-POD,1.0,0.9999999,21,30,32,500,1044,0.28681,9.97065e-05,0.0400589
QDEIM,1.0,0.9999999,21,30,32,500,1026,0.280724,9.97065e-05,0.0400589
EQP,1.0,0.9999999,21,30,2048,520,520,0.123353,6.39772e-05,0.32705
SOPT,1.0,0.9999999,21,30,32,520,1152,0.313913,6.43914e-11,1.84029e-06
gappy-POD,1.0,0.9999999,21,30,32,520,1062,0.289187,7.27289e-05,0.0264077
QDEIM,1.0,0.9999999,21,30,32,520,1026,0.280834,7.27289e-05,0.0264077
EQP,1.0,0.9999999,21,30,2048,540,540,0.132162,4.02147e-05,0.353212
SOPT,1.0,0.9999999,21,30,32,540,1152,0.314038,6.43894e-11,1.84028e-06
gappy-POD,1.0,0.9999999,21,30,32,540,1080,0.294942,5.17744e-05,0.0186087
QDEIM,1.0,0.9999999,21,30,32,540,1035,0.282601,5.17744e-05,0.0186087
EQP,1.0,0.9999999,21,30,2048,560,560,0.131114,3.11564e-05,0.293568
SOPT,1.0,0.9999999,21,30,32,560,1152,0.315626,6.43902e-11,1.84028e-06
gappy-POD,1.0,0.9999999,21,30,32,560,1116,0.305571,1.62057e-05,0.00732026
QDEIM,1.0,0.9999999,21,30,32,560,1053,0.292693,1.62057e-05,0.00732026
EQP,1.0,0.9999999,21,30,2048,580,580,0.134501,3.01261e-05,0.294735
SOPT,1.0,0.9999999,21,30,32,580,1152,0.31419,6.43903e-11,1.84029e-06
gappy-POD,1.0,0.9999999,21,30,32,580,1134,0.310636,8.57427e-06,0.00504318
QDEIM,1.0,0.9999999,21,30,32,580,1071,0.295487,8.57427e-06,0.00504318
EQP,1.0,0.9999999,21,30,2048,600,600,0.159991,3.0067e-05,0.250624
SOPT,1.0,0.9999999,21,30,32,600,1152,0.313878,6.43913e-11,1.8403e-06
gappy-POD,1.0,0.9999999,21,30,32,600,1143,0.315231,4.29762e-06,0.00243332
QDEIM,1.0,0.9999999,21,30,32,600,1116,0.307421,4.29762e-06,0.00243332
EQP,1.0,0.9999999,21,30,2048,620,620,0.157816,2.22075e-05,0.293355
SOPT,1.0,0.9999999,21,30,32,620,1152,0.314812,6.43587e-11,1.84041e-06
gappy-POD,1.0,0.9999999,21,30,32,620,1152,0.317178,6.19593e-11,1.82772e-06
QDEIM,1.0,0.9999999,21,30,32,620,1134,0.311124,6.19593e-11,1.82772e-06
EQP,1.0,0.9999999,21,30,2048,640,640,0.144561,1.9516e-05,0.149226
SOPT,1.0,0.9999999,21,30,32,640,1152,0.315099,6.43496e-11,1.83979e-06
gappy-POD,1.0,0.9999999,21,30,32,640,1152,0.315097,6.18408e-11,1.82684e-06
QDEIM,1.0,0.9999999,21,30,32,640,1143,0.315617,6.18408e-11,1.82684e-06
EQP,1.0,0.9999999,21,30,2048,660,660,0.150146,1.45897e-05,0.114492
SOPT,1.0,0.9999999,21,30,32,660,1152,0.317998,6.43449e-11,1.84102e-06
gappy-POD,1.0,0.9999999,21,30,32,660,1152,0.316604,6.18797e-11,1.82682e-06
QDEIM,1.0,0.9999999,21,30,32,660,1143,0.312564,6.18797e-11,1.82682e-06
EQP,1.0,0.9999999,21,30,2048,680,680,0.159214,1.39596e-05,0.105317
SOPT,1.0,0.9999999,21,30,32,680,1152,0.315065,6.41757e-11,1.83904e-06
gappy-POD,1.0,0.9999999,21,30,32,680,1152,0.318334,6.19819e-11,1.82659e-06
QDEIM,1.0,0.9999999,21,30,32,680,1152,0.316679,6.19819e-11,1.82659e-06
EQP,1.0,0.9999999,21,30,2048,700,700,0.15856,1.56609e-05,0.149601
SOPT,1.0,0.9999999,21,30,32,700,1152,0.316843,6.42221e-11,1.83892e-06
gappy-POD,1.0,0.9999999,21,30,32,700,1152,0.316197,6.17268e-11,1.82565e-06
QDEIM,1.0,0.9999999,21,30,32,700,1152,0.315261,6.17268e-11,1.82565e-06
EQP,1.0,0.9999999,21,30,2048,720,720,0.188298,1.34446e-05,0.171775
SOPT,1.0,0.9999999,21,30,32,720,1152,0.316055,6.41352e-11,1.8383e-06
gappy-POD,1.0,0.9999999,21,30,32,720,1152,0.319983,6.16872e-11,1.82507e-06
QDEIM,1.0,0.9999999,21,30,32,720,1152,0.318711,6.16872e-11,1.82507e-06
EQP,1.0,0.9999999,21,30,2048,740,740,0.172245,1.17183e-05,0.19102
SOPT,1.0,0.9999999,21,30,32,740,1152,0.316303,6.40786e-11,1.83811e-06
gappy-POD,1.0,0.9999999,21,30,32,740,1152,0.319025,6.16169e-11,1.82535e-06
QDEIM,1.0,0.9999999,21,30,32,740,1152,0.316497,6.16169e-11,1.82535e-06
EQP,1.0,0.9999999,21,30,2048,760,760,0.17533,1.46271e-05,0.188477
SOPT,1.0,0.9999999,21,30,32,760,1152,0.315148,6.4422e-11,1.83836e-06
gappy-POD,1.0,0.9999999,21,30,32,760,1152,0.317432,6.15219e-11,1.82376e-06
QDEIM,1.0,0.9999999,21,30,32,760,1152,0.318296,6.15219e-11,1.82376e-06
EQP,1.0,0.9999999,21,30,2048,780,780,0.206641,1.4299e-05,0.177511
SOPT,1.0,0.9999999,21,30,32,780,1152,0.316599,6.40725e-11,1.83668e-06
gappy-POD,1.0,0.9999999,21,30,32,780,1152,0.31819,6.14801e-11,1.82367e-06
QDEIM,1.0,0.9999999,21,30,32,780,1152,0.318093,6.14801e-11,1.82367e-06
EQP,1.0,0.9999999,21,30,2048,800,800,0.200059,1.30527e-05,0.188765
SOPT,1.0,0.9999999,21,30,32,800,1152,0.319643,6.49471e-11,1.83919e-06
gappy-POD,1.0,0.9999999,21,30,32,800,1152,0.317398,6.15594e-11,1.82252e-06
QDEIM,1.0,0.9999999,21,30,32,800,1152,0.318037,6.15594e-11,1.82252e-06
EQP,1.0,0.9999999,21,30,2048,820,820,0.216354,1.09997e-05,0.135281
SOPT,1.0,0.9999999,21,30,32,820,1152,0.31641,6.51868e-11,1.839e-06
gappy-POD,1.0,0.9999999,21,30,32,820,1152,0.318238,6.15818e-11,1.8224e-06
QDEIM,1.0,0.9999999,21,30,32,820,1152,0.320665,6.15818e-11,1.8224e-06
EQP,1.0,0.9999999,21,30,2048,840,840,0.218464,8.47652e-06,0.119428
SOPT,1.0,0.9999999,21,30,32,840,1152,0.3193,6.51613e-11,1.83829e-06
gappy-POD,1.0,0.9999999,21,30,32,840,1152,0.316145,6.16516e-11,1.82236e-06
QDEIM,1.0,0.9999999,21,30,32,840,1152,0.317225,6.16516e-11,1.82236e-06
EQP,1.0,0.9999999,21,30,2048,860,860,0.193515,8.51882e-06,0.086897
SOPT,1.0,0.9999999,21,30,32,860,1152,0.317283,6.50259e-11,1.83792e-06
gappy-POD,1.0,0.9999999,21,30,32,860,1152,0.317007,6.16451e-11,1.82242e-06
QDEIM,1.0,0.9999999,21,30,32,860,1152,0.31779,6.16451e-11,1.82242e-06
EQP,1.0,0.9999999,21,30,2048,880,880,0.193612,5.81382e-06,0.0627209
SOPT,1.0,0.9999999,21,30,32,880,1152,0.318081,6.51805e-11,1.83653e-06
gappy-POD,1.0,0.9999999,21,30,32,880,1152,0.316963,6.15921e-11,1.8217e-06
QDEIM,1.0,0.9999999,21,30,32,880,1152,0.319038,6.15921e-11,1.8217e-06
EQP,1.0,0.9999999,21,30,2048,900,900,0.233121,4.37105e-06,0.0423733
SOPT,1.0,0.9999999,21,30,32,900,1152,0.318158,6.44849e-11,1.83469e-06
gappy-POD,1.0,0.9999999,21,30,32,900,1152,0.321169,6.16412e-11,1.82172e-06
QDEIM,1.0,0.9999999,21,30,32,900,1152,0.318609,6.16412e-11,1.82172e-06
EQP,1.0,0.9999999,21,30,2048,920,920,0.239084,2.91012e-06,0.0400164
SOPT,1.0,0.9999999,21,30,32,920,1152,0.325669,6.46996e-11,1.83613e-06
gappy-POD,1.0,0.9999999,21,30,32,920,1152,0.322453,6.16526e-11,1.82182e-06
QDEIM,1.0,0.9999999,21,30,32,920,1152,0.317682,6.16526e-11,1.82182e-06
EQP,1.0,0.9999999,21,30,2048,940,940,0.20785,1.56735e-06,0.0296869
SOPT,1.0,0.9999999,21,30,32,940,1152,0.321028,6.46702e-11,1.83538e-06
gappy-POD,1.0,0.9999999,21,30,32,940,1152,0.322097,6.16405e-11,1.82177e-06
QDEIM,1.0,0.9999999,21,30,32,940,1152,0.319158,6.16405e-11,1.82177e-06
EQP,1.0,0.9999999,21,30,2048,960,960,0.207025,2.9102e-06,0.034942
SOPT,1.0,0.9999999,21,30,32,960,1152,0.32344,6.50369e-11,1.83567e-06
gappy-POD,1.0,0.9999999,21,30,32,960,1152,0.32166,6.16507e-11,1.82172e-06
QDEIM,1.0,0.9999999,21,30,32,960,1152,0.323262,6.16507e-11,1.82172e-06
EQP,1.0,0.9999999,21,30,2048,980,980,0.251103,1.81884e-06,0.0365171
SOPT,1.0,0.9999999,21,30,32,980,1152,0.320781,6.31826e-11,1.83733e-06
gappy-POD,1.0,0.9999999,21,30,32,980,1152,0.3222,6.16474e-11,1.82143e-06
QDEIM,1.0,0.9999999,21,30,32,980,1152,0.322592,6.16474e-11,1.82143e-06
EQP,1.0,0.9999999,21,30,2048,1000,1000,0.222202,2.03352e-06,0.0309864
SOPT,1.0,0.9999999,21,30,32,1000,1152,0.327304,6.25321e-11,1.83607e-06
gappy-POD,1.0,0.9999999,21,30,32,1000,1152,0.32398,6.1602e-11,1.82105e-06
QDEIM,1.0,0.9999999,21,30,32,1000,1152,0.324934,6.1602e-11,1.82105e-06
EQP,1.0,0.9999999,21,30,2048,1020,1020,0.222144,1.77055e-06,0.0243632
SOPT,1.0,0.9999999,21,30,32,1020,1152,0.328974,6.3641e-11,1.83831e-06
gappy-POD,1.0,0.9999999,21,30,32,1020,1152,0.328262,6.15842e-11,1.82099e-06
QDEIM,1.0,0.9999999,21,30,32,1020,1152,0.324733,6.15842e-11,1.82099e-06
EQP,1.0,0.9999999,21,30,2048,1040,1040,0.233705,2.47529e-06,0.0156797
SOPT,1.0,0.9999999,21,30,32,1040,1152,0.32792,6.36983e-11,1.84092e-06
gappy-POD,1.0,0.9999999,21,30,32,1040,1152,0.326635,6.15925e-11,1.82109e-06
QDEIM,1.0,0.9999999,21,30,32,1040,1152,0.328261,6.15925e-11,1.82109e-06
EQP,1.0,0.9999999,21,30,2048,1060,1060,0.273669,2.72786e-06,0.0187988
SOPT,1.0,0.9999999,21,30,32,1060,1152,0.336337,6.41157e-11,1.83977e-06
gappy-POD,1.0,0.9999999,21,30,32,1060,1152,0.327003,6.15749e-11,1.82089e-06
QDEIM,1.0,0.9999999,21,30,32,1060,1152,0.328343,6.15749e-11,1.82089e-06
EQP,1.0,0.99999,8,22,2048,1080,1080,0.199723,2.32781e-06,0.0221125
EQP,1.0,0.99999,8,22,2048,1100,1100,0.199551,2.77289e-06,0.031653
EQP,1.0,0.99999,8,22,2048,1120,1120,0.203187,2.56673e-06,0.0356684
EQP,1.0,0.99999,8,22,2048,1140,1140,0.218427,2.11267e-06,0.0272053
EQP,1.0,0.99999,8,22,2048,1160,1150,0.208783,2.59099e-06,0.0309559
EQP,1.0,0.99999,8,22,2048,1180,1150,0.205816,2.59099e-06,0.0309559
EQP,1.0,0.99999,8,22,2048,1200,1150,0.205253,2.59099e-06,0.0309559
EQP,1.0,0.999999,14,26,2048,1080,1080,0.219255,6.94087e-06,0.0288491
EQP,1.0,0.999999,14,26,2048,1100,1100,0.222557,4.01146e-06,0.025213
EQP,1.0,0.999999,14,26,2048,1120,1120,0.236087,3.81901e-06,0.0232764
EQP,1.0,0.999999,14,26,2048,1140,1140,0.254614,3.12966e-06,0.0245596
EQP,1.0,0.999999,14,26,2048,1160,1160,0.241061,1.57165e-06,0.0179371
EQP,1.0,0.999999,14,26,2048,1180,1180,0.247286,1.44254e-06,0.0183834
EQP,1.0,0.999999,14,26,2048,1200,1200,0.251393,1.24873e-06,0.0163037
EQP,1.0,0.9999999,21,30,2048,1080,1080,0.292429,4.46005e-06,0.0329136
EQP,1.0,0.9999999,21,30,2048,1100,1100,0.257605,3.58684e-06,0.029866
EQP,1.0,0.9999999,21,30,2048,1120,1120,0.262901,3.68143e-06,0.0256071
EQP,1.0,0.9999999,21,30,2048,1140,1140,0.30442,2.87277e-06,0.0181039
EQP,1.0,0.9999999,21,30,2048,1160,1160,0.311641,3.64139e-06,0.0185032
EQP,1.0,0.9999999,21,30,2048,1180,1180,0.274581,2.72518e-06,0.0135381
EQP,1.0,0.9999999,21,30,2048,1200,1200,0.325665,2.70682e-06,0.0135684
EQP,1.0,0.999999,14,26,2048,1220,1220,0.253573,8.93466e-07,0.025167
EQP,1.0,0.999999,14,26,2048,1240,1239,0.246012,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,1260,1239,0.258841,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,1280,1239,0.258886,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,1300,1239,0.258669,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,1320,1239,0.261456,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,1340,1239,0.247279,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,1360,1239,0.246852,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,1380,1239,0.242926,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,1400,1239,0.246413,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,1420,1239,0.244594,9.09022e-07,0.0239165
EQP,1.0,0.999999,14,26,2048,1440,1239,0.259459,9.09022e-07,0.0239165
