method,t,energy_frac,rxdim,rvdim,nldim,q,nqp,time,err_x,err_v
EQP,1.0,0.99,2,4,2048,580,363,0.0456224,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,580,1152,0.303925,7.8863e-06,0.00861396
gappy-POD,1.0,0.99,2,4,6,580,1152,0.313767,7.88683e-06,0.00847058
QDEIM,1.0,0.99,2,4,6,580,1152,0.302019,7.88683e-06,0.00847058
EQP,1.0,0.99,2,4,2048,600,363,0.0455491,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,600,1152,0.305825,7.88972e-06,0.00851518
gappy-POD,1.0,0.99,2,4,6,600,1152,0.302789,7.88686e-06,0.00847126
QDEIM,1.0,0.99,2,4,6,600,1152,0.301499,7.88686e-06,0.00847126
EQP,1.0,0.99,2,4,2048,620,363,0.0446967,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,620,1152,0.303106,7.89447e-06,0.0085424
gappy-POD,1.0,0.99,2,4,6,620,1152,0.303523,7.88715e-06,0.00846892
QDEIM,1.0,0.99,2,4,6,620,1152,0.300417,7.88715e-06,0.00846892
EQP,1.0,0.99,2,4,2048,640,363,0.0455929,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,640,1152,0.308083,7.89375e-06,0.00856179
gappy-POD,1.0,0.99,2,4,6,640,1152,0.304328,7.88726e-06,0.00846934
QDEIM,1.0,0.99,2,4,6,640,1152,0.30435,7.88726e-06,0.00846934
EQP,1.0,0.99,2,4,2048,660,363,0.0455455,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,660,1152,0.303028,7.89312e-06,0.00856523
gappy-POD,1.0,0.99,2,4,6,660,1152,0.304059,7.88706e-06,0.00847135
QDEIM,1.0,0.99,2,4,6,660,1152,0.302441,7.88706e-06,0.00847135
EQP,1.0,0.99,2,4,2048,680,363,0.0454922,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,680,1152,0.306232,7.89458e-06,0.00854225
gappy-POD,1.0,0.99,2,4,6,680,1152,0.30355,7.88705e-06,0.00846913
QDEIM,1.0,0.99,2,4,6,680,1152,0.311472,7.88705e-06,0.00846913
EQP,1.0,0.99,2,4,2048,700,363,0.0448672,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,700,1152,0.305344,7.8884e-06,0.00856688
gappy-POD,1.0,0.99,2,4,6,700,1152,0.304067,7.88711e-06,0.00846504
QDEIM,1.0,0.99,2,4,6,700,1152,0.306043,7.88711e-06,0.00846504
EQP,1.0,0.99,2,4,2048,720,363,0.0445387,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,720,1152,0.305629,7.89067e-06,0.00856296
gappy-POD,1.0,0.99,2,4,6,720,1152,0.303811,7.88735e-06,0.00846844
QDEIM,1.0,0.99,2,4,6,720,1152,0.303146,7.88735e-06,0.00846844
EQP,1.0,0.99,2,4,2048,740,363,0.0454843,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,740,1152,0.304016,7.89163e-06,0.00852015
gappy-POD,1.0,0.99,2,4,6,740,1152,0.30361,7.88693e-06,0.00847453
QDEIM,1.0,0.99,2,4,6,740,1152,0.307083,7.88693e-06,0.00847453
EQP,1.0,0.99,2,4,2048,760,363,0.0457046,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,760,1152,0.304246,7.89231e-06,0.00852346
gappy-POD,1.0,0.99,2,4,6,760,1152,0.304912,7.88673e-06,0.0084735
QDEIM,1.0,0.99,2,4,6,760,1152,0.307856,7.88673e-06,0.0084735
EQP,1.0,0.99,2,4,2048,780,363,0.045603,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,780,1152,0.313596,7.89013e-06,0.00855504
gappy-POD,1.0,0.99,2,4,6,780,1152,0.306178,7.88728e-06,0.00847074
QDEIM,1.0,0.99,2,4,6,780,1152,0.318281,7.88728e-06,0.00847074
EQP,1.0,0.99,2,4,2048,800,363,0.0455159,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,800,1152,0.308274,7.89108e-06,0.00853832
gappy-POD,1.0,0.99,2,4,6,800,1152,0.309722,7.88713e-06,0.00847131
QDEIM,1.0,0.99,2,4,6,800,1152,0.301926,7.88713e-06,0.00847131
EQP,1.0,0.99,2,4,2048,820,363,0.0501129,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,820,1152,0.30643,7.88874e-06,0.00852052
gappy-POD,1.0,0.99,2,4,6,820,1152,0.306253,7.8871e-06,0.00847442
QDEIM,1.0,0.99,2,4,6,820,1152,0.304777,7.8871e-06,0.00847442
EQP,1.0,0.99,2,4,2048,840,363,0.0457919,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,840,1152,0.30959,7.89227e-06,0.00851455
gappy-POD,1.0,0.99,2,4,6,840,1152,0.306136,7.8873e-06,0.00846979
QDEIM,1.0,0.99,2,4,6,840,1152,0.304536,7.8873e-06,0.00846979
EQP,1.0,0.99,2,4,2048,860,363,0.0453192,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,860,1152,0.308513,7.89158e-06,0.00850794
gappy-POD,1.0,0.99,2,4,6,860,1152,0.31906,7.88705e-06,0.00846893
QDEIM,1.0,0.99,2,4,6,860,1152,0.302704,7.88705e-06,0.00846893
EQP,1.0,0.99,2,4,2048,880,363,0.0451694,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,880,1152,0.304568,7.89051e-06,0.00849015
gappy-POD,1.0,0.99,2,4,6,880,1152,0.303216,7.88735e-06,0.00847238
QDEIM,1.0,0.99,2,4,6,880,1152,0.31599,7.88735e-06,0.00847238
EQP,1.0,0.99,2,4,2048,900,363,0.0461561,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,900,1152,0.307436,7.89183e-06,0.0084707
gappy-POD,1.0,0.99,2,4,6,900,1152,0.304514,7.88762e-06,0.00846841
QDEIM,1.0,0.99,2,4,6,900,1152,0.304351,7.88762e-06,0.00846841
EQP,1.0,0.99,2,4,2048,920,363,0.0463541,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,920,1152,0.304947,7.89229e-06,0.00850051
gappy-POD,1.0,0.99,2,4,6,920,1152,0.304625,7.88726e-06,0.00846703
QDEIM,1.0,0.99,2,4,6,920,1152,0.303018,7.88726e-06,0.00846703
EQP,1.0,0.99,2,4,2048,940,363,0.0451832,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,940,1152,0.305312,7.89281e-06,0.00851616
gappy-POD,1.0,0.99,2,4,6,940,1152,0.302598,7.88759e-06,0.00846847
QDEIM,1.0,0.99,2,4,6,940,1152,0.302504,7.88759e-06,0.00846847
EQP,1.0,0.99,2,4,2048,960,363,0.0452574,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,960,1152,0.308973,7.88784e-06,0.00848719
gappy-POD,1.0,0.99,2,4,6,960,1152,0.309617,7.88738e-06,0.00846845
QDEIM,1.0,0.99,2,4,6,960,1152,0.303795,7.88738e-06,0.00846845
EQP,1.0,0.99,2,4,2048,980,363,0.0460213,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,980,1152,0.304411,7.88823e-06,0.00848176
gappy-POD,1.0,0.99,2,4,6,980,1152,0.306846,7.88773e-06,0.00846663
QDEIM,1.0,0.99,2,4,6,980,1152,0.302399,7.88773e-06,0.00846663
EQP,1.0,0.99,2,4,2048,1000,363,0.0461064,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,1000,1152,0.304472,7.88911e-06,0.00847008
gappy-POD,1.0,0.99,2,4,6,1000,1152,0.320478,7.88808e-06,0.00846546
QDEIM,1.0,0.99,2,4,6,1000,1152,0.305411,7.88808e-06,0.00846546
EQP,1.0,0.99,2,4,2048,1020,363,0.0452555,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,1020,1152,0.323635,7.88756e-06,0.00848177
gappy-POD,1.0,0.99,2,4,6,1020,1152,0.305221,7.88799e-06,0.00846551
QDEIM,1.0,0.99,2,4,6,1020,1152,0.307573,7.88799e-06,0.00846551
EQP,1.0,0.99,2,4,2048,1040,363,0.0461651,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,1040,1152,0.306543,7.88658e-06,0.00848696
gappy-POD,1.0,0.99,2,4,6,1040,1152,0.307228,7.88816e-06,0.00846613
QDEIM,1.0,0.99,2,4,6,1040,1152,0.308255,7.88816e-06,0.00846613
EQP,1.0,0.99,2,4,2048,1060,363,0.0452349,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,1060,1152,0.305845,7.8869e-06,0.00847551
gappy-POD,1.0,0.99,2,4,6,1060,1152,0.305934,7.88809e-06,0.00846709
QDEIM,1.0,0.99,2,4,6,1060,1152,0.302915,7.88809e-06,0.00846709
EQPGlobal,1.0,0.999,4,8,808,2048,653,0.0839817,2.0997e-05,0.0948746
EQP,1.0,0.999,4,8,2048,20,20,0.00856782,0.0002275,0.303123
SOPT,1.0,0.999,4,8,13,20,225,0.064593,0.00146732,0.200929
gappy-POD,1.0,0.999,4,8,13,20,153,0.0449502,0.00162849,0.248235
QDEIM,1.0,0.999,4,8,13,20,180,0.0522948,0.00162849,0.248235
EQP,1.0,0.999,4,8,2048,40,40,0.0112356,0.00021917,0.276931
SOPT,1.0,0.999,4,8,13,40,378,0.103831,0.00115536,0.13741
gappy-POD,1.0,0.999,4,8,13,40,234,0.0661026,0.00153033,0.223348
QDEIM,1.0,0.999,4,8,13,40,252,0.0708829,0.00153033,0.223348
EQP,1.0,0.999,4,8,2048,60,60,0.0138169,0.000216202,0.263761
SOPT,1.0,0.999,4,8,13,60,459,0.123758,0.000954069,0.105014
gappy-POD,1.0,0.999,4,8,13,60,288,0.0806048,0.00148685,0.212799
QDEIM,1.0,0.999,4,8,13,60,270,0.0759609,0.00148685,0.212799
EQP,1.0,0.999,4,8,2048,80,80,0.0171964,0.000215418,0.26173
SOPT,1.0,0.999,4,8,13,80,558,0.150357,0.000751239,0.0892656
gappy-POD,1.0,0.999,4,8,13,80,378,0.104741,0.00136764,0.187556
QDEIM,1.0,0.999,4,8,13,80,297,0.0832165,0.00136764,0.187556
EQP,1.0,0.999,4,8,2048,100,100,0.019937,0.000195179,0.278341
SOPT,1.0,0.999,4,8,13,100,756,0.200425,0.000402555,0.0576511
gappy-POD,1.0,0.999,4,8,13,100,405,0.109419,0.00135881,0.186529
QDEIM,1.0,0.999,4,8,13,100,324,0.0890702,0.00135881,0.186529
EQP,1.0,0.999,4,8,2048,120,120,0.0217693,0.000186338,0.429828
SOPT,1.0,0.999,4,8,13,120,855,0.224514,0.000332734,0.0479916
gappy-POD,1.0,0.999,4,8,13,120,459,0.125271,0.00121926,0.170493
QDEIM,1.0,0.999,4,8,13,120,387,0.104775,0.00121926,0.170493
EQP,1.0,0.999,4,8,2048,140,140,0.0244348,0.000161248,0.261438
SOPT,1.0,0.999,4,8,13,140,909,0.240283,0.00027085,0.0364975
gappy-POD,1.0,0.999,4,8,13,140,504,0.136685,0.00111266,0.157242
QDEIM,1.0,0.999,4,8,13,140,387,0.106407,0.00111266,0.157242
EQP,1.0,0.999,4,8,2048,160,160,0.0275286,0.00015532,0.217857
SOPT,1.0,0.999,4,8,13,160,981,0.256993,0.000244832,0.0399341
gappy-POD,1.0,0.999,4,8,13,160,576,0.155068,0.00101309,0.142267
QDEIM,1.0,0.999,4,8,13,160,423,0.114955,0.00101309,0.142267
EQP,1.0,0.999,4,8,2048,180,180,0.0297811,0.000146673,0.21774
SOPT,1.0,0.999,4,8,13,180,990,0.262638,0.000224351,0.034235
gappy-POD,1.0,0.999,4,8,13,180,630,0.167225,0.000901106,0.130392
QDEIM,1.0,0.999,4,8,13,180,450,0.121336,0.000901106,0.130392
EQP,1.0,0.999,4,8,2048,200,200,0.0310051,0.000151271,0.216378
SOPT,1.0,0.999,4,8,13,200,1026,0.273749,0.000189309,0.0297969
gappy-POD,1.0,0.999,4,8,13,200,729,0.193221,0.000630453,0.0919845
QDEIM,1.0,0.999,4,8,13,200,513,0.137493,0.000630453,0.0919845
EQP,1.0,0.999,4,8,2048,220,220,0.0358211,0.000151326,0.21303
SOPT,1.0,0.999,4,8,13,220,1089,0.284618,0.000103507,0.0175966
gappy-POD,1.0,0.999,4,8,13,220,756,0.199712,0.000595908,0.0889934
QDEIM,1.0,0.999,4,8,13,220,558,0.149274,0.000595908,0.0889934
EQP,1.0,0.999,4,8,2048,240,240,0.0371704,0.000166463,0.23692
SOPT,1.0,0.999,4,8,13,240,1107,0.292875,8.16894e-05,0.016078
gappy-POD,1.0,0.999,4,8,13,240,819,0.216291,0.000470424,0.0705387
QDEIM,1.0,0.999,4,8,13,240,684,0.182698,0.000470424,0.0705387
EQP,1.0,0.999,4,8,2048,260,260,0.0401029,0.000160724,0.221005
SOPT,1.0,0.999,4,8,13,260,1134,0.296658,2.35787e-05,0.00417093
gappy-POD,1.0,0.999,4,8,13,260,864,0.233411,0.000380834,0.0585496
QDEIM,1.0,0.999,4,8,13,260,738,0.196537,0.000380834,0.0585496
EQP,1.0,0.999,4,8,2048,280,280,0.0431799,0.000154238,0.207732
SOPT,1.0,0.999,4,8,13,280,1134,0.296239,2.35781e-05,0.00417048
gappy-POD,1.0,0.999,4,8,13,280,927,0.244996,0.000295527,0.0464682
QDEIM,1.0,0.999,4,8,13,280,756,0.201119,0.000295527,0.0464682
EQP,1.0,0.999,4,8,2048,300,300,0.0448083,0.000154733,0.211507
SOPT,1.0,0.999,4,8,13,300,1152,0.305652,4.89274e-07,0.000375955
gappy-POD,1.0,0.999,4,8,13,300,1008,0.269859,0.000148464,0.028887
QDEIM,1.0,0.999,4,8,13,300,828,0.21862,0.000148464,0.028887
EQP,1.0,0.999,4,8,2048,320,320,0.047901,0.000122792,0.526123
SOPT,1.0,0.999,4,8,13,320,1152,0.305813,4.89276e-07,0.000375952
gappy-POD,1.0,0.999,4,8,13,320,1071,0.282706,7.39044e-05,0.016542
QDEIM,1.0,0.999,4,8,13,320,900,0.24015,7.39044e-05,0.016542
EQP,1.0,0.999,4,8,2048,340,340,0.0488607,0.000106467,0.411171
SOPT,1.0,0.999,4,8,13,340,1152,0.301859,4.89277e-07,0.000375951
gappy-POD,1.0,0.999,4,8,13,340,1107,0.29335,3.73553e-05,0.00884397
QDEIM,1.0,0.999,4,8,13,340,936,0.247905,3.73553e-05,0.00884397
EQP,1.0,0.999,4,8,2048,360,360,0.0514313,9.31478e-05,0.43612
SOPT,1.0,0.999,4,8,13,360,1152,0.302331,4.89273e-07,0.000375946
gappy-POD,1.0,0.999,4,8,13,360,1116,0.295656,3.07525e-05,0.00748714
QDEIM,1.0,0.999,4,8,13,360,963,0.253909,3.07525e-05,0.00748714
EQP,1.0,0.999,4,8,2048,380,380,0.0532678,8.80698e-05,0.278309
SOPT,1.0,0.999,4,8,13,380,1152,0.305702,4.89271e-07,0.000375941
gappy-POD,1.0,0.999,4,8,13,380,1143,0.300058,8.10317e-06,0.00189553
QDEIM,1.0,0.999,4,8,13,380,1017,0.267544,8.10317e-06,0.00189553
EQP,1.0,0.999,4,8,2048,400,400,0.0554979,0.000162246,0.705357
SOPT,1.0,0.999,4,8,13,400,1152,0.301875,4.88999e-07,0.000376222
gappy-POD,1.0,0.999,4,8,13,400,1152,0.306694,4.91729e-07,0.000377114
QDEIM,1.0,0.999,4,8,13,400,1035,0.27354,4.91729e-07,0.000377114
EQP,1.0,0.999,4,8,2048,420,420,0.0583767,8.09826e-05,0.24047
SOPT,1.0,0.999,4,8,13,420,1152,0.30364,4.89128e-07,0.000376258
gappy-POD,1.0,0.999,4,8,13,420,1152,0.305024,4.91714e-07,0.000377088
QDEIM,1.0,0.999,4,8,13,420,1071,0.282546,4.91714e-07,0.000377088
EQP,1.0,0.999,4,8,2048,440,440,0.0599775,7.95878e-05,0.213173
SOPT,1.0,0.999,4,8,13,440,1152,0.304132,4.88971e-07,0.00037607
gappy-POD,1.0,0.999,4,8,13,440,1152,0.308,4.91615e-07,0.000377064
QDEIM,1.0,0.999,4,8,13,440,1089,0.289261,4.91615e-07,0.000377064
EQP,1.0,0.999,4,8,2048,460,460,0.0628653,5.41984e-05,0.135803
SOPT,1.0,0.999,4,8,13,460,1152,0.307963,4.89122e-07,0.000375326
gappy-POD,1.0,0.999,4,8,13,460,1152,0.302071,4.91582e-07,0.000376921
QDEIM,1.0,0.999,4,8,13,460,1125,0.301325,4.91582e-07,0.000376921
EQP,1.0,0.999,4,8,2048,480,480,0.0639515,4.76985e-05,0.108233
SOPT,1.0,0.999,4,8,13,480,1152,0.302833,4.88841e-07,0.000375099
gappy-POD,1.0,0.999,4,8,13,480,1152,0.301796,4.91712e-07,0.000377188
QDEIM,1.0,0.999,4,8,13,480,1152,0.306046,4.91712e-07,0.000377188
EQP,1.0,0.999,4,8,2048,500,500,0.0664409,3.22789e-05,0.0724445
SOPT,1.0,0.999,4,8,13,500,1152,0.302471,4.88789e-07,0.000375997
gappy-POD,1.0,0.999,4,8,13,500,1152,0.304656,4.91661e-07,0.00037696
QDEIM,1.0,0.999,4,8,13,500,1152,0.307737,4.91661e-07,0.00037696
EQP,1.0,0.999,4,8,2048,520,520,0.067001,3.41972e-05,0.0576
SOPT,1.0,0.999,4,8,13,520,1152,0.305572,4.888e-07,0.000376373
gappy-POD,1.0,0.999,4,8,13,520,1152,0.305374,4.91683e-07,0.000377094
QDEIM,1.0,0.999,4,8,13,520,1152,0.304011,4.91683e-07,0.000377094
EQP,1.0,0.999,4,8,2048,540,540,0.0701432,4.57863e-05,0.145581
SOPT,1.0,0.999,4,8,13,540,1152,0.304693,4.8876e-07,0.000376983
gappy-POD,1.0,0.999,4,8,13,540,1152,0.303761,4.91678e-07,0.000377069
QDEIM,1.0,0.999,4,8,13,540,1152,0.308994,4.91678e-07,0.000377069
EQP,1.0,0.999,4,8,2048,560,560,0.0731231,2.49887e-05,0.0690145
SOPT,1.0,0.999,4,8,13,560,1152,0.305238,4.89654e-07,0.000375805
gappy-POD,1.0,0.999,4,8,13,560,1152,0.303125,4.91702e-07,0.000377181
QDEIM,1.0,0.999,4,8,13,560,1152,0.306583,4.91702e-07,0.000377181
EQP,1.0,0.999,4,8,2048,580,580,0.0741472,2.63474e-05,0.0735391
SOPT,1.0,0.999,4,8,13,580,1152,0.304297,4.89763e-07,0.000376517
gappy-POD,1.0,0.999,4,8,13,580,1152,0.305703,4.91791e-07,0.000377348
QDEIM,1.0,0.999,4,8,13,580,1152,0.308615,4.91791e-07,0.000377348
EQP,1.0,0.999,4,8,2048,600,600,0.0770261,2.06607e-05,0.0509447
SOPT,1.0,0.999,4,8,13,600,1152,0.304109,4.90219e-07,0.00037611
gappy-POD,1.0,0.999,4,8,13,600,1152,0.303716,4.91659e-07,0.000377126
QDEIM,1.0,0.999,4,8,13,600,1152,0.304383,4.91659e-07,0.000377126
EQP,1.0,0.999,4,8,2048,620,620,0.0800774,2.76997e-05,0.164861
SOPT,1.0,0.999,4,8,13,620,1152,0.309486,4.89814e-07,0.000375076
gappy-POD,1.0,0.999,4,8,13,620,1152,0.30348,4.91612e-07,0.000377134
QDEIM,1.0,0.999,4,8,13,620,1152,0.305648,4.91612e-07,0.000377134
EQP,1.0,0.999,4,8,2048,640,640,0.0808322,1.5882e-05,0.107282
SOPT,1.0,0.999,4,8,13,640,1152,0.310756,4.89503e-07,0.000375586
gappy-POD,1.0,0.999,4,8,13,640,1152,0.309147,4.91617e-07,0.00037705
QDEIM,1.0,0.999,4,8,13,640,1152,0.314085,4.91617e-07,0.00037705
EQP,1.0,0.999,4,8,2048,660,653,0.084133,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,660,1152,0.305423,4.89803e-07,0.000375672
gappy-POD,1.0,0.999,4,8,13,660,1152,0.305208,4.91506e-07,0.000376681
QDEIM,1.0,0.999,4,8,13,660,1152,0.305099,4.91506e-07,0.000376681
EQP,1.0,0.999,4,8,2048,680,653,0.0836245,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,680,1152,0.306328,4.8979e-07,0.000376211
gappy-POD,1.0,0.999,4,8,13,680,1152,0.308967,4.91443e-07,0.000376721
QDEIM,1.0,0.999,4,8,13,680,1152,0.308004,4.91443e-07,0.000376721
EQP,1.0,0.999,4,8,2048,700,653,0.0838053,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,700,1152,0.306661,4.89898e-07,0.000374937
gappy-POD,1.0,0.999,4,8,13,700,1152,0.305037,4.91373e-07,0.000376731
QDEIM,1.0,0.999,4,8,13,700,1152,0.307365,4.91373e-07,0.000376731
EQP,1.0,0.999,4,8,2048,720,653,0.0839308,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,720,1152,0.305787,4.89928e-07,0.000375928
gappy-POD,1.0,0.999,4,8,13,720,1152,0.3064,4.91509e-07,0.000377209
QDEIM,1.0,0.999,4,8,13,720,1152,0.308317,4.91509e-07,0.000377209
EQP,1.0,0.999,4,8,2048,740,653,0.0816218,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,740,1152,0.312942,4.89711e-07,0.000375125
gappy-POD,1.0,0.999,4,8,13,740,1152,0.306396,4.91345e-07,0.000377048
QDEIM,1.0,0.999,4,8,13,740,1152,0.304822,4.91345e-07,0.000377048
EQP,1.0,0.999,4,8,2048,760,653,0.0835935,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,760,1152,0.305536,4.90217e-07,0.000376081
gappy-POD,1.0,0.999,4,8,13,760,1152,0.306465,4.91428e-07,0.000377207
QDEIM,1.0,0.999,4,8,13,760,1152,0.309085,4.91428e-07,0.000377207
EQP,1.0,0.999,4,8,2048,780,653,0.0833796,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,780,1152,0.305976,4.90363e-07,0.00037589
gappy-POD,1.0,0.999,4,8,13,780,1152,0.304673,4.91463e-07,0.000377268
QDEIM,1.0,0.999,4,8,13,780,1152,0.311482,4.91463e-07,0.000377268
EQP,1.0,0.999,4,8,2048,800,653,0.0834894,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,800,1152,0.305099,4.90452e-07,0.000375646
gappy-POD,1.0,0.999,4,8,13,800,1152,0.309438,4.91478e-07,0.000377189
QDEIM,1.0,0.999,4,8,13,800,1152,0.306061,4.91478e-07,0.000377189
EQP,1.0,0.999,4,8,2048,820,653,0.0836454,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,820,1152,0.307803,4.90642e-07,0.000375949
gappy-POD,1.0,0.999,4,8,13,820,1152,0.305788,4.91361e-07,0.000377167
QDEIM,1.0,0.999,4,8,13,820,1152,0.310357,4.91361e-07,0.000377167
EQP,1.0,0.999,4,8,2048,840,653,0.0816675,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,840,1152,0.310299,4.9066e-07,0.000377395
gappy-POD,1.0,0.999,4,8,13,840,1152,0.306257,4.91345e-07,0.000377182
QDEIM,1.0,0.999,4,8,13,840,1152,0.30878,4.91345e-07,0.000377182
EQP,1.0,0.999,4,8,2048,860,653,0.0822074,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,860,1152,0.308332,4.90698e-07,0.000377542
gappy-POD,1.0,0.999,4,8,13,860,1152,0.306068,4.91305e-07,0.000377052
QDEIM,1.0,0.999,4,8,13,860,1152,0.312249,4.91305e-07,0.000377052
EQP,1.0,0.999,4,8,2048,880,653,0.0835339,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,880,1152,0.308061,4.91002e-07,0.000377766
gappy-POD,1.0,0.999,4,8,13,880,1152,0.310963,4.91335e-07,0.000377171
QDEIM,1.0,0.999,4,8,13,880,1152,0.305574,4.91335e-07,0.000377171
EQP,1.0,0.999,4,8,2048,900,653,0.0835771,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,900,1152,0.305482,4.91214e-07,0.000378126
gappy-POD,1.0,0.999,4,8,13,900,1152,0.307586,4.91302e-07,0.000377193
QDEIM,1.0,0.999,4,8,13,900,1152,0.307705,4.91302e-07,0.000377193
EQP,1.0,0.999,4,8,2048,920,653,0.084094,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,920,1152,0.307664,4.9119e-07,0.000377145
gappy-POD,1.0,0.999,4,8,13,920,1152,0.310085,4.91266e-07,0.000377256
QDEIM,1.0,0.999,4,8,13,920,1152,0.30817,4.91266e-07,0.000377256
EQP,1.0,0.999,4,8,2048,940,653,0.0840639,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,940,1152,0.3115,4.9187e-07,0.000375911
gappy-POD,1.0,0.999,4,8,13,940,1152,0.307995,4.91316e-07,0.000377357
QDEIM,1.0,0.999,4,8,13,940,1152,0.307365,4.91316e-07,0.000377357
EQP,1.0,0.999,4,8,2048,960,653,0.0836915,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,960,1152,0.306836,4.91255e-07,0.000375251
gappy-POD,1.0,0.999,4,8,13,960,1152,0.310632,4.91312e-07,0.00037737
QDEIM,1.0,0.999,4,8,13,960,1152,0.313053,4.91312e-07,0.00037737
EQP,1.0,0.999,4,8,2048,980,653,0.0833971,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,980,1152,0.307258,4.91357e-07,0.000375436
gappy-POD,1.0,0.999,4,8,13,980,1152,0.309824,4.91394e-07,0.000377525
QDEIM,1.0,0.999,4,8,13,980,1152,0.312738,4.91394e-07,0.000377525
EQP,1.0,0.999,4,8,2048,1000,653,0.0835662,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,1000,1152,0.307716,4.90917e-07,0.000375949
gappy-POD,1.0,0.999,4,8,13,1000,1152,0.309633,4.91405e-07,0.000377633
QDEIM,1.0,0.999,4,8,13,1000,1152,0.313895,4.91405e-07,0.000377633
EQP,1.0,0.999,4,8,2048,1020,653,0.0835429,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,1020,1152,0.310804,4.91087e-07,0.000376481
gappy-POD,1.0,0.999,4,8,13,1020,1152,0.306938,4.91425e-07,0.000377696
QDEIM,1.0,0.999,4,8,13,1020,1152,0.311824,4.91425e-07,0.000377696
EQP,1.0,0.999,4,8,2048,1040,653,0.0835495,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,1040,1152,0.311775,4.90972e-07,0.000376293
gappy-POD,1.0,0.999,4,8,13,1040,1152,0.306131,4.91429e-07,0.000377718
QDEIM,1.0,0.999,4,8,13,1040,1152,0.310234,4.91429e-07,0.000377718
EQP,1.0,0.999,4,8,2048,1060,653,0.0816915,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,1060,1152,0.311257,4.91084e-07,0.000376936
gappy-POD,1.0,0.999,4,8,13,1060,1152,0.307124,4.91392e-07,0.000377646
QDEIM,1.0,0.999,4,8,13,1060,1152,0.307253,4.91392e-07,0.000377646
EQPGlobal,1.0,0.9999,5,15,1515,2048,831,0.123301,8.61921e-06,0.0323375
EQP,1.0,0.9999,5,15,2048,20,20,0.00966341,0.00022881,0.300474
SOPT,1.0,0.9999,5,15,20,20,207,0.0591237,0.00150092,0.583934
gappy-POD,1.0,0.9999,5,15,20,20,171,0.0504562,0.00158069,0.395297
QDEIM,1.0,0.9999,5,15,20,20,162,0.0484512,0.00158069,0.395297
EQP,1.0,0.9999,5,15,2048,40,40,0.0132731,0.00022762,0.326713
SOPT,1.0,0.9999,5,15,20,40,333,0.0925431,0.00116942,0.161179
gappy-POD,1.0,0.9999,5,15,20,40,225,0.0636686,0.00153393,0.234087
QDEIM,1.0,0.9999,5,15,20,40,234,0.067186,0.00153393,0.234087
EQP,1.0,0.9999,5,15,2048,60,60,0.016654,0.000227039,0.325812
SOPT,1.0,0.9999,5,15,20,60,486,0.134292,0.000739762,0.0961283
gappy-POD,1.0,0.9999,5,15,20,60,288,0.0800849,0.00143074,0.207477
