clssopt,0.1,3,6,9,9,10,3.170556,3.258540,0.385189,4.72512e-05,0.035739,0.00741804
clsqdeim,0.1,3,6,9,9,10,3.683219,4.657594,0.282583,2.32044e-05,0.0116211,0.00141355
clssopt,0.1,3,6,9,9,20,2.404280,2.026714,0.502844,7.47462e-05,0.0467214,0.00958568
clsqdeim,0.1,3,6,9,9,20,2.988437,2.534788,0.342613,2.31656e-05,0.0122445,0.00130203
clssopt,0.1,3,6,9,9,30,3.288778,10.767889,0.54623,0.000142965,0.0728057,0.0164172
clsqdeim,0.1,3,6,9,9,30,2.078244,2.805861,0.389891,2.42521e-05,0.0126089,0.00160235
clssopt,0.1,3,6,9,9,40,1.818116,35.111407,0.82426,5.19459e-05,0.0248936,0.00512319
clsqdeim,0.1,3,6,9,9,40,1.981646,2.327836,0.43697,4.14307e-05,0.0215817,0.00299594
clssopt,0.1,3,6,9,9,50,1.728222,1.884271,1.02319,4.43147e-05,0.0207979,0.00461564
clsqdeim,0.1,3,6,9,9,50,1.947695,2.168875,0.491239,6.70338e-05,0.0392088,0.00382797
clssopt,0.1,3,6,9,9,60,2.192428,1.136219,0.762361,8.91272e-05,0.0489086,0.0111733
clsqdeim,0.1,3,6,9,9,60,2.415737,2.660654,0.524447,8.5724e-05,0.0490925,0.00384255
clssopt,0.1,3,6,9,9,70,1.484075,1.591233,0.793674,6.86675e-05,0.0365676,0.00734372
clsqdeim,0.1,3,6,9,9,70,2.078850,2.240741,0.561564,4.06307e-05,0.0251048,0.00207447
clssopt,0.1,3,6,9,9,80,1.560020,2.182038,0.832287,0.000107601,0.0554534,0.0096379
clsqdeim,0.1,3,6,9,9,80,1.911656,2.513148,0.591997,8.21828e-05,0.051851,0.0043948
clssopt,0.1,3,6,9,9,90,3.631897,1.107071,1.02083,6.32084e-05,0.030573,0.00468602
clsqdeim,0.1,3,6,9,9,90,2.269078,38.564725,0.637927,8.65443e-05,0.0531282,0.004271
clssopt,0.1,3,6,9,9,100,1.463897,1.345715,1.32502,0.00127634,,
clsqdeim,0.1,3,6,9,9,100,2.384814,2.442720,0.840635,0.000115192,0.0582966,0.00447396
clssopt,0.1,3,6,9,9,110,1.469619,1.431571,1.39576,0.00127634,,
