method,rs,window,t,ws,w,q,TT3,TT4,ErrX,ErrV,ErrE
clssopt,0.1,40,13,2,,1.08e+02,2.65533e+06,,2.04431e+12
clsqdeim,0.1,40,13,2,18.4032,5.90e+00,0.000565805,0.0218285,0.00773392
clssopt,0.1,40,13,4,4.28221,4.42e+00,4.73253e-05,0.00504785,0.00105731
clsqdeim,0.1,40,13,4,,1.19e+00,0.0229442,630.983,1.22385e+07
clssopt,0.1,40,13,6,4.44674,4.46e+00,1.50429e-05,0.0018745,0.00173902
clsqdeim,0.1,40,13,6,,1.13e+00,0.022807,1.22429e+12,7.10372e+20
clssopt,0.1,40,13,8,4.74416,4.55e+00,1.36234e-05,0.00145229,0.000496425
clsqdeim,0.1,40,13,8,,1.28e+00,0.0230433,42757.3,7.74218e+10
clssopt,0.1,40,13,10,5.06077,4.51e+00,1.01407e-05,0.000709486,0.00046749
clsqdeim,0.1,40,13,10,,1.24e+00,0.0229651,,5.58618e+12
clssopt,0.1,40,13,12,5.0761,4.83e+00,2.02724e-05,0.000890323,0.000187125
clsqdeim,0.1,40,13,12,,1.75e+00,1.47221e+11,7.30318e+10,3.48634e+08
clssopt,0.1,40,13,14,5.71452,4.69e+00,1.2873e-05,0.00132919,0.000247493
clsqdeim,0.1,40,13,14,5.86661,5.55e+00,4.08637e-05,0.00458485,0.00314212
clssopt,0.1,40,13,16,5.90126,4.86e+00,9.34863e-06,0.000707173,0.000126475
clsqdeim,0.1,40,13,16,5.60326,4.70e+00,3.97072e-05,0.00327945,0.00351924
clssopt,0.1,40,13,18,6.15014,4.64e+00,1.55053e-05,0.00190057,0.00077209
clsqdeim,0.1,40,13,18,5.91384,5.28e+00,3.7038e-05,0.00283576,0.00297515
clssopt,0.1,40,13,20,6.14769,4.71e+00,1.21324e-05,0.00112376,0.00018903
clsqdeim,0.1,40,13,20,5.72929,4.51e+00,3.18941e-05,0.002479,0.00307697
