method,t,n,ef,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clssopt,0.1,2,0.999,6,6,5,5,1.768233,30481.599309,0.372442,0.00127634,,
clsqdeim,0.1,2,0.999,6,6,5,5,5.543326,3.428232,0.558943,2.14014e-05,0.00636501,0.00186765
clssopt,0.1,2,0.999,6,6,5,10,3.021320,48118.219585,0.236743,6.90606e-05,0.0427028,0.0125214
clsqdeim,0.1,2,0.999,6,6,5,10,3.630712,278.967546,0.219977,2.31927e-05,0.00688456,0.00284244
clssopt,0.1,2,0.999,6,6,5,15,2.276315,505558.534176,2.37927,6.90461e-05,0.0426819,0.0125178
clsqdeim,0.1,2,0.999,6,6,5,15,4.921086,8.251259,0.239507,2.05507e-05,0.00908395,0.00145219
clssopt,0.1,2,0.999,6,6,5,20,41034.494349,291399.283521,0.298737,6.90956e-05,0.0427251,0.0125342
clsqdeim,0.1,2,0.999,6,6,5,20,2.826241,162.815815,0.295921,2.1873e-05,0.00972052,0.00174267
clssopt,0.1,2,0.999,6,6,5,25,31515.550754,16228.524704,0.327478,6.83298e-05,0.0422569,0.0124701
clsqdeim,0.1,2,0.999,6,6,5,25,2.739882,3.305763,0.2922,2.13693e-05,0.00921919,0.00156791
clssopt,0.1,2,0.999,6,6,5,30,2.285680,21649684.405629,0.349676,6.76701e-05,0.041848,0.012343
clsqdeim,0.1,2,0.999,6,6,5,30,3.246078,1028.730648,0.297223,2.16347e-05,0.00938512,0.00183697
clssopt,0.1,2,0.999,6,6,5,35,29684.468637,14538.750540,0.379705,6.74302e-05,0.0417104,0.0123012
clsqdeim,0.1,2,0.999,6,6,5,35,3.375980,3.277390,0.331908,2.18639e-05,0.00951452,0.00183209
clssopt,0.1,2,0.999,6,6,5,40,26923.095416,185437.004438,0.440921,6.72673e-05,0.0416168,0.0122729
clsqdeim,0.1,2,0.999,6,6,5,40,3.853370,13.125892,0.375874,2.17699e-05,0.00941339,0.00146734
clssopt,0.1,2,0.999,6,6,5,45,28732.415355,12104833.102751,0.441903,6.71957e-05,0.0415781,0.0122615
clsqdeim,0.1,2,0.999,6,6,5,45,3.215760,1241.933704,0.352646,2.23737e-05,0.00957164,0.00190566
clssopt,0.1,2,0.999,6,6,5,50,24645.140248,203467.309905,0.489044,6.94577e-05,0.0427129,0.0123117
clsqdeim,0.1,2,0.999,6,6,5,50,4.209511,694.561875,0.37127,2.26957e-05,0.00969767,0.0020698
clssopt,0.1,2,0.999,6,6,5,55,27373.066119,12698.263498,0.516478,7.27284e-05,0.0443364,0.0124766
clsqdeim,0.1,2,0.999,6,6,5,55,4.355004,3.308714,0.357588,2.29137e-05,0.00980311,0.00222548
clssopt,0.1,2,0.999,6,6,5,60,24595.236131,15120290.388801,0.504221,7.47097e-05,0.0453041,0.0125677
clsqdeim,0.1,2,0.999,6,6,5,60,4.057373,1690.662885,0.383557,2.30658e-05,0.00989132,0.00234228
clssopt,0.1,2,0.999,6,6,5,65,23573.111201,11851.348170,0.541927,7.66766e-05,0.0462537,0.0126674
clsqdeim,0.1,2,0.999,6,6,5,65,4.307858,3.351594,0.399893,2.31819e-05,0.00996774,0.0024472
clssopt,0.1,2,0.999,6,6,5,70,22677.525439,13367.953833,0.56911,2.20987e-05,0.0128961,0.00336324
clsqdeim,0.1,2,0.999,6,6,5,70,5.809198,990.956993,0.422192,2.32745e-05,0.0100237,0.00251144
clssopt,0.1,2,0.999,6,6,5,75,21912.936073,10506088.842373,0.606821,2.30671e-05,0.0135267,0.0035199
clsqdeim,0.1,2,0.999,6,6,5,75,7.440227,1040.082270,0.441053,2.33491e-05,0.0100674,0.0025493
clssopt,0.1,2,0.999,6,6,5,80,20587.833221,20994.543643,0.602227,2.45562e-05,0.0144361,0.00366098
clsqdeim,0.1,2,0.999,6,6,5,80,6.930263,947.628669,0.427747,2.33612e-05,0.010112,0.00261737
clssopt,0.1,2,0.999,6,6,5,85,19950.248184,12019.179038,0.633789,2.54272e-05,0.0149731,0.00374945
clsqdeim,0.1,2,0.999,6,6,5,85,7.323068,3.022239,0.421733,2.33567e-05,0.0101529,0.00268673
clssopt,0.1,2,0.999,6,6,5,90,27836.082483,11374102.941799,0.648003,2.67018e-05,0.0157252,0.00386011
clsqdeim,0.1,2,0.999,6,6,5,90,7.711064,621.782795,0.433096,2.33509e-05,0.0101872,0.00274695
clssopt,0.1,2,0.999,6,6,5,95,28953.627527,9361.757009,0.653216,2.74143e-05,0.0161379,0.00391724
clsqdeim,0.1,2,0.999,6,6,5,95,8.585493,2.881101,0.418648,2.3335e-05,0.0102271,0.00281457
clssopt,0.1,2,0.999,6,6,5,100,32580.420938,8970.281685,0.702651,2.84871e-05,0.0167941,0.00406776
clsqdeim,0.1,2,0.999,6,6,5,100,8.103747,5.262127,0.425551,2.3315e-05,0.0102682,0.00288296
clssopt,0.1,3,0.9999,6,9,9,5,4.774071,7.580943,0.232475,1.56392e-05,0.0109086,0.00312718
clsqdeim,0.1,3,0.9999,6,9,9,5,6.405122,9.630549,0.297657,4.32827e-05,0.0237902,0.00556695
clssopt,0.1,3,0.9999,6,9,9,10,2.876441,65950.017717,0.295875,1.79467e-05,0.0125871,0.00396246
clsqdeim,0.1,3,0.9999,6,9,9,10,3.584903,7.038582,0.301059,2.44728e-05,0.0122231,0.0031506
clssopt,0.1,3,0.9999,6,9,9,15,2.980279,72024.441879,0.76301,1.59906e-05,0.0102348,0.00258541
clsqdeim,0.1,3,0.9999,6,9,9,15,4.404383,78.231235,0.319074,2.09032e-05,0.0113286,0.00286197
clssopt,0.1,3,0.9999,6,9,9,20,3.159103,88305.858508,3.66678,1.62387e-05,0.00988241,0.00242822
clsqdeim,0.1,3,0.9999,6,9,9,20,3.459899,4.465197,0.353417,2.30569e-05,0.0118157,0.00298395
clssopt,0.1,3,0.9999,6,9,9,25,2.703625,67804.309470,0.390744,1.54685e-05,0.00916338,0.00239991
clsqdeim,0.1,3,0.9999,6,9,9,25,3.219057,5.109693,0.375248,2.47991e-05,0.0118315,0.00332661
clssopt,0.1,3,0.9999,6,9,9,30,2.398230,3151751.194172,0.421989,1.55218e-05,0.0090872,0.00239535
clsqdeim,0.1,3,0.9999,6,9,9,30,4.599327,81.130720,0.399901,2.599e-05,0.0120483,0.00362175
clssopt,0.1,3,0.9999,6,9,9,35,44796.793591,76490.525939,0.45877,1.55821e-05,0.00904088,0.00239365
