method,t,n,ef,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clssopt,0.1,5,0.999999,4,27,39,80,4.086499,3.033590,9.48187,0.00510556,0.166383,8.13247e-05
sopt,0.1,5,0.999999,4,27,39,85,4.612543,3.032584,9.74611,0.0051057,0.166385,8.13215e-05
clssopt,0.1,5,0.999999,4,27,39,85,4.166256,2.793602,9.87222,0.00510554,0.166383,8.13203e-05
sopt,0.1,5,0.999999,4,27,39,90,4.461762,3.139695,10.6135,0.00510566,0.166385,8.13199e-05
clssopt,0.1,5,0.999999,4,27,39,90,4.077161,2.893720,10.5787,0.00510547,0.166383,8.13259e-05
sopt,0.1,5,0.999999,4,27,39,95,4.276896,2.942711,10.2002,0.00510567,0.166385,8.13165e-05
clssopt,0.1,5,0.999999,4,27,39,95,3.733488,2.662184,10.6058,0.0051055,0.166383,8.13259e-05
sopt,0.1,5,0.999999,4,27,39,100,4.571089,2.938604,10.1767,0.00510568,0.166385,8.13165e-05
clssopt,0.1,5,0.999999,4,27,39,100,3.723637,2.822638,10.8765,0.00510543,0.166383,8.1327e-05
sopt,0.1,5,0.999999,4,27,39,105,4.628482,2.736263,10.6707,0.00510582,0.166385,8.13213e-05
clssopt,0.1,5,0.999999,4,27,39,105,3.924925,2.704266,11.2649,0.00510546,0.166383,8.13266e-05
sopt,0.1,5,0.999999,4,27,39,110,4.821171,2.994906,10.8823,0.00510582,0.166385,8.13207e-05
clssopt,0.1,5,0.999999,4,27,39,110,3.764275,2.517761,11.5964,0.00510548,0.166383,8.13238e-05
sopt,0.1,5,0.999999,4,27,39,115,4.532007,2.671862,10.9927,0.00510582,0.166385,8.13191e-05
clssopt,0.1,5,0.999999,4,27,39,115,3.728475,2.562598,11.8716,0.00510546,0.166383,8.13218e-05
sopt,0.1,5,0.999999,4,27,39,120,4.272619,2.747607,11.2396,0.0051058,0.166385,8.13201e-05
clssopt,0.1,5,0.999999,4,27,39,120,3.436211,2.432514,12.1439,0.00510535,0.166383,8.13216e-05
