EQP,40,25,0.1,0.9999,40,2.57732e-05,0.0167904,0.000146928,1.17019,35,21,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,
EQP,40,25,0.1,0.9999,60,2.22131e-06,0.000165741,0.000118619,1.27125,35,21,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,
EQP,40,25,0.1,0.9999,80,2.8154e-07,5.76888e-05,3.6737e-05,1.65183,35,21,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
EQP,40,25,0.1,0.9999,100,1.35458e-07,3.86249e-05,4.42789e-06,1.4853,35,21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
EQP,40,25,0.1,0.9999,120,1.18336e-07,3.17508e-05,5.48054e-06,1.70745,35,21,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,108,
EQP,40,25,0.1,0.9999,140,8.08664e-08,3.20632e-05,3.19139e-06,1.58269,35,21,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,123,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,135,140,140,140,140,140,140,140,140,140,140,140,108,
EQP,40,25,0.1,0.9999,160,9.05461e-08,3.33016e-05,6.06994e-06,2.19736,35,21,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,123,160,150,160,160,160,160,160,160,160,139,160,145,160,160,160,135,160,150,160,160,160,160,160,160,160,151,160,108,
EQP,40,25,0.1,0.9999,180,8.11088e-08,2.86507e-05,5.15958e-06,1.88393,35,21,180,180,180,180,180,180,180,170,180,180,180,180,180,180,180,180,180,162,180,123,180,150,180,167,180,180,180,180,180,139,180,145,180,180,180,135,180,150,180,180,180,179,180,180,180,151,180,108,
EQP,40,25,0.1,0.9999,200,8.36135e-08,2.97673e-05,4.99862e-06,1.939,35,21,200,200,200,200,200,200,200,170,200,200,200,200,200,200,200,200,200,162,200,123,200,150,200,167,200,200,200,182,200,139,200,145,200,200,200,135,200,150,200,200,200,179,200,183,200,151,200,108,
