method,t,ef,ws,w,q,nqp,TT3,ErrX,ErrV,ErrE
qdeim,0.1,0.99999,20,49,6,2112,1856,2240,2496,2944,2048,1984,2048,1856,1984,2816,1664,1920,2624,1472,3200,1536,1344,1536,2048,2048,2048,1280,1920,1792,1344,1472,1920,1856,1472,1536,1920,1536,1600,1408,1408,1792,1344,2112,2048,1664,1344,1856,1280,1152,1088,1088,704,704,5.60182,0.000330709,0.0102862,0.000588938
gnat,0.1,0.99999,20,49,6,1856,2048,2240,1856,1856,2240,2048,1664,2432,1856,1856,1472,2048,1280,1664,1856,2176,1984,1728,2048,1664,1984,1280,1088,1664,1152,1280,1472,1664,1472,1472,1664,1280,1856,1472,1472,1792,1472,1472,1472,1472,1472,1280,1280,1088,1088,1088,704,704,4.96386,0.000315667,0.00761802,0.000781743
sopt,0.1,0.99999,20,49,7,1536,2688,2304,2432,2624,2368,3136,2496,4032,2368,2240,2432,2560,2880,2432,3392,2624,2112,2432,2880,1664,2304,1792,1664,2240,1472,2432,1920,2304,2368,2048,2240,1664,1856,1664,1664,2496,1856,1728,1856,1536,1600,1472,1472,1472,1088,1280,1280,704,5.98838,4.74237e-05,0.00149877,0.000135607
qdeim,0.1,0.99999,20,49,7,2368,2368,2816,2688,3200,2496,2048,2432,1920,2368,2816,1728,2368,2688,1728,3200,1536,1344,1536,2048,2048,2048,1280,2112,1792,1408,1472,2112,1856,1472,1600,2112,1792,1600,1536,1664,1984,1408,2240,2112,1664,1344,1856,1280,1152,1280,1088,704,704,6.18587,0.000233002,0.00743503,0.000455097
gnat,0.1,0.99999,20,49,7,2048,2112,2368,2112,2112,2368,2240,1920,2688,1984,1792,1664,2048,1408,1728,1920,2048,2048,1984,2240,1664,2048,1280,1216,1664,1408,1280,1600,1792,1472,1536,1664,1472,1856,1664,1536,1792,1728,1472,1600,1664,1472,1344,1280,1088,1088,1088,960,704,4.85112,0.000244003,0.00668595,0.000552062
sopt,0.1,0.99999,20,49,8,1600,2816,2304,2816,2688,2816,3136,2624,4672,2496,2368,2432,2816,3776,2880,3584,2624,2368,2496,3136,2240,2304,2048,2176,2496,1472,2816,2560,2688,2432,2240,3008,1792,1856,1664,1920,2496,1984,1792,1856,1536,1920,1728,1536,1664,1408,1280,1280,704,6.36991,2.70148e-05,0.000707139,8.56382e-05
qdeim,0.1,0.99999,20,49,8,2432,2624,2944,2752,3264,2624,2176,2496,2048,2944,2816,2048,2944,2688,1728,3200,1600,1472,1536,2048,2048,2048,1280,2112,1792,1408,1856,2112,1920,1856,1600,2112,1792,1856,1664,1664,1984,1472,2240,2112,1664,1344,1856,1280,1216,1280,1088,704,704,5.94826,0.000170455,0.00542125,0.000364085
gnat,0.1,0.99999,20,49,8,2240,2176,2624,2304,2048,2560,2176,1920,2816,2112,1984,1600,2048,1536,1856,1984,2176,2048,2048,2304,1664,2048,1280,1664,1792,1472,1728,1664,2048,1536,1600,1664,1408,1856,1664,1600,1856,1856,1856,1856,1664,1472,1408,1280,1088,1088,1088,1088,704,12.8773,0.000171469,0.00494031,0.000366938
sopt,0.1,0.99999,20,49,9,1728,2880,2304,3136,2752,3200,3392,3328,4992,3200,2432,2432,3392,4608,3456,4736,2816,2688,2496,3264,2432,2304,2112,2176,2624,1664,3008,2816,3264,3008,2304,3200,2176,1856,1856,1984,2496,2560,2240,1984,1536,2048,2176,2240,1664,1472,1280,1280,704,6.57768,2.48137e-05,0.000330533,5.82771e-05
qdeim,0.1,0.99999,20,49,9,2432,2816,2944,3008,3264,2944,2304,2688,2560,2944,2816,2048,3136,3008,2368,3200,1600,1600,1536,2048,2048,2048,1472,2240,1920,1408,1856,2112,2048,1856,1600,2240,1792,1856,1664,1728,1984,1472,2240,2112,1664,1472,1856,1280,1216,1280,1088,1088,704,5.88076,0.000118808,0.00372184,0.000273483
gnat,0.1,0.99999,20,49,9,2432,2240,2816,2432,2048,2816,2432,2816,3008,2240,2048,1664,2432,1664,1856,2048,2048,2048,2112,2496,1664,2048,1280,1472,1856,1472,1984,1664,2048,1600,1664,1664,1472,1856,1472,1664,1856,1856,1856,1856,1664,1472,1472,1408,1088,1088,1280,1088,704,5.6157,9.14971e-05,0.0025125,0.000253837
sopt,0.1,0.999999,20,49,2,1088,1664,1792,1728,1728,1728,1664,1792,2432,1664,1536,1280,1472,1216,1472,1408,1920,1536,1600,1792,1856,2048,1408,1280,1472,1216,1280,1216,1600,1728,1280,1792,1088,1536,1600,1472,1664,1344,1216,1280,1088,1280,1152,1216,1024,1216,768,640,640,4.81535,0.000701622,0.0199233,0.0011527
qdeim,0.1,0.999999,20,49,2,1024,1344,1920,1984,2880,1344,1984,1728,1600,1472,1600,1408,1856,1920,1472,1344,1408,1344,1600,1920,1856,1664,960,1152,832,1344,1344,1088,1152,1408,1472,1472,1600,1408,1088,1280,1344,1280,960,1536,1088,1216,1024,1408,1088,1088,768,768,640,4.53011,0.000723273,0.0185896,0.001956
gnat,0.1,0.999999,20,49,2,1216,1728,1536,1600,1664,1664,1536,1408,1664,1536,1344,1152,1408,1088,1024,1280,1536,1536,1216,1600,1408,1728,1024,1280,896,960,960,960,960,1024,1216,1472,960,1408,1280,1024,1792,896,1088,1024,768,1344,1024,1152,832,832,832,704,640,4.29629,0.000956925,0.0232751,0.00153922
sopt,0.1,0.999999,20,49,3,1152,1984,2112,2368,1984,1856,1920,2048,3072,1856,1664,1600,2304,1536,1536,1792,2176,1984,1664,1920,2048,2304,1728,1536,1792,1536,1472,1408,1856,2176,1536,2112,1408,1792,1600,1664,2368,1536,1280,1408,1280,1344,1280,1280,1216,1280,896,832,704,5.2711,0.000371386,0.0126045,0.00064128
qdeim,0.1,0.999999,20,49,3,1344,1408,2176,2176,3520,1664,2560,1920,2048,1792,2176,1408,2048,2688,1472,1600,1472,2176,1664,2112,1984,1856,1280,1280,1600,1600,1984,1408,1536,1984,1664,1728,1792,1664,1280,1280,1664,1280,1280,1792,1408,1280,1088,1472,1152,1280,1088,832,704,5.19976,0.000476618,0.01295,0.000989584
gnat,0.1,0.999999,20,49,3,1600,1856,2048,1856,1856,1984,1600,1472,1792,1792,1472,1216,1472,1152,1216,1472,1664,1664,1408,1792,1600,2048,1088,1472,896,1280,1088,1280,1280,1216,1408,1536,1088,1728,1408,1408,2048,1088,1216,1216,896,1472,1088,1216,896,896,896,704,704,4.44612,0.000512537,0.0142291,0.000851664
sopt,0.1,0.999999,20,49,4,1152,2240,2176,2752,2560,1984,2176,2368,3136,1856,1728,1984,2496,1664,1984,2112,2624,2176,2112,1984,2048,2304,2048,1984,1856,1536,1536,1728,2112,2688,1728,2112,1792,1856,1664,1664,3200,1856,1536,1536,1344,1408,1472,1408,1280,1280,1024,896,704,6.07637,0.000199872,0.00731489,0.000340925
qdeim,0.1,0.999999,20,49,4,1728,1408,2304,2240,3520,1984,2816,2240,2432,1792,2368,1536,2112,2688,1472,2112,1600,2368,2048,2368,1984,2112,1920,1344,1792,2112,2304,1472,2112,2432,1728,2048,1792,2112,1344,1536,2048,1472,1856,1792,2240,1472,1472,1664,1152,1280,1088,832,704,5.57888,0.000389859,0.0105545,0.000621653
gnat,0.1,0.999999,20,49,4,1728,2048,2240,1728,1920,1984,1664,1536,1920,1984,1920,1536,1472,1280,1280,1664,1856,1728,1536,2176,2048,1984,1280,1664,1408,1280,1664,1344,1408,1472,1536,1856,1216,1792,1536,1600,2304,1280,1408,1472,1024,1280,1280,1280,1088,1024,768,704,704,4.99897,0.00033997,0.00936375,0.000994897
sopt,0.1,0.999999,20,49,5,1216,2496,2304,2880,3072,2112,2496,2816,3136,2368,1920,2048,2560,1664,2112,2752,2688,2304,2240,2240,2304,2304,2176,2112,1856,1600,2048,1728,2176,3072,1984,2240,1920,1856,1664,1664,3264,1920,1728,1856,1472,1408,1472,1600,1280,1280,1088,1088,704,6.11426,0.000116408,0.00326377,0.000199143
qdeim,0.1,0.999999,20,49,5,1920,1664,2304,2304,3520,1984,2944,2752,2624,1920,2432,1664,2112,2816,1472,2112,1600,2368,2432,2368,2048,2112,1984,1408,2048,2240,2304,1536,2112,2496,1856,2112,1792,2112,1728,1536,2176,1856,1920,1792,2240,1600,1472,1664,1152,1344,1152,832,704,5.67536,0.000247516,0.00715146,0.000430788
gnat,0.1,0.999999,20,49,5,1792,2368,2432,1984,2048,2368,1920,1728,2048,1792,1856,1408,1472,1280,1344,1664,1920,1728,1792,1984,1920,2304,1280,1792,1536,1472,1472,1408,1728,1856,1664,2112,1408,1856,1664,1664,2368,1472,1408,1472,1216,1472,1280,1280,1024,1088,1024,704,704,4.96137,0.00023861,0.00744605,0.000597984
sopt,0.1,0.999999,20,49,6,1408,2816,2496,3136,3264,2496,3200,2880,3328,2688,2240,2368,2560,2624,2304,3392,2880,2752,2304,2304,2560,2304,2176,2112,2176,1600,2944,1728,2304,3200,1984,2304,1984,1856,1664,1856,3264,2624,1984,1920,1536,1600,1472,1664,1344,1280,1152,1088,704,6.78795,3.41759e-05,0.000942651,0.000111476
qdeim,0.1,0.999999,20,49,6,1984,1792,2304,2432,3520,2048,2944,3072,2944,1920,2752,1792,2624,2816,1728,2304,1600,2368,2496,2560,2176,2112,1984,1408,2240,2240,2304,1856,2176,2496,1984,2112,1856,2112,1792,1536,2240,2048,1920,1792,2240,1664,1472,1664,1152,1344,1152,1280,704,6.02374,0.00020087,0.00576363,0.000315836
gnat,0.1,0.999999,20,49,6,1856,2432,2624,2240,2368,2304,2048,1984,2432,1856,2048,1472,2048,1408,1856,1984,2240,1984,1920,2048,2112,2304,1280,1856,1664,1344,1472,1472,1856,1856,1664,1856,1472,1856,1664,1664,2432,1664,1472,1472,1472,1472,1280,1280,1088,1216,1088,704,704,5.78693,0.000135756,0.00443865,0.000372211
sopt,0.1,0.999999,20,49,7,1408,3008,2496,3328,3264,2624,3264,3200,3456,2944,2240,2624,2624,2944,2304,3392,3008,3200,2368,2432,2752,2304,2368,2432,2432,1856,3200,1728,2432,3264,1984,3264,2240,1856,1664,1984,3264,2688,1984,1984,1536,1600,1600,1856,1472,1344,1472,1280,1024,6.84614,4.69922e-05,0.000600752,8.87853e-05
qdeim,0.1,0.999999,20,49,7,2368,2176,2368,2432,3648,2176,3008,3200,3072,1920,2816,1792,2752,3200,2112,3456,1600,2496,2496,2688,2240,2176,1984,1408,2368,2240,2432,2496,2240,2496,1984,2112,1856,2112,1856,1728,2496,2240,1920,1792,2240,1856,1472,1664,1216,1472,1152,1280,704,5.97552,0.000121971,0.00431373,0.000259165
gnat,0.1,0.999999,20,49,7,2048,2240,2688,2496,2880,2560,2304,2048,2688,1984,1920,1664,2112,1536,1920,1984,2048,2048,1984,2304,2112,2304,1472,1856,1664,1536,1536,1728,2112,2880,1664,1856,1472,1856,1664,1984,2432,1792,1856,1600,1664,1472,1472,1280,1280,1280,1088,1088,704,5.32623,0.000122175,0.00381919,0.000320178
sopt,0.1,0.999999,20,49,8,1536,3008,2496,3648,3264,2880,3264,3392,4032,3008,2560,2688,2880,3968,2304,4416,3008,3648,2560,2496,2944,2496,2432,2560,2624,2048,3392,1728,2496,3264,2112,3264,2432,1856,1856,2240,3264,2688,2048,2048,1664,1664,2240,1856,1472,1664,1472,1280,1280,6.53268,1.76617e-05,0.00025405,6.96775e-05
qdeim,0.1,0.999999,20,49,8,2496,2816,2432,2560,3648,2304,3008,3200,3392,1920,2816,1984,3136,3456,2112,3776,1792,2624,2560,2688,2240,2496,2176,1408,2368,2240,2432,2816,2240,3200,1984,2112,1856,2176,1920,1728,2624,2432,1984,1792,2240,1856,1472,1664,1280,1664,1280,1280,896,6.49897,5.49552e-05,0.00208705,0.000169167
gnat,0.1,0.999999,20,49,8,2240,2560,2752,2624,3136,2752,2432,2048,2816,2112,2048,1728,2176,1600,2048,2048,2176,2048,2048,2304,2112,2304,1792,1856,1856,1664,1920,1856,2304,3200,1664,1856,1408,1856,1664,1792,2432,1984,1856,1856,1664,1472,1408,1472,1280,1280,1088,1088,704,5.31626,7.10828e-05,0.00236964,0.000201402
sopt,0.1,0.999999,20,49,9,1600,3072,2496,4224,3264,3264,3648,3392,4032,3200,2688,2688,3584,4416,2880,4416,3392,3648,2752,2944,3072,2496,2432,2688,2816,2240,3392,1920,2880,3264,2304,3264,2432,2048,1856,2240,3264,2688,2240,2048,2112,2048,2240,2240,1664,1664,1664,1280,1472,6.57595,1.50328e-05,0.000184092,6.13369e-05
qdeim,0.1,0.999999,20,49,9,2816,3072,2816,2688,3648,2304,3008,3328,3456,2112,2816,1984,3136,3456,2432,3776,2240,2624,2688,2752,2240,2496,2240,1408,2432,2240,2432,2816,2240,3264,1984,2112,1920,2304,2048,1984,2624,2432,2112,1856,2240,1856,1856,1664,1472,1664,1280,1280,1088,6.26612,3.80993e-05,0.0016441,0.000141832
gnat,0.1,0.999999,20,49,9,2432,2624,2816,2816,3008,2816,2624,2816,3200,2304,2048,2240,2432,1920,2240,2240,2048,2048,2112,2496,2112,2304,2048,1856,1856,2048,2176,1920,2304,3200,1664,1856,1472,1856,1856,1856,2432,2048,1856,1856,1664,1472,1472,1472,1280,1472,1472,1088,704,6.47723,2.84246e-05,0.000903307,0.000136238
sopt,0.1,0.9999999,20,49,2,1216,1664,1792,1920,1792,1792,1664,1728,2496,1728,1536,1280,1472,1408,1600,1728,1920,1600,1792,1792,1920,2240,1472,1408,1728,1472,1344,1344,1664,2176,1984,1920,1408,1792,1664,1472,2304,1664,1344,1408,1280,1280,1088,1216,1024,1152,832,704,704,4.70012,0.000610697,0.0186869,0.000820984
qdeim,0.1,0.9999999,20,49,2,1088,1856,1984,1856,2816,1536,2048,1344,1728,1472,2048,1664,1920,1728,1600,1920,1472,1472,1664,1792,1792,1792,1280,1728,1472,2240,1216,1536,1280,2176,1664,1728,1216,1984,1344,1664,1728,1664,1408,1728,1280,1792,1024,1408,1152,1088,768,832,640,5.0093,0.000610628,0.0162775,0.00118751
gnat,0.1,0.9999999,20,49,2,1216,1728,1536,1600,1728,1664,1728,1472,1920,1536,1344,1152,1408,1216,1152,1472,1600,1536,1280,1600,1408,1920,1024,1280,1152,1088,1024,1088,1088,2112,1280,1664,1344,1408,1344,1088,1792,1024,1088,1024,832,1344,1024,1152,832,832,832,704,640,11.0504,0.000809934,0.0210291,0.000950158
