method,solver,window,w,t,ef,k,ErrX,ErrV,ErrE,TT2,nqp
EQPglobal,7,40,34,0.8,0.99,2,,0.000257942,0.00363454,0.000505583,1.92152,28,28,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,676
EQP,7,40,34,0.8,0.99,2,20,0.00261551,0.0938952,0.0092989,1.70134,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,673
EQP,7,40,34,0.8,0.99,2,40,0.000293752,0.00343084,0.000709586,1.83343,28,28,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,675
EQP,7,40,34,0.8,0.99,2,60,0.000257942,0.00363454,0.000505583,1.78844,28,28,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,676
EQP,7,40,34,0.8,0.99,2,80,0.000257942,0.00363454,0.000505583,1.81777,28,28,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,676
EQP,7,40,34,0.8,0.99,2,100,0.000257942,0.00363454,0.000505583,2.2251,28,28,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,676
EQP,7,40,34,0.8,0.99,2,120,0.000257942,0.00363454,0.000505583,1.80164,28,28,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,676
EQP,7,40,34,0.8,0.99,2,140,0.000257942,0.00363454,0.000505583,1.84001,28,28,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,676
EQP,7,40,34,0.8,0.99,2,160,0.000257942,0.00363454,0.000505583,1.91594,28,28,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,676
EQP,7,40,34,0.8,0.99,2,180,0.000257942,0.00363454,0.000505583,2.13064,28,28,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,676
EQP,7,40,34,0.8,0.99,2,200,0.000257942,0.00363454,0.000505583,2.19775,28,28,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,676
EQPglobal,7,40,34,0.8,0.9999,2,,,,,,676
EQP,7,40,34,0.8,0.9999,2,20,0.00520575,0.142912,0.0172667,1.54042,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,674
EQP,7,40,34,0.8,0.9999,2,40,0.000751225,0.0128266,0.00994429,2.17114,28,28,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,666
EQP,7,40,34,0.8,0.9999,2,60,0.00039973,0.00639604,0.000996808,2.02866,28,28,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,672
