method,energy_frac,rwdim,rrdim,nldim,nsr,nqp,time,error
QDEIM,0.9999,4,6,5,100,696,0.990822804,0.01769654154668769
SOPT,0.9999,4,6,5,200,1060,1.30376903,0.01677956231914032
gappy-POD,0.9999,4,6,5,200,1376,1.680562902,0.0280312960560353
QDEIM,0.9999,4,6,5,200,1216,1.704481094,0.01684436678293229
SOPT,0.9999,4,6,5,300,1364,1.680724299,0.01697259151382271
gappy-POD,0.9999,4,6,5,300,1628,1.979825925,0.01512428349790439
QDEIM,0.9999,4,6,5,300,1508,2.068798235,0.026238066762396
SOPT,0.9999,4,6,5,400,1752,2.125950872,0.01606750669274069
gappy-POD,0.9999,4,6,5,400,2000,2.401706692,0.0157361481748565
QDEIM,0.9999,4,6,5,400,1684,2.255768765,0.02442990184236549
SOPT,0.9999,4,6,5,500,2104,2.539960767,0.01568747976684381
gappy-POD,0.9999,4,6,5,500,2272,2.712059178,0.01613861119244558
QDEIM,0.9999,4,6,5,500,1696,2.385806074,0.01946009589197513
SOPT,0.9999,4,6,5,600,2448,2.915689779,0.01535621217154627
gappy-POD,0.9999,4,6,5,600,2496,2.950609644,0.01623535669063432
QDEIM,0.9999,4,6,5,600,1964,2.742605384,0.01701803913430665
SOPT,0.9999,4,6,5,700,2848,3.466356946,0.0147093721170867
gappy-POD,0.9999,4,6,5,700,2752,3.337315393,0.01595750629125081
QDEIM,0.9999,4,6,5,700,2328,2.925517508,0.01876589110071226
SOPT,0.9999,4,6,5,800,3152,3.763784682,0.01451392043058806
gappy-POD,0.9999,4,6,5,800,3072,3.653952789,0.01542882548268668
QDEIM,0.9999,4,6,5,800,2772,3.873495967,0.0178047912540977
SOPT,0.9999,4,6,5,900,3420,4.067250057,0.0144748448418129
gappy-POD,0.9999,4,6,5,900,3264,3.825269471,0.01529308340305443
QDEIM,0.9999,4,6,5,900,3152,4.171414828,0.01647679971342852
SOPT,0.9999,4,6,5,1000,3612,4.323966095999999,0.01404167332821065
gappy-POD,0.9999,4,6,5,1000,3376,4.056752306,0.01516320877889382
QDEIM,0.9999,4,6,5,1000,3484,4.705313849,0.01549708728917764
SOPT,0.9999,4,6,5,1100,3740,4.417198457,0.01391285709759591
gappy-POD,0.9999,4,6,5,1100,3536,4.217831571,0.01519720213873608
QDEIM,0.9999,4,6,5,1100,3744,5.105097272,0.01517158057624062
SOPT,0.9999,4,6,5,1200,3860,4.590950327,0.01409646404633496
gappy-POD,0.9999,4,6,5,1200,3648,4.42117047,0.01528858608928349
QDEIM,0.9999,4,6,5,1200,3932,5.43153878,0.01528318402727611
SOPT,0.9999,4,6,5,1300,3968,4.760280849,0.01453778060402072
gappy-POD,0.9999,4,6,5,1300,3760,4.495806683,0.01525833710479247
QDEIM,0.9999,4,6,5,1300,3964,5.382302432,0.01534793225765465
SOPT,0.9999,4,6,5,1400,4020,4.720326774,0.01477290303810818
gappy-POD,0.9999,4,6,5,1400,3824,4.573333289,0.01525149412415868
QDEIM,0.9999,4,6,5,1400,3988,5.354530296,0.01529421908441691
SOPT,0.9999,4,6,5,1500,4036,4.735266777,0.01480850105225262
gappy-POD,0.9999,4,6,5,1500,3920,4.672940521,0.0152345912366151
QDEIM,0.9999,4,6,5,1500,4032,5.456814334,0.01526703809377986
SOPT,0.9999,4,6,5,1600,4072,4.828423304,0.01452129827597254
gappy-POD,0.9999,4,6,5,1600,3952,4.644255163,0.0152339020564374
QDEIM,0.9999,4,6,5,1600,4080,5.33268147,0.01526708024488884
SOPT,0.9999,4,6,5,1700,4092,4.887433015,0.01469691566180567
gappy-POD,0.9999,4,6,5,1700,4032,4.805999927,0.0152553735455247
QDEIM,0.9999,4,6,5,1700,4080,5.33671265,0.01526322591722038
SOPT,0.9999,4,6,5,1800,4096,4.899616094,0.01460132014496833
gappy-POD,0.9999,4,6,5,1800,4032,4.803040775,0.0152627876342054
QDEIM,0.9999,4,6,5,1800,4096,5.613701814,0.01527289405420625
SOPT,0.9999,4,6,5,1900,4096,4.876548778,0.0147452305731137
gappy-POD,0.9999,4,6,5,1900,4080,4.871931111,0.01527128035218457
QDEIM,0.9999,4,6,5,1900,4096,5.593304406,0.01527950884437109
SOPT,0.9999,4,6,5,2000,4096,4.849659066,0.01503593197206773
gappy-POD,0.9999,4,6,5,2000,4096,4.859126933,0.01528146318607778
QDEIM,0.9999,4,6,5,2000,4096,5.501886389,0.01528356343728764
SOPT,0.9999,4,6,5,2100,4096,4.87164187,0.01525490163757215
gappy-POD,0.9999,4,6,5,2100,4096,4.840769294,0.01528469552769835
QDEIM,0.9999,4,6,5,2100,4096,5.551474712,0.01528469552769837
EQPGlobal,0.99999,5,6,6,,91,0.150528976,0.002798228168140915
EQP,0.99999,5,6,6,10,10,0.04924893700000001,0.03332316924227036
EQP,0.99999,5,6,6,20,20,0.063834628,0.002794393626695905
EQP,0.99999,5,6,6,30,30,0.07470220700000001,0.002767339251611035
EQP,0.99999,5,6,6,40,40,0.109384837,0.002785791413030834
EQP,0.99999,5,6,6,50,50,0.100509642,0.00277551180652126
EQP,0.99999,5,6,6,60,60,0.114293655,0.002794584103486095
EQP,0.99999,5,6,6,70,70,0.1267876499999999,0.002794780518509083
EQP,0.99999,5,6,6,80,80,0.138115895,0.002799057226590011
EQP,0.99999,5,6,6,90,90,0.150801729,0.002797968462482565
EQP,0.99999,5,6,6,100,91,0.152223743,0.002798228168140915
EQP,0.99999,5,6,6,120,91,0.151453578,0.002798228168140915
EQP,0.99999,5,6,6,140,91,0.153764769,0.002798228168140915
EQP,0.99999,5,6,6,160,91,0.154764688,0.002798228168140915
EQP,0.99999,5,6,6,180,91,0.152770864,0.002798228168140915
EQP,0.99999,5,6,6,200,91,0.15248419,0.002798228168140915
EQP,0.99999,5,6,6,220,91,0.152909882,0.002798228168140915
EQP,0.99999,5,6,6,240,91,0.152057554,0.002798228168140915
EQP,0.99999,5,6,6,260,91,0.152602457,0.002798228168140915
EQP,0.99999,5,6,6,280,91,0.152195103,0.002798228168140915
EQP,0.99999,5,6,6,300,91,0.156259021,0.002798228168140915
SOPT,0.99999,5,6,6,5,0,,
gappy-POD,0.99999,5,6,6,5,0,,
QDEIM,0.99999,5,6,6,5,0,,
SOPT,0.99999,5,6,6,10,80,0.1429776239999999,0.002978614760578479
gappy-POD,0.99999,5,6,6,10,80,0.14246918,0.003106725229333217
QDEIM,0.99999,5,6,6,10,80,0.150888224,0.002981503350394956
SOPT,0.99999,5,6,6,15,116,0.181906053,0.002878024836197907
gappy-POD,0.99999,5,6,6,15,120,0.185628728,0.003106725229333189
QDEIM,0.99999,5,6,6,15,120,0.191516277,0.002921460622699201
SOPT,0.99999,5,6,6,20,152,0.227335934,0.002835479354092367
gappy-POD,0.99999,5,6,6,20,160,0.237642342,0.003106725229333203
QDEIM,0.99999,5,6,6,20,160,0.239325492,0.002920326070942132
SOPT,0.99999,5,6,6,25,184,0.265183229,0.002825868485556116
gappy-POD,0.99999,5,6,6,25,200,0.290187932,0.003106725229333194
QDEIM,0.99999,5,6,6,25,200,0.290501341,0.002915918920334369
SOPT,0.99999,5,6,6,30,208,0.296310027,0.002825711010262015
gappy-POD,0.99999,5,6,6,30,240,0.3385305559999999,0.003106725229333199
QDEIM,0.99999,5,6,6,30,232,0.327241046,0.002908366753120305
SOPT,0.99999,5,6,6,35,240,0.334662951,0.002825711010262008
gappy-POD,0.99999,5,6,6,35,280,0.385713739,0.0031067252293332
QDEIM,0.99999,5,6,6,35,268,0.364199916,0.002895036847398867
SOPT,0.99999,5,6,6,40,260,0.346570424,0.002825711010262015
gappy-POD,0.99999,5,6,6,40,320,0.421625515,0.003106725229333213
QDEIM,0.99999,5,6,6,40,308,0.413829037,0.002890959669460929
SOPT,0.99999,5,6,6,45,292,0.383927005,0.002825711010262013
gappy-POD,0.99999,5,6,6,45,360,0.4707698339999999,0.003106725229333223
QDEIM,0.99999,5,6,6,45,348,0.460434158,0.002887251350439037
SOPT,0.99999,5,6,6,50,332,0.4352071089999999,0.002825711010262013
gappy-POD,0.99999,5,6,6,50,400,0.5229402089999999,0.003105605137516474
QDEIM,0.99999,5,6,6,50,384,0.527648573,0.002890515454309264
SOPT,0.99999,5,6,6,100,660,0.818167847,0.002825452298320364
gappy-POD,0.99999,5,6,6,100,780,1.081535975,0.003116264433959919
QDEIM,0.99999,5,6,6,100,724,0.941234373,0.002892058071294165
SOPT,0.99999,5,6,6,200,1088,1.334289876,0.00282320220719752
gappy-POD,0.99999,5,6,6,200,1392,1.679923102,0.003009854976132846
QDEIM,0.99999,5,6,6,200,1436,1.926103302,0.002877057285815841
SOPT,0.99999,5,6,6,300,1412,1.696344661,0.002788427750029342
gappy-POD,0.99999,5,6,6,300,1672,1.992981938,0.003027658615302276
QDEIM,0.99999,5,6,6,300,1912,2.570122222,0.00291288324199084
SOPT,0.99999,5,6,6,400,1820,2.213676963,0.002832398820794173
gappy-POD,0.99999,5,6,6,400,2016,2.747735457,0.00300856003835801
QDEIM,0.99999,5,6,6,400,2168,2.739719571,0.002959341598906508
SOPT,0.99999,5,6,6,500,2184,2.64281266,0.002782451562866989
gappy-POD,0.99999,5,6,6,500,2352,2.812729929,0.002989775315798445
QDEIM,0.99999,5,6,6,500,2356,3.186800142,0.002942215407406589
SOPT,0.99999,5,6,6,600,2536,3.02624447,0.002763776845066837
gappy-POD,0.99999,5,6,6,600,2496,2.988416212,0.002980128516464387
QDEIM,0.99999,5,6,6,600,2544,3.285915438,0.002933540346073852
SOPT,0.99999,5,6,6,700,2808,3.386445054,0.002746947701920932
gappy-POD,0.99999,5,6,6,700,2760,3.298667944,0.002968042355807093
QDEIM,0.99999,5,6,6,700,2740,3.537239407,0.002921602583734508
SOPT,0.99999,5,6,6,800,3100,3.698217526,0.002711161292670124
gappy-POD,0.99999,5,6,6,800,3016,3.552195547,0.002930459724320872
QDEIM,0.99999,5,6,6,800,3108,4.088521494,0.002911311315469037
SOPT,0.99999,5,6,6,900,3324,3.980765989,0.002704087926841793
gappy-POD,0.99999,5,6,6,900,3136,3.728632588,0.002910679182712136
QDEIM,0.99999,5,6,6,900,3248,4.196280074,0.002896605037338916
SOPT,0.99999,5,6,6,1000,3560,4.229074967,0.002699789386703878
gappy-POD,0.99999,5,6,6,1000,3312,3.936248356,0.002890621163154359
QDEIM,0.99999,5,6,6,1000,3432,4.470348449,0.002880282106529931
SOPT,0.99999,5,6,6,1100,3720,4.417219352,0.002688909805554799
gappy-POD,0.99999,5,6,6,1100,3468,4.095767939,0.002876192368651312
QDEIM,0.99999,5,6,6,1100,3552,4.645687604,0.002870174791299
SOPT,0.99999,5,6,6,1200,3844,4.590526841,0.002685379103823167
gappy-POD,0.99999,5,6,6,1200,3568,4.274596821,0.002863126856466797
QDEIM,0.99999,5,6,6,1200,3596,4.799692386,0.002857539375575788
SOPT,0.99999,5,6,6,1300,3920,4.674869816,0.002682503781458026
gappy-POD,0.99999,5,6,6,1300,3664,4.373882735,0.002854718062129136
QDEIM,0.99999,5,6,6,1300,3632,4.683354479,0.002846454891530135
SOPT,0.99999,5,6,6,1400,3984,4.687399632,0.002705109446967095
gappy-POD,0.99999,5,6,6,1400,3776,4.483662143,0.002846903285435178
QDEIM,0.99999,5,6,6,1400,3808,4.83699936,0.002842463940219035
SOPT,0.99999,5,6,6,1500,4052,4.746274017,0.002727757490291023
gappy-POD,0.99999,5,6,6,1500,3840,4.472019297,0.00284187058114901
QDEIM,0.99999,5,6,6,1500,3952,4.957537514,0.002837494868153112
SOPT,0.99999,5,6,6,1600,4088,4.783888209,0.002731703679416875
gappy-POD,0.99999,5,6,6,1600,4000,4.718482602,0.002837666191766475
QDEIM,0.99999,5,6,6,1600,3984,5.241129617,0.002834770647458249
SOPT,0.99999,5,6,6,1700,4096,4.797109401,0.002743336963264708
gappy-POD,0.99999,5,6,6,1700,4064,4.812892183,0.002835373653695827
QDEIM,0.99999,5,6,6,1700,4032,5.326963741,0.002831724222767765
SOPT,0.99999,5,6,6,1800,4096,4.893877414,0.002762546824424417
gappy-POD,0.99999,5,6,6,1800,4080,4.831508397,0.002831530006786848
QDEIM,0.99999,5,6,6,1800,4096,5.13736814,0.002830408744733981
SOPT,0.99999,5,6,6,1900,4096,4.9529137,0.002785630398447463
gappy-POD,0.99999,5,6,6,1900,4080,4.823796228,0.002830124392986885
QDEIM,0.99999,5,6,6,1900,4096,5.353716274,0.002829536522279302
SOPT,0.99999,5,6,6,2000,4096,4.77689751,0.002805936720939472
gappy-POD,0.99999,5,6,6,2000,4096,4.876918051,0.002829360783397677
QDEIM,0.99999,5,6,6,2000,4096,5.525096384,0.002829363972913722
SOPT,0.99999,5,6,6,2100,4096,4.883669686,0.002827560496903915
gappy-POD,0.99999,5,6,6,2100,4096,4.846442148,0.002829350831261316
QDEIM,0.99999,5,6,6,2100,4096,5.405647851,0.00282935083126131
EQPGlobal,0.999999,6,7,7,2100,107,0.202722546,0.001254962527089006
EQP,0.999999,6,7,7,10,10,0.057400433,0.0541179510016767
EQP,0.999999,6,7,7,20,20,0.07445512800000001,0.005408712484917253
EQP,0.999999,6,7,7,30,30,0.08882919800000001,0.001295393731488177
EQP,0.999999,6,7,7,40,40,0.103064648,0.0012645554308207
EQP,0.999999,6,7,7,50,50,0.117920465,0.001254755473490785
EQP,0.999999,6,7,7,60,60,0.132898533,0.001254881872633155
EQP,0.999999,6,7,7,70,70,0.151483911,0.001254886881113827
EQP,0.999999,6,7,7,80,80,0.164879489,0.001255400785938473
EQP,0.999999,6,7,7,90,90,0.17828345,0.001255041237688071
EQP,0.999999,6,7,7,100,100,0.192760619,0.001255030689398124
EQP,0.999999,6,7,7,120,107,0.201875896,0.001254962527089006
EQP,0.999999,6,7,7,140,107,0.202440493,0.001254962527089006
EQP,0.999999,6,7,7,160,107,0.205816476,0.001254962527089006
EQP,0.999999,6,7,7,180,107,0.2034805759999999,0.001254962527089006
EQP,0.999999,6,7,7,200,107,0.203174879,0.001254962527089006
EQP,0.999999,6,7,7,220,107,0.204018185,0.001254962527089006
EQP,0.999999,6,7,7,240,107,0.204232344,0.001254962527089006
EQP,0.999999,6,7,7,260,107,0.204693944,0.001254962527089006
EQP,0.999999,6,7,7,280,107,0.451824191,0.001254962527089006
EQP,0.999999,6,7,7,300,107,0.202844726,0.001254962527089006
SOPT,0.999999,6,7,7,5,0,,
gappy-POD,0.999999,6,7,7,5,0,,
QDEIM,0.999999,6,7,7,5,0,,
SOPT,0.999999,6,7,7,10,80,1.477522275,0.001318279092514406
gappy-POD,0.999999,6,7,7,10,80,1.163918462,0.001404502181219006
QDEIM,0.999999,6,7,7,10,80,0.150664803,0.001358284943301636
SOPT,0.999999,6,7,7,15,120,0.19753915,0.001286883870415047
gappy-POD,0.999999,6,7,7,15,120,1.278558776,0.001404502181219027
QDEIM,0.999999,6,7,7,15,120,1.682060316,0.001365476912961517
SOPT,0.999999,6,7,7,20,160,0.238784702,0.001269106570656178
gappy-POD,0.999999,6,7,7,20,160,0.24055123,0.001404502181219014
QDEIM,0.999999,6,7,7,20,156,0.236037537,0.001369273934567237
SOPT,0.999999,6,7,7,25,200,0.288097213,0.001262013065918501
gappy-POD,0.999999,6,7,7,25,196,0.282133016,0.001404502181219043
QDEIM,0.999999,6,7,7,25,196,0.285349026,0.001372083392760641
SOPT,0.999999,6,7,7,30,236,0.3321567019999999,0.001253228387904058
gappy-POD,0.999999,6,7,7,30,236,0.3319479949999999,0.001404502181218992
QDEIM,0.999999,6,7,7,30,236,0.33357501,0.001375609360647992
SOPT,0.999999,6,7,7,35,260,0.360145291,0.001252870889299068
gappy-POD,0.999999,6,7,7,35,276,0.380966618,0.001404502181219007
QDEIM,0.999999,6,7,7,35,276,0.3794064190000001,0.00137782284876837
SOPT,0.999999,6,7,7,40,292,0.404725846,0.001252869434202576
gappy-POD,0.999999,6,7,7,40,316,0.4267991900000001,0.001404502181218958
QDEIM,0.999999,6,7,7,40,316,0.451021505,0.001379888675164312
SOPT,0.999999,6,7,7,45,328,0.446711793,0.00125287051751574
gappy-POD,0.999999,6,7,7,45,352,0.4743207780000001,0.001404502181219005
QDEIM,0.999999,6,7,7,45,356,0.470808978,0.00138078579133447
SOPT,0.999999,6,7,7,50,360,0.47666313,0.001252870517515727
gappy-POD,0.999999,6,7,7,50,388,0.513668998,0.001404502181218999
QDEIM,0.999999,6,7,7,50,376,0.522040696,0.001392192303010916
SOPT,0.999999,6,7,7,100,700,0.8705660079999999,0.001252870517515729
gappy-POD,0.999999,6,7,7,100,744,0.92567856,0.001398501757412186
QDEIM,0.999999,6,7,7,100,652,0.862705162,0.001325538797203048
SOPT,0.999999,6,7,7,200,1104,1.34042973,0.001253877773326994
gappy-POD,0.999999,6,7,7,200,1332,1.632765725,0.001336229084765914
QDEIM,0.999999,6,7,7,200,1080,1.389879287,0.001307911128377102
SOPT,0.999999,6,7,7,300,1448,1.770688297,0.001250226599538795
gappy-POD,0.999999,6,7,7,300,1844,2.216727817,0.001333690926156022
QDEIM,0.999999,6,7,7,300,1456,1.844773504,0.001296307494227903
SOPT,0.999999,6,7,7,400,1896,2.319095175,0.001243380151126433
gappy-POD,0.999999,6,7,7,400,1872,2.274112024,0.00131596582735322
QDEIM,0.999999,6,7,7,400,1812,2.427398779,0.001292598852992487
SOPT,0.999999,6,7,7,500,2240,2.714112161,0.001240647105181003
gappy-POD,0.999999,6,7,7,500,2108,2.533559452,0.001311640610369808
QDEIM,0.999999,6,7,7,500,2292,3.030389263,0.001290616562170954
SOPT,0.999999,6,7,7,600,2616,3.166538391,0.001239274372945214
gappy-POD,0.999999,6,7,7,600,2412,2.870229153,0.001301472169541099
QDEIM,0.999999,6,7,7,600,2620,3.379244771,0.001293018460593347
SOPT,0.999999,6,7,7,700,2896,3.557655215,0.001244470421947546
gappy-POD,0.999999,6,7,7,700,2656,3.241186158,0.001295393772403705
QDEIM,0.999999,6,7,7,700,2948,4.051843161,0.001293067350711326
SOPT,0.999999,6,7,7,800,3180,3.824694877,0.001249549119129431
gappy-POD,0.999999,6,7,7,800,2848,3.451215405,0.001288770844977516
QDEIM,0.999999,6,7,7,800,3224,4.334846269,0.00128994416732251
SOPT,0.999999,6,7,7,900,3384,4.097082621,0.001249866784583332
gappy-POD,0.999999,6,7,7,900,2984,3.631984085,0.001284925620410811
QDEIM,0.999999,6,7,7,900,3472,4.471310757,0.001283426463755638
SOPT,0.999999,6,7,7,1000,3540,4.282370404,0.001252947618106702
gappy-POD,0.999999,6,7,7,1000,3104,4.032930351,0.001281254419958867
QDEIM,0.999999,6,7,7,1000,3524,4.644793901,0.001277457049611891
SOPT,0.999999,6,7,7,1100,3692,4.423596922,0.001254748221709132
gappy-POD,0.999999,6,7,7,1100,3280,3.891974885,0.001278858358157732
QDEIM,0.999999,6,7,7,1100,3648,4.938269676,0.001273600999082982
SOPT,0.999999,6,7,7,1200,3832,4.491537118,0.001253468165815307
gappy-POD,0.999999,6,7,7,1200,3408,4.072669282,0.001272668999061219
QDEIM,0.999999,6,7,7,1200,3672,4.904541574,0.0012688968467159
SOPT,0.999999,6,7,7,1300,3960,4.666738872,0.001251291468230691
gappy-POD,0.999999,6,7,7,1300,3608,4.255784258,0.001268441459212647
QDEIM,0.999999,6,7,7,1300,3744,4.933381574,0.001266289086654672
SOPT,0.999999,6,7,7,1400,4040,4.751772275,0.001250121236691418
gappy-POD,0.999999,6,7,7,1400,3712,4.438720991,0.001263859709575858
QDEIM,0.999999,6,7,7,1400,3912,5.122431972,0.001265099759241954
SOPT,0.999999,6,7,7,1500,4068,4.855621865,0.001248378697141161
gappy-POD,0.999999,6,7,7,1500,3904,4.653937356,0.00126221969872616
QDEIM,0.999999,6,7,7,1500,4032,5.405956246,0.001264793480232755
SOPT,0.999999,6,7,7,1600,4084,4.908201804,0.001246517063832414
gappy-POD,0.999999,6,7,7,1600,3936,4.73736671,0.001261864397208464
QDEIM,0.999999,6,7,7,1600,4032,5.132788533,0.001262748202794292
SOPT,0.999999,6,7,7,1700,4088,4.903982106,0.001247197146747821
gappy-POD,0.999999,6,7,7,1700,4048,4.794876665,0.001261701096180634
QDEIM,0.999999,6,7,7,1700,4080,5.298205277,0.001262067250382297
SOPT,0.999999,6,7,7,1800,4096,4.862638641,0.001247912765826328
gappy-POD,0.999999,6,7,7,1800,4080,4.827987725,0.001261514566989805
QDEIM,0.999999,6,7,7,1800,4080,5.372318615,0.001261644514173972
SOPT,0.999999,6,7,7,1900,4096,4.900433393,0.001252622867355213
gappy-POD,0.999999,6,7,7,1900,4096,4.879865118,0.001261362531848941
QDEIM,0.999999,6,7,7,1900,4080,5.479816844,0.001261253290708658
SOPT,0.999999,6,7,7,2000,4096,4.893596288,0.001256788660894274
gappy-POD,0.999999,6,7,7,2000,4096,4.898008832,0.001261204344168154
QDEIM,0.999999,6,7,7,2000,4096,5.322073041,0.001261215267724937
SOPT,0.999999,6,7,7,2100,4096,4.914876881,0.001261085256227483
gappy-POD,0.999999,6,7,7,2100,4096,4.834047271,0.00126122011745149
QDEIM,0.999999,6,7,7,2100,4096,5.440788503,0.001261220117451481
