qdeim,1,0.1,1,0.99,4,3,11,5,13.430991,1.975094,2.71461,4.64126e-06,0.00108623,2.06147e-05
sopt,1,0.1,1,0.99,4,3,11,5,9.629911,4.593558,3.07402,1.06855e-05,0.00399474,9.97988e-05
clsqdeim,0.5,0.1,1,0.99,4,3,11,5,11.073728,2.369473,3.04025,0.00190312,0.664014,0.011869
clssopt,0.5,0.1,1,0.99,4,3,11,5,11.953603,2.588679,3.08855,0.000459299,0.147163,0.00442952
thqdeim,0.5,0.1,1,0.99,4,3,11,5,12.437664,3.234565,2.91192,6.84867e-06,0.00218133,2.93258e-05
thsopt,0.5,0.1,1,0.99,4,3,11,5,9.421919,2.433309,2.92775,1.06724e-05,0.00408027,0.000101975
clsqdeim,0.4,0.1,1,0.99,4,3,11,5,12.134711,2.258310,5.14278,3.67849e-06,0.00130475,5.51862e-05
clssopt,0.4,0.1,1,0.99,4,3,11,5,6.282072,2.614306,3.02012,0.000318553,0.0592986,0.00141101
thqdeim,0.4,0.1,1,0.99,4,3,11,5,23.186773,3.234565,2.94343,6.60957e-06,0.00170063,2.55299e-05
thsopt,0.4,0.1,1,0.99,4,3,11,5,9.421919,2.433309,3.25025,1.06724e-05,0.00408027,0.000101975
clsqdeim,0.3,0.1,1,0.99,4,3,11,5,12.024890,2.176420,2.7563,0.00026616,0.0530263,0.0032606
clssopt,0.3,0.1,1,0.99,4,3,11,5,12.768370,1.974364,2.93102,1.4776e-05,0.00858524,8.80022e-05
thqdeim,0.3,0.1,1,0.99,4,3,11,5,10.879364,3.234565,2.42622,4.74498e-06,0.00110248,2.05659e-05
thsopt,0.3,0.1,1,0.99,4,3,11,5,13.926142,2.387952,2.99556,9.94304e-06,0.00381604,9.47821e-05
clsqdeim,0.2,0.1,1,0.99,4,3,11,5,9.492424,1.188221,2.39091,3.17666e-05,0.0100816,0.000183956
clssopt,0.2,0.1,1,0.99,4,3,11,5,11.339493,2.683189,,0.0653946,31.4335,6.66819
thqdeim,0.2,0.1,1,0.99,4,3,11,5,13.430991,3.234565,2.84533,4.68095e-06,0.00108578,2.06657e-05
thsopt,0.2,0.1,1,0.99,4,3,11,5,9.787361,4.606419,3.1436,9.91625e-06,0.00386273,9.59837e-05
clsqdeim,0.1,0.1,1,0.99,4,3,11,5,3795203982113618134629713524050981992756839099526021120.000000,2.321128,3.80997,0.00464549,0.360187,0.0322255
clssopt,0.1,0.1,1,0.99,4,3,11,5,1.273264,2.816936,,0.0611299,0.165944,8.24708e-05
thqdeim,0.1,0.1,1,0.99,4,3,11,5,13.430991,1.853693,2.96716,4.64126e-06,0.00108623,2.06147e-05
thsopt,0.1,0.1,1,0.99,4,3,11,5,9.629911,7.403094,3.05177,1.05623e-05,0.00395186,9.86209e-05
qdeim,1,0.1,1,0.99,4,3,11,10,8.642938,1.441947,3.31047,6.33029e-06,0.000862728,2.6141e-05
sopt,1,0.1,1,0.99,4,3,11,10,6.207428,1.906226,3.66868,3.05256e-06,0.00200519,6.69307e-05
clsqdeim,0.5,0.1,1,0.99,4,3,11,10,10.144276,2.956268,3.69832,0.000179943,0.0406473,0.000468871
clssopt,0.5,0.1,1,0.99,4,3,11,10,9.366055,2.941896,3.49737,7.36893e-05,0.0287126,0.000819552
thqdeim,0.5,0.1,1,0.99,4,3,11,10,7.252449,1.238689,3.34899,1.07505e-05,0.00475417,5.31285e-05
thsopt,0.5,0.1,1,0.99,4,3,11,10,5.825518,1.854261,3.4288,3.49498e-06,0.00204719,6.99374e-05
clsqdeim,0.4,0.1,1,0.99,4,3,11,10,17.255500,1.596217,2.31188,1.43267e-05,0.00338936,0.000195055
clssopt,0.4,0.1,1,0.99,4,3,11,10,4.612687,6.152637,2.45787,0.00117515,0.170668,0.00441964
thqdeim,0.4,0.1,1,0.99,4,3,11,10,10.152315,1.540184,3.56998,6.41399e-05,0.0178549,0.000216165
thsopt,0.4,0.1,1,0.99,4,3,11,10,5.825518,5.029854,2.41745,3.73865e-06,0.00207748,7.14593e-05
clsqdeim,0.3,0.1,1,0.99,4,3,11,10,16.762849,1.749302,2.18247,0.000256464,0.0543557,0.00209245
clssopt,0.3,0.1,1,0.99,4,3,11,10,10.157899,14.698095,2.32647,0.000119073,0.0391991,0.000862586
thqdeim,0.3,0.1,1,0.99,4,3,11,10,13.771243,1.540184,2.27166,6.32802e-06,0.000876971,2.61965e-05
thsopt,0.3,0.1,1,0.99,4,3,11,10,6.008894,7.160025,2.4899,3.707e-06,0.00205623,7.07944e-05
clsqdeim,0.2,0.1,1,0.99,4,3,11,10,8.039936,1.611472,2.89412,1.12726e-05,0.00426769,7.96561e-05
clssopt,0.2,0.1,1,0.99,4,3,11,10,5.058811,12.557615,,0.048105,19.6809,3.04795
thqdeim,0.2,0.1,1,0.99,4,3,11,10,8.642938,1.680622,2.20664,6.34926e-06,0.00087335,2.61677e-05
thsopt,0.2,0.1,1,0.99,4,3,11,10,5.478180,2.180026,2.48061,2.94512e-06,0.00200556,6.62253e-05
clsqdeim,0.1,0.1,1,0.99,4,3,11,10,2799978032792431406452873471092113291907107677873897472.000000,1.499019,3.91715,0.00482291,0.192058,0.0163477
clssopt,0.1,0.1,1,0.99,4,3,11,10,1.000000,11.513369,,0.0611299,0.165944,8.24708e-05
thqdeim,0.1,0.1,1,0.99,4,3,11,10,8.642938,1.585409,2.33618,6.33526e-06,0.000874384,2.61147e-05
thsopt,0.1,0.1,1,0.99,4,3,11,10,6.207428,2.158055,2.58111,3.06537e-06,0.00199645,6.66546e-05
qdeim,1,0.1,1,0.99,4,3,11,15,9.648869,1.830151,2.505,3.20488e-06,0.00220392,2.89556e-05
sopt,1,0.1,1,0.99,4,3,11,15,5.199074,11.691885,2.85398,3.93479e-06,0.00310562,0.000119299
clsqdeim,0.5,0.1,1,0.99,4,3,11,15,6.810860,1.585940,2.73749,4.46186e-05,0.0137248,0.000226247
clssopt,0.5,0.1,1,0.99,4,3,11,15,8.231072,4.365572,2.85791,7.81541e-05,0.0346383,0.000970844
thqdeim,0.5,0.1,1,0.99,4,3,11,15,5.916233,1.847904,2.56588,8.88788e-06,0.0013841,5.01563e-05
thsopt,0.5,0.1,1,0.99,4,3,11,15,6.910524,17.616640,2.95347,5.28828e-06,0.00326796,0.000133178
clsqdeim,0.4,0.1,1,0.99,4,3,11,15,16.683766,1.339780,2.65741,2.38696e-05,0.00831364,0.000297133
clssopt,0.4,0.1,1,0.99,4,3,11,15,5.344470,5.769060,4.01554,0.00579456,0.963085,0.0327561
thqdeim,0.4,0.1,1,0.99,4,3,11,15,5.623845,1.919264,2.76321,9.85633e-06,0.00147622,3.96274e-05
thsopt,0.4,0.1,1,0.99,4,3,11,15,6.910524,19.274303,3.88124,5.76895e-06,0.00341019,0.000138717
clsqdeim,0.3,0.1,1,0.99,4,3,11,15,12.390637,1.662211,3.33537,0.00023045,0.0615508,0.0013192
clssopt,0.3,0.1,1,0.99,4,3,11,15,7.603894,15.814515,2.62674,7.19207e-05,0.0181348,0.000361742
thqdeim,0.3,0.1,1,0.99,4,3,11,15,8.617668,1.919264,4.84413,3.36753e-06,0.00215308,2.84812e-05
thsopt,0.3,0.1,1,0.99,4,3,11,15,5.057162,6.280478,2.96351,5.48911e-06,0.00328984,0.000133954
clsqdeim,0.2,0.1,1,0.99,4,3,11,15,5.606202,1.638932,3.26793,2.2126e-06,0.00218215,5.16017e-05
clssopt,0.2,0.1,1,0.99,4,3,11,15,5.356826,8.677746,3.54107,0.0348945,12.8202,1.38684
thqdeim,0.2,0.1,1,0.99,4,3,11,15,9.648869,1.802720,2.49027,3.2905e-06,0.00216236,2.86324e-05
thsopt,0.2,0.1,1,0.99,4,3,11,15,5.206354,17.433452,2.85214,4.32562e-06,0.003251,0.000126861
clsqdeim,0.1,0.1,1,0.99,4,3,11,15,2524102816660542336959198446397650587918977752234983424.000000,2.131625,4.20907,0.00486798,0.191285,0.0155523
clssopt,0.1,0.1,1,0.99,4,3,11,15,1.327896,8.576737,,0.0611299,0.165944,8.24708e-05
thqdeim,0.1,0.1,1,0.99,4,3,11,15,9.648869,2.435817,2.6689,3.23453e-06,0.00221899,2.89511e-05
thsopt,0.1,0.1,1,0.99,4,3,11,15,5.199074,2.349754,2.88436,4.5438e-06,0.00325645,0.000128759
qdeim,1,0.1,1,0.99,4,3,11,20,5.882302,1.878796,2.99587,7.30356e-06,0.00384082,6.35282e-05
sopt,1,0.1,1,0.99,4,3,11,20,4.568789,7.962217,3.56628,9.00494e-06,0.00489519,0.00018667
clsqdeim,0.5,0.1,1,0.99,4,3,11,20,5.250060,1.965215,3.96395,3.46765e-05,0.00744329,5.06585e-05
clssopt,0.5,0.1,1,0.99,4,3,11,20,7.143897,1.799647,4.44606,5.07709e-05,0.021585,0.000523883
thqdeim,0.5,0.1,1,0.99,4,3,11,20,4.726593,1.303233,4.20825,9.15737e-06,0.00448244,2.18993e-05
thsopt,0.5,0.1,1,0.99,4,3,11,20,6.272260,101.256936,3.30218,1.22375e-05,0.00504596,0.000198822
clsqdeim,0.4,0.1,1,0.99,4,3,11,20,15.191986,1.699448,2.81273,1.98184e-05,0.00565457,0.00022069
clssopt,0.4,0.1,1,0.99,4,3,11,20,7.744231,6.376936,3.19277,0.00829365,1.67316,0.0644921
thqdeim,0.4,0.1,1,0.99,4,3,11,20,6.018939,1.362601,3.15372,1.07804e-05,0.00123468,5.92418e-05
thsopt,0.4,0.1,1,0.99,4,3,11,20,6.272260,93.304990,3.19884,1.30116e-05,0.00528874,0.00020649
clsqdeim,0.3,0.1,1,0.99,4,3,11,20,8.773723,1.457174,2.54799,0.000142439,0.0460454,0.00115411
clssopt,0.3,0.1,1,0.99,4,3,11,20,6.007686,4.138726,2.80604,0.000148034,0.0494269,0.00110414
thqdeim,0.3,0.1,1,0.99,4,3,11,20,6.911014,1.362601,2.90246,7.67317e-06,0.00326685,6.15908e-05
thsopt,0.3,0.1,1,0.99,4,3,11,20,5.176064,38.122708,3.44363,1.32101e-05,0.00534112,0.000207203
clsqdeim,0.2,0.1,1,0.99,4,3,11,20,5.363098,2.478557,2.78342,5.62842e-06,0.00267229,9.76745e-05
clssopt,0.2,0.1,1,0.99,4,3,11,20,6.066530,2.279997,3.24019,0.00209913,0.616079,0.0335072
thqdeim,0.2,0.1,1,0.99,4,3,11,20,6.039423,1.752693,2.9284,8.0211e-06,0.00372207,6.21633e-05
thsopt,0.2,0.1,1,0.99,4,3,11,20,4.667443,30.719919,3.31421,9.92361e-06,0.00489712,0.000186806
clsqdeim,0.1,0.1,1,0.99,4,3,11,20,2125907302343127537944976358000198317549570336151830528.000000,1.853176,4.47775,0.00494583,0.185906,0.0106401
clssopt,0.1,0.1,1,0.99,4,3,11,20,1.000000,4.519326,,0.0611299,0.165944,8.24708e-05
thqdeim,0.1,0.1,1,0.99,4,3,11,20,5.882302,1.896823,2.97381,7.7112e-06,0.00397689,6.56341e-05
thsopt,0.1,0.1,1,0.99,4,3,11,20,4.568789,60.678168,3.35532,1.09966e-05,0.00502758,0.000192952
qdeim,1,0.1,1,0.99,4,3,11,25,5.433825,1.594702,3.46689,1.01846e-05,0.00522315,9.86933e-05
sopt,1,0.1,1,0.99,4,3,11,25,4.550651,14.578811,4.31061,7.33782e-06,0.00428536,0.000153356
clsqdeim,0.5,0.1,1,0.99,4,3,11,25,4.254021,1.641422,3.20705,1.763e-05,0.00654139,0.000113472
clssopt,0.5,0.1,1,0.99,4,3,11,25,6.554021,3.276924,3.5167,2.94193e-05,0.0138972,0.000313958
thqdeim,0.5,0.1,1,0.99,4,3,11,25,4.344154,1.439230,2.9671,9.93343e-06,0.00388048,4.67509e-05
thsopt,0.5,0.1,1,0.99,4,3,11,25,4.803206,2.264444,3.48794,2.03719e-05,0.00582992,0.000250576
clsqdeim,0.4,0.1,1,0.99,4,3,11,25,8.235310,2.207060,3.83952,1.38724e-05,0.00321527,0.000201906
clssopt,0.4,0.1,1,0.99,4,3,11,25,6.328102,2.527995,3.57732,0.00414881,0.795797,0.0299571
thqdeim,0.4,0.1,1,0.99,4,3,11,25,4.632335,1.238557,3.35985,6.51687e-06,0.00368423,1.3137e-05
thsopt,0.4,0.1,1,0.99,4,3,11,25,3.926681,5.559497,3.58593,9.33678e-06,0.00409112,0.000149393
clsqdeim,0.3,0.1,1,0.99,4,3,11,25,10.029143,1.391655,2.97778,0.000133436,0.0509028,0.00159113
clssopt,0.3,0.1,1,0.99,4,3,11,25,4.085847,1.114829,3.06664,6.05522e-05,0.0198597,0.000276068
thqdeim,0.3,0.1,1,0.99,4,3,11,25,5.942443,1.200747,4.04581,7.3218e-06,0.00369617,0.000111647
thsopt,0.3,0.1,1,0.99,4,3,11,25,4.434841,7.357090,3.54979,9.54578e-06,0.00417191,0.000151418
clsqdeim,0.2,0.1,1,0.99,4,3,11,25,4.866238,1.317181,3.54463,2.4519e-05,0.0106531,9.32212e-05
clssopt,0.2,0.1,1,0.99,4,3,11,25,3.686237,1.043302,3.51783,0.00120897,0.346521,0.021911
thqdeim,0.2,0.1,1,0.99,4,3,11,25,6.312918,1.738743,3.82165,1.13277e-05,0.0054316,0.000107644
thsopt,0.2,0.1,1,0.99,4,3,11,25,4.257020,2.799226,3.95721,8.54638e-06,0.00429969,0.000151985
clsqdeim,0.1,0.1,1,0.99,4,3,11,25,2270033160349788911847663720853797857614284806277824512.000000,1.720463,3.69959,0.00498944,0.187071,0.00991936
clssopt,0.1,0.1,1,0.99,4,3,11,25,1.000000,2.360969,,0.0611299,0.165944,8.24708e-05
thqdeim,0.1,0.1,1,0.99,4,3,11,25,5.433825,1.526354,3.81404,1.05677e-05,0.00543659,0.000116269
thsopt,0.1,0.1,1,0.99,4,3,11,25,4.550651,2.528363,3.78254,9.08983e-06,0.00439736,0.00015555
qdeim,1,0.1,1,0.99,4,3,11,30,6.484264,1.437816,3.39747,5.06799e-06,0.00291265,6.93129e-05
sopt,1,0.1,1,0.99,4,3,11,30,4.254523,18.000992,4.32709,1.69122e-05,0.00705348,0.000265729
clsqdeim,0.5,0.1,1,0.99,4,3,11,30,3.515540,1.629727,3.44595,1.25658e-05,0.00349758,8.43666e-05
clssopt,0.5,0.1,1,0.99,4,3,11,30,5.413245,1.520365,3.71509,9.21028e-06,0.004979,8.32677e-05
thqdeim,0.5,0.1,1,0.99,4,3,11,30,3.935242,1.692359,3.35467,1.7059e-05,0.00612576,7.86815e-05
thsopt,0.5,0.1,1,0.99,4,3,11,30,4.204524,18.290268,4.05203,1.98407e-05,0.00623691,0.000253802
clsqdeim,0.4,0.1,1,0.99,4,3,11,30,9.883072,1.632049,3.26824,1.46695e-05,0.00395805,0.000210144
clssopt,0.4,0.1,1,0.99,4,3,11,30,6.584205,1.584420,3.6697,0.0010165,0.16535,0.00572313
thqdeim,0.4,0.1,1,0.99,4,3,11,30,4.602693,1.480368,3.74358,5.40594e-06,0.00411511,1.22442e-05
thsopt,0.4,0.1,1,0.99,4,3,11,30,4.093919,18.312282,4.05034,1.78582e-05,0.00597948,0.000219091
clsqdeim,0.3,0.1,1,0.99,4,3,11,30,7.279067,1.375442,3.05734,2.11072e-05,0.00694871,0.000170029
clssopt,0.3,0.1,1,0.99,4,3,11,30,4.354619,1.040891,3.40535,1.75587e-05,0.00410174,0.0001142
thqdeim,0.3,0.1,1,0.99,4,3,11,30,5.230968,1.591770,3.16907,5.10046e-06,0.00232106,7.58236e-05
thsopt,0.3,0.1,1,0.99,4,3,11,30,3.370412,8.224306,3.78488,1.84632e-05,0.00625754,0.00022615
clsqdeim,0.2,0.1,1,0.99,4,3,11,30,5.040735,1.601107,3.18905,7.31367e-06,0.00173222,9.14132e-05
clssopt,0.2,0.1,1,0.99,4,3,11,30,3.924319,1.206048,3.76425,0.00105604,0.296309,0.018918
thqdeim,0.2,0.1,1,0.99,4,3,11,30,5.771713,2.813817,3.42444,2.68958e-05,0.0107366,0.000252149
thsopt,0.2,0.1,1,0.99,4,3,11,30,4.423884,2.693440,4.08989,1.72924e-05,0.00640404,0.000225068
clsqdeim,0.1,0.1,1,0.99,4,3,11,30,2680093185219627855805311842885075242878504761817038848.000000,2.194038,4.05784,0.00501484,0.188018,0.00984746
clssopt,0.1,0.1,1,0.99,4,3,11,30,1.000000,1.503511,,0.0611299,0.165944,8.24708e-05
thqdeim,0.1,0.1,1,0.99,4,3,11,30,6.484264,1.703025,6.26186,5.31114e-06,0.00288639,7.21158e-05
