method,energy_frac,rwdim,rrdim,nldim,nsr,nqp,time,error
QDEIM,0.9999,9,10,9,660,2284,5.027783991,0.0001070191452356669
EQP,0.9999,9,10,9,680,139,0.6777285550000001,7.73136968126571e-05
SOPT,0.9999,9,10,9,680,2784,6.166076647,0.0001451540182994673
gappy-POD,0.9999,9,10,9,680,2580,5.577743822,0.0001063915227677149
QDEIM,0.9999,9,10,9,680,2284,5.098647223,0.0001066850554132007
EQP,0.9999,9,10,9,700,139,0.687128624,7.73136968126571e-05
SOPT,0.9999,9,10,9,700,2856,6.310256113,0.0001463843365628669
gappy-POD,0.9999,9,10,9,700,2632,5.779121391,0.0001050522657883316
QDEIM,0.9999,9,10,9,700,2336,5.122504154,0.0001071267327256724
EQP,0.9999,9,10,9,720,139,0.692771333,7.73136968126571e-05
SOPT,0.9999,9,10,9,720,2916,6.500236655,0.000143598943313294
gappy-POD,0.9999,9,10,9,720,2608,5.807340817,0.0001062931172663078
QDEIM,0.9999,9,10,9,720,2344,5.236449612,0.0001072381794907974
EQP,0.9999,9,10,9,740,139,0.685753516,7.73136968126571e-05
SOPT,0.9999,9,10,9,740,2960,6.620687567,0.000151566318462554
gappy-POD,0.9999,9,10,9,740,2744,6.047533188,0.0001070688702617139
QDEIM,0.9999,9,10,9,740,2344,5.22692028,0.000107648030136715
EQP,0.9999,9,10,9,760,139,0.687905176,7.73136968126571e-05
SOPT,0.9999,9,10,9,760,3016,6.761063891,0.0001536279922078973
gappy-POD,0.9999,9,10,9,760,2744,6.094019276,0.0001060560090527155
QDEIM,0.9999,9,10,9,760,2480,5.54621965,0.0001077737648842333
EQP,0.9999,9,10,9,780,139,0.686950379,7.73136968126571e-05
SOPT,0.9999,9,10,9,780,3080,7.158106425,0.0001494863787284403
gappy-POD,0.9999,9,10,9,780,2732,6.34055881,0.000106008655390892
QDEIM,0.9999,9,10,9,780,2536,5.670781852,0.0001079667387064023
EQP,0.9999,9,10,9,800,139,0.680740626,7.73136968126571e-05
SOPT,0.9999,9,10,9,800,3108,6.729199518,0.0001472224977219989
gappy-POD,0.9999,9,10,9,800,2788,6.135057079,0.0001066801702204253
QDEIM,0.9999,9,10,9,800,2640,5.709807287,0.00010826797568105
EQP,0.9999,9,10,9,820,139,0.679612176,7.73136968126571e-05
SOPT,0.9999,9,10,9,820,3156,7.156474451,0.0001507821481947331
gappy-POD,0.9999,9,10,9,820,2872,6.332012752,0.0001075033485786469
QDEIM,0.9999,9,10,9,820,2704,5.960040244,0.000108522624227062
EQP,0.9999,9,10,9,840,139,0.682198765,7.73136968126571e-05
SOPT,0.9999,9,10,9,840,3196,7.086830079,0.000148551127917922
gappy-POD,0.9999,9,10,9,840,2976,6.51992458,0.0001079012343443542
QDEIM,0.9999,9,10,9,840,2728,6.013376831,0.0001084578970794681
EQP,0.9999,9,10,9,860,139,0.685891775,7.73136968126571e-05
SOPT,0.9999,9,10,9,860,3224,7.144945073,0.0001468248730935378
gappy-POD,0.9999,9,10,9,860,3012,6.634279768,0.0001069639421545477
QDEIM,0.9999,9,10,9,860,2776,6.049842698,0.0001084023527945335
EQP,0.9999,9,10,9,880,139,0.739935417,7.73136968126571e-05
SOPT,0.9999,9,10,9,880,3236,7.076924265,0.0001454841115690913
gappy-POD,0.9999,9,10,9,880,3088,6.780936069,0.0001076349557932545
QDEIM,0.9999,9,10,9,880,2804,6.192684336,0.000108138046023822
EQP,0.9999,9,10,9,900,139,0.680997714,7.73136968126571e-05
SOPT,0.9999,9,10,9,900,3304,7.189022606,0.0001453375469825198
gappy-POD,0.9999,9,10,9,900,3120,6.787835932,0.0001076332778619458
QDEIM,0.9999,9,10,9,900,2848,6.34250015,0.0001073465204985463
EQP,0.9999,9,10,9,920,139,0.687884727,7.73136968126571e-05
SOPT,0.9999,9,10,9,920,3352,7.399541845,0.0001415950936935554
gappy-POD,0.9999,9,10,9,920,3136,6.976891229,0.0001083803259837553
QDEIM,0.9999,9,10,9,920,2860,6.382669356,0.0001073717149835487
EQP,0.9999,9,10,9,940,139,0.6816793729999999,7.73136968126571e-05
SOPT,0.9999,9,10,9,940,3412,7.606572789,0.0001399372733135915
gappy-POD,0.9999,9,10,9,940,3144,6.900081776,0.0001082915558025618
QDEIM,0.9999,9,10,9,940,2944,6.539132916,0.00010725620771675
EQP,0.9999,9,10,9,960,139,0.689575805,7.73136968126571e-05
SOPT,0.9999,9,10,9,960,3432,7.498131644,0.0001397333140185191
gappy-POD,0.9999,9,10,9,960,3184,7.001152368,0.000108402290222724
QDEIM,0.9999,9,10,9,960,2976,6.499169154,0.0001070989540312329
EQP,0.9999,9,10,9,980,139,0.6916978610000001,7.73136968126571e-05
SOPT,0.9999,9,10,9,980,3472,7.76876804,0.0001380837792478971
gappy-POD,0.9999,9,10,9,980,3240,7.177976209,0.0001086182897976307
QDEIM,0.9999,9,10,9,980,3064,6.819882532,0.0001075577374473699
EQP,0.9999,9,10,9,1000,139,0.6976740730000001,7.73136968126571e-05
SOPT,0.9999,9,10,9,1000,3492,7.614784709,0.0001345167278076151
gappy-POD,0.9999,9,10,9,1000,3268,7.166075053,0.0001086093712231599
QDEIM,0.9999,9,10,9,1000,3100,6.870149374,0.0001078034708599014
EQP,0.9999,9,10,9,1020,139,0.6819997760000001,7.73136968126571e-05
SOPT,0.9999,9,10,9,1020,3528,7.784964241,0.0001335696695606216
gappy-POD,0.9999,9,10,9,1020,3300,7.302583279,0.000108614881514158
QDEIM,0.9999,9,10,9,1020,3236,7.189830851,0.000107817154360866
EQP,0.9999,9,10,9,1040,139,0.682406668,7.73136968126571e-05
SOPT,0.9999,9,10,9,1040,3564,7.865653042,0.0001325348251667232
gappy-POD,0.9999,9,10,9,1040,3352,7.373495677,0.0001086350862328991
QDEIM,0.9999,9,10,9,1040,3348,7.272474314,0.000107772193066134
EQPGlobal,0.99999,11,11,11,1040,150,0.846661511,7.812496204273089e-06
EQP,0.99999,11,11,11,20,20,0.225223763,0.00765421797658868
SOPT,0.99999,11,11,11,20,152,0.502377842,7.930282214102826e-06
gappy-POD,0.99999,11,11,11,20,160,0.5067742430000001,7.95066023474579e-06
QDEIM,0.99999,11,11,11,20,160,0.5423510499999999,8.125217842379458e-06
EQP,0.99999,11,11,11,40,40,0.358006435,0.0003421538289127805
SOPT,0.99999,11,11,11,40,296,0.809276475,7.817072283458924e-06
gappy-POD,0.99999,11,11,11,40,304,0.8397030050000001,7.950660234623234e-06
QDEIM,0.99999,11,11,11,40,304,0.875408544,7.862408080883125e-06
EQP,0.99999,11,11,11,60,60,0.427550624,2.006559972698606e-05
SOPT,0.99999,11,11,11,60,440,1.132727066,7.778697020278862e-06
gappy-POD,0.99999,11,11,11,60,440,1.198007691,7.950660234641305e-06
QDEIM,0.99999,11,11,11,60,428,1.076597978,7.837936929281226e-06
EQP,0.99999,11,11,11,80,80,0.5216285380000001,8.732996834839993e-06
SOPT,0.99999,11,11,11,80,556,1.384916343,7.77845889026621e-06
gappy-POD,0.99999,11,11,11,80,564,1.483737205,7.950660234721834e-06
QDEIM,0.99999,11,11,11,80,544,1.344232771,7.809141650232872e-06
EQP,0.99999,11,11,11,100,100,0.618532987,7.795128562878043e-06
SOPT,0.99999,11,11,11,100,680,1.655437859,7.778458890258912e-06
gappy-POD,0.99999,11,11,11,100,684,1.677232563,7.949546166484083e-06
QDEIM,0.99999,11,11,11,100,636,1.543977596,7.872065105137863e-06
EQP,0.99999,11,11,11,120,120,0.704280535,7.825345631956451e-06
SOPT,0.99999,11,11,11,120,816,1.92632639,7.778458890260396e-06
gappy-POD,0.99999,11,11,11,120,784,1.881695134,7.955737152793375e-06
QDEIM,0.99999,11,11,11,120,724,1.738480534,7.879293481815271e-06
EQP,0.99999,11,11,11,140,140,0.79825693,7.819089800359027e-06
SOPT,0.99999,11,11,11,140,916,2.157107747,7.777721641984893e-06
gappy-POD,0.99999,11,11,11,140,868,2.057825586,7.975729999433895e-06
QDEIM,0.99999,11,11,11,140,820,1.952463248,7.865255105776928e-06
EQP,0.99999,11,11,11,160,150,0.850829199,7.812496204273089e-06
SOPT,0.99999,11,11,11,160,1008,2.344575146,7.77399459392552e-06
gappy-POD,0.99999,11,11,11,160,940,2.182168355,7.978827338160536e-06
QDEIM,0.99999,11,11,11,160,900,2.079471786,7.909819921600424e-06
EQP,0.99999,11,11,11,180,150,0.852174999,7.812496204273089e-06
SOPT,0.99999,11,11,11,180,1080,2.542271281,7.770688806701511e-06
gappy-POD,0.99999,11,11,11,180,1060,2.473371243,7.98685680296345e-06
QDEIM,0.99999,11,11,11,180,964,2.254976902,7.94220415659486e-06
EQP,0.99999,11,11,11,200,150,0.848048499,7.812496204273089e-06
SOPT,0.99999,11,11,11,200,1184,2.783246954,7.756047485638975e-06
gappy-POD,0.99999,11,11,11,200,1152,2.694454498,7.988356603502029e-06
QDEIM,0.99999,11,11,11,200,1028,2.412992514,7.987033809189365e-06
EQP,0.99999,11,11,11,220,150,0.841430104,7.812496204273089e-06
SOPT,0.99999,11,11,11,220,1264,2.887456353,7.74751680000394e-06
gappy-POD,0.99999,11,11,11,220,1160,2.726162069,7.996536462878751e-06
QDEIM,0.99999,11,11,11,220,1060,2.459209036,8.039166070483974e-06
EQP,0.99999,11,11,11,240,150,0.8478383930000001,7.812496204273089e-06
SOPT,0.99999,11,11,11,240,1368,3.143808117,7.727673922320104e-06
gappy-POD,0.99999,11,11,11,240,1292,2.955887804,7.896156562557264e-06
QDEIM,0.99999,11,11,11,240,1096,2.568836976,8.053263138219074e-06
EQP,0.99999,11,11,11,260,150,0.8512522340000001,7.812496204273089e-06
SOPT,0.99999,11,11,11,260,1424,3.378346361,7.719334925588725e-06
gappy-POD,0.99999,11,11,11,260,1308,3.000452832,7.999243671318055e-06
QDEIM,0.99999,11,11,11,260,1180,2.699300369,8.102218539305985e-06
EQP,0.99999,11,11,11,280,150,0.913112815,7.812496204273089e-06
SOPT,0.99999,11,11,11,280,1460,3.293953465,7.698654404377649e-06
gappy-POD,0.99999,11,11,11,280,1380,3.119964096,7.95460061059256e-06
QDEIM,0.99999,11,11,11,280,1248,2.885585924,8.123139159985657e-06
EQP,0.99999,11,11,11,300,150,0.8369718230000001,7.812496204273089e-06
SOPT,0.99999,11,11,11,300,1544,3.581581724,7.699006107711867e-06
gappy-POD,0.99999,11,11,11,300,1440,3.263587785,7.946822924877569e-06
QDEIM,0.99999,11,11,11,300,1320,3.007843525,8.097673970766905e-06
EQP,0.99999,11,11,11,320,150,0.8446867419999999,7.812496204273089e-06
SOPT,0.99999,11,11,11,320,1612,3.664939491,7.669932018456978e-06
gappy-POD,0.99999,11,11,11,320,1508,3.430179031,7.93522192113203e-06
QDEIM,0.99999,11,11,11,320,1396,3.183155378,8.064735756881254e-06
EQP,0.99999,11,11,11,340,150,0.8428720780000001,7.812496204273089e-06
SOPT,0.99999,11,11,11,340,1708,4.152919892,7.61716151482191e-06
gappy-POD,0.99999,11,11,11,340,1600,3.664764404,7.972387166835456e-06
QDEIM,0.99999,11,11,11,340,1464,3.323363207,8.025875755223218e-06
EQP,0.99999,11,11,11,360,150,0.832817269,7.812496204273089e-06
SOPT,0.99999,11,11,11,360,1784,4.020898481,7.60570478203289e-06
gappy-POD,0.99999,11,11,11,360,1672,3.748899893,7.957959284994105e-06
QDEIM,0.99999,11,11,11,360,1492,3.357703824,8.052446968351903e-06
EQP,0.99999,11,11,11,380,150,0.839183122,7.812496204273089e-06
SOPT,0.99999,11,11,11,380,1828,4.19926949,7.585487592158346e-06
gappy-POD,0.99999,11,11,11,380,1716,3.829550022,7.972536152402061e-06
QDEIM,0.99999,11,11,11,380,1572,3.516471908,8.037292084290048e-06
EQP,0.99999,11,11,11,400,150,0.848463688,7.812496204273089e-06
SOPT,0.99999,11,11,11,400,1892,4.31948745,7.577883271215034e-06
gappy-POD,0.99999,11,11,11,400,1824,4.127150032,7.94776829880664e-06
QDEIM,0.99999,11,11,11,400,1664,3.788613891,8.031358780042276e-06
EQP,0.99999,11,11,11,420,150,0.853711668,7.812496204273089e-06
SOPT,0.99999,11,11,11,420,1988,4.746291637,7.578615799529552e-06
gappy-POD,0.99999,11,11,11,420,1860,4.307626877,7.939593077050833e-06
QDEIM,0.99999,11,11,11,420,1732,3.869301,8.044098478436092e-06
EQP,0.99999,11,11,11,440,150,0.835824229,7.812496204273089e-06
SOPT,0.99999,11,11,11,440,2076,4.674245152,7.586603342164534e-06
gappy-POD,0.99999,11,11,11,440,1920,4.272632734,7.933647487446228e-06
QDEIM,0.99999,11,11,11,440,1784,3.916285054,8.039918924164891e-06
EQP,0.99999,11,11,11,460,150,0.8374154149999999,7.812496204273089e-06
SOPT,0.99999,11,11,11,460,2120,4.856084039,7.587789824590104e-06
gappy-POD,0.99999,11,11,11,460,1860,4.223819681,7.913708696014656e-06
QDEIM,0.99999,11,11,11,460,1904,4.309969395,7.996337655174678e-06
EQP,0.99999,11,11,11,480,150,0.847531425,7.812496204273089e-06
SOPT,0.99999,11,11,11,480,2176,4.902739955,7.593773609849042e-06
gappy-POD,0.99999,11,11,11,480,1920,4.31627252,7.90612620358951e-06
QDEIM,0.99999,11,11,11,480,1996,4.505413593,7.987681942779932e-06
EQP,0.99999,11,11,11,500,150,0.8431559129999999,7.812496204273089e-06
SOPT,0.99999,11,11,11,500,2228,5.273413381,7.588124486199422e-06
gappy-POD,0.99999,11,11,11,500,1920,4.355093626,7.928401765199439e-06
QDEIM,0.99999,11,11,11,500,2076,4.591457994,7.96738412283475e-06
EQP,0.99999,11,11,11,520,150,0.843238189,7.812496204273089e-06
SOPT,0.99999,11,11,11,520,2284,5.178404013,7.605785525291246e-06
gappy-POD,0.99999,11,11,11,520,2032,4.594247246,7.95134411836609e-06
QDEIM,0.99999,11,11,11,520,2156,4.852040754,7.960425037911126e-06
EQP,0.99999,11,11,11,540,150,0.846058091,7.812496204273089e-06
SOPT,0.99999,11,11,11,540,2332,5.307383984,7.613533545827378e-06
gappy-POD,0.99999,11,11,11,540,2092,4.680251597,7.928385268512339e-06
QDEIM,0.99999,11,11,11,540,2196,4.87495919,7.95842654770687e-06
EQP,0.99999,11,11,11,560,150,0.847382363,7.812496204273089e-06
SOPT,0.99999,11,11,11,560,2416,5.621053775,7.612570651136329e-06
gappy-POD,0.99999,11,11,11,560,2100,4.866570636,7.944366912106201e-06
QDEIM,0.99999,11,11,11,560,2216,4.919020519,7.944152608025782e-06
EQP,0.99999,11,11,11,580,150,0.861660134,7.812496204273089e-06
SOPT,0.99999,11,11,11,580,2480,5.501999997,7.599918957233369e-06
gappy-POD,0.99999,11,11,11,580,2116,4.88572058,7.939424095202186e-06
QDEIM,0.99999,11,11,11,580,2312,5.107531802,7.94389303625872e-06
EQP,0.99999,11,11,11,600,150,0.844377189,7.812496204273089e-06
SOPT,0.99999,11,11,11,600,2540,5.661999441,7.617106005419972e-06
gappy-POD,0.99999,11,11,11,600,2184,4.781436196,7.932202267818495e-06
QDEIM,0.99999,11,11,11,600,2332,5.070079457,7.9384725221266e-06
EQP,0.99999,11,11,11,620,150,0.821228311,7.812496204273089e-06
SOPT,0.99999,11,11,11,620,2604,5.735449465,7.629185980418553e-06
gappy-POD,0.99999,11,11,11,620,2204,5.093607909,7.92734097323055e-06
QDEIM,0.99999,11,11,11,620,2344,5.158348509,7.936738758726144e-06
EQP,0.99999,11,11,11,640,150,0.829679112,7.812496204273089e-06
SOPT,0.99999,11,11,11,640,2660,5.844260655,7.651824590715328e-06
gappy-POD,0.99999,11,11,11,640,2216,4.818720828,7.916262731229903e-06
QDEIM,0.99999,11,11,11,640,2360,5.155532516,7.934114606821762e-06
EQP,0.99999,11,11,11,660,150,0.837993651,7.812496204273089e-06
SOPT,0.99999,11,11,11,660,2708,5.94942561,7.664022778423761e-06
gappy-POD,0.99999,11,11,11,660,2300,5.107515342,7.912856298343068e-06
QDEIM,0.99999,11,11,11,660,2388,5.290447778,7.930999022189168e-06
EQP,0.99999,11,11,11,680,150,0.837416587,7.812496204273089e-06
SOPT,0.99999,11,11,11,680,2768,6.198877135,7.691137660131486e-06
gappy-POD,0.99999,11,11,11,680,2388,5.189531263,7.882741003559207e-06
QDEIM,0.99999,11,11,11,680,2420,5.225651461,7.928573635962249e-06
EQP,0.99999,11,11,11,700,150,0.841050004,7.812496204273089e-06
SOPT,0.99999,11,11,11,700,2824,6.280953106,7.695628697757105e-06
gappy-POD,0.99999,11,11,11,700,2380,5.226413504,7.888436310256641e-06
QDEIM,0.99999,11,11,11,700,2456,5.384464636,7.926687377564451e-06
EQP,0.99999,11,11,11,720,150,0.8371954250000001,7.812496204273089e-06
SOPT,0.99999,11,11,11,720,2884,6.282875606,7.697702495868657e-06
gappy-POD,0.99999,11,11,11,720,2504,5.468488628,7.87534380960185e-06
QDEIM,0.99999,11,11,11,720,2560,5.679632706,7.886647246197563e-06
EQP,0.99999,11,11,11,740,150,0.841008763,7.812496204273089e-06
SOPT,0.99999,11,11,11,740,2948,6.467563259,7.690916084051054e-06
gappy-POD,0.99999,11,11,11,740,2508,5.533706236,7.869450084219921e-06
QDEIM,0.99999,11,11,11,740,2648,5.933467689,7.856824478384921e-06
EQP,0.99999,11,11,11,760,150,0.8336164230000001,7.812496204273089e-06
SOPT,0.99999,11,11,11,760,2996,6.55625697,7.687496954081511e-06
gappy-POD,0.99999,11,11,11,760,2592,6.089951209,7.834794956795116e-06
QDEIM,0.99999,11,11,11,760,2704,5.86413269,7.844192642042522e-06
EQP,0.99999,11,11,11,780,150,0.833538957,7.812496204273089e-06
SOPT,0.99999,11,11,11,780,3044,6.789770735,7.689648926429916e-06
gappy-POD,0.99999,11,11,11,780,2624,5.738024616,7.832851130079682e-06
QDEIM,0.99999,11,11,11,780,2760,5.995830103,7.834966900164409e-06
EQP,0.99999,11,11,11,800,150,0.833217487,7.812496204273089e-06
SOPT,0.99999,11,11,11,800,3104,6.958622438,7.668263468570257e-06
gappy-POD,0.99999,11,11,11,800,2716,5.991236284,7.817578771289746e-06
QDEIM,0.99999,11,11,11,800,2844,6.2354343,7.835053583869733e-06
EQP,0.99999,11,11,11,820,150,0.850981013,7.812496204273089e-06
SOPT,0.99999,11,11,11,820,3156,7.129750005,7.669476531815641e-06
gappy-POD,0.99999,11,11,11,820,2788,6.21924089,7.808098483423323e-06
QDEIM,0.99999,11,11,11,820,2844,6.351422809,7.837784428875478e-06
EQP,0.99999,11,11,11,840,150,0.84322728,7.812496204273089e-06
SOPT,0.99999,11,11,11,840,3184,7.111375039,7.681604965257271e-06
gappy-POD,0.99999,11,11,11,840,2820,6.145988231,7.803925751967851e-06
QDEIM,0.99999,11,11,11,840,2844,6.245716175,7.837661068597366e-06
EQP,0.99999,11,11,11,860,150,0.837478868,7.812496204273089e-06
SOPT,0.99999,11,11,11,860,3224,7.089775816,7.673073319108752e-06
gappy-POD,0.99999,11,11,11,860,2884,6.329526531,7.805772529320629e-06
QDEIM,0.99999,11,11,11,860,2860,6.277451677,7.835309226646182e-06
EQP,0.99999,11,11,11,880,150,0.8560702689999999,7.812496204273089e-06
SOPT,0.99999,11,11,11,880,3280,7.301090246,7.679999449748369e-06
gappy-POD,0.99999,11,11,11,880,2928,6.412692837,7.802686005127433e-06
QDEIM,0.99999,11,11,11,880,2876,6.411217953,7.837501636633875e-06
EQP,0.99999,11,11,11,900,150,0.83454799,7.812496204273089e-06
SOPT,0.99999,11,11,11,900,3308,7.236597345,7.673219747755514e-06
gappy-POD,0.99999,11,11,11,900,3028,6.664601948,7.809803860723767e-06
QDEIM,0.99999,11,11,11,900,2944,6.434053808,7.839789523036556e-06
EQP,0.99999,11,11,11,920,150,0.834834261,7.812496204273089e-06
SOPT,0.99999,11,11,11,920,3348,7.327067802,7.669546561338752e-06
gappy-POD,0.99999,11,11,11,920,3084,6.705020055,7.809772298435187e-06
QDEIM,0.99999,11,11,11,920,2968,6.494429748,7.823284705956801e-06
EQP,0.99999,11,11,11,940,150,0.845919324,7.812496204273089e-06
SOPT,0.99999,11,11,11,940,3380,7.492926028,7.68118922755766e-06
gappy-POD,0.99999,11,11,11,940,3080,6.833250384,7.800218085334207e-06
QDEIM,0.99999,11,11,11,940,3016,6.683808044,7.794498503952953e-06
EQP,0.99999,11,11,11,960,150,0.839183801,7.812496204273089e-06
SOPT,0.99999,11,11,11,960,3436,7.630622447,7.685168462790323e-06
gappy-POD,0.99999,11,11,11,960,3112,6.807973767,7.798047351511293e-06
QDEIM,0.99999,11,11,11,960,3016,6.522108445,7.796860776203821e-06
EQP,0.99999,11,11,11,980,150,0.837112429,7.812496204273089e-06
SOPT,0.99999,11,11,11,980,3464,7.508864831,7.69496199268249e-06
gappy-POD,0.99999,11,11,11,980,3172,6.983087674,7.773471027157943e-06
QDEIM,0.99999,11,11,11,980,3032,6.652603475,7.79200218384466e-06
EQP,0.99999,11,11,11,1000,150,0.847752198,7.812496204273089e-06
SOPT,0.99999,11,11,11,1000,3508,7.651281562,7.698052907091417e-06
gappy-POD,0.99999,11,11,11,1000,3192,6.893795898,7.766915996457927e-06
QDEIM,0.99999,11,11,11,1000,3044,6.775774284,7.772325524490416e-06
EQP,0.99999,11,11,11,1020,150,0.838855018,7.812496204273089e-06
SOPT,0.99999,11,11,11,1020,3540,8.060794499,7.690164065607805e-06
gappy-POD,0.99999,11,11,11,1020,3260,7.077853858,7.759254726954295e-06
QDEIM,0.99999,11,11,11,1020,3068,6.604865677,7.754959922508722e-06
EQP,0.99999,11,11,11,1040,150,0.834966146,7.812496204273089e-06
SOPT,0.99999,11,11,11,1040,3572,7.785645114,7.712001646530766e-06
gappy-POD,0.99999,11,11,11,1040,3308,7.252966556,7.749649776168767e-06
QDEIM,0.99999,11,11,11,1040,3124,6.75082423,7.732739269240708e-06
EQPGlobal,0.999999,13,13,14,1040,168,1.161999912,1.678453157978785e-06
EQP,0.999999,13,13,14,20,20,0.271930193,0.013544053681335
SOPT,0.999999,13,13,14,20,156,0.526175468,1.694066939520515e-06
gappy-POD,0.999999,13,13,14,20,160,0.5276857109999999,1.697756512029367e-06
QDEIM,0.999999,13,13,14,20,152,0.564498341,1.693126627457476e-06
EQP,0.999999,13,13,14,40,40,0.4099661109999999,0.000910409401841499
SOPT,0.999999,13,13,14,40,304,0.844943619,1.677487764949089e-06
gappy-POD,0.999999,13,13,14,40,308,0.856720667,1.697756512037143e-06
QDEIM,0.999999,13,13,14,40,300,0.828346205,1.681127986959518e-06
EQP,0.999999,13,13,14,60,60,0.525244717,7.310033722502933e-05
SOPT,0.999999,13,13,14,60,448,1.160673847,1.674981221526362e-06
gappy-POD,0.999999,13,13,14,60,444,1.153931624,1.697756511954029e-06
QDEIM,0.999999,13,13,14,60,448,1.154334822,1.676239620025533e-06
EQP,0.999999,13,13,14,80,80,0.639662011,1.092740770599437e-05
SOPT,0.999999,13,13,14,80,588,1.469258265,1.67412323826894e-06
gappy-POD,0.999999,13,13,14,80,576,1.458580508,1.697756512073764e-06
QDEIM,0.999999,13,13,14,80,580,1.46640731,1.673457172310929e-06
EQP,0.999999,13,13,14,100,100,0.760584927,2.330391593818465e-06
SOPT,0.999999,13,13,14,100,716,1.709396437,1.677011841483722e-06
gappy-POD,0.999999,13,13,14,100,700,1.720175142,1.697756511952108e-06
QDEIM,0.999999,13,13,14,100,700,1.692221903,1.669890940975644e-06
EQP,0.999999,13,13,14,120,120,0.879112812,1.686754698855377e-06
SOPT,0.999999,13,13,14,120,840,2.015737093,1.674889874574251e-06
gappy-POD,0.999999,13,13,14,120,816,1.973389407,1.696020196786402e-06
QDEIM,0.999999,13,13,14,120,820,1.967902611,1.676567840027769e-06
EQP,0.999999,13,13,14,140,140,0.999312604,1.677895159106684e-06
SOPT,0.999999,13,13,14,140,972,2.482639078,1.676033594402484e-06
gappy-POD,0.999999,13,13,14,140,928,2.203374459,1.697562943996578e-06
QDEIM,0.999999,13,13,14,140,900,2.147344563,1.673607014297368e-06
EQP,0.999999,13,13,14,160,160,1.1228592,1.678450145813443e-06
SOPT,0.999999,13,13,14,160,1100,2.899940327,1.676850042121006e-06
gappy-POD,0.999999,13,13,14,160,1012,2.382569015,1.699615912289493e-06
QDEIM,0.999999,13,13,14,160,964,2.262364493,1.673739319298036e-06
EQP,0.999999,13,13,14,180,168,1.165120671,1.678453157978785e-06
SOPT,0.999999,13,13,14,180,1216,2.989523818,1.677169232076051e-06
gappy-POD,0.999999,13,13,14,180,1092,2.516883067,1.697118294128842e-06
QDEIM,0.999999,13,13,14,180,1044,2.421485726,1.67560208616429e-06
EQP,0.999999,13,13,14,200,168,1.158148581,1.678453157978785e-06
SOPT,0.999999,13,13,14,200,1316,3.028013519,1.677169232074885e-06
gappy-POD,0.999999,13,13,14,200,1176,2.750857675,1.696933855405431e-06
QDEIM,0.999999,13,13,14,200,1076,2.560862848,1.676402394399237e-06
EQP,0.999999,13,13,14,220,168,1.169987755,1.678453157978785e-06
SOPT,0.999999,13,13,14,220,1416,3.274579275,1.677169232074006e-06
gappy-POD,0.999999,13,13,14,220,1232,2.925477336,1.69741078738472e-06
QDEIM,0.999999,13,13,14,220,1148,2.708908657,1.678188002062225e-06
EQP,0.999999,13,13,14,240,168,1.180569924,1.678453157978785e-06
SOPT,0.999999,13,13,14,240,1516,3.558132914,1.677213714531476e-06
gappy-POD,0.999999,13,13,14,240,1376,3.172211667,1.68712223195397e-06
QDEIM,0.999999,13,13,14,240,1208,2.851187464,1.680279902282746e-06
EQP,0.999999,13,13,14,260,168,1.162729162,1.678453157978785e-06
SOPT,0.999999,13,13,14,260,1588,3.711008228,1.677432330881667e-06
gappy-POD,0.999999,13,13,14,260,1456,3.332116051,1.675874485906537e-06
QDEIM,0.999999,13,13,14,260,1236,2.921889621,1.681942019406579e-06
EQP,0.999999,13,13,14,280,168,1.164438911,1.678453157978785e-06
SOPT,0.999999,13,13,14,280,1668,3.83625667,1.677966816562889e-06
gappy-POD,0.999999,13,13,14,280,1360,3.186264662,1.696513836315028e-06
QDEIM,0.999999,13,13,14,280,1276,2.922121034,1.682534917317065e-06
EQP,0.999999,13,13,14,300,168,1.155340315,1.678453157978785e-06
SOPT,0.999999,13,13,14,300,1744,4.175005802,1.674341497854797e-06
gappy-POD,0.999999,13,13,14,300,1444,3.407001255,1.692098393237216e-06
QDEIM,0.999999,13,13,14,300,1316,2.983028634,1.684457423093244e-06
EQP,0.999999,13,13,14,320,168,1.164864824,1.678453157978785e-06
SOPT,0.999999,13,13,14,320,1828,4.100771507,1.674818744596037e-06
gappy-POD,0.999999,13,13,14,320,1468,3.318487682,1.6966731049111e-06
QDEIM,0.999999,13,13,14,320,1336,3.014450682,1.685392297174482e-06
EQP,0.999999,13,13,14,340,168,1.155277644,1.678453157978785e-06
SOPT,0.999999,13,13,14,340,1852,4.256364605,1.675003079257856e-06
gappy-POD,0.999999,13,13,14,340,1524,3.438732153,1.695485922272063e-06
QDEIM,0.999999,13,13,14,340,1376,3.176151827,1.686118456529184e-06
EQP,0.999999,13,13,14,360,168,1.161720228,1.678453157978785e-06
SOPT,0.999999,13,13,14,360,1896,4.542778124,1.675352075533261e-06
gappy-POD,0.999999,13,13,14,360,1572,3.61623389,1.692128714074978e-06
QDEIM,0.999999,13,13,14,360,1452,3.273373968,1.690798118855907e-06
EQP,0.999999,13,13,14,380,168,1.168679274,1.678453157978785e-06
SOPT,0.999999,13,13,14,380,1960,4.729611065,1.676216545145061e-06
gappy-POD,0.999999,13,13,14,380,1648,3.756371186,1.702666336766083e-06
QDEIM,0.999999,13,13,14,380,1520,3.481674536,1.687381689195619e-06
EQP,0.999999,13,13,14,400,168,1.161878317,1.678453157978785e-06
SOPT,0.999999,13,13,14,400,2032,4.563614646,1.67711566611138e-06
gappy-POD,0.999999,13,13,14,400,1700,3.867938317,1.700888016365953e-06
