method,t,energy_frac,rxdim,rvdim,nldim,nqp,time,err_x,err_v
EQP,1.0,0.9,1,2,198,202,2048,0.025672,7.19825e-05,0.144835
SOPT,1.0,0.9,1,2,3,30,288,0.0811607,0.00131945,0.287995
gappy-POD,1.0,0.9,1,2,3,30,198,0.0577496,0.00179837,0.287995
QDEIM,1.0,0.9,1,2,3,30,198,0.0575937,0.00179837,0.287995
SOPT,1.0,0.9,1,2,3,60,531,0.144008,0.000826481,0.287995
gappy-POD,1.0,0.9,1,2,3,60,378,0.103763,0.00164827,0.287995
QDEIM,1.0,0.9,1,2,3,60,351,0.0972427,0.00164827,0.287995
SOPT,1.0,0.9,1,2,3,90,765,0.205162,0.000543157,0.287995
gappy-POD,1.0,0.9,1,2,3,90,558,0.151092,0.00132824,0.287995
QDEIM,1.0,0.9,1,2,3,90,504,0.136455,0.00132824,0.287995
SOPT,1.0,0.9,1,2,3,120,801,0.213742,0.00047432,0.287995
gappy-POD,1.0,0.9,1,2,3,120,684,0.186488,0.00102487,0.287995
QDEIM,1.0,0.9,1,2,3,120,639,0.17117,0.00102487,0.287995
SOPT,1.0,0.9,1,2,3,150,891,0.237274,0.000336968,0.287995
gappy-POD,1.0,0.9,1,2,3,150,720,0.191902,0.000995595,0.287995
QDEIM,1.0,0.9,1,2,3,150,747,0.200025,0.000995595,0.287995
SOPT,1.0,0.9,1,2,3,180,945,0.25142,0.000234097,0.287995
gappy-POD,1.0,0.9,1,2,3,180,765,0.203087,0.000904727,0.287995
QDEIM,1.0,0.9,1,2,3,180,774,0.204762,0.000904727,0.287995
SOPT,1.0,0.9,1,2,3,210,999,0.266038,0.000177589,0.287995
gappy-POD,1.0,0.9,1,2,3,210,828,0.219524,0.000691334,0.287995
QDEIM,1.0,0.9,1,2,3,210,828,0.218684,0.000691334,0.287995
SOPT,1.0,0.9,1,2,3,240,1044,0.275552,0.000121815,0.287995
gappy-POD,1.0,0.9,1,2,3,240,855,0.226757,0.000612371,0.287995
QDEIM,1.0,0.9,1,2,3,240,864,0.230013,0.000612371,0.287995
SOPT,1.0,0.9,1,2,3,270,1080,0.285814,8.13371e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,270,882,0.234391,0.000506346,0.287995
QDEIM,1.0,0.9,1,2,3,270,909,0.24518,0.000506346,0.287995
SOPT,1.0,0.9,1,2,3,300,1143,0.301821,7.68344e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,300,918,0.244432,0.00044017,0.287995
QDEIM,1.0,0.9,1,2,3,300,954,0.254771,0.00044017,0.287995
SOPT,1.0,0.9,1,2,3,330,1152,0.302895,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,330,954,0.251977,0.000404821,0.287995
QDEIM,1.0,0.9,1,2,3,330,954,0.254521,0.000404821,0.287995
SOPT,1.0,0.9,1,2,3,360,1152,0.304824,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,360,990,0.26205,0.000332561,0.287995
QDEIM,1.0,0.9,1,2,3,360,981,0.263217,0.000332561,0.287995
SOPT,1.0,0.9,1,2,3,390,1152,0.304886,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,390,1143,0.302492,7.59315e-05,0.287995
QDEIM,1.0,0.9,1,2,3,390,1080,0.287073,7.59315e-05,0.287995
SOPT,1.0,0.9,1,2,3,420,1152,0.30589,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,420,1152,0.305063,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,420,1116,0.298123,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,450,1152,0.303684,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,450,1152,0.305699,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,450,1116,0.297379,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,480,1152,0.304287,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,480,1152,0.305248,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,480,1134,0.304455,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,510,1152,0.30498,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,510,1152,0.306813,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,510,1134,0.30174,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,540,1152,0.303625,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,540,1152,0.316207,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,540,1152,0.305413,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,570,1152,0.307416,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,570,1152,0.310009,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,570,1152,0.306137,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,600,1152,0.304826,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,600,1152,0.305194,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,600,1152,0.306505,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,630,1152,0.302876,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,630,1152,0.307832,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,630,1152,0.309369,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,660,1152,0.305542,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,660,1152,0.305658,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,660,1152,0.306187,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,690,1152,0.306788,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,690,1152,0.312461,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,690,1152,0.304514,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,720,1152,0.307952,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,720,1152,0.305391,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,720,1152,0.30815,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,750,1152,0.303796,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,750,1152,0.307513,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,750,1152,0.306947,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,780,1152,0.304831,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,780,1152,0.304824,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,780,1152,0.307788,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,810,1152,0.305841,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,810,1152,0.304471,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,810,1152,0.306347,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,840,1152,0.304585,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,840,1152,0.30542,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,840,1152,0.309826,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,870,1152,0.30443,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,870,1152,0.306053,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,870,1152,0.306575,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,900,1152,0.306227,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,900,1152,0.307957,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,900,1152,0.307235,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,930,1152,0.303921,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,930,1152,0.305757,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,930,1152,0.309181,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,960,1152,0.304784,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,960,1152,0.304474,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,960,1152,0.303737,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,990,1152,0.306429,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,990,1152,0.306406,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,990,1152,0.306036,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,1020,1152,0.302866,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,1020,1152,0.304545,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,1020,1152,0.308688,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,1050,1152,0.305658,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,1050,1152,0.308663,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,1050,1152,0.306695,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,1080,1152,0.307877,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,1080,1152,0.30345,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,1080,1152,0.305278,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,1110,1152,0.307592,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,1110,1152,0.305193,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,1110,1152,0.302721,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,1140,1152,0.302687,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,1140,1152,0.306255,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,1140,1152,0.303328,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,1170,1152,0.304546,8.30217e-05,0.287995
gappy-POD,1.0,0.9,1,2,3,1170,1152,0.306418,8.30217e-05,0.287995
QDEIM,1.0,0.9,1,2,3,1170,1152,0.303548,8.30217e-05,0.287995
SOPT,1.0,0.9,1,2,3,1200,0,,,
gappy-POD,1.0,0.9,1,2,3,1200,0,,,
QDEIM,1.0,0.9,1,2,3,1200,0,,,
EQP,1.0,0.99,2,4,363,404,2048,0.0483557,0.000102599,0.137697
SOPT,1.0,0.99,2,4,6,30,333,0.0930895,0.00100576,0.287869
gappy-POD,1.0,0.99,2,4,6,30,171,0.0500161,0.00172903,0.287869
QDEIM,1.0,0.99,2,4,6,30,216,0.063924,0.00172903,0.287869
SOPT,1.0,0.99,2,4,6,60,540,0.146733,0.000481983,0.287869
gappy-POD,1.0,0.99,2,4,6,60,315,0.0878112,0.00158192,0.287869
QDEIM,1.0,0.99,2,4,6,60,369,0.102026,0.00158192,0.287869
SOPT,1.0,0.99,2,4,6,90,693,0.184147,0.000340343,0.287869
gappy-POD,1.0,0.99,2,4,6,90,441,0.119969,0.00141293,0.287869
QDEIM,1.0,0.99,2,4,6,90,486,0.132089,0.00141293,0.287869
SOPT,1.0,0.99,2,4,6,120,756,0.200657,0.000318383,0.287869
gappy-POD,1.0,0.99,2,4,6,120,576,0.154752,0.00122989,0.287869
QDEIM,1.0,0.99,2,4,6,120,864,0.230949,0.00122989,0.287869
SOPT,1.0,0.99,2,4,6,150,828,0.221463,0.000273206,0.287869
gappy-POD,1.0,0.99,2,4,6,150,693,0.186594,0.000989257,0.287869
QDEIM,1.0,0.99,2,4,6,150,891,0.235862,0.000989257,0.287869
SOPT,1.0,0.99,2,4,6,180,891,0.235207,0.000247495,0.287869
gappy-POD,1.0,0.99,2,4,6,180,792,0.210401,0.000808229,0.287869
QDEIM,1.0,0.99,2,4,6,180,909,0.23916,0.000808229,0.287869
SOPT,1.0,0.99,2,4,6,210,981,0.261639,0.000203911,0.287869
gappy-POD,1.0,0.99,2,4,6,210,864,0.230554,0.000644049,0.287869
QDEIM,1.0,0.99,2,4,6,210,990,0.260733,0.000644049,0.287869
SOPT,1.0,0.99,2,4,6,240,1017,0.269111,0.000201795,0.287869
gappy-POD,1.0,0.99,2,4,6,240,954,0.251451,0.000410961,0.287869
QDEIM,1.0,0.99,2,4,6,240,1026,0.271728,0.000410961,0.287869
SOPT,1.0,0.99,2,4,6,270,1080,0.293943,0.0002063,0.287869
gappy-POD,1.0,0.99,2,4,6,270,1008,0.26505,0.00029281,0.287869
QDEIM,1.0,0.99,2,4,6,270,1026,0.270085,0.00029281,0.287869
SOPT,1.0,0.99,2,4,6,300,1125,0.299011,0.000218323,0.287869
gappy-POD,1.0,0.99,2,4,6,300,1071,0.279611,0.000211063,0.287869
QDEIM,1.0,0.99,2,4,6,300,1026,0.273256,0.000211063,0.287869
SOPT,1.0,0.99,2,4,6,330,1152,0.304488,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,330,1098,0.289613,0.000201467,0.287869
QDEIM,1.0,0.99,2,4,6,330,1026,0.269032,0.000201467,0.287869
SOPT,1.0,0.99,2,4,6,360,1152,0.300979,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,360,1134,0.297409,0.000214903,0.287869
QDEIM,1.0,0.99,2,4,6,360,1026,0.268043,0.000214903,0.287869
SOPT,1.0,0.99,2,4,6,390,1152,0.303323,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,390,1152,0.300721,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,390,1044,0.274546,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,420,1152,0.300587,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,420,1152,0.305859,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,420,1116,0.291126,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,450,1152,0.299906,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,450,1152,0.299815,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,450,1152,0.299582,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,480,1152,0.301355,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,480,1152,0.300114,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,480,1152,0.303033,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,510,1152,0.299677,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,510,1152,0.29978,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,510,1152,0.302344,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,540,1152,0.30013,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,540,1152,0.300275,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,540,1152,0.301946,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,570,1152,0.301643,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,570,1152,0.302443,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,570,1152,0.301637,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,600,1152,0.299624,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,600,1152,0.299021,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,600,1152,0.301334,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,630,1152,0.299639,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,630,1152,0.300496,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,630,1152,0.301757,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,660,1152,0.302889,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,660,1152,0.2996,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,660,1152,0.301719,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,690,1152,0.302445,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,690,1152,0.302861,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,690,1152,0.306512,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,720,1152,0.298913,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,720,1152,0.303185,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,720,1152,0.301916,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,750,1152,0.302001,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,750,1152,0.298869,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,750,1152,0.301705,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,780,1152,0.300121,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,780,1152,0.300413,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,780,1152,0.299275,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,810,1152,0.324643,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,810,1152,0.302483,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,810,1152,0.303936,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,840,1152,0.300731,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,840,1152,0.30584,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,840,1152,0.306621,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,870,1152,0.301288,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,870,1152,0.302067,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,870,1152,0.305453,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,900,1152,0.300611,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,900,1152,0.305809,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,900,1152,0.301432,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,930,1152,0.306629,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,930,1152,0.302416,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,930,1152,0.304728,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,960,1152,0.304033,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,960,1152,0.305424,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,960,1152,0.304645,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,990,1152,0.305275,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,990,1152,0.302378,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,990,1152,0.304346,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,1020,1152,0.302938,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,1020,1152,0.301841,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,1020,1152,0.307944,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,1050,1152,0.303296,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,1050,1152,0.303899,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,1050,1152,0.302257,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,1080,1152,0.304424,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,1080,1152,0.301192,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,1080,1152,0.302378,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,1110,1152,0.304988,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,1110,1152,0.304192,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,1110,1152,0.307085,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,1140,1152,0.306245,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,1140,1152,0.300454,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,1140,1152,0.299787,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,1170,1152,0.301057,0.000224496,0.287869
gappy-POD,1.0,0.99,2,4,6,1170,1152,0.30094,0.000224496,0.287869
QDEIM,1.0,0.99,2,4,6,1170,1152,0.299987,0.000224496,0.287869
SOPT,1.0,0.99,2,4,6,1200,0,,,
gappy-POD,1.0,0.99,2,4,6,1200,0,,,
QDEIM,1.0,0.99,2,4,6,1200,0,,,
EQP,1.0,0.999,4,8,653,808,2048,0.0883895,2.0997e-05,0.0948746
SOPT,1.0,0.999,4,8,13,30,306,0.0848647,0.00135121,0.28793
gappy-POD,1.0,0.999,4,8,13,30,207,0.0599588,0.00157068,0.28793
QDEIM,1.0,0.999,4,8,13,30,198,0.0577809,0.00157068,0.28793
SOPT,1.0,0.999,4,8,13,60,459,0.123404,0.000949323,0.28793
gappy-POD,1.0,0.999,4,8,13,60,288,0.0809894,0.00148717,0.28793
QDEIM,1.0,0.999,4,8,13,60,270,0.0754742,0.00148717,0.28793
SOPT,1.0,0.999,4,8,13,90,621,0.16707,0.000609516,0.28793
gappy-POD,1.0,0.999,4,8,13,90,378,0.103902,0.00136747,0.28793
QDEIM,1.0,0.999,4,8,13,90,297,0.0828328,0.00136747,0.28793
SOPT,1.0,0.999,4,8,13,120,855,0.225069,0.000349242,0.28793
gappy-POD,1.0,0.999,4,8,13,120,459,0.124225,0.00121871,0.28793
QDEIM,1.0,0.999,4,8,13,120,387,0.105514,0.00121871,0.28793
SOPT,1.0,0.999,4,8,13,150,918,0.242507,0.000295365,0.28793
gappy-POD,1.0,0.999,4,8,13,150,558,0.152297,0.00102493,0.28793
QDEIM,1.0,0.999,4,8,13,150,396,0.108714,0.00102493,0.28793
SOPT,1.0,0.999,4,8,13,180,990,0.25991,0.000271578,0.28793
gappy-POD,1.0,0.999,4,8,13,180,630,0.167505,0.000899381,0.28793
QDEIM,1.0,0.999,4,8,13,180,450,0.12241,0.000899381,0.28793
SOPT,1.0,0.999,4,8,13,210,1053,0.276792,0.00024462,0.28793
gappy-POD,1.0,0.999,4,8,13,210,756,0.200852,0.000595613,0.28793
QDEIM,1.0,0.999,4,8,13,210,531,0.144767,0.000595613,0.28793
SOPT,1.0,0.999,4,8,13,240,1107,0.289727,0.000215213,0.28793
gappy-POD,1.0,0.999,4,8,13,240,819,0.217772,0.000475176,0.28793
QDEIM,1.0,0.999,4,8,13,240,684,0.18335,0.000475176,0.28793
SOPT,1.0,0.999,4,8,13,270,1134,0.297865,0.000221457,0.28793
gappy-POD,1.0,0.999,4,8,13,270,891,0.234071,0.000360119,0.28793
QDEIM,1.0,0.999,4,8,13,270,756,0.20027,0.000360119,0.28793
SOPT,1.0,0.999,4,8,13,300,1152,0.302161,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,300,1008,0.269197,0.00022609,0.28793
QDEIM,1.0,0.999,4,8,13,300,828,0.218281,0.00022609,0.28793
SOPT,1.0,0.999,4,8,13,330,1152,0.302538,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,330,1080,0.28359,0.000210488,0.28793
QDEIM,1.0,0.999,4,8,13,330,927,0.246289,0.000210488,0.28793
SOPT,1.0,0.999,4,8,13,360,1152,0.301661,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,360,1116,0.295536,0.000216887,0.28793
QDEIM,1.0,0.999,4,8,13,360,963,0.253096,0.000216887,0.28793
SOPT,1.0,0.999,4,8,13,390,1152,0.304994,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,390,1152,0.304588,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,390,1026,0.272356,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,420,1152,0.304997,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,420,1152,0.304951,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,420,1071,0.282433,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,450,1152,0.304994,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,450,1152,0.302275,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,450,1116,0.294968,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,480,1152,0.308128,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,480,1152,0.303799,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,480,1152,0.307424,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,510,1152,0.303545,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,510,1152,0.304402,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,510,1152,0.305632,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,540,1152,0.303557,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,540,1152,0.303988,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,540,1152,0.303914,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,570,1152,0.30466,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,570,1152,0.303207,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,570,1152,0.304149,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,600,1152,0.304264,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,600,1152,0.302431,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,600,1152,0.305267,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,630,1152,0.304781,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,630,1152,0.30344,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,630,1152,0.302973,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,660,1152,0.303503,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,660,1152,0.30047,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,660,1152,0.300785,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,690,1152,0.301903,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,690,1152,0.302493,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,690,1152,0.303544,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,720,1152,0.304708,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,720,1152,0.30316,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,720,1152,0.300974,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,750,1152,0.300494,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,750,1152,0.300443,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,750,1152,0.303243,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,780,1152,0.303184,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,780,1152,0.303615,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,780,1152,0.303916,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,810,1152,0.300462,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,810,1152,0.301361,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,810,1152,0.303813,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,840,1152,0.302866,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,840,1152,0.30533,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,840,1152,0.301209,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,870,1152,0.302241,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,870,1152,0.302111,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,870,1152,0.302024,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,900,1152,0.303161,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,900,1152,0.303348,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,900,1152,0.300298,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,930,1152,0.300173,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,930,1152,0.301687,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,930,1152,0.303562,0.000228461,0.28793
SOPT,1.0,0.999,4,8,13,960,1152,0.304411,0.000228461,0.28793
gappy-POD,1.0,0.999,4,8,13,960,1152,0.305008,0.000228461,0.28793
QDEIM,1.0,0.999,4,8,13,960,1152,0.30463,0.000228461,0.28793
