qdeim,0.3,0.999,20,241,5,1344,1920,1152,1472,1536,1600,1664,2432,1856,1600,1344,1600,1920,1792,1728,1536,1984,1344,1408,1984,1344,1280,1600,1088,896,2048,1408,1472,2688,1408,3520,2304,1472,1792,2048,1344,1152,2240,1472,1408,1536,1216,2176,1600,1472,1216,1408,1600,1600,1984,1408,2048,1664,1792,1536,1792,2048,1280,2176,1856,1728,1984,1600,1856,2240,1856,1152,1792,1664,2880,2112,2752,1792,1728,1728,2112,1408,1600,1920,1344,1280,1664,1088,1344,1344,1408,2112,1344,1792,1088,1728,1728,1472,2240,1728,2880,1728,1856,1280,2176,1728,1792,2624,1856,2432,2176,2048,2304,2240,2432,4288,2176,2624,1856,2304,1408,2048,2112,2048,2048,1600,1664,3136,2880,1472,2560,1536,2176,2816,1408,2048,1024,1984,1920,1664,1088,1280,1280,1600,1600,1600,2112,1600,1536,1792,1600,2048,1536,1600,2048,1216,1536,1344,1216,1792,1536,1152,1280,960,1600,1280,1152,1536,1280,1472,1216,2304,1216,1792,1280,1536,1024,1216,1408,1408,1472,1088,1920,1152,1600,1600,1536,1728,1600,1472,1536,1536,1664,1408,1536,1728,1408,1280,1536,1536,1536,1792,1600,1600,1472,1600,1728,1792,1536,1408,1664,1728,1728,1024,1472,1152,2048,1600,1920,1536,1664,1664,1472,1472,1664,1664,1152,1600,1472,1344,1408,1728,1664,1408,1408,1664,1472,1600,1472,1792,1600,1536,1408,1728,1984,1536,20.3324,0.148445,0.245105,0.00895746
gnat,0.3,0.999,20,241,5,1472,1728,1728,1664,1600,1728,1600,1792,1280,1216,1856,1792,1728,1280,1472,1472,1536,1472,1408,1472,1664,1792,1664,1408,1472,2176,1408,1408,2432,1664,3200,2112,1216,1216,1984,1408,1152,2112,1984,1216,1536,1536,2112,1600,1216,1408,1792,1536,1728,1856,1216,1792,1408,1984,1472,1152,1472,1472,1984,1920,1408,1600,1280,1408,2048,1472,1536,1856,1344,1920,1856,2112,1664,1600,1408,1536,1472,1664,2240,1280,1280,1984,1216,1024,1472,1344,1472,1280,1280,1216,1216,1024,1472,1664,1472,1920,896,2240,1920,2112,1408,1728,2176,1728,2368,1920,2176,2176,1728,2112,3392,1728,1728,1600,1728,1728,1728,1728,1728,1920,1728,1664,2368,2112,1664,1728,1728,3456,2048,1472,1920,1088,1216,1472,1216,1152,1088,1152,2112,1280,1344,1920,1600,1600,1728,1600,2112,1600,1344,1472,1600,1216,768,1408,1216,1088,1152,1408,1152,1408,1472,1024,1472,1088,1408,1280,1920,1408,1728,1536,1600,1536,1472,1088,1408,1280,1536,832,1152,1408,1472,1600,1152,832,1344,1344,1344,1408,1344,1344,1600,1088,1600,1216,1472,1472,1408,1536,1408,1536,1920,1152,1152,1152,1600,1152,1472,1152,1280,1088,1472,1472,1152,1088,1088,1728,1344,1472,1408,1920,1664,1152,1600,1152,1152,1216,1600,1152,1600,1216,896,1152,1344,1152,1920,1600,1088,1344,1344,1344,1344,,0.293856,62.561,59.0099
sopt,0.3,0.999,20,241,6,2944,2688,2880,2496,2368,3136,2432,2880,2688,2560,2496,2560,3136,2304,3776,2688,2688,2624,2432,2944,2560,2496,2560,2880,2560,2752,2816,3072,2304,2560,2624,2560,2880,2560,2752,2432,2496,2560,2752,2752,2816,2176,2752,2368,2432,2432,2624,4224,2368,2752,2752,2560,2816,2176,2496,2176,2496,2560,2560,2560,2240,2240,2752,2304,2432,2688,2560,2624,2368,2624,2496,2240,3136,2560,2176,3456,2624,2496,2752,2560,2816,2688,2944,3456,3136,1984,2688,4160,2176,2496,2496,2432,2368,2432,2304,2240,2752,2880,2560,3200,2112,2304,2240,2368,2176,2368,2368,2944,2624,2944,3264,2432,2816,3584,2432,2368,2496,2880,2304,2560,3648,2688,2816,2304,2624,3072,2752,2240,2240,2624,2304,3008,2752,2624,2240,2368,2368,2624,2816,2304,2304,2432,2816,2688,2752,2304,1856,3008,2304,2624,3008,2368,2304,2560,2304,3136,2496,2496,2304,2560,2432,2560,2688,2496,3072,3136,2048,2112,2624,2304,2624,2624,2112,2560,2752,2560,2496,3200,2240,2688,2688,2176,2944,2176,2304,2432,2752,2688,2432,2496,3072,2560,2560,2432,2688,3328,2816,2432,3072,3008,5568,2368,2368,2752,3520,2368,2304,2880,2432,2560,2432,3136,2368,2432,2304,3392,2752,2432,2560,2560,2560,2240,3072,2624,2496,2880,2368,2816,3008,2688,2432,2880,2688,2496,3136,2816,3008,2304,2880,2880,2560,21.376,0.141263,1.12882,0.0243177
qdeim,0.3,0.999,20,241,6,1472,1984,1408,1664,1792,1856,1792,2624,2048,1920,1536,1664,2112,2048,2048,1728,2304,1600,1536,2176,1600,1536,1920,1280,1024,2112,1536,1536,2752,1600,3584,2688,1600,2112,2240,1600,1344,2432,1664,1792,1792,1344,2368,1728,1728,1408,1664,1920,1920,2176,1728,2176,1856,2048,1664,1920,2240,1472,2176,2112,2048,2240,1984,2176,2432,2112,1344,2048,2048,3136,2496,3136,1984,1920,1792,2432,1536,1920,2112,1472,1408,1920,1280,1408,1600,1408,2304,1664,2112,1280,2048,1856,1856,2496,2112,3072,1984,2048,1536,2304,2048,2048,3072,2368,2688,2624,2112,2624,2560,2880,4288,2304,3072,2240,2496,1664,2304,2688,2240,2176,1600,1792,3392,3264,1728,3008,1728,2304,3072,1664,2368,1280,2176,2240,1984,1280,1536,1536,1792,1856,1920,2496,1856,1856,1984,1920,2176,1856,1920,2432,1472,1728,1472,1472,2112,1856,1280,1600,1152,1984,1472,1408,1792,1536,1600,1344,2624,1344,2048,1344,1792,1152,1280,1728,1600,1728,1344,2304,1280,1856,1920,1728,1984,1984,1600,1920,1856,1920,1472,1856,2048,1536,1408,1728,1792,1792,2048,1920,1728,1792,1984,1984,2176,1920,1600,1920,1920,1984,1216,1600,1536,2368,1920,2304,1792,1984,1792,1728,1728,1920,1792,1344,1792,1792,1536,1536,2112,1792,1728,1728,1984,1600,1792,1728,2304,1920,1856,1664,2112,2240,1664,18.0379,0.143584,1.67258,0.0107368
gnat,0.3,0.999,20,241,6,1664,2048,2048,1984,1728,2048,1984,2048,1280,1408,2112,2048,2048,1344,1664,1664,1728,1664,1600,1792,1984,2048,1920,1664,1664,2496,1664,1664,2816,1984,3712,2496,1280,1408,2304,1600,1216,2432,2176,1408,1728,1664,2432,1792,1344,1728,2048,1728,2048,2112,1344,2112,1600,2176,1728,1344,1792,1664,2176,2304,1600,1792,1344,1664,2240,1664,1728,2240,1600,2176,2048,2560,1920,1920,1664,1728,1664,1920,2560,1408,1408,2176,1344,1152,1664,1408,1664,1472,1472,1344,1344,1344,1728,1984,1792,2176,1024,2496,2304,2432,1600,2048,2496,2048,2752,2304,2560,2560,1984,2432,3968,2048,1984,1920,1984,1984,1984,1984,1984,2304,1984,1984,2752,2496,1984,1984,2048,4032,2368,1792,2304,1280,1344,1664,1344,1216,1280,1280,2432,1600,1536,2112,1920,1920,1984,1920,2560,1920,1664,1728,1920,1408,896,1664,1280,1280,1280,1664,1280,1664,1664,1280,1664,1280,1664,1408,2176,1664,1984,1728,1920,1728,1792,1280,1600,1344,1664,896,1280,1600,1664,1920,1280,896,1536,1600,1664,1664,1600,1664,1920,1280,1920,1344,1664,1664,1664,1664,1728,1664,2304,1280,1280,1280,1920,1280,1728,1280,1344,1280,1664,1664,1344,1216,1280,1984,1408,1664,1600,2304,1920,1280,1920,1280,1280,1344,1920,1280,1920,1408,1024,1280,1664,1280,2304,1984,1280,1600,1664,1664,1536,,0.293366,27.7297,1.714
sopt,0.3,0.999,20,241,7,3200,3264,3200,3072,2816,3520,2752,3072,2880,2880,2880,3136,3648,2816,4224,3008,3072,3200,2752,3264,3136,3072,3136,3264,3136,3328,3392,3392,2816,3136,3200,3136,3392,3072,3328,2944,3008,3136,3328,3072,3328,2688,3328,2944,3008,2816,2688,4544,2880,3328,3072,3072,3392,2560,2944,2560,3008,3136,2944,2816,2496,2496,3328,2560,3008,3008,2816,3008,2560,3200,2752,2816,3520,3136,2688,3712,3008,2880,3264,3136,3392,3008,3392,3776,3520,2368,3072,4352,2688,2816,2752,2944,2688,2688,2688,2688,3264,3200,3072,3456,2688,2816,2624,2688,2496,3264,3328,3456,2880,3264,3584,3008,3328,3840,2880,2816,2880,3456,2816,3136,4224,3264,3200,2880,2816,3584,3328,2624,2560,3072,2880,3328,3072,3008,2816,2944,2688,3008,3136,2368,2496,2944,3648,3200,2944,2496,1984,3328,2432,3072,3264,2496,2752,2752,2688,3456,2816,2816,2624,2752,2944,2944,2944,3072,3328,3712,2368,2432,3136,2624,2880,2816,2560,2944,3264,2944,2816,3712,2496,2880,2880,2496,3520,2752,2624,2816,3328,3456,2752,3072,3456,2944,3008,3008,3264,3584,3200,2880,3392,3392,5888,2752,2624,3328,3840,2752,2816,3200,2752,2816,2816,3392,2560,3008,2688,3776,3072,2752,3136,2880,3072,2816,3584,2944,3008,3200,2816,3072,3392,3264,2624,3200,3136,2816,3648,3136,3584,2560,3200,3072,3072,23.5444,0.139231,0.690842,0.0188276
qdeim,0.3,0.999,20,241,7,1600,1984,1536,1792,1984,1920,1984,2816,2368,2240,1728,1792,2176,2304,2368,1984,2560,1728,1664,2304,1728,1856,1920,1408,1152,2240,1792,1920,2752,1792,3648,3008,1792,2240,2496,1856,1600,2496,1792,2304,2176,1472,2560,1920,2048,1600,1856,2112,2240,2368,2048,2304,2048,2240,1728,2048,2368,1600,2176,2304,2368,2624,2240,2240,2624,2432,1600,2112,2368,3264,2816,3328,2240,2112,1856,2624,1664,1920,2240,1600,1664,2112,1536,1536,2048,1536,2496,1792,2304,1472,2432,1920,1920,3008,2368,3200,2304,2240,1728,2752,2240,2240,3200,2752,3008,2880,2176,2944,2688,3136,4416,2496,3648,2688,2752,1728,2496,3008,2368,2432,1664,1984,3840,3648,1984,3200,1920,2560,3328,1920,2752,1536,2432,2688,2176,1472,1856,1792,2048,1920,2112,2560,2176,2112,2112,2176,2368,2048,2240,2688,1728,1792,1600,1600,2368,2176,1472,1728,1472,2368,1600,1664,2112,1536,1728,1472,2752,1600,2368,1408,2048,1216,1472,2048,1920,1984,1600,2624,1472,2112,2304,2112,2176,2304,1728,2240,2176,2112,1600,2176,2304,1856,1472,1920,1984,2112,2432,2176,1984,2048,2368,2112,2432,2176,1920,2304,2176,2240,1216,1792,1920,2624,2048,2624,1920,2112,1920,2048,2048,2240,1920,1344,2112,1984,1792,1792,2432,1920,1920,2048,2368,1664,1984,1984,2688,2176,2176,1984,2432,2496,1792,19.5346,0.139771,2.91558,0.0249079
gnat,0.3,0.999,20,241,7,1856,2304,2304,2304,1920,2304,2240,2304,1408,1472,2368,2304,2304,1408,1792,1856,1920,1792,1856,1920,2240,2304,2240,1856,1920,2752,1856,1856,3200,2304,4224,2816,1472,1536,2432,1856,1408,2752,2368,1472,1920,1920,2816,1920,1472,1920,2304,1920,2304,2304,1472,2368,1856,2432,1920,1408,1920,1856,2368,2688,1856,1920,1408,1856,2368,1920,1920,2368,1792,2304,2368,2816,2240,2240,1920,1920,1856,2240,2816,1536,1472,2368,1472,1408,1792,1408,1856,1536,1536,1472,1408,1472,1920,2240,1920,2368,1024,2816,2688,2752,1792,2304,2816,2304,3200,2688,2816,2816,2304,2816,4544,2304,2304,2240,2240,2304,2304,2304,2304,2688,2304,2304,3200,2752,2304,2304,2304,4608,2816,1920,2688,1408,1472,1856,1408,1408,1408,1408,2752,1792,1792,2304,2240,2240,2304,2240,2816,2240,1856,1920,2240,1472,960,1856,1472,1408,1408,1856,1408,1856,1856,1408,1920,1408,1856,1472,2368,1856,2304,1920,2240,1920,1920,1408,1920,1472,1856,960,1408,1856,1856,2240,1408,960,1792,1856,1856,1856,1856,1856,2240,1408,2240,1472,1856,1856,1792,1856,1856,1856,2688,1408,1408,1408,2240,1408,1920,1408,1472,1408,1856,1920,1472,1408,1408,2240,1472,1856,1856,2688,2240,1408,2240,1408,1408,1408,2240,1408,2240,1472,1024,1408,1856,1408,2688,2304,1408,1792,1856,1856,1792,,0.288674,22.6118,3560.64
sopt,0.3,0.999,20,241,8,3712,3840,3456,3584,3776,4096,3200,3648,3392,3392,3392,3712,4160,3648,4608,3328,3584,3712,3264,3840,3648,3584,3584,3648,4096,4224,4352,3968,3328,3648,4160,4032,4352,3904,4160,3520,3904,4096,3904,3648,3840,3648,4224,3520,3904,3264,3264,5056,3776,4288,3584,3968,4352,3136,3904,3072,3968,3648,3328,3392,2944,2944,3776,3008,3968,3264,3264,3584,3072,3776,3328,3648,4096,4096,3264,4096,3584,3456,4224,3584,4288,3456,3968,4352,4096,2944,3392,4928,3200,3328,3328,3328,3200,3264,3072,3264,4160,3584,3392,4032,3584,3392,3392,3264,2944,3776,3904,4288,3456,3584,3968,3712,3840,4224,3776,3712,3456,4032,3584,3968,4480,4160,3776,3840,3392,4480,4288,3200,3136,4032,3840,3904,3520,3264,3776,3520,3264,3584,3328,2816,2944,3456,4160,3712,3200,3072,2240,3648,2816,3904,3520,2880,3328,3072,3264,4032,3136,3392,3136,3200,3520,3392,3456,3392,3840,4288,2944,3008,3456,3072,3392,3392,3520,3520,3776,3328,3392,4032,3072,3328,3392,3392,3776,3712,3200,3264,3840,3648,3008,3584,3776,3456,3584,3456,3840,4096,3648,3200,3904,3712,6464,3328,3200,3584,4416,3136,3392,3584,3136,3392,3328,3776,3072,3520,3264,4160,3456,3328,3904,3328,3584,3136,4096,3392,3328,3456,3200,3392,3712,3520,2816,3776,3648,3264,3840,3584,4544,2880,3712,3520,3328,26.3815,0.137473,0.605466,0.0180458
qdeim,0.3,0.999,20,241,8,1792,2176,1728,1920,2240,2112,2112,3008,2688,2560,1984,1920,2176,2496,2816,2112,2816,1728,1792,2816,1984,2176,1920,1472,1344,2368,2048,2752,2880,2048,3648,3200,2048,2368,2560,2112,1856,2880,1920,2624,2432,1728,2624,1984,2368,1664,1984,2240,2560,2624,2176,2560,2240,2304,1728,2176,2624,1728,2176,2432,2688,2816,2496,2432,2816,2688,1792,2304,2624,3456,3200,3520,2624,2240,1856,2944,1920,2112,2368,1728,1856,2240,1664,1664,2496,1728,2624,1984,2432,1600,2688,2048,2112,3264,2624,3392,2496,2304,1856,3136,2496,2496,3392,2944,3264,3200,2432,3200,2752,3584,4672,2688,3840,3072,3200,1920,2624,3328,2368,2432,1984,2176,4224,3904,2304,3456,2368,2688,3392,2368,2752,1856,2624,3072,2304,1600,2176,1984,2112,2112,2240,2624,2496,2432,2176,2496,2432,2368,2496,3008,2048,1920,1856,1600,2688,2496,1728,1856,1792,2688,1600,1920,2368,1664,1984,1792,2816,1984,2624,1664,2176,1280,1600,2176,2304,2176,1792,2944,1536,2432,2560,2368,2304,2624,2048,2496,2496,2304,1920,2496,2624,2240,1600,2176,2240,2432,2624,2432,2368,2368,2688,2240,2688,2432,2240,2688,2432,2432,1280,1984,2048,2944,2368,2816,2048,2432,2048,2176,2368,2496,2112,1344,2432,2240,2112,2048,2816,2240,2112,2368,2688,1728,2112,2240,3008,2432,2496,2112,2624,2752,1856,20.1128,0.136702,3.00887,0.0232565
gnat,0.3,0.999,20,241,8,2048,2560,2560,2560,2048,2560,2560,2560,1536,1536,2560,2560,2560,1536,2048,2048,2048,2048,2048,2048,2560,2560,2560,2048,2048,3072,2048,2048,3584,2560,4608,3072,1536,1536,2560,2048,1536,3072,2560,1536,2048,2048,3072,2048,1536,2048,2560,2048,2560,2560,1536,2560,2048,2560,2048,1536,2048,2048,2560,3072,2048,2048,1536,2048,2560,2048,2048,2560,2048,2560,2560,3072,2560,2560,2048,2048,2048,2560,3072,1536,1536,2560,1536,1536,2048,1536,2048,1536,1536,1536,1536,1536,2048,2560,2048,2560,1024,3072,3072,3072,2048,2560,3072,2560,3584,3072,3072,3072,2560,3072,5120,2560,2560,2560,2560,2560,2560,2560,2560,3072,2560,2560,3584,3072,2560,2560,2560,5120,3072,2048,3072,1536,1536,2048,1536,1536,1536,1536,3072,2048,2048,2560,2560,2560,2560,2560,3072,2560,2048,2048,2560,1536,1024,2048,1536,1536,1536,2048,1536,2048,2048,1536,2048,1536,2048,1536,2560,2048,2560,2048,2560,2048,2048,1536,2048,1536,2048,1024,1536,2048,2048,2560,1536,1024,2048,2048,2048,2048,2048,2048,2560,1536,2560,1536,2048,2048,2048,2048,2048,2048,3072,1536,1536,1536,2560,1536,2048,1536,1536,1536,2048,2048,1536,1536,1536,2560,1536,2048,2048,3072,2560,1536,2560,1536,1536,1536,2560,1536,2560,1536,1024,1536,2048,1536,3072,2560,1536,2048,2048,2048,2048,,0.286673,20.4066,2333.91
sopt,0.3,0.999,20,241,9,3968,4800,3968,4480,4352,4800,4160,3968,3904,4224,4160,4480,5056,4224,4992,3520,4352,4672,4224,4672,4608,4544,4480,4224,4672,4800,4928,4480,4288,4608,4736,4608,4928,4480,4736,4480,4416,4608,4608,4608,4800,4224,4736,4416,4416,4160,3840,5568,4352,4736,4480,4544,4928,3968,4480,4032,4480,4608,4096,4224,3520,3136,4608,3904,4544,3648,4224,4480,3648,4736,4160,4224,5056,4608,4224,4672,4480,4288,4800,4480,4800,4032,4928,4736,4416,3904,3904,5440,4096,3904,3904,4096,4096,3648,3648,4224,4608,4160,3776,4864,4032,4160,3968,4224,3904,4288,4480,4672,4416,4032,4096,4288,4608,4480,4096,4160,4288,4928,4160,4544,5056,4736,4672,4416,3904,4992,4864,4096,4096,4608,4416,4608,3968,3840,4288,4480,4224,4544,3392,3264,3520,4416,4672,4672,3712,3584,2688,3968,3648,4352,4032,3328,4160,3648,4224,4928,3648,4352,3648,3648,4416,4288,4032,3968,4352,5248,3904,3968,4032,3904,3840,3904,3968,4416,4736,3904,4096,4544,3648,3840,3904,3904,4288,4288,3712,4224,4800,4160,3264,4544,4736,4288,4416,4352,4800,4672,4608,4032,4480,4288,6848,4288,3776,4096,4800,3584,4160,4032,3712,4352,4288,4352,3712,4416,4096,4608,3904,4160,4480,4224,4416,3584,5056,4224,4288,3840,4096,3840,4288,3904,3136,4096,4160,3584,4352,4416,5120,3136,4224,3904,3776,29.581,0.13574,0.225019,0.0148029
qdeim,0.3,0.999,20,241,9,1856,2368,1728,2048,2368,2304,2112,3136,2880,2816,2240,1920,2240,2752,2880,2176,3072,1856,1920,2944,2112,2432,2048,1664,1472,2496,2176,3200,2880,2304,3712,3392,2112,2560,2816,2304,2048,3136,2112,3200,2880,1856,2688,2048,2496,1728,2240,2368,2816,2880,2304,2688,2560,2432,1856,2240,2752,1792,2176,2496,3008,2880,2752,2624,2880,2944,2112,2560,2880,3648,3392,3712,3008,2560,1856,3264,2240,2176,2432,1920,1856,2432,1792,1792,2496,1792,2688,2048,2560,1728,2944,2112,2368,3456,2816,3584,2688,2432,1984,3456,2752,2624,3968,3136,3520,3520,2560,3712,2880,3712,4864,3072,4032,3392,3712,2240,2816,3776,2368,2752,2304,2240,4672,4096,2560,3648,2688,2816,3840,2816,2752,2112,2752,3264,2368,1792,2368,2112,2304,2304,2560,2688,2752,2752,2240,2816,2624,2624,2688,3200,2304,2112,2112,1728,2944,2816,1856,1984,2112,2944,1600,2112,2816,1856,2304,1920,3072,2112,2944,1856,2368,1280,1792,2304,2496,2432,1984,3136,1728,2624,2816,2688,2560,2944,2304,2816,2624,2560,2112,2688,2880,2496,1728,2496,2624,2752,2880,2624,2688,2624,2944,2368,2880,2688,2432,2880,2624,2688,1280,2240,2432,3328,2624,3008,2112,2880,2368,2304,2688,2816,2368,1344,2752,2496,2368,2176,3136,2560,2240,2496,2880,1792,2496,2496,3584,2624,2880,2240,2816,2944,1984,29.47,0.133798,3.17933,0.0232451
gnat,0.3,0.999,20,241,9,2176,2176,2624,2688,2240,2688,2688,2688,1728,1856,2688,2624,2624,1664,2176,2112,2240,2176,2176,2176,2816,2688,2624,2176,2112,3072,2176,2112,3648,2752,4736,2752,2240,1664,2752,2176,1664,3200,2624,1600,2176,2240,3136,2240,1600,2048,2752,2112,2688,2688,1664,2624,2112,2688,2112,1600,2176,2176,2624,3136,2240,2304,1792,1792,2624,2176,2240,2688,2176,2624,2688,3136,2624,2560,2112,2176,2240,2624,3072,1600,1728,2624,1600,1664,1728,1728,2240,1600,1600,1664,1792,2048,2048,2816,2112,2688,1280,3776,3392,3072,2112,2176,3136,2880,3648,3136,3072,3136,2688,3200,5248,2752,2752,2688,2752,2752,2688,2688,2688,3200,2816,2688,3904,3328,2816,3200,2688,5312,3200,2176,3200,1728,1664,2304,1664,1728,2240,1792,3520,2752,2304,2688,2688,2816,3136,2880,3136,2880,2304,2368,2688,1856,1344,2240,1728,1664,1792,2240,2112,2240,2048,1664,2240,1792,2240,1600,2624,2176,2752,2240,2688,2112,2112,1664,2112,2304,2176,1664,1664,2752,2176,2752,1664,1280,2176,2176,2240,2176,2240,2176,2624,1792,2176,1664,2176,2048,2112,2176,2240,2176,2880,1792,1664,1728,2752,1728,2624,1664,1728,1664,2112,2048,1728,1792,1728,2688,1664,2240,2240,3136,2688,1728,2752,1792,1792,1792,2688,1728,2624,1728,1216,1792,2176,1792,2688,2688,1728,2176,2240,2112,2176,,0.30003,22.1159,3.57202
