method,t,ef,ws,w,q,nqp,TT3,ErrX,ErrV,ErrE
sopt,0.1,0.9999,20,27,2,1152,1536,1728,1600,2112,1792,1536,1472,1408,1344,1280,1280,1344,1408,1472,1728,1344,1536,1280,1408,1216,1280,1216,1024,1280,1472,1408,2.39124,7.37062e-09,1.73447e-06,7.28277e-08
qdeim,0.1,0.9999,20,27,2,1408,1216,1536,1344,1792,1472,1600,1280,1408,1344,1216,1088,1344,1344,1280,1664,1216,1472,1024,960,960,1024,1024,1088,1344,1280,1472,2.21627,1.96864e-08,7.35726e-07,5.14309e-08
gnat,0.1,0.9999,20,27,2,1024,1216,1408,1344,1408,1664,1408,1280,1024,1344,1024,960,1344,1088,1280,1280,1088,1344,1024,1152,1024,960,1024,1088,1216,1152,1344,2.21287,1.15289e-08,2.68313e-07,6.82856e-08
sopt,0.1,0.9999,20,27,3,2048,2560,2688,2496,3392,2624,2624,2304,2176,2304,1856,1984,2176,2432,2496,2560,2112,2176,2304,2240,1856,1792,1856,1728,1984,2304,2176,2.86163,5.66541e-09,1.55416e-06,6.72315e-08
qdeim,0.1,0.9999,20,27,3,1984,1664,1920,1920,2432,1920,2304,1856,2240,1728,1984,1536,2112,1984,1792,2368,1664,2048,1472,1472,1472,1536,1472,1728,1984,1984,2304,3.04006,1.95684e-08,9.91104e-07,4.56169e-08
gnat,0.1,0.9999,20,27,3,1408,1600,1920,2112,2112,2432,1920,1792,1472,1984,1536,1472,1728,1600,1792,1792,1600,1984,1600,1728,1472,1344,1472,1536,1856,1536,1792,2.46238,1.1222e-08,4.39265e-07,7.18988e-08
sopt,0.1,0.9999,20,27,4,2816,3584,3648,3648,4544,3072,3584,3328,2880,3200,2624,2624,2880,3648,3648,3456,3072,2880,2880,3904,2432,2240,2432,2624,2752,3008,3136,3.12632,3.40494e-09,1.29656e-06,6.62079e-08
qdeim,0.1,0.9999,20,27,4,2240,2048,2560,2240,2944,2560,2880,2304,2432,1920,2624,1856,2816,2432,2240,3072,2176,2560,1856,1728,1920,1920,1984,2368,2816,2752,3008,2.99288,1.8799e-08,1.14842e-06,4.61622e-08
gnat,0.1,0.9999,20,27,4,1920,2112,2432,2688,2688,3072,2432,2304,1920,2496,1984,1920,2240,1984,2240,2368,1984,2560,2048,2176,1792,1600,1856,1856,2432,1984,2304,2.83483,1.06738e-08,4.45433e-07,7.01965e-08
sopt,0.1,0.9999,20,27,5,3456,4736,4160,4736,5760,4032,4288,4480,3648,4288,3456,3456,3328,4096,4544,4416,4288,4160,4032,4928,3072,2752,3072,3968,3520,3904,3840,4.02061,3.7798e-09,1.03415e-06,6.42778e-08
qdeim,0.1,0.9999,20,27,5,2432,2368,3072,2496,3264,3200,3264,2816,2816,1920,2880,2240,3456,2688,2496,3712,2752,3136,2368,1920,2432,2304,2496,2944,3520,3392,3712,3.28862,1.81938e-08,1.29179e-06,4.60407e-08
gnat,0.1,0.9999,20,27,5,2304,2496,2944,3200,3392,3712,3008,2624,2368,2944,2432,2176,2688,2368,2752,2880,2432,3136,2496,2624,2176,1856,2176,2240,2816,2496,2816,3.5036,7.86268e-09,4.24485e-07,6.73235e-08
sopt,0.1,0.9999,20,27,6,3968,5312,5312,5760,7168,5568,5504,5184,4416,5312,4288,4736,3776,4800,5312,5312,5120,4928,5120,5760,3712,3328,3648,4224,4032,5056,5056,4.51047,3.16275e-09,1.1177e-06,6.40852e-08
qdeim,0.1,0.9999,20,27,6,2560,2688,3392,2752,3584,3584,3648,3328,3008,2112,3072,2752,3840,3072,2944,4224,3008,3648,2944,2112,2880,2752,2944,3456,4160,3712,4352,3.4418,1.75062e-08,1.37475e-06,4.56827e-08
gnat,0.1,0.9999,20,27,6,2688,2880,3328,3776,3968,4288,3648,2944,2816,3328,2816,2560,3264,2816,3200,3264,2816,3712,2880,2944,2432,2112,2496,2560,3456,2880,3200,3.23517,7.04742e-09,4.22516e-07,6.83719e-08
sopt,0.1,0.9999,20,27,7,4608,5888,6912,6464,8448,6784,6272,6272,5120,6144,5056,5440,4160,5248,6080,6528,6016,6080,6144,6784,4288,3904,4608,4800,4608,6016,5824,5.15329,1.17758e-08,1.48229e-07,8.02774e-08
qdeim,0.1,0.9999,20,27,7,3008,3264,3904,3136,4096,4160,4288,3712,3008,2240,3520,3264,4352,3648,3520,4736,3456,4352,3520,2304,3392,3328,3456,3968,4736,4352,4928,3.66618,1.75101e-08,1.11612e-06,4.6335e-08
