method,t,ef,ws,w,q,nqp,TT3,ErrX,ErrV,ErrE
sopt,0.5,0.99,100,72,9,4352,5760,5888,6592,5312,6272,5952,5760,6336,5952,5760,5952,6912,5632,5568,6208,5376,6400,5696,6272,5312,6208,5760,6336,6400,6592,5632,6208,5120,5696,5056,6400,5248,6720,6592,6272,6528,6208,4224,6528,6848,6656,6400,6912,7168,6592,7360,6784,5760,6144,7296,5760,6912,6464,5632,5056,5824,5888,5696,5760,6080,4288,4608,5056,5760,5568,4992,5440,6272,6080,5568,6208,,0.279388,70.8001,533.514
qdeim,0.5,0.99,100,72,9,1792,3648,2496,3264,2880,2368,1920,2432,2560,2048,2304,2880,2880,4736,2944,4096,3712,2880,3648,3008,2112,3712,3072,3712,3456,3456,2496,3840,3136,3968,3264,3264,2752,4096,3584,3008,4672,3456,3840,4928,2624,4032,3648,3904,4992,4160,3712,2752,3968,3264,3712,3840,4416,4224,3520,4096,4224,3648,4480,4736,4096,3520,3840,4288,4864,4480,4032,4544,4160,4032,3776,3264,42.2076,1.13512e-05,0.0018076,0.000208383
gnat,0.5,0.99,100,72,9,2304,3712,2752,3776,3328,2816,3264,2176,3264,3200,3264,2240,3328,3264,3840,3840,3776,2816,3200,3200,2816,2816,2688,3776,3776,3776,3392,3712,2880,3200,3712,3392,3200,3648,2816,3840,3008,3520,3776,5184,3328,2880,2368,2688,4224,4672,2816,2752,3904,3264,3136,2816,3904,3776,3840,3968,3520,4160,4928,4544,3648,4032,4352,3264,3712,3840,4352,4224,3776,4480,3712,3584,41.2149,0.00249865,0.283171,0.0281452
sopt,0.5,0.999,100,72,2,1344,1408,1152,2048,1408,1664,1216,1472,1344,1344,1600,1600,1344,1920,1728,1792,1472,1344,1344,1664,1728,1792,1280,1472,1856,1600,1536,1728,1536,1856,1600,1728,1600,2432,1472,1728,1920,1600,1856,2048,1984,1664,2112,1664,1920,1984,2240,1984,2304,2624,1984,2112,2368,2240,1984,1728,2304,1984,2368,1920,2752,2240,1984,2240,2496,1920,2176,1856,1600,1664,1728,1856,26.3529,2.14926e-05,0.219727,0.00887803
qdeim,0.5,0.999,100,72,2,896,960,1344,1728,1152,1216,1280,1216,1344,1344,2304,1664,1536,1856,1472,1792,1344,1344,1408,1600,1152,1984,1152,1728,1664,1216,1536,1728,1536,1344,1536,2368,1600,1216,1856,2048,1792,1280,1984,1984,1664,1280,1792,1728,1984,1664,1664,1728,3136,1920,2432,2112,2304,2176,1920,2560,2688,1792,2304,1856,2048,1984,2048,2304,2176,1664,1792,2048,1856,1600,1472,1664,26.962,1.40731e-05,0.0044365,0.000348538
gnat,0.5,0.999,100,72,2,1152,1472,1088,1344,1344,1280,1344,1344,1152,1152,1536,768,1088,1088,1600,1856,1600,1152,1472,1344,1216,1536,1408,1408,1856,1152,1216,1472,1152,1472,1536,1728,1408,1536,1280,1728,1792,1280,1728,1856,1536,1408,1280,1472,1984,2240,1664,1408,1600,1792,1920,1664,1664,1856,1792,2048,2048,1664,1856,1856,2304,2496,1792,1792,2176,1600,1728,1728,1472,1536,1408,1600,25.7307,0.00118486,0.193045,0.0111224
sopt,0.5,0.999,100,72,3,1792,1920,1984,2944,2176,2944,1536,2496,1984,2048,2112,2048,1792,2496,2816,2688,1984,2112,2048,2368,2240,2560,1792,2368,2560,2368,2176,2432,2112,2752,2240,2560,2176,3264,1920,2304,2880,2112,2944,2304,2752,2368,3200,2432,3008,2624,2944,2688,3840,3712,2944,2944,3264,3072,3008,2880,3136,2816,3328,3328,3712,3264,3008,3264,3584,2880,3456,2816,2432,2560,2688,2752,32.3625,1.55454e-05,0.125528,0.00617322
qdeim,0.5,0.999,100,72,3,1216,1344,1664,2368,1536,1920,1792,1664,2048,1792,4416,2432,2432,2880,1920,2304,2176,1920,1984,2176,1728,2816,1600,2496,2304,2048,2240,2496,2048,1984,2112,3840,2560,1728,2624,2816,2304,1984,2560,2752,2432,2048,2496,2496,3008,2496,2240,2304,3904,2368,3840,3392,3456,3136,2880,3840,3776,2624,3392,3008,3584,2624,2880,3584,3072,2752,2880,2880,2560,2368,2368,2496,33.2722,1.22687e-05,0.00351605,0.000126891
gnat,0.5,0.999,100,72,3,1600,2240,1408,1856,1792,1728,1920,2048,1664,1600,1920,1152,1664,1664,2048,2496,2240,1792,2048,1984,1728,2048,1856,1856,2368,1920,1728,2240,1664,2304,2176,2112,2176,2176,1792,2496,2496,1792,2176,2624,1984,1856,1664,2048,2752,3008,2432,1984,2368,2752,3008,2240,2432,2624,2496,2752,2816,2240,2816,2816,3200,3392,2560,2432,3200,2368,2560,2496,2176,2368,2112,2304,30.3141,0.00106888,0.195616,0.0108025
sopt,0.5,0.999,100,72,4,2432,2560,2624,4160,2880,3648,2240,3392,2496,2624,2688,2624,2240,3584,3456,3520,2496,2816,2432,2816,2688,3136,2432,2560,3008,2880,2368,3072,2432,3456,2816,3456,2880,3776,2688,2752,3520,3008,3776,2880,3968,3072,3904,3072,3776,3456,3520,3328,4416,4928,3840,4096,4288,3968,4160,3648,4480,3456,4416,4736,4416,4160,3840,4288,4928,4096,4416,3712,3456,3584,3456,3648,39.2284,1.39537e-05,0.0287791,0.00163037
qdeim,0.5,0.999,100,72,4,1408,1536,2048,2624,1792,2432,2112,1920,2880,2368,4800,3072,2880,3072,2048,2624,2560,2368,2560,2560,2112,4096,1792,2944,2624,2432,2432,3072,2560,2496,2496,4416,2752,2496,3392,3456,3072,2880,2752,3648,2624,2240,3072,3456,3904,2624,2560,2944,4672,3008,4608,4864,4224,3968,3904,4480,4544,3712,4480,4352,4480,3136,3776,4288,3776,3456,3776,3584,3328,3008,3136,3328,37.9989,5.2441e-06,0.00094228,9.04639e-05
gnat,0.5,0.999,100,72,4,1856,2688,1792,2304,2112,2176,2304,2560,1984,1920,2368,1472,2176,1984,2688,3008,2688,2176,2688,2432,2048,2624,2112,2304,2880,2432,2176,2944,2240,2816,2816,2432,2624,2688,2304,3072,3136,2304,2880,3328,2560,2176,1984,2496,3008,3520,2944,2304,2752,3264,3776,2496,3136,3200,3072,3200,3584,2880,3648,3712,4032,4416,3200,3008,3776,3072,3264,3200,2816,3008,2688,2816,34.7226,0.00103213,0.211273,0.0111854
sopt,0.5,0.999,100,72,5,3136,3200,3520,4928,3136,4224,2752,3904,2752,2880,3072,3456,2880,4160,4288,4160,3136,3200,2816,3264,3008,3520,3072,3072,3392,3264,2816,3584,2880,3904,3456,4288,3200,4608,3520,3072,4160,3520,4416,3456,4800,3776,4928,3712,5056,4352,4032,3968,5312,5504,4928,4992,5568,4800,5184,4608,5440,4416,6016,5952,5440,4864,4736,4864,5952,5248,5376,4608,4352,4288,4352,4352,45.6564,4.54834e-06,0.0282024,0.00152025
qdeim,0.5,0.999,100,72,5,1472,1856,2304,2688,1792,2752,2368,1984,3008,2688,5376,3392,3392,3200,2368,2816,2816,2816,2816,2752,2624,4608,2112,3328,2880,2752,2560,3328,2944,2944,2880,4928,2880,2816,3904,3904,3776,3840,3136,3968,2816,2624,3584,3840,4992,2752,3136,4160,5760,3520,5120,5696,4928,4736,4224,5504,6400,5056,5568,4928,5312,3840,4352,4864,4544,4416,4736,4224,3904,3712,3648,3776,44.0641,7.10071e-07,0.000158941,2.16567e-05
gnat,0.5,0.999,100,72,5,2176,3072,1920,2624,2304,2432,2624,2944,2240,2304,2688,1664,2560,2240,3136,3392,3136,2624,3136,2752,2368,3008,2432,2688,3264,2944,2496,3392,2688,3200,3392,2944,2944,3136,2688,3520,3776,2624,3264,3968,3072,2496,2240,2816,3328,4096,3456,2624,3072,3712,4544,2880,3712,3776,3648,3712,4224,3328,4224,4608,4928,5248,3968,3328,4416,3712,4096,3712,3456,3648,3328,3392,37.1168,0.000944791,0.218081,0.0107154
sopt,0.5,0.999,100,72,6,3456,3776,4096,5760,3136,4736,3456,4224,3008,3328,3520,4032,3712,4736,4864,4864,3712,3648,3392,3584,3520,3904,3456,3584,3712,3584,3264,4160,3520,4352,4736,4992,3584,5568,4288,3648,4544,4032,4736,3968,5568,4416,5696,4608,6144,5184,4480,4864,5760,6080,6144,6208,6784,5696,5952,5504,6336,5824,7040,6592,6272,5504,5376,5952,7040,6208,6272,5504,5376,5312,5248,4992,50.8192,1.28654e-05,0.0349263,0.00191436
qdeim,0.5,0.999,100,72,6,1728,2368,2688,2816,1920,3008,2688,2240,3072,3008,5504,4480,3776,3456,2624,2944,3328,3200,3200,3008,3136,5120,2112,3776,3328,2880,2560,4096,3392,3584,3136,5440,3072,3264,4224,4544,4480,4288,3520,4416,3008,3264,3904,4352,5760,3200,3520,5184,6144,3904,5632,6656,5568,5504,4928,6464,7552,5632,6656,5312,5888,4544,5632,5824,5248,5184,5376,4864,4608,4480,4096,4224,46.3842,7.31554e-07,0.000297492,2.32153e-05
gnat,0.5,0.999,100,72,6,2560,3328,2112,2944,2624,2624,2944,3328,2496,2560,2944,1792,2944,2560,3456,3840,3456,3008,3520,3136,2560,3328,2624,2944,3840,3328,2944,3776,2944,3584,3584,3200,3136,3456,3072,3904,4224,2944,3584,4352,3392,2688,2560,3072,3712,4544,3840,3008,3456,4160,5120,3136,4160,4096,3904,4288,4736,3712,4800,5568,5824,6144,4672,3712,5120,4352,4800,4160,3968,4224,3840,4096,41.4706,0.000900938,0.227828,0.0118609
sopt,0.5,0.999,100,72,7,3968,4160,4736,6208,3584,4992,3840,4608,3392,3712,4096,4544,4288,5376,5632,5184,4352,3712,3712,3904,3904,4224,4160,4096,4160,3840,3648,4544,3968,5120,5632,5568,3904,6208,4544,4224,4928,4480,5184,4480,6400,4608,6208,5504,7232,6336,5248,5632,6656,6784,7296,7104,7552,7104,6848,6784,7040,6912,7808,7808,6976,6016,6144,6912,7744,7360,7296,6592,6464,6208,6016,6208,56.885,5.3488e-06,0.00666756,0.000344548
qdeim,0.5,0.999,100,72,7,1728,2560,3008,3072,2048,3200,3008,2368,3136,3200,5504,5120,4288,3840,2816,2944,3520,3840,3392,3072,3648,5504,2240,4288,3904,3136,2624,4352,3840,4096,3328,5952,3328,3584,4800,5184,5632,4544,4032,4864,3136,3712,4032,4672,6144,3456,3520,5376,6848,4352,6656,7360,6464,5952,5568,7360,8384,6656,7232,5952,6720,5056,6144,6592,6144,5632,6144,5440,5248,4928,4480,4544,51.1608,5.83136e-06,0.00316124,0.000305426
gnat,0.5,0.999,100,72,7,2816,3776,2304,3264,2816,2816,3264,3712,2816,2816,3264,1920,3264,2816,3840,4288,3712,3328,3776,3328,2816,3776,2816,3328,4288,3712,3264,4160,3264,3840,3904,3328,3392,3840,3328,4288,4672,3264,3840,4736,3840,2944,2816,3328,3904,4800,4288,3328,3776,4736,5696,3392,4672,4352,4224,4672,5248,4224,5632,6400,6464,6976,5184,4224,5696,5056,5504,4672,4608,4672,4288,4672,42.9746,0.000880428,0.229109,0.0120147
sopt,0.5,0.999,100,72,8,4352,4672,5120,6784,3968,5440,4416,5056,3776,4224,4416,4864,4928,5888,6208,5568,4992,3904,4288,4480,4224,4608,4928,4352,4480,4352,4096,4992,4608,5760,6080,6080,4288,6784,5120,4672,5504,4864,5568,4928,7360,4992,6784,6400,7936,7104,6080,6080,7296,7488,8384,7808,8576,8832,7936,7488,7936,7872,8768,8704,7744,6656,6912,8064,8832,9152,8768,7168,7616,6976,7168,7424,58.6779,4.29956e-06,0.00318366,0.000143402
qdeim,0.5,0.999,100,72,8,1920,2624,3072,3200,2368,3328,3392,2432,3264,3392,5504,5440,4608,4352,3136,3392,3584,4160,3712,3200,4160,6208,2496,5184,4032,3456,2752,4736,4288,4928,3328,6208,3584,3712,5376,5696,6848,4928,4224,5440,3456,3968,4672,4864,6208,3712,3776,5632,7296,5056,7104,8320,7104,6272,6144,8000,8640,7168,7872,6720,8000,5696,6848,6976,6720,6400,6656,6080,6080,5440,5248,4736,52.2108,1.2072e-06,0.000427145,1.1792e-05
gnat,0.5,0.999,100,72,8,3072,4096,2560,3584,3072,3072,3584,4096,3072,3072,3584,2048,3584,3072,4096,4608,4096,3584,4096,3584,3072,4096,3072,3584,4608,4096,3584,4608,3584,4096,4096,3584,3584,4096,3584,4608,5120,3584,4096,5120,4096,3072,3072,3584,4096,5120,4608,3584,4096,5120,6144,3584,5120,4608,4608,5120,5632,4608,6144,7168,7168,7680,5632,4608,6144,5632,6144,5120,5120,5120,4608,5120,45.2462,0.000859162,0.23026,0.0121747
sopt,0.5,0.999,100,72,9,4928,5056,5568,7104,4352,5760,4928,5312,4032,4672,4992,5120,5632,6336,6528,6208,5376,4224,5248,4992,4544,4992,5632,4864,4608,4544,4608,5568,5440,6400,6656,7232,4800,7488,6080,4928,6016,5376,5952,5376,8000,5440,7488,7040,8832,7744,6656,6720,8128,8064,10240,8896,9536,10624,9152,8256,8448,9408,9792,9728,8960,7488,7808,9152,10112,10048,9664,8256,8640,8448,8064,8640,63.357,5.05187e-06,0.00323074,0.00017659
qdeim,0.5,0.999,100,72,9,1920,2816,3072,3200,2432,3648,3456,2560,3328,3712,5504,5760,4992,4928,3648,3392,3840,4352,3904,3392,4480,6464,2752,6272,4672,3776,3008,4992,4544,5568,3328,6784,3648,3712,6592,5760,7488,5248,4672,5760,3648,4096,5248,4992,6272,4224,3968,5888,7424,5632,7232,8512,7296,6912,6272,8576,9216,7232,8320,7360,8768,6400,7296,7488,7680,6976,7232,7104,6784,5824,5760,5120,51.8966,3.69234e-06,0.000367725,3.31204e-05
gnat,0.5,0.999,100,72,9,3328,4224,2752,3776,3328,3328,3776,3776,3392,3200,3776,2496,3904,3264,4224,4864,4416,3904,4224,3712,3200,4288,3200,3776,4736,4224,3904,4736,3840,3840,4160,3776,3776,4160,5312,4352,5568,3840,4800,5184,4416,3456,3392,3840,4288,5120,4736,3648,4480,5312,6272,4224,5440,4800,4864,5824,6208,5248,6336,7744,6912,7936,7104,5376,6208,5056,6016,5760,5376,5568,5248,5824,46.1398,6.89684e-06,0.00230486,0.00013526
