window,t,ws,w,q,nqp,TT1,TT2,TT3,TT4,ErrX,ErrV,ErrE
sopt,0.5,20,10,1,2.14979,4.53e+00,8.68889e-05,0.00236505,0.00205273
clssopt,0.5,20,10,1,1.93355,4.52e+00,4.71901e-05,0.00156268,0.000282125
qdeim,0.5,20,10,1,1.87693,4.50e+00,0.000990088,0.0333876,0.00559405
precls,0.5,20,10,1,1.83596,4.58e+00,3.5048e-05,0.00131054,0.000829734
sopt,0.5,20,10,2,1.98654,4.55e+00,6.5817e-05,0.00179324,0.0012501
clssopt,0.5,20,10,2,2.01169,4.59e+00,3.21241e-05,0.00108964,0.000227645
qdeim,0.5,20,10,2,1.76737,4.43e+00,0.000990088,0.0333876,0.00559405
precls,0.5,20,10,2,2.0722,4.47e+00,3.20387e-05,0.00129664,0.000687425
sopt,0.5,20,10,3,1.89502,4.47e+00,4.9426e-05,0.00169098,0.000722429
clssopt,0.5,20,10,3,2.02288,4.47e+00,2.80553e-05,0.00105063,0.000238584
qdeim,0.5,20,10,3,1.82526,4.44e+00,0.000990088,0.0333876,0.00559405
precls,0.5,20,10,3,2.09475,4.54e+00,3.08064e-05,0.00125244,0.000642685
sopt,0.5,20,10,4,2.17556,4.48e+00,2.78057e-05,0.00106517,0.000411904
clssopt,0.5,20,10,4,1.8721,4.42e+00,2.47814e-05,0.000934837,0.000225462
qdeim,0.5,20,10,4,2.17894,5.05e+00,3.74496e-06,0.00054704,0.000725537
precls,0.5,20,10,4,2.15895,4.48e+00,3.20493e-05,0.00138472,0.000610676
sopt,0.5,20,10,5,2.10389,4.55e+00,4.06737e-05,0.00166648,0.000332385
clssopt,0.5,20,10,5,2.1609,4.54e+00,2.59377e-05,0.000928929,0.000157691
qdeim,0.5,20,10,5,2.49904,4.47e+00,9.09263e-06,0.000408195,0.00033526
precls,0.5,20,10,5,2.10884,4.50e+00,3.1596e-05,0.00132842,0.0006452
sopt,0.5,20,10,6,2.08208,4.54e+00,3.43011e-05,0.00142338,0.000252094
clssopt,0.5,20,10,6,2.30448,4.54e+00,2.60721e-05,0.000947897,0.000160594
qdeim,0.5,20,10,6,1.85714,4.62e+00,1.10185e-05,0.000481142,0.000324442
precls,0.5,20,10,6,1.91352,4.30e+00,3.05246e-05,0.00125574,0.000642814
sopt,0.5,20,10,7,2.25621,4.65e+00,2.83075e-05,0.00122209,0.000175221
clssopt,0.5,20,10,7,2.335,4.44e+00,2.72481e-05,0.000990843,0.000147943
qdeim,0.5,20,10,7,1.85601,4.44e+00,1.80379e-05,0.000868985,0.000472655
precls,0.5,20,10,7,2.0651,4.39e+00,2.90636e-05,0.00123889,0.000601669
sopt,0.5,20,10,8,2.16578,4.52e+00,2.4746e-05,0.00110331,0.000210325
clssopt,0.5,20,10,8,2.51168,4.49e+00,2.66567e-05,0.000979128,0.000131218
qdeim,0.5,20,10,8,2.20302,4.52e+00,1.84343e-05,0.000857953,0.000381943
precls,0.5,20,10,8,2.28198,4.56e+00,2.86741e-05,0.00124763,0.000591298
sopt,0.5,20,10,9,2.29228,4.55e+00,3.07823e-05,0.00133885,0.000352443
clssopt,0.5,20,10,9,2.48749,4.55e+00,2.55655e-05,0.00092957,0.000146203
qdeim,0.5,20,10,9,2.09658,4.60e+00,2.07341e-05,0.00099207,0.000475405
precls,0.5,20,10,9,2.69848,4.51e+00,3.13833e-05,0.0014324,0.000565785
sopt,0.5,20,10,10,2.19096,4.47e+00,3.29004e-05,0.0013346,0.000337289
clssopt,0.5,20,10,10,2.42113,4.45e+00,2.64809e-05,0.00096284,0.0001515
qdeim,0.5,20,10,10,2.32697,4.64e+00,2.31153e-05,0.00120219,0.000446929
precls,0.5,20,10,10,2.49055,4.54e+00,3.21558e-05,0.0015174,0.000568601
sopt,0.5,30,7,1,1.53451,4.17e+00,2.10875e-05,0.00202064,0.00152069
clssopt,0.5,30,7,1,1.41315,4.18e+00,0.000990088,0.0333876,0.00559405
qdeim,0.5,30,7,1,1.48225,4.13e+00,2.98772e-05,0.00116153,0.000360831
precls,0.5,30,7,1,1.6019,4.28e+00,1.67942e-05,0.0019567,0.00187596
sopt,0.5,30,7,2,1.51846,4.10e+00,1.58415e-05,0.0029914,0.00119273
clssopt,0.5,30,7,2,1.62901,4.15e+00,0.000990088,0.0333876,0.00559405
qdeim,0.5,30,7,2,1.85924,4.18e+00,4.04464e-05,0.00143494,0.000429852
precls,0.5,30,7,2,1.63798,4.20e+00,2.2094e-05,0.00191128,0.00186699
sopt,0.5,30,7,3,1.77646,4.19e+00,1.15785e-05,0.00136792,0.00067127
clssopt,0.5,30,7,3,1.51024,4.18e+00,0.000990088,0.0333876,0.00559405
qdeim,0.5,30,7,3,1.61464,4.25e+00,4.38635e-05,0.00152229,0.000466222
precls,0.5,30,7,3,1.53271,4.14e+00,1.89961e-05,0.000955619,0.00184241
sopt,0.5,30,7,4,1.54365,4.04e+00,2.77036e-05,0.00185696,0.000871047
clssopt,0.5,30,7,4,1.48626,4.15e+00,0.000990088,0.0333876,0.00559405
qdeim,0.5,30,7,4,1.64441,4.28e+00,4.57771e-05,0.00159351,0.000507445
precls,0.5,30,7,4,1.81933,4.21e+00,1.97958e-05,0.000730487,0.00176874
sopt,0.5,30,7,5,1.66294,4.08e+00,2.99173e-05,0.00187471,0.000888795
clssopt,0.5,30,7,5,1.48897,4.16e+00,0.000990088,0.0333876,0.00559405
qdeim,0.5,30,7,5,1.77975,4.19e+00,4.77021e-05,0.00159745,0.000581625
precls,0.5,30,7,5,1.74646,4.14e+00,1.81071e-05,0.000623782,0.00143235
sopt,0.5,30,7,6,1.80894,4.23e+00,6.52675e-06,0.000599569,0.000292044
clssopt,0.5,30,7,6,1.54295,4.19e+00,0.000990088,0.0333876,0.00559405
qdeim,0.5,30,7,6,1.68438,4.17e+00,4.13369e-05,0.00137495,0.000544763
precls,0.5,30,7,6,1.85306,4.21e+00,2.20628e-05,0.0005272,0.00118277
sopt,0.5,30,7,7,1.86529,4.21e+00,1.18332e-05,0.00130153,0.000712454
clssopt,0.5,30,7,7,1.58774,4.15e+00,0.000990088,0.0333876,0.00559405
qdeim,0.5,30,7,7,1.57657,4.15e+00,8.55484e-05,0.00276679,0.00109447
precls,0.5,30,7,7,1.83153,4.18e+00,2.50542e-05,0.000499885,0.00119332
sopt,0.5,30,7,8,1.75395,4.14e+00,1.2351e-05,0.00100842,0.000551458
clssopt,0.5,30,7,8,1.35359,4.02e+00,0.000990088,0.0333876,0.00559405
qdeim,0.5,30,7,8,1.7738,4.22e+00,4.44419e-05,0.00152646,0.000779106
precls,0.5,30,7,8,1.76635,4.12e+00,2.56416e-05,0.000463698,0.00122419
sopt,0.5,30,7,9,2.02518,4.25e+00,8.13595e-06,0.00086499,0.000476484
clssopt,0.5,30,7,9,1.55799,4.10e+00,0.000990088,0.0333876,0.00559405
qdeim,0.5,30,7,9,1.73926,4.11e+00,3.54175e-05,0.00131286,0.000735302
precls,0.5,30,7,9,1.84867,4.10e+00,2.53265e-05,0.000380309,0.00132849
sopt,0.5,30,7,10,2.07823,4.17e+00,2.71319e-06,0.000585613,0.000424629
clssopt,0.5,30,7,10,1.49822,4.11e+00,0.000990088,0.0333876,0.00559405
qdeim,0.5,30,7,10,1.89112,4.16e+00,8.4871e-05,0.00295609,0.0014896
precls,0.5,30,7,10,2.03958,4.21e+00,2.46714e-05,0.000250701,0.00139558
sopt,0.5,40,5,1,1.4278,4.00e+00,7.97569e-06,0.000544457,0.000380898
clssopt,0.5,40,5,1,1.4014,4.03e+00,4.23784e-05,0.00225592,0.00127468
qdeim,0.5,40,5,1,1.14418,3.91e+00,2.37574e-05,0.00129352,0.00160345
precls,0.5,40,5,1,1.49192,3.97e+00,3.39592e-05,0.00184731,0.00225486
sopt,0.5,40,5,2,1.27468,3.90e+00,1.62744e-05,0.00122407,0.000307389
clssopt,0.5,40,5,2,1.44031,3.92e+00,4.81448e-05,0.00442498,0.00196848
qdeim,0.5,40,5,2,1.3585,4.00e+00,2.40437e-05,0.000759707,0.00160221
precls,0.5,40,5,2,1.47334,3.94e+00,3.62041e-05,0.00186484,0.00213243
sopt,0.5,40,5,3,1.46916,3.95e+00,6.95882e-06,0.000776384,0.000363856
clssopt,0.5,40,5,3,1.51948,3.93e+00,5.99641e-05,0.00543033,0.00239613
