method,t,n,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clsqdeim,0.1,3,6,9,9,25,3.031857,4.209027,0.285093,2.35336e-05,0.0196585,0.00382774
clsgnat,0.1,3,6,9,9,25,8.454677,16.300758,0.177405,0.00127634,,
dopt,0.1,3,6,9,9,25,3.196326,3.502645,0.198715,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,25,5.999123,4.513306,0.299282,1.37651e-05,0.0101748,0.00142655
gnat,0.1,3,6,9,9,25,5.069008,5.941111,0.294881,1.87557e-05,0.00902547,0.00133115
clsdopt,0.1,3,6,9,9,30,3.382023,3.462195,0.160102,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,30,31.793818,247.214763,0.299762,2.34817e-05,0.0202521,0.0045535
clsgnat,0.1,3,6,9,9,30,7.275493,12.874717,0.18273,0.00127634,,
dopt,0.1,3,6,9,9,30,4.440115,3.268648,0.154628,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,30,8.877701,325.717316,0.322264,2.87895e-05,0.0192829,0.00282328
gnat,0.1,3,6,9,9,30,5.263470,9.743176,0.32093,1.85747e-05,0.0089869,0.00133612
clsdopt,0.1,3,6,9,9,35,3.258050,2.849525,0.165089,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,35,8.391965,3.959616,0.333938,2.43139e-05,0.0203616,0.0045567
clsgnat,0.1,3,6,9,9,35,9.195931,10.025232,0.171526,0.00127634,,
dopt,0.1,3,6,9,9,35,4.425785,8.108989,0.16641,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,35,8.673552,5.004008,0.34241,2.85452e-05,0.0191559,0.00281004
gnat,0.1,3,6,9,9,35,3.924432,5.735846,0.338586,3.51186e-05,0.019847,0.00262239
clsdopt,0.1,3,6,9,9,40,3.641561,2.040651,1.62749,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,40,8.078828,4.098748,0.428591,2.59674e-05,0.0210058,0.0046504
clsgnat,0.1,3,6,9,9,40,7.898331,5.356825,0.191506,0.00127634,,
dopt,0.1,3,6,9,9,40,4.159059,4.698322,0.178911,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,40,5.848595,5.827692,0.358141,2.83578e-05,0.0190079,0.00279874
gnat,0.1,3,6,9,9,40,4.289337,3.710038,0.357255,3.44269e-05,0.0186987,0.00257412
clsdopt,0.1,3,6,9,9,45,3.191171,2.206095,0.186467,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,45,668.060131,263.436521,0.322288,2.623e-05,0.0211185,0.00464938
clsgnat,0.1,3,6,9,9,45,1513.185650,9.297127,0.206361,0.00127634,,
dopt,0.1,3,6,9,9,45,4.346849,11.385564,0.193154,0.00127361,0.997145,0.0410346
qdeim,0.1,3,6,9,9,45,614.396695,3493.267563,0.377748,2.82033e-05,0.0188778,0.00279028
gnat,0.1,3,6,9,9,45,4.103773,13.772784,0.383612,2.9173e-05,0.0175723,0.00216802
clsdopt,0.1,3,6,9,9,50,2.604227,2.108064,0.192671,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,50,18.709821,8.472801,0.339532,2.74358e-05,0.0221727,0.0051217
clsgnat,0.1,3,6,9,9,50,9.535149,4.820591,0.25884,0.00127634,,
dopt,0.1,3,6,9,9,50,4.215240,15.939630,0.207313,0.00127361,0.997145,0.0410346
qdeim,0.1,3,6,9,9,50,7.422036,6.181072,0.37599,2.81863e-05,0.018816,0.00278379
gnat,0.1,3,6,9,9,50,4.169594,4.548127,0.400641,2.6284e-05,0.0160367,0.00203866
clsdopt,0.1,3,6,9,9,55,3.376023,2.799144,0.200796,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,55,5.821675,8.627859,0.350379,2.70887e-05,0.0217247,0.00503259
clsgnat,0.1,3,6,9,9,55,8.510232,5.675070,0.248388,0.00127634,,
dopt,0.1,3,6,9,9,55,4.416478,7.758143,0.216355,0.00127361,0.997145,0.0410346
qdeim,0.1,3,6,9,9,55,6.989622,5.622418,0.372155,2.87669e-05,0.0190697,0.0028245
gnat,0.1,3,6,9,9,55,3.675289,4.719304,0.417837,2.56326e-05,0.0162473,0.00194831
clsdopt,0.1,3,6,9,9,60,2.574642,1.963288,0.209476,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,60,10.121502,10.612152,0.36249,2.64038e-05,0.0214687,0.00502091
clsgnat,0.1,3,6,9,9,60,7.881504,4.893578,0.290936,0.00127634,,
dopt,0.1,3,6,9,9,60,3.925432,10.199557,0.229146,0.00127361,0.997145,0.0410346
qdeim,0.1,3,6,9,9,60,12.381479,7637.791129,0.371587,3.00543e-05,0.0197031,0.00291994
gnat,0.1,3,6,9,9,60,3.841314,4.460943,0.439427,2.32461e-05,0.0148784,0.00182083
clsdopt,0.1,3,6,9,9,65,3.209716,2.068240,0.223305,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,65,11.679692,4.248975,0.370224,2.70501e-05,0.0221833,0.00522125
clsgnat,0.1,3,6,9,9,65,11.453620,4.878448,0.313641,0.00127634,,
dopt,0.1,3,6,9,9,65,3.543915,13.147687,0.243398,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,65,9.082635,5.367081,0.380252,3.23588e-05,0.0207907,0.0030965
gnat,0.1,3,6,9,9,65,3.340640,4.751661,0.457647,2.2599e-05,0.014819,0.00177737
clsdopt,0.1,3,6,9,9,70,2.424871,3.103175,0.235148,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,70,10.477754,4.856469,0.381312,2.69069e-05,0.0223586,0.005146
clsgnat,0.1,3,6,9,9,70,9.682223,4.308518,0.273006,0.00127634,,
dopt,0.1,3,6,9,9,70,3.447609,9.123571,0.242705,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,70,8.743611,5.320836,0.369673,3.59876e-05,0.0226205,0.00339095
gnat,0.1,3,6,9,9,70,2.826614,3.008690,0.479567,2.81083e-05,0.0114731,0.00271629
clsdopt,0.1,3,6,9,9,75,2.034910,12.938087,0.236725,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,75,15.922687,281.357743,0.427998,4.64315e-05,0.0253874,0.00918305
clsgnat,0.1,3,6,9,9,75,6.457858,4.859693,0.352694,0.00127634,,
dopt,0.1,3,6,9,9,75,3.323189,8.084036,0.250937,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,75,9.345875,4440.959236,0.3772,3.59846e-05,0.0226081,0.00338578
gnat,0.1,3,6,9,9,75,2.835220,2.940171,0.487489,2.72079e-05,0.0111278,0.00260538
clsdopt,0.1,3,6,9,9,80,2.266422,10.523206,0.248576,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,80,5.494141,3.782522,0.445601,3.14894e-05,0.0185945,0.00589809
clsgnat,0.1,3,6,9,9,80,12.141376,4.178078,0.335832,0.00127634,,
dopt,0.1,3,6,9,9,80,3.707294,9.984173,0.252672,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,80,7.166550,6.078577,0.379375,3.59773e-05,0.0225929,0.00338406
gnat,0.1,3,6,9,9,80,3.113614,2.619964,0.448497,5.47957e-05,0.0212295,0.00408486
clsdopt,0.1,3,6,9,9,85,2.375415,6.071418,0.267824,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,85,5.022827,4.762262,0.471214,3.32094e-05,0.021519,0.00616778
clsgnat,0.1,3,6,9,9,85,8.940239,4.603466,0.355061,0.00127634,,
dopt,0.1,3,6,9,9,85,3.391227,7.372607,0.256666,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,85,6.855096,6.336911,0.391169,3.62028e-05,0.0225897,0.00335588
gnat,0.1,3,6,9,9,85,3.256849,3.078807,0.457987,5.35452e-05,0.0207574,0.00395112
clsdopt,0.1,3,6,9,9,90,2.166673,12.025138,0.271404,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,90,78.933461,1935.013775,0.47161,3.74038e-05,0.0247363,0.00681847
clsgnat,0.1,3,6,9,9,90,23.483299,7.888809,0.362454,0.00127634,,
dopt,0.1,3,6,9,9,90,3.661849,10.075549,0.275743,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,90,19.698771,5035.717244,0.381207,3.62638e-05,0.0225502,0.00334538
gnat,0.1,3,6,9,9,90,4.598902,8.138347,0.550249,5.26438e-05,0.0218118,0.00374481
clsdopt,0.1,3,6,9,9,95,1.960106,13.657184,0.274268,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,95,5.257287,4.818880,0.482926,3.90912e-05,0.0261381,0.00707254
clsgnat,0.1,3,6,9,9,95,6.163351,4.072407,0.317983,0.00127634,,
dopt,0.1,3,6,9,9,95,3.369488,70.301035,0.278992,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,95,10.091419,6.629418,0.383322,3.62344e-05,0.0224941,0.00335535
gnat,0.1,3,6,9,9,95,3.172734,2.561147,0.544778,5.01561e-05,0.0210947,0.00367832
clsdopt,0.1,3,6,9,9,100,2.246658,12.929577,0.275808,0.00127361,0.997145,0.0410347
clsqdeim,0.1,3,6,9,9,100,4.975921,4.094860,0.500741,4.03338e-05,0.0270994,0.00725498
clsgnat,0.1,3,6,9,9,100,8.779204,4.495097,0.376459,0.00127634,,
dopt,0.1,3,6,9,9,100,3.281709,35.487282,0.280491,0.00127361,0.997145,0.0410347
qdeim,0.1,3,6,9,9,100,12.369138,5.911961,0.368697,3.88187e-05,0.0244931,0.00366067
gnat,0.1,3,6,9,9,100,2.812670,2.741549,0.510572,3.90129e-05,0.0249752,0.00284447
clsdopt,0.1,4,6,14,12,5,7.877689,13.756060,0.0998064,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,5,13.592358,29.751381,0.259383,1.54466e-05,0.0093412,0.00277515
clsgnat,0.1,4,6,14,12,5,15.327656,41.279532,0.118609,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,5,6.712922,8.020626,0.101462,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,5,10.115897,19.343804,0.293192,0.00127634,,0.0410282
gnat,0.1,4,6,14,12,5,11.516306,12.892203,0.248626,0.000105084,0.207271,0.0276624
clsdopt,0.1,4,6,14,12,10,5.385130,9.374622,0.116813,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,10,10.634202,14.243957,0.296766,1.19385e-05,0.00712067,0.00211895
clsgnat,0.1,4,6,14,12,10,10.822466,36.745999,0.123098,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,10,6.467950,9.421168,0.113187,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,10,6.246975,10.164623,0.273801,4.84429e-05,0.0301348,0.00473739
gnat,0.1,4,6,14,12,10,5.918852,13.905526,0.283926,0.000109494,0.212941,0.0284892
clsdopt,0.1,4,6,14,12,15,4.904303,6.992558,0.125833,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,15,7.018589,8.843955,0.345095,1.55667e-05,0.009603,0.0025354
clsgnat,0.1,4,6,14,12,15,10.419785,42.509936,0.153864,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,15,4.836126,5.373005,0.130231,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,15,4.875891,15.671172,0.316874,1.65434e-05,0.0112169,0.00151617
gnat,0.1,4,6,14,12,15,5.726518,12.753764,0.312007,0.000116,0.213829,0.0287364
clsdopt,0.1,4,6,14,12,20,3.700187,4.472241,0.139307,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,20,5.825880,11.712048,0.388505,1.7002e-05,0.00937443,0.00217858
clsgnat,0.1,4,6,14,12,20,8.727571,24.230978,0.156166,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,20,4.030461,4.339190,0.14992,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,20,4.967683,14.366513,0.330969,2.26433e-05,0.0182314,0.00276029
gnat,0.1,4,6,14,12,20,5.731928,9.293638,0.341654,0.000117549,0.216119,0.0290296
clsdopt,0.1,4,6,14,12,25,3.467519,4.002223,0.151977,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,25,5.094585,9.646923,0.412301,1.58682e-05,0.00872094,0.00205514
clsgnat,0.1,4,6,14,12,25,9.541922,26.295681,0.21023,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,25,4.405193,3.101749,0.158445,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,25,4.855968,13.527198,0.351029,2.96585e-05,0.0224981,0.00385633
gnat,0.1,4,6,14,12,25,6.234170,11.968795,0.351662,0.000123518,0.221984,0.0298779
clsdopt,0.1,4,6,14,12,30,2.618898,4.014038,0.166821,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,30,6.417123,8.228341,0.420902,1.75631e-05,0.00933906,0.00220822
clsgnat,0.1,4,6,14,12,30,10.167537,23.259257,0.171668,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,30,2.947856,3.195143,0.172633,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,30,5.720348,15.321542,0.395748,1.84149e-05,0.0139832,0.0026204
gnat,0.1,4,6,14,12,30,6.242195,13.071734,0.384142,0.000127962,0.225528,0.0304472
clsdopt,0.1,4,6,14,12,35,2.965251,4.071837,0.17794,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,35,5.112122,8.365007,0.464634,1.83738e-05,0.00987789,0.00232542
clsgnat,0.1,4,6,14,12,35,6.552909,19.188243,0.185642,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,35,3.324139,2.585698,0.18629,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,35,7.280374,30.842494,0.406296,1.69488e-05,0.0126279,0.00236446
gnat,0.1,4,6,14,12,35,7.006715,9.765037,0.40747,0.000129304,0.225354,0.0305127
clsdopt,0.1,4,6,14,12,40,2.682424,4.280624,0.18677,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,40,5.092166,9.517288,0.487965,1.92827e-05,0.0104341,0.00222991
clsgnat,0.1,4,6,14,12,40,7.556207,17.576965,0.188158,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,40,3.168313,3.246197,0.195709,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,40,6.814590,14.775375,0.447344,1.53049e-05,0.0111098,0.00212812
gnat,0.1,4,6,14,12,40,6.677840,13.223475,0.442035,1.65902e-05,0.0147351,0.00345777
clsdopt,0.1,4,6,14,12,45,2.575748,3.766492,0.198702,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,45,5.406526,8.796946,0.50843,2.0553e-05,0.0121984,0.00256808
clsgnat,0.1,4,6,14,12,45,7.953421,20.597504,0.214539,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,45,3.275472,2.676837,0.209736,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,45,6.427973,9.112078,0.460667,1.47253e-05,0.010685,0.00207406
gnat,0.1,4,6,14,12,45,7.535724,11.132215,0.565499,0.00127634,,0.0410282
clsdopt,0.1,4,6,14,12,50,2.652434,3.760503,0.205955,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,50,4.672580,8.697742,0.554088,2.23077e-05,0.0128847,0.00236481
clsgnat,0.1,4,6,14,12,50,20.617924,18.637312,0.260447,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,50,3.112206,2.700818,0.216953,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,50,7.763372,9.239699,0.479915,1.22359e-05,0.00751728,0.00150439
gnat,0.1,4,6,14,12,50,7.415297,9.590360,0.597459,0.00127634,,0.0410282
clsdopt,0.1,4,6,14,12,55,3.367212,3.706786,0.214955,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,55,6.682621,7.520544,0.578836,2.50699e-05,0.0141639,0.00249717
clsgnat,0.1,4,6,14,12,55,22.228786,17.460905,0.27061,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,55,3.227747,2.700939,0.226423,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,55,7.500928,9.018538,0.510768,2.38682e-05,0.0133872,0.00216979
gnat,0.1,4,6,14,12,55,8.326251,12.911847,0.627199,0.00127634,,0.0410282
clsdopt,0.1,4,6,14,12,60,2.827108,3.322539,0.223511,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,60,6.886918,7.652897,0.625224,2.68364e-05,0.0152072,0.00261746
clsgnat,0.1,4,6,14,12,60,20.546176,20.761072,0.248286,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,60,4.394890,2.558346,0.23405,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,60,1082.221141,9.784451,0.564517,5.19198e-05,0.0262081,0.00393844
gnat,0.1,4,6,14,12,60,6.916316,11.518946,0.661169,0.00127634,,0.0410282
clsdopt,0.1,4,6,14,12,65,2.791285,3.392408,0.231613,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,65,4.445906,7.924931,0.66828,2.8245e-05,0.0164062,0.00276563
clsgnat,0.1,4,6,14,12,65,23.216369,17.156818,0.246262,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,65,3.613908,2.613610,0.232411,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,65,6.816937,12.203102,0.570986,5.41469e-05,0.0253773,0.00369532
gnat,0.1,4,6,14,12,65,5.920423,8.379220,1.24671,0.00127634,,0.0410282
clsdopt,0.1,4,6,14,12,70,3.245784,4.842338,0.24163,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,70,5.083565,17.195440,0.684513,1.39783e-05,0.00823233,0.0011844
clsgnat,0.1,4,6,14,12,70,7.528222,29.380164,0.246882,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,70,3.352401,2.966123,0.237636,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,70,6.085153,17.391982,0.563988,5.618e-05,0.0251335,0.00357055
gnat,0.1,4,6,14,12,70,6.352618,11.128759,0.794293,0.00127634,,0.0410282
clsdopt,0.1,4,6,14,12,75,3.200726,2.876344,0.244903,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,75,4.824729,8.487090,0.697553,1.78579e-05,0.010909,0.00141137
clsgnat,0.1,4,6,14,12,75,8.572939,14.314451,0.236108,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,75,3.857938,2.456638,0.249477,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,75,6.194095,9.988013,0.65649,2.53095e-05,0.0093076,0.00132181
gnat,0.1,4,6,14,12,75,5.959119,8.296642,0.842065,0.00127634,,0.0410282
clsdopt,0.1,4,6,14,12,80,3.061032,3.167803,0.253188,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,80,4.919137,9.682065,0.70568,1.61912e-05,0.00945885,0.00129516
clsgnat,0.1,4,6,14,12,80,7.599475,15.245175,0.241133,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,80,3.506211,2.379033,0.253841,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,80,7.527179,10.522440,0.701505,4.67142e-05,0.019523,0.00271148
gnat,0.1,4,6,14,12,80,5.216626,7.546777,0.965847,0.00127634,,0.0410282
clsdopt,0.1,4,6,14,12,85,2.692483,3.560933,0.267253,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,85,2.813544,7.117803,0.719684,1.75765e-05,0.0102911,0.00140392
clsgnat,0.1,4,6,14,12,85,7.853464,16.880710,0.357166,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,85,3.778515,2.585804,0.265337,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,85,6.867846,10.139742,0.731645,4.92549e-05,0.0212275,0.00309772
gnat,0.1,4,6,14,12,85,4.245865,10.806384,0.57645,2.17226e-05,0.0242892,0.00535602
clsdopt,0.1,4,6,14,12,90,2.664148,3.189760,0.261666,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,90,4.706094,9.097139,0.712376,1.96976e-05,0.011639,0.00155473
clsgnat,0.1,4,6,14,12,90,8.941417,18.422407,0.245947,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,90,3.112976,2.641501,0.267016,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,90,5.812689,9.048590,0.92544,0.00127634,,0.0410282
gnat,0.1,4,6,14,12,90,5.437342,10.144189,1.2693,0.00127634,,0.0410282
clsdopt,0.1,4,6,14,12,95,2.692124,3.310367,0.267548,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,95,3.813971,5.972290,0.726868,2.14977e-05,0.0127969,0.00168347
clsgnat,0.1,4,6,14,12,95,8.900624,14.289717,0.258788,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,95,3.308527,2.989034,0.273144,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,95,4.704848,9.476802,0.941838,0.00127634,,0.0410282
gnat,0.1,4,6,14,12,95,3.583603,7.934755,0.578108,1.75863e-05,0.0178112,0.00403799
clsdopt,0.1,4,6,14,12,100,2.619827,2.366171,0.272529,0.00127361,0.997145,0.0410347
clsqdeim,0.1,4,6,14,12,100,3.688635,7.186438,0.74024,1.96061e-05,0.0114633,0.00154285
clsgnat,0.1,4,6,14,12,100,9.025753,16.183350,0.26674,0.00127634,,0.0410282
dopt,0.1,4,6,14,12,100,3.027921,2.545476,0.277062,0.00127361,0.997145,0.0410347
qdeim,0.1,4,6,14,12,100,5.436274,9.957167,0.950256,0.00127634,,0.0410282
gnat,0.1,4,6,14,12,100,3.641803,11.569982,0.59672,1.64548e-05,0.0162409,0.00367205
clsdopt,0.1,5,6,20,18,5,14.330920,16.672637,0.118578,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,5,16.533309,29.542552,0.373338,nan,nan,nan
clsgnat,0.1,5,6,20,18,5,23.488948,58.031922,0.143858,nan,nan,nan
dopt,0.1,5,6,20,18,5,12.150154,22.681085,0.114563,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,5,48.888356,76.919156,0.330023,nan,nan,nan
gnat,0.1,5,6,20,18,5,26.961192,118.058608,0.314975,2.96677e-05,0.0121921,0.00196174
clsdopt,0.1,5,6,20,18,10,7.904032,8.687271,0.136724,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,10,24.258194,34.106672,0.374769,nan,nan,nan
clsgnat,0.1,5,6,20,18,10,41.135833,53.053839,0.167729,nan,nan,nan
dopt,0.1,5,6,20,18,10,7.188542,8.482481,0.129293,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,10,27.548395,32.409918,0.416917,nan,nan,nan
gnat,0.1,5,6,20,18,10,10.988219,19.132789,0.314014,2.44945e-05,0.0109673,0.00182121
clsdopt,0.1,5,6,20,18,15,5.491156,7.774479,0.150903,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,15,11.361366,15.891212,0.451586,nan,nan,nan
clsgnat,0.1,5,6,20,18,15,27.768713,35.269180,0.180213,nan,nan,nan
dopt,0.1,5,6,20,18,15,5.997678,8.082593,0.144943,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,15,33.480274,20.310509,0.505913,nan,nan,nan
gnat,0.1,5,6,20,18,15,6.672761,26.075682,0.326266,2.9522e-05,0.0122968,0.00206876
clsdopt,0.1,5,6,20,18,20,4.820924,6.819900,0.164958,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,20,12.468251,392.068479,0.410369,nan,nan,nan
clsgnat,0.1,5,6,20,18,20,33.252565,50.451884,0.211367,nan,nan,nan
dopt,0.1,5,6,20,18,20,5.236251,5.580353,0.154835,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,20,26.275627,184.745668,0.524092,nan,nan,nan
gnat,0.1,5,6,20,18,20,7.354834,20.093959,0.374964,2.45417e-05,0.0123617,0.00204228
clsdopt,0.1,5,6,20,18,25,4.986059,8.763224,0.177194,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,25,8.810281,17.651914,0.440053,nan,nan,nan
clsgnat,0.1,5,6,20,18,25,28.189945,37.636078,0.192803,nan,nan,nan
dopt,0.1,5,6,20,18,25,5.091377,6.226220,0.168221,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,25,21.338278,59.491914,0.578707,nan,nan,nan
gnat,0.1,5,6,20,18,25,6.723217,13.058055,0.374351,3.67482e-05,0.01565,0.00275385
clsdopt,0.1,5,6,20,18,30,3.434894,5.787915,0.192594,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,30,11.219394,11.629580,0.465181,nan,nan,nan
clsgnat,0.1,5,6,20,18,30,27.715634,25.028153,0.198142,nan,nan,nan
dopt,0.1,5,6,20,18,30,3.814357,4.932036,0.179442,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,30,36.159760,209.203401,0.588746,nan,nan,nan
gnat,0.1,5,6,20,18,30,19.190939,17.963789,0.400998,4.4585e-05,0.0185223,0.00337044
clsdopt,0.1,5,6,20,18,35,4.031595,5.286313,0.588588,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,35,9.871865,12.304808,0.488899,nan,nan,nan
clsgnat,0.1,5,6,20,18,35,24.083869,24.575005,0.208131,nan,nan,nan
dopt,0.1,5,6,20,18,35,3.908960,5.981050,0.188129,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,35,34.357956,153.779860,0.583516,nan,nan,nan
gnat,0.1,5,6,20,18,35,6.320360,21.188020,0.425907,5.0205e-05,0.0208246,0.00382718
clsdopt,0.1,5,6,20,18,40,3.554875,5.815461,0.221155,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,40,8.358848,19.079143,0.506094,nan,nan,nan
clsgnat,0.1,5,6,20,18,40,26.406848,83.944946,0.221022,nan,nan,nan
dopt,0.1,5,6,20,18,40,4.059166,4.233161,0.205596,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,40,1074.019509,8773.470251,0.597011,nan,nan,nan
gnat,0.1,5,6,20,18,40,7.085544,17.927275,0.445984,7.33779e-05,0.0374349,0.00802646
clsdopt,0.1,5,6,20,18,45,3.401913,4.246017,0.252169,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,45,14.710629,9.980689,0.525632,nan,nan,nan
clsgnat,0.1,5,6,20,18,45,27.564540,29.672573,0.284711,nan,nan,nan
dopt,0.1,5,6,20,18,45,3.962595,4.158396,0.223223,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,45,2230.086528,7834.130539,0.58261,nan,nan,nan
gnat,0.1,5,6,20,18,45,9.368134,15.168957,0.446457,7.80932e-05,0.0369647,0.00781566
clsdopt,0.1,5,6,20,18,50,3.183941,4.109515,0.253774,0.00127361,0.997145,0.0410347
clsqdeim,0.1,5,6,20,18,50,7.797130,10.432376,0.576132,nan,nan,nan
clsgnat,0.1,5,6,20,18,50,33.460452,43.589197,0.283457,nan,nan,nan
dopt,0.1,5,6,20,18,50,3.980934,4.284254,0.246279,0.00127361,0.997145,0.0410347
qdeim,0.1,5,6,20,18,50,687.674591,4107.106021,0.584565,nan,nan,nan
gnat,0.1,5,6,20,18,50,18.950438,13.231748,0.451626,8.11675e-05,0.0394488,0.00841288
clsdopt,0.1,5,6,20,18,55,3.750622,4.335196,0.259543,0.00127361,0.997145,0.0410347
