method,t,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clssopt,0.1,10,10,31,10,11.682404,5.196213,,0.0491537,0.855126,0.0757175
clsqdeim,0.1,10,10,31,10,9.652154,3.921212,,0.0409999,1.07678,0.180003
clsgnat,0.1,10,10,31,10,14611598.338475,8501769.185637,,nan,nan,nan
sopt,0.1,10,10,31,10,12.931583,4.373825,,0.0135482,3.39677,0.167402
qdeim,0.1,10,10,31,10,17.384318,8.205289,,0.00977605,1.72358,0.156109
gnat,0.1,10,10,31,10,13.894708,6.036811,,0.0575998,1.94282,0.196781
clssopt,0.1,10,10,31,20,6.095934,2.869680,,0.0265674,0.902867,0.0976883
clsqdeim,0.1,10,10,31,20,7.270991,4.031621,,,,
