,SOPT,0,0.9,4,6,6,8,7.500508,1.321418936,0.04507065278545208
0.3,clsthSOPT,0,0.9,4,6,6,8,2.768412,1.058679101,0.03767962902833404
0.3,thSOPT,0,0.9,4,6,6,8,8.670409,1.085885685,0.04507065278545359
1,QDEIM,0,0.9,4,6,6,8,4.598537,1.074808804,0.04026656155655731
0.3,clsthQDEIM,0,0.9,4,6,6,8,4.402972,1.21025737,0.03181716027645266
0.3,thQDEIM,0,0.9,4,6,6,8,9.606686,1.080599011,0.04026656155655824
,SOPT,0,0.9,4,6,6,10,5.857978,1.369345279,0.03712193946768502
0.3,clsthSOPT,0,0.9,4,6,6,10,3.899382,1.246953447,0.03673766286327959
0.3,thSOPT,0,0.9,4,6,6,10,3.335483,1.25919765,0.03712193946768695
1,QDEIM,0,0.9,4,6,6,10,5.296301,1.238847508,0.03930152789770677
0.3,clsthQDEIM,0,0.9,4,6,6,10,4.089110,1.249763758,0.03239220728785609
0.3,thQDEIM,0,0.9,4,6,6,10,4.371918,1.25798604,0.03930152789770784
,SOPT,0,0.9,4,6,6,12,4.296156,1.338767001,0.03422419590181729
0.3,clsthSOPT,0,0.9,4,6,6,12,3.717912,1.416208516,0.03433260634812184
0.3,thSOPT,0,0.9,4,6,6,12,2.651741,1.366087905,0.0342241959018181
1,QDEIM,0,0.9,4,6,6,12,5.676640,1.502365191,0.04087942793557019
0.3,clsthQDEIM,0,0.9,4,6,6,12,3.334185,1.570697117,0.03251008506921958
0.3,thQDEIM,0,0.9,4,6,6,12,2.203119,1.391535166,0.04087942793556952
,SOPT,0,0.9,4,6,6,14,3.345193,1.496807267,0.03500274951314279
0.3,clsthSOPT,0,0.9,4,6,6,14,3.689175,1.596579813,0.03138754053404922
0.3,thSOPT,0,0.9,4,6,6,14,2.939774,1.68192788,0.03500274951314337
1,QDEIM,0,0.9,4,6,6,14,3.990378,1.753556921,0.04016282099596483
0.3,clsthQDEIM,0,0.9,4,6,6,14,2.584551,1.64619278,0.03247163371696957
0.3,thQDEIM,0,0.9,4,6,6,14,4.454885,1.565110024,0.0401628209959661
,SOPT,0,0.9,4,6,6,16,4.202606,1.6803676,0.03092594630634264
0.3,clsthSOPT,0,0.9,4,6,6,16,2.591129,1.669140569,0.03173267727070209
0.3,thSOPT,0,0.9,4,6,6,16,3.589350,1.789473693,0.03092594630634292
1,QDEIM,0,0.9,4,6,6,16,2.740793,1.915634696,0.04136061459692982
0.3,clsthQDEIM,0,0.9,4,6,6,16,4.732302,1.734395461,0.03215151216485849
0.3,thQDEIM,0,0.9,4,6,6,16,2.303417,1.89015481,0.04136061459693261
,SOPT,0,0.9,4,6,6,18,2.948761,1.801441204,0.03191059826720085
0.3,clsthSOPT,0,0.9,4,6,6,18,2.883315,1.906677757,0.03136266209428287
0.3,thSOPT,0,0.9,4,6,6,18,2.980475,1.788279328,0.0319105982672015
1,QDEIM,0,0.9,4,6,6,18,2.905308,2.148663768,0.04205986964136195
0.3,clsthQDEIM,0,0.9,4,6,6,18,28.450360,2.001016404,0.03217112875885902
0.3,thQDEIM,0,0.9,4,6,6,18,3.667936,2.075480998,0.04205986964136309
,SOPT,0,0.9,4,6,6,20,2.503796,2.248104982,0.03219335020581684
0.3,clsthSOPT,0,0.9,4,6,6,20,2.622029,2.168713281,0.03060137144980312
0.3,thSOPT,0,0.9,4,6,6,20,3.133179,2.090877024,0.03219335020581882
1,QDEIM,0,0.9,4,6,6,20,2.183888,2.374702847,0.04180921078704766
0.3,clsthQDEIM,0,0.9,4,6,6,20,2.981775,2.002337182,0.0321728909765228
0.3,thQDEIM,0,0.9,4,6,6,20,2.391891,2.436637012,0.04180921078704791
,SOPT,0,0.9,4,6,6,22,2.581515,2.146507022,0.03236084119064492
0.3,clsthSOPT,0,0.9,4,6,6,22,2.358552,2.285865568,0.03396118696492436
0.3,thSOPT,0,0.9,4,6,6,22,2.084167,2.098234148,0.03236084119064628
1,QDEIM,0,0.9,4,6,6,22,2.912759,2.517547965,0.03756953088440636
0.3,clsthQDEIM,0,0.9,4,6,6,22,,,
0.3,thQDEIM,0,0.9,4,6,6,22,,,
,SOPT,0,0.9,4,6,6,24,,,
,SOPT,1,0.99,9,11,11,13,14.169128,1.935460301,0.004720568619594648
0.3,clsthSOPT,1,0.99,9,11,11,13,25.042766,1.897226852,0.008740967102396129
0.3,thSOPT,1,0.99,9,11,11,13,8.740148,1.92225138,0.004720568619595824
1,QDEIM,1,0.99,9,11,11,13,12.157570,1.922794389,0.01294979255437655
0.3,clsthQDEIM,1,0.99,9,11,11,13,15.990187,1.631743806,0.01066433263734093
0.3,thQDEIM,1,0.99,9,11,11,13,15.658636,1.651840951,0.01280882564300764
,SOPT,1,0.99,9,11,11,15,7.710617,1.848112587,0.004614539690128565
0.3,clsthSOPT,1,0.99,9,11,11,15,7.893603,2.149889236,0.005463593249214111
0.3,thSOPT,1,0.99,9,11,11,15,6.737955,1.850997786,0.004614539690128787
1,QDEIM,1,0.99,9,11,11,15,9.385058,2.085153722,0.01302037931920079
0.3,clsthQDEIM,1,0.99,9,11,11,15,6.771128,2.017492225,0.01063890334064688
0.3,thQDEIM,1,0.99,9,11,11,15,8.485227,1.957627715,0.01179037068713434
,SOPT,1,0.99,9,11,11,17,5.711334,2.309467749,0.00512686158364152
0.3,clsthSOPT,1,0.99,9,11,11,17,6.437324,2.006483414,0.005899265729634845
0.3,thSOPT,1,0.99,9,11,11,17,4.409734,2.277877336,0.005126861583641647
1,QDEIM,1,0.99,9,11,11,17,6.850801,2.145416056,0.01413434651699298
0.3,clsthQDEIM,1,0.99,9,11,11,17,6.818472,1.901770158,0.003874954515197424
0.3,thQDEIM,1,0.99,9,11,11,17,6.351358,2.354313921,0.01148179661669329
,SOPT,1,0.99,9,11,11,19,6.440821,2.526471434,0.005859350658213024
0.3,clsthSOPT,1,0.99,9,11,11,19,3.776945,2.200252367,0.005950291012961659
0.3,thSOPT,1,0.99,9,11,11,19,7.511317,2.442575032,0.005859350658212908
