p,method,n,energy_frac,rwdim,rrdim,nldim,nsr,time,error
0.5,clsQDEIM,5,0.999999,29,32,32,74,,
0.5,SOPT,5,0.999999,29,32,32,76,1.933862862,0.000625931932263519
0.5,clsSOPT,5,0.999999,29,32,32,76,1.837361131,0.0001687844110951921
0.5,QDEIM,5,0.999999,29,32,32,76,1.977249219,0.01786878168313201
0.5,clsQDEIM,5,0.999999,29,32,32,76,,
0.5,SOPT,5,0.999999,29,32,32,78,1.953374927,0.0005928454457147704
0.5,clsSOPT,5,0.999999,29,32,32,78,,
0.5,QDEIM,5,0.999999,29,32,32,78,1.997255317,0.01818125284955863
0.5,clsQDEIM,5,0.999999,29,32,32,78,,
0.5,SOPT,5,0.999999,29,32,32,80,1.997167156,0.0007812613092507446
0.5,clsSOPT,5,0.999999,29,32,32,80,1.862235836,8.148818502492388e-05
0.5,QDEIM,5,0.999999,29,32,32,80,2.399513729,0.9844212401967846
0.5,clsQDEIM,5,0.999999,29,32,32,80,,
0.5,SOPT,5,0.999999,29,32,32,82,2.023249502,0.000928003028092969
0.5,clsSOPT,5,0.999999,29,32,32,82,1.901876405,0.0003614564440465695
0.5,QDEIM,5,0.999999,29,32,32,82,2.370302126,1.001287519940618
0.5,clsQDEIM,5,0.999999,29,32,32,82,,
0.5,SOPT,6,1,34,38,37,39,,
0.5,clsSOPT,6,1,34,38,37,39,1.479135779,0.006288164538375272
0.5,QDEIM,6,1,34,38,37,39,1.660684554,0.002754233483169509
0.5,clsQDEIM,6,1,34,38,37,39,,
0.5,SOPT,6,1,34,38,37,41,1.572540602,0.007168207702215859
0.5,clsSOPT,6,1,34,38,37,41,,
0.5,QDEIM,6,1,34,38,37,41,,
0.5,clsQDEIM,6,1,34,38,37,41,,
0.5,SOPT,6,1,34,38,37,43,1.56932631,0.0007162471247421909
0.5,clsSOPT,6,1,34,38,37,43,1.577502428,0.003550489494245307
0.5,QDEIM,6,1,34,38,37,43,,
0.5,clsQDEIM,6,1,34,38,37,43,1.445116983,0.002019883468580521
0.5,SOPT,6,1,34,38,37,45,1.620549728,0.002145660833286283
0.5,clsSOPT,6,1,34,38,37,45,,
0.5,QDEIM,6,1,34,38,37,45,,
0.5,clsQDEIM,6,1,34,38,37,45,1.468398444,0.00209534087394005
0.5,SOPT,6,1,34,38,37,47,1.647975228,0.001187247325334467
0.5,clsSOPT,6,1,34,38,37,47,1.634397607,0.00257034748946543
0.5,QDEIM,6,1,34,38,37,47,,
0.5,clsQDEIM,6,1,34,38,37,47,1.580749328,0.003145335960596221
0.5,SOPT,6,1,34,38,37,49,1.706963071,0.001280206734641483
0.5,clsSOPT,6,1,34,38,37,49,1.66835983,0.002715620289747795
0.5,QDEIM,6,1,34,38,37,49,,
0.5,clsQDEIM,6,1,34,38,37,49,1.602055255,0.005030699013115328
0.5,SOPT,6,1,34,38,37,51,1.741412729,0.0005308583163144808
0.5,clsSOPT,6,1,34,38,37,51,1.696932166,0.002339315133975291
0.5,QDEIM,6,1,34,38,37,51,1.914190739,0.003930583857400385
0.5,clsQDEIM,6,1,34,38,37,51,1.556307928,0.001926425360207077
0.5,SOPT,6,1,34,38,37,53,1.794033707,0.0003491104888563966
0.5,clsSOPT,6,1,34,38,37,53,1.735822435,0.003782366128275038
0.5,QDEIM,6,1,34,38,37,53,1.918638458,0.003730069099341109
0.5,clsQDEIM,6,1,34,38,37,53,1.629182943,0.002023042521978447
0.5,SOPT,6,1,34,38,37,55,1.81084111,0.0007788306072826844
0.5,clsSOPT,6,1,34,38,37,55,1.79361659,0.002712763566577729
0.5,QDEIM,6,1,34,38,37,55,2.025422741,0.004380631065719882
0.5,clsQDEIM,6,1,34,38,37,55,1.661818808,0.000426928186577219
0.5,SOPT,6,1,34,38,37,57,1.853467741,0.001680835368867409
0.5,clsSOPT,6,1,34,38,37,57,1.790393633,0.004127235727927414
0.5,QDEIM,6,1,34,38,37,57,2.041681667,0.005392183793806148
0.5,clsQDEIM,6,1,34,38,37,57,1.686827999,0.0009835815371864245
0.5,SOPT,6,1,34,38,37,59,1.875655248,0.001705342904252233
0.5,clsSOPT,6,1,34,38,37,59,1.811027153,0.005021588798236218
0.5,QDEIM,6,1,34,38,37,59,,
0.5,clsQDEIM,6,1,34,38,37,59,1.679620447,0.0006200874796344936
0.5,SOPT,6,1,34,38,37,61,1.907601393,0.001974277635981006
0.5,clsSOPT,6,1,34,38,37,61,1.81815634,0.001925792500740803
0.5,QDEIM,6,1,34,38,37,61,,
0.5,clsQDEIM,6,1,34,38,37,61,1.719709823,0.0006139688893865533
0.5,SOPT,6,1,34,38,37,63,1.941845587,0.002128019680992612
0.5,clsSOPT,6,1,34,38,37,63,1.841376776,0.002282365154740956
0.5,QDEIM,6,1,34,38,37,63,2.149972244,0.0102395101120305
0.5,clsQDEIM,6,1,34,38,37,63,1.753027858,0.0004953811463685687
0.5,SOPT,6,1,34,38,37,65,1.964399168,0.001921062841763986
0.5,clsSOPT,6,1,34,38,37,65,1.888824834,0.002137638281540574
