sopt,0.05,7,14,33,10,16.122239,6.525746,0.518345,6.54369e-05,0.00721673,0.000851634
qdeim,0.05,7,14,33,10,40.152379,9.803022,0.592392,1.2294e-05,0.0021465,0.000279973
sopt,0.05,7,14,33,20,9.599729,6.133416,0.633701,1.25707e-05,0.00101575,0.00016373
qdeim,0.05,7,14,33,20,18.594864,4.580666,0.639996,3.73822e-06,0.000618561,8.9653e-05
sopt,0.05,7,14,33,30,7.480319,4.884479,0.723939,1.10278e-05,0.000595203,7.78411e-05
qdeim,0.05,7,14,33,30,16.296526,4.287890,0.744833,2.33726e-06,0.000417903,5.50624e-05
sopt,0.05,7,14,33,40,5.653864,4.232570,0.890977,1.43504e-05,0.000831179,0.000109426
qdeim,0.05,7,14,33,40,10.746366,4.222492,0.866162,4.44692e-06,0.00058779,8.55849e-05
sopt,0.05,7,14,33,50,5.836078,3.634622,0.931542,1.3188e-05,0.000800555,8.709e-05
qdeim,0.05,7,14,33,50,9.754135,3.869490,0.96083,3.37101e-06,0.000458567,6.12156e-05
sopt,0.05,7,14,33,60,6.343746,3.305785,1.0211,6.48367e-06,0.000560389,0.000113962
qdeim,0.05,7,14,33,60,9.155493,3.618407,1.08267,2.42594e-06,0.000399515,4.88826e-05
sopt,0.05,7,14,33,70,5.055240,3.346528,1.11728,5.19226e-06,0.000545497,9.42322e-05
qdeim,0.05,7,14,33,70,10.175680,3.869747,1.1333,5.60888e-06,0.000967948,0.000127164
sopt,0.05,7,14,33,80,5.035558,2.564327,1.18279,3.99979e-06,0.000439595,7.63396e-05
qdeim,0.05,7,14,33,80,8.994915,2.846607,1.30026,3.45406e-06,0.000787827,9.50853e-05
sopt,0.05,7,14,33,90,4.548439,2.884182,1.31667,3.4615e-06,0.000385369,6.08873e-05
qdeim,0.05,7,14,33,90,6.783855,2.856445,1.26055,3.16062e-06,0.000818975,8.69988e-05
sopt,0.05,7,14,33,100,4.352981,3.048420,1.37783,3.16783e-06,0.000360662,5.18378e-05
qdeim,0.05,7,14,33,100,8.631350,2.589010,1.30458,2.8347e-06,0.000718008,9.10156e-05
sopt,0.05,7,14,33,110,5.131208,2.960655,1.44335,2.89988e-06,0.000365288,4.9975e-05
qdeim,0.05,7,14,33,110,6.638530,2.898137,1.39871,3.62301e-06,0.000762124,9.95979e-05
sopt,0.05,7,14,33,120,4.288843,3.059671,1.56032,2.70732e-06,0.000344543,4.55812e-05
qdeim,0.05,7,14,33,120,6.285898,2.870493,1.481,6.6834e-06,0.00141175,0.000218886
sopt,0.05,7,14,33,130,4.134137,2.714006,1.6579,2.71893e-06,0.000356624,4.36509e-05
qdeim,0.05,7,14,33,130,5.462850,2.574701,1.52578,8.46274e-06,0.00159723,0.00025112
