method,t,n,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
qdeim,0.5,1,9,5,4,190,2.980248,2.923226,3.99943,0.000138742,0.0202676,0.00379367
sopt,0.5,1,9,5,4,200,3.233335,286.756097,5.0817,0.000285701,0.0186909,0.00343897
qdeim,0.5,1,9,5,4,200,4.486262,2.697835,4.02578,0.000139892,0.0203197,0.00377243
sopt,0.5,2,9,9,8,10,7.067719,9.809691,1.15336,6.9219e-05,0.00444299,0.00201962
qdeim,0.5,2,9,9,8,10,4.460818,5.711106,0.961119,0.000144065,0.00765949,0.00621147
sopt,0.5,2,9,9,8,20,5.003429,6.209257,1.58042,2.41937e-05,0.00235908,0.0012981
qdeim,0.5,2,9,9,8,20,5.047334,5.117931,1.37709,3.41828e-05,0.00224754,0.00183868
sopt,0.5,2,9,9,8,30,5.435764,6.096214,1.87536,2.55979e-05,0.00232851,0.00109747
qdeim,0.5,2,9,9,8,30,5.434610,3.673347,1.60418,5.04103e-05,0.00460952,0.00341572
sopt,0.5,2,9,9,8,40,5.410422,5.946677,2.25159,2.6893e-05,0.00237656,0.00103298
qdeim,0.5,2,9,9,8,40,4.502305,3.103436,1.94536,3.47828e-05,0.00390826,0.00275927
sopt,0.5,2,9,9,8,50,3.835409,4.812738,2.54169,2.64213e-05,0.00236931,0.00100321
qdeim,0.5,2,9,9,8,50,3.278826,2.858155,2.06508,3.47424e-05,0.00383442,0.00296298
sopt,0.5,2,9,9,8,60,4.063637,7.193191,2.76316,2.3358e-05,0.00180496,0.000925844
qdeim,0.5,2,9,9,8,60,3.566503,5.369123,2.35819,3.77376e-05,0.00409061,0.00303907
sopt,0.5,2,9,9,8,70,3.934566,5.884113,2.92007,2.26841e-05,0.00171559,0.000862952
qdeim,0.5,2,9,9,8,70,3.129334,3.632799,2.6071,0.000209867,0.00922259,0.00277229
sopt,0.5,2,9,9,8,80,3.689379,4.594565,3.17723,2.23475e-05,0.00165306,0.000787532
qdeim,0.5,2,9,9,8,80,3.238761,4.031675,2.80322,0.000197478,0.00745033,0.00292697
sopt,0.5,2,9,9,8,90,3.597083,5.230598,3.43185,2.39222e-05,0.00139224,0.000749864
qdeim,0.5,2,9,9,8,90,2.699242,307.597963,3.17097,0.000168555,0.00732472,0.00251838
sopt,0.5,2,9,9,8,100,3.455259,5.175460,3.56602,2.39102e-05,0.00136546,0.000742754
qdeim,0.5,2,9,9,8,100,2.662177,5.298316,3.27579,8.27959e-05,0.00376988,0.00245653
sopt,0.5,2,9,9,8,110,3.206274,5.087761,3.68639,2.56382e-05,0.00136419,0.000707604
qdeim,0.5,2,9,9,8,110,2.633131,5.248558,3.39508,8.29741e-05,0.00364883,0.00218525
sopt,0.5,2,9,9,8,120,3.072766,5.320964,3.9347,2.6492e-05,0.00137938,0.000701767
qdeim,0.5,2,9,9,8,120,3.292498,191.935321,3.58195,8.6055e-05,0.00373431,0.00219796
sopt,0.5,2,9,9,8,130,2.812817,4.467565,4.11575,2.6007e-05,0.0014268,0.000695694
qdeim,0.5,2,9,9,8,130,2.836851,6.817775,3.59931,9.2003e-05,0.00396759,0.00218537
sopt,0.5,2,9,9,8,140,3.185231,4.422860,4.36255,2.64837e-05,0.00145661,0.000690455
qdeim,0.5,2,9,9,8,140,3.871820,6.241214,3.82681,9.4518e-05,0.00405732,0.00199472
sopt,0.5,2,9,9,8,150,2.714447,3.675662,4.49003,2.75976e-05,0.00144532,0.000685407
qdeim,0.5,2,9,9,8,150,3.344251,10.766236,3.86032,9.56046e-05,0.00419277,0.00198019
sopt,0.5,2,9,9,8,160,3.465024,4.038664,4.56598,2.65916e-05,0.0014367,0.000680576
qdeim,0.5,2,9,9,8,160,4.302865,5.889999,4.03761,9.35103e-05,0.00416499,0.00198655
sopt,0.5,2,9,9,8,170,2.653883,39.325138,4.70161,2.70572e-05,0.00142549,0.000673591
qdeim,0.5,2,9,9,8,170,3.943555,6.753902,4.06056,8.94711e-05,0.00403717,0.00199063
sopt,0.5,2,9,9,8,180,2.771613,43.328348,4.7659,2.68182e-05,0.00142337,0.000671518
qdeim,0.5,2,9,9,8,180,4.785241,269.792715,4.25739,8.78047e-05,0.00400764,0.00203819
sopt,0.5,2,9,9,8,190,2.486927,47.500929,4.90639,2.6164e-05,0.00141596,0.00066974
qdeim,0.5,2,9,9,8,190,3.640053,6.785370,4.24239,8.79129e-05,0.00402131,0.00205843
sopt,0.5,2,9,9,8,200,5.878730,39.285372,5.03413,2.40426e-05,0.00145127,0.000668858
qdeim,0.5,2,9,9,8,200,4.995724,5.809065,4.18265,8.78692e-05,0.00402372,0.0020817
sopt,0.5,3,9,15,12,10,7.179110,14.672286,1.70305,4.24806e-05,0.00322489,0.0024144
qdeim,0.5,3,9,15,12,10,9.352705,23.356165,1.45034,9.99675e-06,0.00216108,0.00178287
sopt,0.5,3,9,15,12,20,8.278693,14.808070,2.17509,3.8262e-05,0.00299698,0.00199486
qdeim,0.5,3,9,15,12,20,25.976064,12.092320,1.83858,3.23398e-05,0.00374196,0.00329777
sopt,0.5,3,9,15,12,30,10.032421,19.684245,2.5245,2.95633e-05,0.00214104,0.00100212
qdeim,0.5,3,9,15,12,30,14.635825,9.343866,2.06554,6.01974e-05,0.00526342,0.00578824
sopt,0.5,3,9,15,12,40,6.203594,9.206836,2.72962,2.15506e-05,0.00159872,0.000758233
qdeim,0.5,3,9,15,12,40,11.871846,8.909665,2.40251,4.66042e-05,0.00654615,0.0029265
sopt,0.5,3,9,15,12,50,5.860682,11.498250,2.90313,9.44715e-06,0.0012631,0.00062754
qdeim,0.5,3,9,15,12,50,8.932654,9.694650,2.70133,3.94449e-05,0.0127353,0.00226313
sopt,0.5,3,9,15,12,60,6.868161,12.767900,3.15772,8.17549e-06,0.00124477,0.00060589
qdeim,0.5,3,9,15,12,60,8.025518,11.303089,3.03327,5.38811e-05,0.0166965,0.0033667
sopt,0.5,3,9,15,12,70,4.459445,7.939386,3.37782,5.54836e-06,0.00150862,0.000807556
qdeim,0.5,3,9,15,12,70,7.047406,8.295389,3.28893,6.40153e-05,0.00408307,0.0024632
sopt,0.5,3,9,15,12,80,10.159903,7.963753,3.5188,5.41736e-06,0.00144593,0.0008073
qdeim,0.5,3,9,15,12,80,7.317865,10.369284,3.6523,7.30163e-05,0.00651211,0.00239504
sopt,0.5,3,9,15,12,90,6.128788,9.133318,3.81142,1.2357e-05,0.00145906,0.000819837
qdeim,0.5,3,9,15,12,90,7.212346,11.857592,3.9708,8.8932e-05,0.0104533,0.00360983
sopt,0.5,3,9,15,12,100,4.766533,8.314591,3.89936,1.51908e-05,0.0013396,0.00111666
qdeim,0.5,3,9,15,12,100,6.796721,7.038035,4.26714,6.81133e-05,0.00584154,0.00213035
sopt,0.5,3,9,15,12,110,4.287206,6.855846,4.02029,1.34658e-05,0.00148905,0.00117766
qdeim,0.5,3,9,15,12,110,6.630911,7.788154,4.37569,1.19329e-05,0.00222219,0.00107174
sopt,0.5,3,9,15,12,120,5.256824,7.911825,4.1433,1.1138e-05,0.00172369,0.00116977
qdeim,0.5,3,9,15,12,120,9.147252,9.314833,4.597,1.21747e-05,0.00377029,0.00101599
sopt,0.5,3,9,15,12,130,3.516045,6.295115,4.21862,1.09524e-05,0.00177218,0.00116876
qdeim,0.5,3,9,15,12,130,6.873937,5.930073,4.68789,1.00551e-05,0.00415613,0.000935462
sopt,0.5,3,9,15,12,140,3.472076,25.487283,4.2647,1.56313e-05,0.00217908,0.00116874
qdeim,0.5,3,9,15,12,140,7.274044,6.619449,4.91379,1.73654e-05,0.00546487,0.00108153
sopt,0.5,3,9,15,12,150,3.847171,24.382266,4.28356,1.62329e-05,0.00225762,0.00117234
qdeim,0.5,3,9,15,12,150,6.525346,9.656581,5.15951,1.98204e-05,0.00494818,0.000996612
sopt,0.5,3,9,15,12,160,3.777952,5.710886,4.45465,2.26377e-05,0.00265109,0.00120255
qdeim,0.5,3,9,15,12,160,6.163228,6.838721,5.30119,2.45866e-05,0.00489503,0.00107809
sopt,0.5,3,9,15,12,170,3.445454,5.291041,4.43625,2.25738e-05,0.00258147,0.0011787
qdeim,0.5,3,9,15,12,170,5.843876,7.222772,5.47172,2.40154e-05,0.00493361,0.00111123
sopt,0.5,3,9,15,12,180,4.108842,6.058800,4.57418,2.23381e-05,0.00259658,0.00116238
qdeim,0.5,3,9,15,12,180,6.205689,10.835989,5.49003,1.49004e-05,0.00365715,0.000932758
sopt,0.5,3,9,15,12,190,6.797446,5.126477,4.57362,2.27989e-05,0.00231985,0.00111709
qdeim,0.5,3,9,15,12,190,5.232391,7.792322,5.66865,1.76927e-05,0.00228587,0.000981276
sopt,0.5,3,9,15,12,200,6.360226,5.281421,4.5589,2.24538e-05,0.00233692,0.00109777
qdeim,0.5,3,9,15,12,200,5.234857,8.373522,5.90427,2.68283e-05,0.0022518,0.000961752
sopt,0.5,4,9,33,24,10,21.434060,61.800200,2.1917,3.64522e-05,0.00235729,0.000774845
qdeim,0.5,4,9,33,24,10,58.667983,51.292892,2.22136,7.62458e-05,0.00395511,0.00243815
sopt,0.5,4,9,33,24,20,16.944507,30.599532,2.41124,3.6152e-05,0.00247581,0.000667219
qdeim,0.5,4,9,33,24,20,46.594907,74.433785,2.72975,7.10323e-05,0.00448776,0.00244514
sopt,0.5,4,9,33,24,30,16.807060,19.719321,2.69756,3.26335e-05,0.00230424,0.000632403
qdeim,0.5,4,9,33,24,30,524.776744,49.157476,3.30594,6.94935e-05,0.00418224,0.00231821
sopt,0.5,4,9,33,24,40,11.422508,20.070347,3.04748,1.98904e-05,0.001993,0.000705659
qdeim,0.5,4,9,33,24,40,650.502989,45.012812,3.72631,5.11432e-05,0.00293482,0.00129531
sopt,0.5,4,9,33,24,50,10.529278,20.077236,3.3734,1.90542e-05,0.00207917,0.000720593
qdeim,0.5,4,9,33,24,50,20.987398,53.094629,3.9981,6.82265e-05,0.00419519,0.00193333
sopt,0.5,4,9,33,24,60,17.715949,19.490659,3.42328,2.83803e-05,0.00227151,0.000698955
qdeim,0.5,4,9,33,24,60,23.917011,44.749502,4.44008,8.482e-05,0.00437817,0.00213527
sopt,0.5,4,9,33,24,70,8.622767,20.316554,3.77978,1.74755e-05,0.00201406,0.000762044
qdeim,0.5,4,9,33,24,70,14.055080,48.164810,4.79116,8.96227e-05,0.00430077,0.00223161
sopt,0.5,4,9,33,24,80,9.126658,15.895259,3.89573,4.19093e-05,0.00304885,0.000977951
qdeim,0.5,4,9,33,24,80,20.959410,39.077489,5.12653,4.05561e-05,0.0017321,0.00128992
sopt,0.5,4,9,33,24,90,8.008990,14.987272,4.05419,4.08577e-05,0.00306795,0.000985091
qdeim,0.5,4,9,33,24,90,34.941122,31.017888,5.24239,4.31172e-05,0.00189283,0.00198074
sopt,0.5,4,9,33,24,100,10.109649,15.596406,4.24583,3.67445e-05,0.00297225,0.00099502
qdeim,0.5,4,9,33,24,100,15.586244,30.445953,5.29016,3.79481e-05,0.00155199,0.00190724
sopt,0.5,4,9,33,24,110,8.718819,49.431038,4.36463,3.42852e-05,0.00285955,0.000988295
qdeim,0.5,4,9,33,24,110,12.196064,27.705971,5.32289,2.34946e-05,0.0011105,0.00116606
sopt,0.5,4,9,33,24,120,15.822085,13.117055,4.45324,2.7722e-05,0.00222036,0.000776296
qdeim,0.5,4,9,33,24,120,21.607789,27.654660,5.59433,2.73077e-05,0.00122864,0.00117968
sopt,0.5,4,9,33,24,130,7.667390,12.929608,4.64401,2.77544e-05,0.00225456,0.000789
qdeim,0.5,4,9,33,24,130,12.550321,31.170440,5.74972,2.73965e-05,0.00129044,0.00110024
sopt,0.5,4,9,33,24,140,7.336684,11.853237,4.66192,2.96314e-05,0.00242907,0.000809286
qdeim,0.5,4,9,33,24,140,11.260958,23.980563,5.8813,2.72238e-05,0.00151141,0.00112893
sopt,0.5,4,9,33,24,150,10.655125,11.355178,4.90553,2.79754e-05,0.00237194,0.000816889
qdeim,0.5,4,9,33,24,150,10.917584,20.623135,6.47529,2.63449e-05,0.00138971,0.00104625
sopt,0.5,4,9,33,24,160,7.144898,10.787673,5.0405,2.84749e-05,0.00235575,0.000811579
qdeim,0.5,4,9,33,24,160,28.464701,20.458273,6.20225,2.55616e-05,0.00142329,0.000986045
sopt,0.5,4,9,33,24,170,6.138724,11.682904,5.18446,2.72362e-05,0.00238693,0.000840531
qdeim,0.5,4,9,33,24,170,10.770125,24.679052,6.32999,2.79587e-05,0.00153565,0.00109066
sopt,0.5,4,9,33,24,180,8.443356,11.775259,5.2205,2.94657e-05,0.00212364,0.000644033
qdeim,0.5,4,9,33,24,180,13.723734,31.272753,6.49077,3.44073e-05,0.00206315,0.001222
sopt,0.5,4,9,33,24,190,5.894174,12.514611,5.31826,2.90665e-05,0.00209756,0.000646157
qdeim,0.5,4,9,33,24,190,9.756178,21.152918,6.81614,3.42585e-05,0.00195542,0.000980629
sopt,0.5,4,9,33,24,200,6.761992,11.834600,5.43647,2.72647e-05,0.00203043,0.000633088
qdeim,0.5,4,9,33,24,200,12.285715,18.153505,6.74636,2.62955e-05,0.00148226,0.00082292
sopt,0.5,5,9,72,41,10,69.146406,104.640527,1.62239,0.0190555,,
qdeim,0.5,5,9,72,41,10,75.402201,144.922162,1.70148,0.0190555,,
sopt,0.5,5,9,72,41,20,33.454437,114.583760,1.97568,0.0190555,,
qdeim,0.5,5,9,72,41,20,59.204272,170.313398,2.01494,0.0190555,,
sopt,0.5,5,9,72,41,30,24.375524,60.479953,2.66545,0.0190555,,
qdeim,0.5,5,9,72,41,30,54.593611,104.373398,2.35708,0.0190555,,
sopt,0.5,5,9,72,41,40,32.150581,66.496521,3.75879,8.73622e-05,0.00272666,0.00200177
qdeim,0.5,5,9,72,41,40,49.922252,96.662796,2.47349,0.0190555,,
sopt,0.5,5,9,72,41,50,16.507705,47.642781,3.97515,4.44469e-05,0.00149093,0.000854562
qdeim,0.5,5,9,72,41,50,43.701279,70.078629,4.71315,6.55463e-05,0.00357861,0.00510762
sopt,0.5,5,9,72,41,60,17.606380,45.853574,4.14639,9.71079e-05,0.00386307,0.00252215
qdeim,0.5,5,9,72,41,60,35.721457,128.554141,4.85079,8.51806e-05,0.00546756,0.00639912
sopt,0.5,5,9,72,41,70,16.268597,44.093409,4.31185,3.57599e-05,0.00126244,0.000787368
qdeim,0.5,5,9,72,41,70,34.271344,76.024061,4.97223,8.6865e-05,0.00599111,0.00628661
sopt,0.5,5,9,72,41,80,13.944404,43.624564,4.61778,7.67732e-05,0.00309717,0.00190573
qdeim,0.5,5,9,72,41,80,29.425052,72.381240,5.16122,8.38496e-05,0.00575924,0.00634165
sopt,0.5,5,9,72,41,90,14.223537,45.615678,4.76233,7.64335e-05,0.0031756,0.00176651
qdeim,0.5,5,9,72,41,90,23.035755,100.952014,3.70665,0.0190555,,
sopt,0.5,5,9,72,41,100,13.660451,35.972224,4.73381,4.66991e-05,0.00180341,0.00094136
qdeim,0.5,5,9,72,41,100,23.702337,76.290080,5.82592,2.30096e-05,0.00197052,0.00191316
sopt,0.5,5,9,72,41,110,13.394254,34.257568,4.88152,4.66826e-05,0.00193052,0.000867661
qdeim,0.5,5,9,72,41,110,24.008530,61.963307,5.71574,9.56953e-05,0.00543578,0.00298985
sopt,0.5,5,9,72,41,120,11.693040,40.732136,5.12732,7.08148e-05,0.00333357,0.00145622
qdeim,0.5,5,9,72,41,120,29.348110,316.620508,5.91435,6.13458e-05,0.00326238,0.00193876
sopt,0.5,5,9,72,41,130,13.219559,35.327606,5.41544,6.62895e-05,0.00316511,0.00142793
qdeim,0.5,5,9,72,41,130,21.194157,59.806659,5.97297,0.000106767,0.00557726,0.00363812
sopt,0.5,5,9,72,41,140,9.912357,34.038725,5.28503,5.97371e-05,0.00299995,0.00131128
qdeim,0.5,5,9,72,41,140,19.713510,75.784071,4.49416,0.0190555,,
sopt,0.5,5,9,72,41,150,9.911797,34.618493,5.28482,5.34451e-05,0.00283856,0.00123807
qdeim,0.5,5,9,72,41,150,18.264741,428.320926,6.13729,5.25713e-05,0.0021938,0.00158745
sopt,0.5,5,9,72,41,160,10.668796,28.045612,5.40513,4.58529e-05,0.00260709,0.00113268
qdeim,0.5,5,9,72,41,160,21.842179,68.184055,6.21475,4.95696e-05,0.00213177,0.00156714
sopt,0.5,5,9,72,41,170,9.492939,31.373138,5.65731,4.47478e-05,0.0026347,0.00106551
qdeim,0.5,5,9,72,41,170,18.394969,57.349424,6.18132,4.30846e-05,0.00158738,0.00154709
sopt,0.5,5,9,72,41,180,10.301040,43.490260,5.47045,4.14751e-05,0.00248912,0.00102004
qdeim,0.5,5,9,72,41,180,17.035497,236.343986,6.34189,6.00417e-05,0.00225219,0.00227615
sopt,0.5,5,9,72,41,190,11.112869,29.811073,5.57883,3.92716e-05,0.00241541,0.00104423
qdeim,0.5,5,9,72,41,190,18.373052,49.682227,6.4339,4.60944e-05,0.00211219,0.00212291
sopt,0.5,5,9,72,41,200,10.344158,26.421648,5.68032,3.25138e-05,0.00191735,0.000911524
qdeim,0.5,5,9,72,41,200,19.447323,131.825278,6.59807,4.71407e-05,0.00251567,0.00304027
sopt,0.5,6,9,118,70,10,65.810800,251.561439,2.06302,0.0190555,,
qdeim,0.5,6,9,118,70,10,205.667196,276.965451,2.12109,0.0190555,,
sopt,0.5,6,9,118,70,20,36.579257,119.643175,2.35422,0.0190555,,
qdeim,0.5,6,9,118,70,20,168.528954,278.022709,2.18305,0.0190555,,
sopt,0.5,6,9,118,70,30,30.986103,83.132717,2.44048,0.0190555,,
qdeim,0.5,6,9,118,70,30,1180.984844,148.374428,2.33451,0.0190555,,
sopt,0.5,6,9,118,70,40,26.144607,79.038164,2.49571,0.0190555,,
qdeim,0.5,6,9,118,70,40,248.847285,131.841971,2.70484,0.0190555,,
sopt,0.5,6,9,118,70,50,24.129097,75.790435,2.34994,0.0190555,,
qdeim,0.5,6,9,118,70,50,303.393261,104.563485,2.84323,0.0190555,,
sopt,0.5,6,9,118,70,60,23.934267,61.127453,2.43101,0.0190555,,
qdeim,0.5,6,9,118,70,60,145.820934,94.480534,3.01832,0.0190555,,
sopt,0.5,6,9,118,70,70,49.550007,64.482361,2.43839,0.0190555,,
qdeim,0.5,6,9,118,70,70,11477.034313,101.500678,2.94877,0.0190555,,
sopt,0.5,6,9,118,70,80,19.634701,55.225256,2.56731,0.0190555,,
qdeim,0.5,6,9,118,70,80,140.771724,119.928071,3.22928,0.0190555,,
sopt,0.5,6,9,118,70,90,18.714404,54.371538,2.60363,0.0190555,,
qdeim,0.5,6,9,118,70,90,218.890586,90.643235,3.06354,0.0190555,,
sopt,0.5,6,9,118,70,100,17.763527,47.691863,2.60327,0.0190555,,
qdeim,0.5,6,9,118,70,100,553.892057,87.370150,3.16036,0.0190555,,
sopt,0.5,6,9,118,70,110,16.329754,48.106062,2.72461,0.0190555,,
qdeim,0.5,6,9,118,70,110,2394.706036,77.203800,3.17853,0.0190555,,
sopt,0.5,6,9,118,70,120,16.699097,45.646414,2.84238,0.0190555,,
qdeim,0.5,6,9,118,70,120,5342.828626,71.800201,3.25015,0.0190555,,
sopt,0.5,6,9,118,70,130,16.302182,45.333588,2.89835,0.0190555,,
qdeim,0.5,6,9,118,70,130,28107.471369,68.999042,3.22381,0.0190555,,
sopt,0.5,6,9,118,70,140,46.643957,41.393321,3.24077,0.0190555,,
qdeim,0.5,6,9,118,70,140,114083.734779,69.294790,3.23225,0.0190555,,
sopt,0.5,6,9,118,70,150,14.938951,43.679047,3.31664,0.0190555,,
qdeim,0.5,6,9,118,70,150,3495.514724,67.755120,3.29193,0.0190555,,
sopt,0.5,6,9,118,70,160,13.776585,39.187153,3.3357,0.0190555,,
qdeim,0.5,6,9,118,70,160,392.151095,62.820043,3.61158,0.0190555,,
sopt,0.5,6,9,118,70,170,13.522264,38.599318,3.35426,0.0190555,,
qdeim,0.5,6,9,118,70,170,2512.809257,62.865308,3.36984,0.0190555,,
sopt,0.5,6,9,118,70,180,13.628454,39.436132,3.20275,0.0190555,,
qdeim,0.5,6,9,118,70,180,21614.209247,66.141149,3.70926,0.0190555,,
sopt,0.5,6,9,118,70,190,14.090587,40.497268,3.15566,0.0190555,,
qdeim,0.5,6,9,118,70,190,4969.036453,66.260518,3.74922,0.0190555,,
sopt,0.5,6,9,118,70,200,24.435682,37.437968,3.5114,0.0190555,,
qdeim,0.5,6,9,118,70,200,89.078554,65.647243,,,,
