method,window,t,ws,w,q,TT3,TT4,ErrX,ErrV,ErrE
clssopt,0.1,20,9,1,2.00522,2.71e+00,6.98963e-06,0.00103726,0.000119941
clsqdeim,0.1,20,9,1,1.43958,2.36e+00,0.000268742,0.0698045,0.00574783
clssopt,0.1,20,9,2,1.43539,2.43e+00,2.65718e-05,0.00205304,0.000376227
clsqdeim,0.1,20,9,2,1.45803,2.40e+00,0.000138312,0.0244041,0.0016102
clssopt,0.1,20,9,3,1.39217,2.40e+00,8.81813e-05,0.00252019,0.000696925
clsqdeim,0.1,20,9,3,1.36455,2.35e+00,4.55938e-05,0.00818216,0.00116877
clssopt,0.1,20,9,4,1.41331,2.33e+00,0.000274803,0.00679904,0.00177981
clsqdeim,0.1,20,9,4,1.41247,2.31e+00,7.35867e-05,0.00885271,0.000706889
clssopt,0.1,20,9,5,1.69009,2.45e+00,0.000288166,0.0072607,0.00277054
clsqdeim,0.1,20,9,5,1.43038,2.35e+00,2.2447e-05,0.00156418,0.000285645
clssopt,0.1,20,9,6,1.55653,2.46e+00,0.000268732,0.0108696,0.00405459
clsqdeim,0.1,20,9,6,1.43838,2.34e+00,1.08937e-05,0.00262687,0.000133994
clssopt,0.1,20,9,7,1.80032,2.55e+00,5.14346e-05,0.0019014,0.000429021
clsqdeim,0.1,20,9,7,1.40184,2.28e+00,1.30299e-05,0.00112002,8.1618e-05
clssopt,0.1,20,9,8,1.6251,2.48e+00,3.00655e-05,0.00114926,0.000222515
clsqdeim,0.1,20,9,8,1.74815,2.40e+00,1.6191e-05,0.00087458,7.89516e-05
clssopt,0.1,20,9,9,1.29282,2.37e+00,3.66481e-05,0.00161384,0.000316197
clsqdeim,0.1,20,9,9,1.96241,2.49e+00,9.54454e-06,0.000954458,6.58156e-05
clssopt,0.1,20,9,10,1.36768,2.22e+00,2.90762e-05,0.00116601,0.000287215
clsqdeim,0.1,20,9,10,2.27501,2.54e+00,8.71138e-06,0.000514237,2.69547e-05
clssopt,0.1,30,6,1,,1.10e+00,18.6,829.288,9.32629
clsqdeim,0.1,30,6,1,1.21583,2.21e+00,2.82551e-05,0.00588296,0.000676784
clssopt,0.1,30,6,2,1.16667,2.71e+00,0.00232289,0.195294,0.0678877
clsqdeim,0.1,30,6,2,1.40466,2.15e+00,1.20211e-05,0.00485558,0.000420537
clssopt,0.1,30,6,3,,1.12e+00,143.956,26.481,210.852
clsqdeim,0.1,30,6,3,1.16393,2.11e+00,1.40208e-05,0.00296522,0.000250361
clssopt,0.1,30,6,4,,1.03e+00,59.6592,67.8889,33.7951
clsqdeim,0.1,30,6,4,1.36607,2.28e+00,1.30184e-05,0.00305481,0.000184164
clssopt,0.1,30,6,5,1.08258,2.21e+00,0.00704327,0.164923,0.0548007
clsqdeim,0.1,30,6,5,1.49553,2.16e+00,1.14288e-05,0.00226349,0.000151031
clssopt,0.1,30,6,6,1.18584,2.22e+00,0.0030739,0.133458,0.0164825
clsqdeim,0.1,30,6,6,1.22108,2.16e+00,1.09649e-05,0.00219857,7.29308e-05
clssopt,0.1,30,6,7,1.24824,2.19e+00,0.00243361,0.0957312,0.0126855
clsqdeim,0.1,30,6,7,1.32726,2.23e+00,3.85347e-06,0.000874312,5.83339e-05
clssopt,0.1,30,6,8,1.24859,2.14e+00,0.00157921,0.0972578,0.00905916
clsqdeim,0.1,30,6,8,1.24347,2.15e+00,9.86862e-07,0.000574881,4.65287e-05
clssopt,0.1,30,6,9,1.51544,2.28e+00,0.000464239,0.0390739,0.00326627
clsqdeim,0.1,30,6,9,1.29745,2.13e+00,2.5255e-06,0.000215749,3.84707e-05
clssopt,0.1,30,6,10,1.21232,2.13e+00,0.000331719,0.056473,0.00823637
clsqdeim,0.1,30,6,10,1.33907,2.11e+00,1.09205e-06,0.000132542,1.9585e-05
clssopt,0.1,40,5,1,,8.76e-01,0.450504,9.11574,0.771675
clsqdeim,0.1,40,5,1,1.00107,2.12e+00,3.89645e-05,0.0073454,0.000179022
clssopt,0.1,40,5,2,,8.02e-01,77.5501,31.6569,17.2732
clsqdeim,0.1,40,5,2,0.996508,1.99e+00,0.000189797,0.0271968,0.00101083
clssopt,0.1,40,5,3,,9.28e-01,0.0731583,4.35701,1.41174
clsqdeim,0.1,40,5,3,1.20766,2.29e+00,0.000193555,0.0249951,0.00105602
clssopt,0.1,40,5,4,,9.16e-01,0.0777171,1.4119,0.12416
clsqdeim,0.1,40,5,4,1.3054,2.16e+00,8.94979e-05,0.0162926,0.000486939
clssopt,0.1,40,5,5,,1.15e+00,0.0825161,12.2987,1.41474
clsqdeim,0.1,40,5,5,1.11203,2.06e+00,6.91461e-05,0.009659,0.000340172
clssopt,0.1,40,5,6,,1.24e+00,0.0910276,22.447,1.08694
clsqdeim,0.1,40,5,6,1.05167,1.99e+00,1.80197e-05,0.00426011,9.17188e-05
clssopt,0.1,40,5,7,,1.42e+00,0.0832671,10.174,0.985955
clsqdeim,0.1,40,5,7,1.1604,2.02e+00,2.27784e-05,0.00443403,0.000119025
clssopt,0.1,40,5,8,,1.19e+00,0.0989556,26.9654,0.600176
clsqdeim,0.1,40,5,8,1.4339,2.26e+00,1.6332e-05,0.00379076,9.2659e-05
clssopt,0.1,40,5,9,,9.53e-01,0.571446,1.42266,0.365197
clsqdeim,0.1,40,5,9,1.49179,2.65e+00,5.16702e-06,0.00265537,3.59155e-05
clssopt,0.1,40,5,10,1.35355,2.10e+00,0.000149578,0.00733548,0.000740594
clsqdeim,0.1,40,5,10,1.10754,2.60e+00,1.02786e-05,0.00409897,7.57861e-05
