EQPGlobal,1.0,0.9,1,1,101,2048,100,0.00698809,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,50,50,0.00421753,7.99453e-05,0.253881
EQP,1.0,0.9,1,1,2048,100,100,0.00700991,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,150,100,0.0069982,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,200,100,0.00699333,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,400,100,0.00698842,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,600,100,0.00700945,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,800,100,0.00698326,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,1000,100,0.00699024,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,1200,100,0.00698766,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,1400,100,0.00700971,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,1600,100,0.00699323,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,1800,100,0.00701006,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,2000,100,0.00698709,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,2200,100,0.00700374,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,2400,100,0.00703062,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,2600,100,0.00703574,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,2800,100,0.00703789,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,3000,100,0.00699475,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,3200,100,0.00699114,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,3400,100,0.00701675,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,3600,100,0.00701397,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,3800,100,0.00696875,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,4000,100,0.00761203,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,4200,100,0.00703012,7.97769e-05,0.251979
EQP,1.0,0.9,1,1,2048,4400,100,0.007589,7.97769e-05,0.251979
SOPT,1.0,0.9,1,1,2,20,225,0.0324688,0.00139818,0.224021
gappy-POD,1.0,0.9,1,1,2,20,180,0.0259844,0.00181457,0.28312
QDEIM,1.0,0.9,1,1,2,20,180,0.0261922,0.00181457,0.28312
SOPT,1.0,0.9,1,1,2,40,351,0.0502614,0.00121992,0.198697
gappy-POD,1.0,0.9,1,1,2,40,360,0.0517305,0.00166423,0.261776
QDEIM,1.0,0.9,1,1,2,40,333,0.0480459,0.00166423,0.261776
SOPT,1.0,0.9,1,1,2,60,549,0.0787405,0.000865274,0.148966
gappy-POD,1.0,0.9,1,1,2,60,540,0.077206,0.00134983,0.217178
QDEIM,1.0,0.9,1,1,2,60,477,0.0678874,0.00134983,0.217178
SOPT,1.0,0.9,1,1,2,80,675,0.0969864,0.000676904,0.122986
gappy-POD,1.0,0.9,1,1,2,80,684,0.0979247,0.00103045,0.172128
QDEIM,1.0,0.9,1,1,2,80,621,0.087906,0.00103045,0.172128
SOPT,1.0,0.9,1,1,2,100,765,0.108536,0.000603273,0.113247
gappy-POD,1.0,0.9,1,1,2,100,702,0.100391,0.00100224,0.168201
QDEIM,1.0,0.9,1,1,2,100,720,0.103011,0.00100224,0.168201
SOPT,1.0,0.9,1,1,2,200,981,0.140099,0.000237408,0.0661179
gappy-POD,1.0,0.9,1,1,2,200,864,0.124369,0.000597081,0.111958
QDEIM,1.0,0.9,1,1,2,200,954,0.135215,0.000597081,0.111958
SOPT,1.0,0.9,1,1,2,300,1125,0.160919,6.79736e-05,0.0484446
gappy-POD,1.0,0.9,1,1,2,300,1044,0.14908,0.000150649,0.0571382
QDEIM,1.0,0.9,1,1,2,300,1053,0.147781,0.000150649,0.0571382
SOPT,1.0,0.9,1,1,2,400,1152,0.163205,6.58399e-05,0.0474017
gappy-POD,1.0,0.9,1,1,2,400,1107,0.158958,7.49934e-05,0.0496251
QDEIM,1.0,0.9,1,1,2,400,1080,0.152307,7.49934e-05,0.0496251
SOPT,1.0,0.9,1,1,2,500,1152,0.164526,6.57953e-05,0.0471878
gappy-POD,1.0,0.9,1,1,2,500,1152,0.164309,6.57251e-05,0.0471341
QDEIM,1.0,0.9,1,1,2,500,1152,0.164305,6.57251e-05,0.0471341
SOPT,1.0,0.9,1,1,2,600,1152,0.163547,6.57939e-05,0.0472067
gappy-POD,1.0,0.9,1,1,2,600,1152,0.163822,6.57228e-05,0.0471299
QDEIM,1.0,0.9,1,1,2,600,1152,0.16295,6.57228e-05,0.0471299
SOPT,1.0,0.9,1,1,2,700,1152,0.163935,6.57858e-05,0.0471882
gappy-POD,1.0,0.9,1,1,2,700,1152,0.16638,6.57217e-05,0.0471232
QDEIM,1.0,0.9,1,1,2,700,1152,0.163136,6.57217e-05,0.0471232
SOPT,1.0,0.9,1,1,2,800,1152,0.163655,6.57352e-05,0.0470199
gappy-POD,1.0,0.9,1,1,2,800,1152,0.163584,6.57236e-05,0.047129
