method,t,n,ef,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clsqdeim,0.1,0,10,1,20,5,13.513451,1.000000,,0.029774,1.05206,0.0522181
clsgnat,0.1,0,10,1,20,5,34.831071,1.000000,,0.08472,2.15685,0.0248784
qdeim,0.1,0,10,1,20,5,23.639152,1.000000,0.34925,0.000144788,0.0459344,0.000440559
gnat,0.1,0,10,1,20,5,21.280368,1.000000,0.347306,0.00106507,0.462799,0.00915988
clsqdeim,0.1,0,10,1,20,10,18.322482,1.000000,,0.0291291,0.946667,0.0476156
clsgnat,0.1,0,10,1,20,10,17.420512,1.000000,,0.08461,2.11585,0.0206036
qdeim,0.1,0,10,1,20,10,11.837062,1.000000,0.425562,9.76852e-05,0.0234189,0.000165178
gnat,0.1,0,10,1,20,10,12.798390,1.000000,0.405259,0.0014897,0.56187,0.00363887
clsqdeim,0.1,0,10,1,20,15,14.307949,1.000000,,0.0182617,0.717315,0.0301744
clsgnat,0.1,0,10,1,20,15,10.740134,1.000000,,0.0848491,1.91845,0.012891
qdeim,0.1,0,10,1,20,15,7.772864,1.000000,0.444147,9.78885e-05,0.0243608,0.00019265
gnat,0.1,0,10,1,20,15,10.123738,1.000000,0.446066,0.00102128,0.440108,0.00318634
clsqdeim,0.1,0,10,1,20,20,15.555039,1.000000,,0.0169046,0.575343,0.010343
clsgnat,0.1,0,10,1,20,20,32.265250,1.000000,,0.0842507,1.9762,0.0143116
qdeim,0.1,0,10,1,20,20,7.547898,1.000000,0.526913,0.000111588,0.0166083,9.95652e-05
gnat,0.1,0,10,1,20,20,10.268388,1.000000,0.451543,0.000881496,0.257391,0.000145042
clsqdeim,0.1,0,10,1,20,25,11.135215,1.000000,,0.014694,0.580561,0.00221796
clsgnat,0.1,0,10,1,20,25,8.768020,1.000000,,0.0845903,1.84578,0.00810489
qdeim,0.1,0,10,1,20,25,6.555222,1.000000,0.528719,8.31363e-05,0.0100155,5.24243e-05
gnat,0.1,0,10,1,20,25,4.406215,1.000000,0.457628,0.00133126,0.275438,5.42897e-05
clsqdeim,0.1,0,10,1,20,30,10.984434,1.000000,,0.0129843,0.585397,0.00973639
clsgnat,0.1,0,10,1,20,30,11.686757,1.000000,,0.0844842,1.82353,0.00487642
qdeim,0.1,0,10,1,20,30,6.975391,1.000000,0.551554,6.16956e-05,0.00643603,5.78685e-05
gnat,0.1,0,10,1,20,30,5.307288,1.000000,0.471093,0.000966279,0.307729,0.000529595
clsqdeim,0.1,0,10,1,20,35,7.956181,1.000000,0.630644,0.000635528,0.198474,0.0027131
clsgnat,0.1,0,10,1,20,35,10.518300,1.000000,,0.0779156,2.51007,0.00647975
qdeim,0.1,0,10,1,20,35,5.875157,1.000000,0.597656,5.62196e-05,0.00492659,5.78297e-05
gnat,0.1,0,10,1,20,35,4.446561,1.000000,0.434132,0.000911763,0.285781,0.000578501
clsqdeim,0.1,0,10,1,20,40,10.456557,1.000000,0.618759,0.000233279,0.0865956,0.00126799
clsgnat,0.1,0,10,1,20,40,12.558941,1.000000,,0.0787037,2.94178,0.0173159
qdeim,0.1,0,10,1,20,40,6.068459,1.000000,0.627511,4.862e-05,0.00524708,5.90984e-05
gnat,0.1,0,10,1,20,40,7.343102,1.000000,0.502192,0.00171107,0.284829,0.00187208
clsqdeim,0.1,0,10,1,20,45,6.972096,1.000000,0.641509,8.73237e-05,0.0282745,0.000936552
clsgnat,0.1,0,10,1,20,45,8.005687,1.000000,,0.0788908,3.14214,0.0237915
qdeim,0.1,0,10,1,20,45,4.794469,1.000000,0.657996,2.82334e-05,0.00383865,7.48873e-05
gnat,0.1,0,10,1,20,45,3.680821,1.000000,0.51616,0.00202655,0.436909,0.00143053
clsqdeim,0.1,0,10,1,20,50,7.037750,1.000000,0.679891,0.000113859,0.0328812,0.00128044
clsgnat,0.1,0,10,1,20,50,14.925025,1.000000,,0.0779826,34.4811,0.00146107
qdeim,0.1,0,10,1,20,50,4.616255,1.000000,0.70797,1.57933e-05,0.00326054,7.33853e-05
gnat,0.1,0,10,1,20,50,5.755556,1.000000,0.52915,0.00165749,0.405371,0.00122746
clsqdeim,0.1,0,10,1,20,55,5.707897,1.000000,0.758596,8.33978e-05,0.0230803,0.00122654
clsgnat,0.1,0,10,1,20,55,7.213873,1.000000,,0.0779289,28.0792,0.00590144
qdeim,0.1,0,10,1,20,55,3.953975,1.000000,0.750051,0.000112499,0.00603074,5.21708e-05
gnat,0.1,0,10,1,20,55,3.719414,1.000000,0.582129,0.00131622,0.362497,0.00281296
clsqdeim,0.1,0,10,1,20,60,7.443325,1.000000,0.722904,2.92347e-05,0.00760274,7.76295e-05
clsgnat,0.1,0,10,1,20,60,12.730779,1.000000,,0.0775024,14.1927,0.0275517
