method,t,n,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clsqdeim,0.1,1,10,10,31,70,6.046238,2.377741,0.945044,0.000794248,0.0903128,0.00715526
clsgnat,0.1,1,10,10,31,70,8.918804,3.226691,,0.0929341,15.5881,1.7593
dopt,0.1,1,10,10,31,70,3.913617,2.001599,1.01058,0.020645,0.408486,6.48859e-05
qdeim,0.1,1,10,10,31,70,6.442797,4.912015,0.873193,0.000235242,0.0328218,0.0037541
gnat,0.1,1,10,10,31,70,3.455062,2.506585,,0.0493959,1.95602,0.11088
clsdopt,0.1,1,10,10,31,75,4.019214,3.015636,1.11931,0.0206438,0.408385,6.54278e-05
clsqdeim,0.1,1,10,10,31,75,7.369580,2.065691,0.984967,0.000833096,0.0681594,0.0062087
clsgnat,0.1,1,10,10,31,75,8.494332,2.835511,,0.0929966,10.9279,1.67947
dopt,0.1,1,10,10,31,75,4.145973,2.605998,1.05995,0.020645,0.408479,6.49414e-05
qdeim,0.1,1,10,10,31,75,7.131901,3.048835,0.927886,0.000200867,0.0279727,0.00297608
gnat,0.1,1,10,10,31,75,3.198745,2.138127,,0.0419159,1.42345,0.838668
clsdopt,0.1,1,10,10,31,80,3.697500,2.850447,1.15129,0.0206438,0.408381,6.54552e-05
clsqdeim,0.1,1,10,10,31,80,6.108098,2.938295,1.01314,0.000822144,0.0688599,0.00618412
clsgnat,0.1,1,10,10,31,80,9.615886,3.532047,,0.0934608,5.1405,0.400711
dopt,0.1,1,10,10,31,80,3.851276,2.193031,1.06899,0.0206451,0.408482,6.49584e-05
qdeim,0.1,1,10,10,31,80,6.321886,4.695507,1.03155,0.000167635,0.0241205,0.00263825
gnat,0.1,1,10,10,31,80,3.328359,2.336719,,0.0459386,1.24535,0.0882114
clsdopt,0.1,1,10,10,31,85,3.976924,3.087695,1.18882,0.0206439,0.408385,6.54457e-05
clsqdeim,0.1,1,10,10,31,85,5.777967,2.316376,1.00022,0.000524754,0.12048,0.00925137
clsgnat,0.1,1,10,10,31,85,8.615169,2.206915,,0.0946754,4.45483,0.260009
dopt,0.1,1,10,10,31,85,3.507015,2.487105,1.07277,0.0206451,0.408485,6.49724e-05
qdeim,0.1,1,10,10,31,85,5.601813,2.988087,0.980573,9.9086e-05,0.0134726,0.00125228
gnat,0.1,1,10,10,31,85,3.307711,1.728894,,0.0396876,1.33011,0.72469
clsdopt,0.1,1,10,10,31,90,3.367144,3.394044,1.20486,0.020644,0.408389,6.54465e-05
clsqdeim,0.1,1,10,10,31,90,6.043255,2.581141,1.09718,0.000287734,0.0401293,0.00240033
clsgnat,0.1,1,10,10,31,90,7.819295,2.369617,,0.094319,7.22355,0.427079
dopt,0.1,1,10,10,31,90,3.518380,2.265652,1.12057,0.0206454,0.40849,6.49825e-05
qdeim,0.1,1,10,10,31,90,5.280963,4.232002,0.960569,3.62183e-05,0.00984281,0.000607123
gnat,0.1,1,10,10,31,90,3.019228,1.675339,,0.0427059,1.77958,0.0831903
clsdopt,0.1,1,10,10,31,95,3.517566,3.459551,1.25163,0.0206441,0.408392,6.54419e-05
clsqdeim,0.1,1,10,10,31,95,6.308474,1.802457,1.1246,0.000258957,0.0359606,0.00254253
clsgnat,0.1,1,10,10,31,95,6.850717,2.224133,,0.0904814,4.2238,0.177537
dopt,0.1,1,10,10,31,95,3.989780,2.567079,1.15158,0.0206453,0.408491,6.50378e-05
qdeim,0.1,1,10,10,31,95,5.693644,2.742745,1.02217,6.08039e-05,0.0133605,0.0011307
gnat,0.1,1,10,10,31,95,3.363769,1.880631,,0.0186532,2.93248,0.0706428
clsdopt,0.1,1,10,10,31,100,3.140383,3.512802,1.29532,0.020644,0.408392,6.54401e-05
clsqdeim,0.1,1,10,10,31,100,6.448976,2.336950,1.11829,0.000192203,0.0498453,0.0034869
clsgnat,0.1,1,10,10,31,100,7.893390,2.437232,,0.091462,5.53609,0.462555
dopt,0.1,1,10,10,31,100,3.639324,2.550565,1.19637,0.0206453,0.408492,6.50439e-05
qdeim,0.1,1,10,10,31,100,5.713592,3.971250,1.03212,0.000217112,0.0284564,0.00335671
gnat,0.1,1,10,10,31,100,3.046126,2.211967,0.806343,0.000869496,0.120033,0.0140679
clsdopt,0.1,2,10,22,52,5,31.569448,16.380047,0.752872,0.0206454,0.40851,6.4454e-05
clsqdeim,0.1,2,10,22,52,5,60.884948,18.220573,,0.0481849,3.79739,0.645355
clsgnat,0.1,2,10,22,52,5,130.665638,52.340366,,0.0970271,186.074,896.531
dopt,0.1,2,10,22,52,5,32.015265,10.772998,0.699982,0.0206462,0.408555,6.49244e-05
qdeim,0.1,2,10,22,52,5,43.453556,16.749467,,0.0207357,2.23457,0.219703
gnat,0.1,2,10,22,52,5,31.745571,15.431444,,0.0711758,4.38341,1.76604
clsdopt,0.1,2,10,22,52,10,28.747028,15.140975,0.812101,0.020646,0.40853,6.47975e-05
clsqdeim,0.1,2,10,22,52,10,44.174450,16.020254,,0.0467934,4.0811,0.441876
clsgnat,0.1,2,10,22,52,10,83.318081,33.246051,,0.0967482,729.963,10047.9
dopt,0.1,2,10,22,52,10,19.302439,8.370114,0.743235,0.0206462,0.40855,6.48029e-05
qdeim,0.1,2,10,22,52,10,31.592931,12.253742,,0.0169729,489.683,19527.7
gnat,0.1,2,10,22,52,10,26.089063,8.150577,,0.0711327,4.43891,1.78994
clsdopt,0.1,2,10,22,52,15,19.607624,11.951328,0.802271,0.0206463,0.408526,6.48173e-05
clsqdeim,0.1,2,10,22,52,15,31.511905,15.860664,,0.0528348,2.43636,0.272059
clsgnat,0.1,2,10,22,52,15,54.296842,18.199752,,0.0969603,108.555,172.39
dopt,0.1,2,10,22,52,15,14.478757,7.231691,0.774426,0.0206459,0.408546,6.49684e-05
qdeim,0.1,2,10,22,52,15,39.789749,10.844145,,0.00993971,2.64552,0.320953
gnat,0.1,2,10,22,52,15,14.675178,7.961377,,0.0711177,4.4741,1.80525
clsdopt,0.1,2,10,22,52,20,11.816976,5.927502,0.94556,0.0206461,0.408532,6.48729e-05
clsqdeim,0.1,2,10,22,52,20,28.135043,12.194228,,0.0421118,2.03356,0.166534
clsgnat,0.1,2,10,22,52,20,49.235262,20.440473,,0.0967451,1521.64,37426.3
dopt,0.1,2,10,22,52,20,12.942555,6.201880,0.90811,0.0206462,0.408555,6.50157e-05
qdeim,0.1,2,10,22,52,20,42.004961,10.469419,,0.0145176,1.25957,0.137013
gnat,0.1,2,10,22,52,20,11.851766,7.145420,,0.0711743,4.53581,1.84163
clsdopt,0.1,2,10,22,52,25,10.507885,6.483304,0.939768,0.0206461,0.408526,6.50215e-05
clsqdeim,0.1,2,10,22,52,25,30.513855,12.456380,,0.0352495,6.60732,2.36524
clsgnat,0.1,2,10,22,52,25,37.698622,13.300660,,0.0964194,266.307,374.788
dopt,0.1,2,10,22,52,25,10.953933,5.499412,0.944287,0.020646,0.408551,6.5061e-05
qdeim,0.1,2,10,22,52,25,31.414331,10.064659,,0.00526245,2.14774,0.20878
gnat,0.1,2,10,22,52,25,8.213684,4.826613,,0.0712047,4.48058,1.81266
clsdopt,0.1,2,10,22,52,30,9.060845,4.755246,1.02588,0.0206464,0.408529,6.50276e-05
clsqdeim,0.1,2,10,22,52,30,27.337821,13.320571,,0.0337534,2.97511,0.252678
clsgnat,0.1,2,10,22,52,30,29.386168,11.577048,,0.0966716,1636.45,27849.1
dopt,0.1,2,10,22,52,30,9.668183,5.581707,0.978851,0.0206462,0.408545,6.50951e-05
qdeim,0.1,2,10,22,52,30,39.157844,8.467012,,0.0166744,1.8869,0.288549
gnat,0.1,2,10,22,52,30,9.984481,4.153437,,0.0711218,4.67526,1.92053
clsdopt,0.1,2,10,22,52,35,8.275230,4.524828,1.01642,0.0206461,0.408522,6.50628e-05
clsqdeim,0.1,2,10,22,52,35,29.153732,7.179678,,0.0185563,2.60586,0.21005
clsgnat,0.1,2,10,22,52,35,31.286562,9.490860,,0.0963687,,1.27486e+07
dopt,0.1,2,10,22,52,35,8.294759,6.342199,0.910739,0.0206462,0.408547,6.51591e-05
qdeim,0.1,2,10,22,52,35,33.438331,7.371224,,0.0150874,1.84919,0.213538
gnat,0.1,2,10,22,52,35,7.439589,4.500339,,0.0711831,4.57417,1.86589
clsdopt,0.1,2,10,22,52,40,7.860567,3.934199,1.04416,0.0206465,0.408522,6.49447e-05
clsqdeim,0.1,2,10,22,52,40,23.624551,6.858151,,0.0252098,2.3145,0.176131
clsgnat,0.1,2,10,22,52,40,24.561931,10.814673,,0.0968437,112.423,151.763
dopt,0.1,2,10,22,52,40,7.434795,4.587443,0.979559,0.0206459,0.408544,6.51436e-05
qdeim,0.1,2,10,22,52,40,27.574735,6.444809,,0.00503317,2.56588,0.362149
gnat,0.1,2,10,22,52,40,7.112376,3.873373,,0.0712109,4.53955,1.84023
clsdopt,0.1,2,10,22,52,45,6.914287,3.529262,1.07449,0.0206471,0.408526,6.50593e-05
clsqdeim,0.1,2,10,22,52,45,20.404713,5.712988,,0.0242204,2.01648,0.140519
clsgnat,0.1,2,10,22,52,45,22.202625,10.564452,,0.096683,2454.39,64236.9
dopt,0.1,2,10,22,52,45,7.629565,5.150631,1.03678,0.0206457,0.408537,6.51698e-05
qdeim,0.1,2,10,22,52,45,28.304517,6.737507,1.10878,0.00326064,0.668537,0.0663826
gnat,0.1,2,10,22,52,45,6.245562,3.533208,,0.0711707,4.58616,1.86407
clsdopt,0.1,2,10,22,52,50,6.652193,4.056956,1.1389,0.0206471,0.408529,6.50843e-05
clsqdeim,0.1,2,10,22,52,50,21.515477,5.455526,,0.0217389,1.96533,0.124176
clsgnat,0.1,2,10,22,52,50,20.429421,8.797379,,0.096688,2191.67,48127.1
dopt,0.1,2,10,22,52,50,7.093598,4.378313,1.02668,0.0206459,0.408535,6.50742e-05
qdeim,0.1,2,10,22,52,50,17.081653,6.259007,,0.00997636,3.15309,0.248718
gnat,0.1,2,10,22,52,50,5.822714,4.513479,,0.0711637,4.54545,1.8413
clsdopt,0.1,2,10,22,52,55,5.957540,3.514917,1.15404,0.0206472,0.408529,6.50662e-05
clsqdeim,0.1,2,10,22,52,55,20.695123,6.801465,,0.024172,2.31876,0.194293
clsgnat,0.1,2,10,22,52,55,19.337242,11.465895,,0.0968662,105.486,133.386
dopt,0.1,2,10,22,52,55,7.292789,3.996177,1.14767,0.0206459,0.408533,6.50343e-05
qdeim,0.1,2,10,22,52,55,16.602241,7.596174,,0.00675082,2.82258,0.264372
gnat,0.1,2,10,22,52,55,5.992172,4.434250,,0.0712072,4.51928,1.83647
clsdopt,0.1,2,10,22,52,60,6.675768,3.966905,1.18767,0.0206474,0.408529,6.51008e-05
clsqdeim,0.1,2,10,22,52,60,20.418010,4.568643,,0.0205868,2.16804,0.180263
clsgnat,0.1,2,10,22,52,60,25.111966,9.467705,,0.0967431,12632.5,1.45468e+06
dopt,0.1,2,10,22,52,60,5.491450,3.979943,1.14587,0.0206461,0.408531,6.50084e-05
qdeim,0.1,2,10,22,52,60,19.552286,4.819416,,0.0146469,3.9475,0.290808
gnat,0.1,2,10,22,52,60,5.684031,3.243421,,0.071206,4.52825,1.84655
clsdopt,0.1,2,10,22,52,65,6.774514,3.344126,1.16981,0.0206473,0.408526,6.50724e-05
clsqdeim,0.1,2,10,22,52,65,26.854103,4.740230,,0.0198559,2.48258,0.558521
clsgnat,0.1,2,10,22,52,65,19.923663,8.895829,,0.0969915,273.64,2999.58
dopt,0.1,2,10,22,52,65,6.421933,3.831326,1.20875,0.0206461,0.408531,6.50398e-05
qdeim,0.1,2,10,22,52,65,17.439896,4.563448,1.28702,0.00445539,0.998721,0.110134
gnat,0.1,2,10,22,52,65,7.524754,3.174961,,0.071212,4.54905,1.84934
clsdopt,0.1,2,10,22,52,70,5.480078,3.348131,1.26244,0.0206475,0.408525,6.50749e-05
clsqdeim,0.1,2,10,22,52,70,19.265986,4.421267,,0.0136349,3.08888,0.749571
clsgnat,0.1,2,10,22,52,70,16.580161,8.445685,,0.0972791,52.3936,25.7739
dopt,0.1,2,10,22,52,70,5.143176,3.549690,1.27096,0.0206464,0.408531,6.50749e-05
qdeim,0.1,2,10,22,52,70,12.336180,5.315257,1.2793,0.00370047,0.79914,0.0839594
gnat,0.1,2,10,22,52,70,4.942970,3.202581,,0.0563612,3.28997,0.477234
clsdopt,0.1,2,10,22,52,75,5.291102,3.389467,1.3072,0.0206476,0.408526,6.50738e-05
clsqdeim,0.1,2,10,22,52,75,18.003914,4.393518,,0.0144879,2.81235,0.593611
clsgnat,0.1,2,10,22,52,75,16.276651,7.445877,,0.0959576,15.4289,2.75332
dopt,0.1,2,10,22,52,75,5.250452,3.120562,1.28599,0.0206465,0.40853,6.51463e-05
qdeim,0.1,2,10,22,52,75,14.661627,5.110310,1.40899,0.00395797,1.21094,0.124221
gnat,0.1,2,10,22,52,75,5.011702,2.652725,,0.0428866,6.21822,0.549674
clsdopt,0.1,2,10,22,52,80,5.031798,3.108838,1.35683,0.0206482,0.408529,6.50846e-05
clsqdeim,0.1,2,10,22,52,80,19.059403,4.275887,,0.00909896,3.14195,0.639197
clsgnat,0.1,2,10,22,52,80,24.055562,7.568025,,0.0953575,20.3755,4.80626
dopt,0.1,2,10,22,52,80,5.260996,3.517594,1.30865,0.0206465,0.408529,6.51876e-05
qdeim,0.1,2,10,22,52,80,14.418943,4.877882,1.38365,0.00250133,0.538721,0.0574603
gnat,0.1,2,10,22,52,80,4.252572,2.642884,,0.0473907,3.5069,0.321205
clsdopt,0.1,2,10,22,52,85,4.457009,3.294575,1.34979,0.020648,0.408529,6.51174e-05
clsqdeim,0.1,2,10,22,52,85,16.320182,3.610407,,0.00804702,32.394,1.10059
clsgnat,0.1,2,10,22,52,85,13.407064,6.388311,,0.0958964,29.9255,9.07149
dopt,0.1,2,10,22,52,85,5.276243,4.000447,1.39111,0.0206466,0.40853,6.52145e-05
qdeim,0.1,2,10,22,52,85,13.303889,4.674474,1.39158,0.00198491,0.361704,0.0386767
gnat,0.1,2,10,22,52,85,4.659370,2.547119,,0.0486552,2.51243,0.200215
clsdopt,0.1,2,10,22,52,90,4.686985,2.827397,1.41282,0.0206481,0.40853,6.51185e-05
clsqdeim,0.1,2,10,22,52,90,17.357062,3.290125,,0.0135404,2.91227,0.515628
clsgnat,0.1,2,10,22,52,90,13.387532,7.009402,,0.0961334,42.5041,15.0441
dopt,0.1,2,10,22,52,90,4.820743,2.980246,1.54991,0.0206466,0.408531,6.52078e-05
qdeim,0.1,2,10,22,52,90,13.941424,4.718231,1.78732,0.00453426,1.57709,0.166791
gnat,0.1,2,10,22,52,90,3.964802,3.043137,,0.052421,2.47384,0.230187
clsdopt,0.1,2,10,22,52,95,4.605343,3.012150,1.5274,0.0206485,0.408529,6.51341e-05
clsqdeim,0.1,2,10,22,52,95,17.040445,3.792032,,0.00925133,2.42886,0.334097
clsgnat,0.1,2,10,22,52,95,13.246632,6.018784,,0.0950868,32.9257,8.99886
dopt,0.1,2,10,22,52,95,4.760467,3.059335,1.50643,0.0206467,0.408531,6.52376e-05
qdeim,0.1,2,10,22,52,95,11.255459,4.154304,1.54484,0.00267343,0.552277,0.063766
gnat,0.1,2,10,22,52,95,3.970911,2.589694,,0.0399637,7.50647,0.379615
clsdopt,0.1,2,10,22,52,100,5.055341,2.999269,1.57667,0.0206483,0.408527,6.51227e-05
clsqdeim,0.1,2,10,22,52,100,15.999913,3.329861,,0.00512554,1.27585,0.103511
clsgnat,0.1,2,10,22,52,100,14.226825,6.084776,,0.0958489,40.557,19.1618
dopt,0.1,2,10,22,52,100,4.512107,3.043031,1.47669,0.0206465,0.408529,6.51887e-05
qdeim,0.1,2,10,22,52,100,13.682526,4.559859,1.54017,0.00214922,0.402172,0.0473931
gnat,0.1,2,10,22,52,100,3.907839,2.624516,,0.0424959,2.31213,0.211161
clsdopt,0.1,3,10,32,72,5,57.983390,30.920001,1.01532,0.0206461,0.408549,6.63353e-05
clsqdeim,0.1,3,10,32,72,5,107.377390,11.500163,,0.0673496,4.27888,1.53496
clsgnat,0.1,3,10,32,72,5,221.778888,48.829329,,0.0962624,15994.8,6.03548e+06
dopt,0.1,3,10,32,72,5,43.120444,26.819968,0.869591,0.0206469,0.408544,6.63064e-05
qdeim,0.1,3,10,32,72,5,63.481037,22.178504,,0.0584526,9.0546,1.97554
gnat,0.1,3,10,32,72,5,45.729070,27.374710,,0.0629614,7.12618,17.5552
clsdopt,0.1,3,10,32,72,10,37.408124,14.842681,0.990661,0.0206461,0.408541,6.63042e-05
clsqdeim,0.1,3,10,32,72,10,42.308515,16.040090,,0.0668434,8.86841,3.81388
clsgnat,0.1,3,10,32,72,10,94.146998,51.119140,,0.0961803,15455.4,5.60356e+06
dopt,0.1,3,10,32,72,10,31.463033,13.070508,0.867946,0.020647,0.408535,6.63077e-05
qdeim,0.1,3,10,32,72,10,41.507119,16.073744,,0.0555346,10.4846,2.13361
gnat,0.1,3,10,32,72,10,26.939860,17.814528,,0.062813,7.50898,23.7845
clsdopt,0.1,3,10,32,72,15,23.683679,11.399663,1.09216,0.0206462,0.408541,6.63144e-05
clsqdeim,0.1,3,10,32,72,15,36.709279,8.505376,,0.0653829,9.03829,4.70893
clsgnat,0.1,3,10,32,72,15,85.121654,39.893637,,0.0961853,15494.1,5.63405e+06
dopt,0.1,3,10,32,72,15,25.293225,9.763352,0.961298,0.0206471,0.408534,6.63179e-05
qdeim,0.1,3,10,32,72,15,24.644292,8.387831,,0.0562009,5.91423,2.20722
gnat,0.1,3,10,32,72,15,22.438207,6.890967,,0.0625427,8.05898,37.1047
clsdopt,0.1,3,10,32,72,20,17.128976,8.727943,1.15274,0.0206454,0.408545,6.63316e-05
clsqdeim,0.1,3,10,32,72,20,36.542068,27.496890,,0.0615159,3.06727,0.572208
clsgnat,0.1,3,10,32,72,20,46.679457,26.665039,,0.0962361,13850.3,4.52383e+06
dopt,0.1,3,10,32,72,20,19.292133,7.598869,0.982876,0.0206471,0.408535,6.63469e-05
qdeim,0.1,3,10,32,72,20,23.995097,12.400983,,0.0390042,6.73639,1.77704
gnat,0.1,3,10,32,72,20,17.516166,10.457691,,0.0627264,8.02094,36.4598
clsdopt,0.1,3,10,32,72,25,17.026244,8.704628,1.1935,0.0206453,0.408547,6.63064e-05
clsqdeim,0.1,3,10,32,72,25,42.761046,5.737736,,0.0575353,2.20158,0.268559
clsgnat,0.1,3,10,32,72,25,46.679166,20.855331,,0.096264,17358.5,7.29373e+06
dopt,0.1,3,10,32,72,25,14.082234,8.227660,1.10478,0.0206469,0.40853,6.63384e-05
qdeim,0.1,3,10,32,72,25,19.133390,7.506407,,0.0532443,3.42781,4.51879
gnat,0.1,3,10,32,72,25,14.404617,6.335164,,0.0626926,8.03068,33.2877
clsdopt,0.1,3,10,32,72,30,11.906274,7.739247,1.23364,0.0206455,0.408551,6.6307e-05
clsqdeim,0.1,3,10,32,72,30,35.184808,8.338562,,0.0571749,4.03249,0.439302
clsgnat,0.1,3,10,32,72,30,40.492625,19.174171,,0.0962882,19658.5,9.23436e+06
dopt,0.1,3,10,32,72,30,14.314592,7.192086,1.14776,0.0206469,0.408532,6.63365e-05
qdeim,0.1,3,10,32,72,30,22.286343,8.765254,,0.0522807,2.90784,0.600935
gnat,0.1,3,10,32,72,30,12.537165,9.103895,,0.0627919,7.94205,28.676
clsdopt,0.1,3,10,32,72,35,13.039805,6.057522,1.30111,0.0206455,0.408546,6.6306e-05
clsqdeim,0.1,3,10,32,72,35,28.457800,5.050842,,0.0584276,4.49718,0.576638
clsgnat,0.1,3,10,32,72,35,39.244906,16.807912,,0.0962781,,8.15809e+06
dopt,0.1,3,10,32,72,35,10.318272,6.404784,1.19243,0.0206468,0.40853,6.63308e-05
qdeim,0.1,3,10,32,72,35,22.571066,6.786536,,0.0472687,1.98273,0.294925
gnat,0.1,3,10,32,72,35,10.551116,4.597340,,0.0628118,8.12738,3.90395
