method,t,n,ef,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clssopt,0.1,4,0.99999,10,54,90,35,17.901344,6.291723,,0.00270064,1.54795,0.167817
clssopt,0.1,4,0.99999,10,54,90,40,13.693450,6.835630,1.75424,0.00132341,0.654901,0.076163
clssopt,0.1,4,0.99999,10,54,90,45,16.948861,11.104321,1.72325,0.000230513,0.0432959,0.00493158
clssopt,0.1,4,0.99999,10,54,90,50,15.329919,5.451651,1.74118,0.000208546,0.0457223,0.00628855
clssopt,0.1,4,0.99999,10,54,90,55,14.623411,5.049573,1.77203,0.000229951,0.0351636,0.00431055
clssopt,0.1,4,0.99999,10,54,90,60,15.673588,7.250141,1.94057,7.39386e-05,0.0173669,0.00220175
clssopt,0.1,4,0.99999,10,54,90,65,9.662234,5.822207,2.1273,7.68044e-05,0.0152628,0.00200872
clssopt,0.1,4,0.99999,10,54,90,70,10.384348,5.597904,1.90963,7.17999e-05,0.0167081,0.00219362
clssopt,0.1,4,0.99999,10,54,90,75,12.859332,7.167139,1.91181,6.5154e-05,0.0121833,0.00165399
clssopt,0.1,4,0.99999,10,54,90,80,10.198193,6.075230,2.01287,5.85412e-05,0.00954263,0.00154232
clssopt,0.1,4,0.99999,10,54,90,85,9.726280,5.998896,2.08233,5.66804e-05,0.00701398,0.00116277
clssopt,0.1,4,0.99999,10,54,90,90,10.385490,9.205370,2.15905,3.43403e-05,0.00536197,0.000930327
clssopt,0.1,4,0.99999,10,54,90,95,8.439426,5.763343,2.10907,4.09249e-05,0.00542176,0.000899173
clssopt,0.1,4,0.99999,10,54,90,100,8.440461,5.733187,2.2192,1.5323e-05,0.00235481,0.000441493
clsqdeim,0.1,3,0.9999,10,32,72,5,107.377390,16.040090,,0.0677507,8.06888,1.98796
qdeim,0.1,3,0.9999,10,32,72,5,63.481037,16.073744,,0.0637852,4.67257,1.162
clsqdeim,0.1,3,0.9999,10,32,72,10,42.308515,27.496890,,0.0670141,7.44959,2.32017
qdeim,0.1,3,0.9999,10,32,72,10,41.507119,12.400983,,0.0569765,7.63786,6.38467
clsqdeim,0.1,3,0.9999,10,32,72,15,36.709279,8.338562,,0.0520825,5.73084,0.731275
